Point's Coordinates for twisted_polar_coordinates_22

num,   	x,,                 	y,,                 	z,,                 	theta,,             	phi,,               	norm,               	

1,     	0.142082737562,     	0.008124584885,     	-0.989821441881,    	0.057119866429,     	-1.427996660723,    	1.0,                	
2,     	0.036179041117,     	0.137639348213,     	-0.989821441881,    	1.313756927865,     	-1.427996660723,    	1.0,                	
3,     	-0.119722860472,    	0.0769412105,       	-0.989821441881,    	2.570393989301,     	-1.427996660723,    	1.0,                	
4,     	-0.110171838119,    	-0.090087064989,    	-0.989821441881,    	3.827031050737,     	-1.427996660723,    	1.0,                	
5,     	0.051632919911,     	-0.13261807861,     	-0.989821441881,    	5.083668112173,     	-1.427996660723,    	1.0,                	
6,     	0.28135280626,      	0.014622995392,     	-0.959492973614,    	0.051927151299,     	-1.28519699465,     	1.0,                	
7,     	0.228783254055,     	0.164412457704,     	-0.959492973614,    	0.623125815588,     	-1.28519699465,     	1.0,                	
8,     	0.103576635194,     	0.262002126377,     	-0.959492973614,    	1.194324479877,     	-1.28519699465,     	1.0,                	
9,     	-0.054514833504,    	0.276407971145,     	-0.959492973614,    	1.765523144166,     	-1.28519699465,     	1.0,                	
10,    	-0.195298227748,    	0.203056238079,     	-0.959492973614,    	2.336721808455,     	-1.28519699465,     	1.0,                	
11,    	-0.274075814593,    	0.06523558415,      	-0.959492973614,    	2.907920472744,     	-1.28519699465,     	1.0,                	
12,    	-0.265836266832,    	-0.093296906814,    	-0.959492973614,    	3.479119137033,     	-1.28519699465,     	1.0,                	
13,    	-0.173195582661,    	-0.222208289069,    	-0.959492973614,    	4.050317801322,     	-1.28519699465,     	1.0,                	
14,    	-0.025566524737,    	-0.280570109593,    	-0.959492973614,    	4.621516465611,     	-1.28519699465,     	1.0,                	
15,    	0.130179724147,     	-0.249852902736,    	-0.959492973614,    	5.1927151299,       	-1.28519699465,     	1.0,                	
16,    	0.24459483042,      	-0.139809164635,    	-0.959492973614,    	5.76391379419,      	-1.28519699465,     	1.0,                	
17,    	0.414819535542,     	0.022234791663,     	-0.909631995355,    	0.053549874777,     	-1.142397328578,    	1.0,                	
18,    	0.374734392181,     	0.1792868326,       	-0.909631995355,    	0.446248956476,     	-1.142397328578,    	1.0,                	
19,    	0.277599334587,     	0.309044078513,     	-0.909631995355,    	0.838948038175,     	-1.142397328578,    	1.0,                	
20,    	0.138202294746,     	0.391752164964,     	-0.909631995355,    	1.231647119873,     	-1.142397328578,    	1.0,                	
21,    	-0.022234791663,    	0.414819535542,     	-0.909631995355,    	1.624346201572,     	-1.142397328578,    	1.0,                	
22,    	-0.1792868326,      	0.374734392181,     	-0.909631995355,    	2.017045283271,     	-1.142397328578,    	1.0,                	
