This run aims to check if discrepancy is less than 0.0522
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.103025473193,     	0.0,                	0.994678717915,     	0.0,                	1.467587721208,     	1.0,                	0.01393999782,      	0.028585242177,     	0.028585242177,     	Normal,             	
1,     	0.099059871071,     	0.028308833783,     	0.994678717915,     	0.278355782037,     	1.467587721208,     	1.0,                	0.012831686516,     	0.032227367279,     	0.032227367279,     	Normal,             	
2,     	0.085467075291,     	0.057529359182,     	0.994678717915,     	0.59245507833,      	1.467587721208,     	1.0,                	0.014236514037,     	0.026842935429,     	0.026879933941,     	cover cap,          	
3,     	0.067676654343,     	0.077679589235,     	0.994678717915,     	0.854106523921,     	1.467587721208,     	1.0,                	0.014013328269,     	0.027622145293,     	0.027622145293,     	Normal,             	
4,     	0.044605576965,     	0.092868674107,     	0.994678717915,     	1.123025970505,     	1.467587721208,     	1.0,                	0.013447955097,     	0.029798232179,     	0.029798232179,     	Normal,             	
5,     	0.016161635405,     	0.101749936942,     	0.994678717915,     	1.41327542555,      	1.467587721208,     	1.0,                	0.013369933433,     	0.030598436823,     	0.030598436823,     	Normal,             	
6,     	-0.01443570378,     	0.102009110295,     	0.994678717915,     	1.711376725296,     	1.467587721208,     	1.0,                	0.013401164579,     	0.029851353524,     	0.029851353524,     	Normal,             	
7,     	-0.043074784823,    	0.093588519804,     	0.994678717915,     	2.002147281738,     	1.467587721208,     	1.0,                	0.013902392086,     	0.028723362514,     	0.028723362514,     	Normal,             	
8,     	-0.067238305064,    	0.078059326533,     	0.994678717915,     	2.281856860726,     	1.467587721208,     	1.0,                	0.014160520187,     	0.02705674687,      	0.02705674687,      	Normal,             	
9,     	-0.085242167155,    	0.057862086597,     	0.994678717915,     	2.545239403266,     	1.467587721208,     	1.0,                	0.013817084494,     	0.02802750178,      	0.02802750178,      	Normal,             	
10,    	-0.097682614902,    	0.032746829962,     	0.994678717915,     	2.818129749417,     	1.467587721208,     	1.0,                	0.013801702478,     	0.031178232285,     	0.031178232285,     	Normal,             	
11,    	-0.103005543923,    	0.00202633851,      	0.994678717915,     	3.121923060086,     	1.467587721208,     	1.0,                	0.013843220326,     	0.028854319982,     	0.028854319982,     	Normal,             	
12,    	-0.099527638412,    	-0.026617612944,    	0.994678717915,     	3.402916347768,     	1.467587721208,     	1.0,                	0.013353041449,     	0.03050713042,      	0.03050713042,      	Normal,             	
13,    	0.153963673495,     	0.0,                	0.988076508801,     	0.0,                	1.41621779161,      	1.0,                	0.016424390277,     	0.032808117223,     	0.032808117223,     	Normal,             	
14,    	0.150468132854,     	0.032621369551,     	0.988076508801,     	0.213495221177,     	1.41621779161,      	1.0,                	0.018125609802,     	0.033010200001,     	0.033010200001,     	Normal,             	
15,    	0.140055940767,     	0.063946432361,     	0.988076508801,     	0.428310538451,     	1.41621779161,      	1.0,                	0.016526148088,     	0.035099174568,     	0.035099174568,     	Normal,             	
16,    	0.121933661511,     	0.094005292119,     	0.988076508801,     	0.65677759663,      	1.41621779161,      	1.0,                	0.01808686413,      	0.034279468746,     	0.034279468746,     	Normal,             	
