Point's Coordinates for twisted_polar_coordinates_15

num,   	x,,                 	y,,                 	z,,                 	theta,,             	phi,,               	norm,               	

1,     	0.207182515254,     	0.017397601891,     	-0.978147600734,    	0.083775804096,     	-1.361356816556,    	1.0,                	
2,     	0.047476815504,     	0.202418435841,     	-0.978147600734,    	1.340412865532,     	-1.361356816556,    	1.0,                	
3,     	-0.177840229595,    	0.107703871408,     	-0.978147600734,    	2.597049926968,     	-1.361356816556,    	1.0,                	
4,     	-0.157388121961,    	-0.135853782591,    	-0.978147600734,    	3.853686988403,     	-1.361356816556,    	1.0,                	
5,     	0.080569020797,     	-0.191666126549,    	-0.978147600734,    	5.110324049839,     	-1.361356816556,    	1.0,                	
6,     	0.405557612105,     	0.030947052914,     	-0.913545457643,    	0.076159821905,     	-1.151917306316,    	1.0,                	
7,     	0.324445533965,     	0.245295316529,     	-0.913545457643,    	0.647358486194,     	-1.151917306316,    	1.0,                	
8,     	0.140324291213,     	0.381764050319,     	-0.913545457643,    	1.218557150483,     	-1.151917306316,    	1.0,                	
9,     	-0.088348922515,    	0.397025395549,     	-0.913545457643,    	1.789755814772,     	-1.151917306316,    	1.0,                	
10,    	-0.288971977588,    	0.28623398294,      	-0.913545457643,    	2.360954479061,     	-1.151917306316,    	1.0,                	
11,    	-0.397848471555,    	0.084565303179,     	-0.913545457643,    	2.93215314335,      	-1.151917306316,    	1.0,                	
12,    	-0.380410886867,    	-0.14395226283,     	-0.913545457643,    	3.50335180764,      	-1.151917306316,    	1.0,                	
13,    	-0.242195533453,    	-0.32676600251,     	-0.913545457643,    	4.074550471929,     	-1.151917306316,    	1.0,                	
14,    	-0.02708480944,     	-0.40583384521,     	-0.913545457643,    	4.645749136218,     	-1.151917306316,    	1.0,                	
15,    	0.196625150199,     	-0.356052309542,    	-0.913545457643,    	5.216947800507,     	-1.151917306316,    	1.0,                	
16,    	0.357908013936,     	-0.193226681339,    	-0.913545457643,    	5.788146464796,     	-1.151917306316,    	1.0,                	
17,    	0.585723806682,     	0.049184602254,     	-0.809016994375,    	0.083775804096,     	-0.942477796077,    	1.0,                	
18,    	0.515080143015,     	0.283167704875,     	-0.809016994375,    	0.502654824574,     	-0.942477796077,    	1.0,                	
19,    	0.355374443265,     	0.468188538824,     	-0.809016994375,    	0.921533845053,     	-0.942477796077,    	1.0,                	
20,    	0.134221273799,     	0.572255321052,     	-0.809016994375,    	1.340412865532,     	-0.942477796077,    	1.0,                	
21,    	-0.110139973269,    	0.577373959493,     	-0.809016994375,    	1.75929188601,      	-0.942477796077,    	1.0,                	
22,    	-0.335457018368,    	0.48265939506,      	-0.809016994375,    	2.178170906489,     	-0.942477796077,    	1.0,                	
