This run aims to check if discrepancy is less than 0.0522
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.467587721208,     	0.026879933941,     	0.29720514263,      	1.444762612406,     	0,     	12,    	13,    	
2,     	1.41621779161,      	0.032052773803,     	0.216730578361,     	1.38880572704,      	13,    	28,    	16,    	
3,     	1.362416597675,     	0.030048374055,     	0.224383158703,     	1.334532567263,     	29,    	47,    	19,    	
4,     	1.306031036473,     	0.032533978907,     	0.168655960686,     	1.276124396708,     	48,    	67,    	20,    	
5,     	1.256719946197,     	0.022469879897,     	0.108264046444,     	1.233721162464,     	68,    	96,    	29,    	
6,     	1.212733710522,     	0.024012221072,     	0.109429070253,     	1.191966547091,     	97,    	128,   	32,    	
7,     	1.163835117859,     	0.032221213976,     	0.081426082648,     	1.135253570846,     	129,   	156,   	28,    	
8,     	1.117140071772,     	0.020819816873,     	0.077314339348,     	1.099220080109,     	157,   	201,   	45,    	
9,     	1.072860916692,     	0.030279132521,     	0.063407458406,     	1.049931985611,     	202,   	235,   	34,    	
10,    	1.035531448861,     	0.021221555138,     	0.057111099075,     	1.016008651516,     	236,   	288,   	53,    	
11,    	0.994330319776,     	0.031091361512,     	0.078222025115,     	0.967588163397,     	289,   	336,   	48,    	
12,    	0.947730771656,     	0.022907898089,     	0.088384842213,     	0.926036577096,     	337,   	388,   	52,    	
13,    	0.910627146969,     	0.017755950735,     	0.058343764571,     	0.903934044499,     	389,   	453,   	65,    	
14,    	0.889876763409,     	0.016191145174,     	0.06887702551,      	0.878172036802,     	454,   	518,   	65,    	
15,    	0.86086680781,      	0.019939282537,     	0.066085027922,     	0.852610630156,     	519,   	579,   	61,    	
16,    	0.837303424552,     	0.017726778874,     	0.054359195075,     	0.829985483166,     	580,   	655,   	76,    	
17,    	0.818784679757,     	0.014275503128,     	0.048632844841,     	0.812793815391,     	656,   	744,   	89,    	
18,    	0.79929861122,      	0.015618530105,     	0.038460128962,     	0.791795090248,     	745,   	826,   	82,    	
19,    	0.776783864679,     	0.017343196076,     	0.075136268826,     	0.761276816672,     	827,   	900,   	74,    	
20,    	0.744576737334,     	0.019314409029,     	0.050271405285,     	0.729465074545,     	901,   	975,   	75,    	
21,    	0.716396144305,     	0.015082097848,     	0.045816943048,     	0.703566848572,     	976,   	1070,  	95,    	
22,    	0.686250514945,     	0.020033256585,     	0.047022849264,     	0.676643054785,     	1071,  	1150,  	80,    	
23,    	0.658360498788,     	0.021120522588,     	0.046878360388,     	0.64688369782,      	1151,  	1227,  	77,    	
24,    	0.630553497536,     	0.018821364634,     	0.042295996189,     	0.617922413477,     	1228,  	1319,  	92,    	
25,    	0.604776041558,     	0.015173576648,     	0.045767169202,     	0.594548160496,     	1320,  	1415,  	96,    	
26,    	0.577410841596,     	0.019806181915,     	0.043305392673,     	0.568772705839,     	1416,  	1505,  	90,    	
27,    	0.553728078013,     	0.019352993659,     	0.03435220771,      	0.539805754454,     	1506,  	1591,  	86,    	
28,    	0.525078026516,     	0.018297047495,     	0.033586616396,     	0.517197335698,     	1592,  	1683,  	92,    	
29,    	0.502860872374,     	0.016585224068,     	0.031210055617,     	0.49186239091,      	1684,  	1776,  	93,    	
30,    	0.475517840087,     	0.018853657913,     	0.03317570298,      	0.464007911953,     	1777,  	1869,  	93,    	
31,    	0.448964337819,     	0.017413077447,     	0.03902754461,      	0.433280145284,     	1870,  	1956,  	87,    	
32,    	0.419277162336,     	0.016210067825,     	0.037882326345,     	0.418358919145,     	1957,  	2058,  	102,   	
33,    	0.402136900894,     	0.0201157025,       	0.034673982392,     	0.388260458479,     	2059,  	2157,  	99,    	
34,    	0.374935064924,     	0.0166617347,       	0.03845982147,      	0.364135038295,     	2158,  	2261,  	104,   	
35,    	0.351023329886,     	0.015135162799,     	0.037462943897,     	0.342839318327,     	2262,  	2368,  	107,   	
36,    	0.328778617491,     	0.016240825954,     	0.039540857986,     	0.315313602162,     	2369,  	2476,  	108,   	
37,    	0.301519376463,     	0.015992606735,     	0.043425401527,     	0.294444576936,     	2477,  	2594,  	118,   	
38,    	0.280279859404,     	0.016429025654,     	0.060187657256,     	0.266714872133,     	2595,  	2701,  	107,   	
39,    	0.245860123035,     	0.024097429016,     	0.046083010373,     	0.225008343833,     	2702,  	2798,  	97,    	
40,    	0.207044443315,     	0.020740155626,     	0.045014865125,     	0.194226480414,     	2799,  	2913,  	115,   	
41,    	0.178601339953,     	0.018074658519,     	0.031559408829,     	0.165224126521,     	2914,  	3020,  	107,   	
42,    	0.146195355592,     	0.022007731602,     	0.034953486548,     	0.141334430759,     	3021,  	3119,  	99,    	
43,    	0.124429810764,     	0.024155165976,     	0.032147393283,     	0.1051201092,       	3120,  	3222,  	103,   	
44,    	0.082414536845,     	0.026266419098,     	0.028682689297,     	0.060058245365,     	3223,  	3323,  	101,   	
45,    	0.046113403653,     	0.016116576528,     	0.037291998101,     	0.041318896,        	3324,  	3425,  	102,   	
46,    	0.028815968337,     	0.019004461486,     	0.038576361993,     	0.019558674117,     	3426,  	3538,  	113,   	
47,    	0.01031156677,      	0.010695515761,     	0.02172326722,      	0.009419025076,     	3539,  	3713,  	175,   	
48,    	0.001977741824,     	0.008627707512,     	0.011453430733,     	-0.000151289366,    	3714,  	3967,  	254,   	
