This run aims to check if discrepancy is less than 0.0092
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.018464771343,     	0.0,                	0.999829511576,     	0.0,                	1.552330506037,     	1.0,                	0.002214430011,     	0.005894716408,     	0.005894716408,     	Normal,             	
1,     	0.017523853069,     	0.005819136907,     	0.999829511576,     	0.32061266215,      	1.552330506037,     	1.0,                	0.002203144312,     	0.005957610653,     	0.005957610653,     	Normal,             	
2,     	0.014758787957,     	0.011096213713,     	0.999829511576,     	0.64467622224,      	1.552330506037,     	1.0,                	0.002182279459,     	0.006047953189,     	0.006047953189,     	Normal,             	
3,     	0.010381723378,     	0.01526982647,      	0.999829511576,     	0.973698426825,     	1.552330506037,     	1.0,                	0.002215729792,     	0.005932979699,     	0.005932979699,     	Normal,             	
4,     	0.005003138237,     	0.017774036922,     	0.999829511576,     	1.296410413904,     	1.552330506037,     	1.0,                	0.002206867963,     	0.005997859094,     	0.005997859094,     	Normal,             	
5,     	-0.000957642886,    	0.018439921389,     	0.999829511576,     	1.622682846206,     	1.552330506037,     	1.0,                	0.00221168442,      	0.00597318667,      	0.00597318667,      	Normal,             	
6,     	-0.006794137842,    	0.017169375985,     	0.999829511576,     	1.947601185282,     	1.552330506037,     	1.0,                	0.002201127396,     	0.006001196954,     	0.006001196954,     	Normal,             	
7,     	-0.011941315746,    	0.014083776447,     	0.999829511576,     	2.274056820488,     	1.552330506037,     	1.0,                	0.002199886996,     	0.005930071242,     	0.005930071242,     	Normal,             	
8,     	-0.01578988849,     	0.009572209892,     	0.999829511576,     	2.596609221794,     	1.552330506037,     	1.0,                	0.002175112293,     	0.00599819662,      	0.00599819662,      	Normal,             	
9,     	-0.018024976605,    	0.004005995397,     	0.999829511576,     	2.922900179523,     	1.552330506037,     	1.0,                	0.002196969078,     	0.005991903388,     	0.005991903388,     	Normal,             	
10,    	-0.01835867092,     	-0.001976608912,    	0.999829511576,     	3.248845731868,     	1.552330506037,     	1.0,                	0.00220945169,      	0.005920425282,     	0.005920425282,     	Normal,             	
11,    	0.034395370761,     	0.0,                	0.999408304183,     	0.0,                	1.536394170562,     	1.0,                	0.001137847422,     	0.012281516778,     	0.012281516778,     	Normal,             	
12,    	0.032202696994,     	0.012084197785,     	0.999408304183,     	0.358993525179,     	1.536394170562,     	1.0,                	0.001131348141,     	0.012240724796,     	0.012281516778,     	cover cap,          	
13,    	0.02590423763,      	0.022627682219,     	0.999408304183,     	0.717987050358,     	1.536394170562,     	1.0,                	0.001118674851,     	0.012312174669,     	0.012312174669,     	Normal,             	
14,    	0.016275591017,     	0.030300935082,     	0.999408304183,     	1.077886504877,     	1.536394170562,     	1.0,                	0.001061244111,     	0.012645194876,     	0.012645194876,     	Normal,             	
15,    	0.004225599687,     	0.034134818545,     	0.999408304183,     	1.447631436665,     	1.536394170562,     	1.0,                	0.001092559934,     	0.012763371515,     	0.012763371515,     	Normal,             	
16,    	-0.008512083903,    	0.033325455097,     	0.999408304183,     	1.820872333913,     	1.536394170562,     	1.0,                	0.001101638591,     	0.012747024168,     	0.012747024168,     	Normal,             	
17,    	-0.02006415218,     	0.027936916922,     	0.999408304183,     	2.193629566553,     	1.536394170562,     	1.0,                	0.001099492644,     	0.01258828755,      	0.01258828755,      	Normal,             	
18,    	-0.028772304964,    	0.01884664418,      	0.999408304183,     	2.561691443176,     	1.536394170562,     	1.0,                	0.001112060062,     	0.012734193609,     	0.012734193609,     	Normal,             	
