This run aims to check if discrepancy is less than 0.0192
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.038580060977,     	0.0,                	0.999255512317,     	0.0,                	1.532206688839,     	1.0,                	0.004837303221,     	0.011000746199,     	0.011000746199,     	Normal,             	
1,     	0.037011680655,     	0.010888369947,     	0.999255512317,     	0.286115636019,     	1.532206688839,     	1.0,                	0.004693522211,     	0.011802237202,     	0.011802237202,     	Normal,             	
2,     	0.0319881002,       	0.021568091029,     	0.999255512317,     	0.593236704999,     	1.532206688839,     	1.0,                	0.004883464551,     	0.01171848048,      	0.01171848048,      	Normal,             	
3,     	0.024037282182,     	0.030176649422,     	0.999255512317,     	0.898161124791,     	1.532206688839,     	1.0,                	0.00483060528,      	0.011443826091,     	0.011443826091,     	Normal,             	
4,     	0.014127636931,     	0.035900292196,     	0.999255512317,     	1.195884895187,     	1.532206688839,     	1.0,                	0.004864561923,     	0.011049257555,     	0.011049257555,     	Normal,             	
5,     	0.003372423236,     	0.038432380443,     	0.999255512317,     	1.48327098736,      	1.532206688839,     	1.0,                	0.004800431968,     	0.011509628872,     	0.011509628872,     	Normal,             	
6,     	-0.008114949111,    	0.037716955152,     	0.999255512317,     	1.782719560002,     	1.532206688839,     	1.0,                	0.004819098218,     	0.011456273495,     	0.011456273495,     	Normal,             	
7,     	-0.018833007392,    	0.033671040043,     	0.999255512317,     	2.080769580758,     	1.532206688839,     	1.0,                	0.004780363576,     	0.011046372374,     	0.011046372374,     	Normal,             	
8,     	-0.027602530572,    	0.026954061123,     	0.999255512317,     	2.368080110118,     	1.532206688839,     	1.0,                	0.004833394927,     	0.011461203303,     	0.011461203303,     	Normal,             	
9,     	-0.034303084574,    	0.017655579675,     	0.999255512317,     	2.666259344919,     	1.532206688839,     	1.0,                	0.0048302804,       	0.011467121941,     	0.011467121941,     	Normal,             	
10,    	-0.037977306938,    	0.006793030452,     	0.999255512317,     	2.964593713388,     	1.532206688839,     	1.0,                	0.004807291062,     	0.011000429598,     	0.011000429598,     	Normal,             	
11,    	-0.038350647757,    	-0.00420106196,     	0.999255512317,     	3.250701058369,     	1.532206688839,     	1.0,                	0.004651255933,     	0.012712730241,     	0.012712730241,     	Normal,             	
12,    	0.070711705615,     	0.0,                	0.997496794325,     	0.0,                	1.500025560058,     	1.0,                	0.002638659668,     	0.025298133837,     	0.025298133837,     	Normal,             	
13,    	0.066186319258,     	0.024890087464,     	0.997496794325,     	0.359700458762,     	1.500025560058,     	1.0,                	0.002630999376,     	0.0254801727,       	0.0254801727,       	Normal,             	
14,    	0.053067274178,     	0.046733389801,     	0.997496794325,     	0.722017814647,     	1.500025560058,     	1.0,                	0.002621889212,     	0.02607492307,      	0.02607492307,      	Normal,             	
15,    	0.032521842511,     	0.062789131787,     	0.997496794325,     	1.092889395112,     	1.500025560058,     	1.0,                	0.002551308455,     	0.025908917058,     	0.025908917058,     	Normal,             	
16,    	0.007722103324,     	0.07028879307,      	0.997496794325,     	1.461372647005,     	1.500025560058,     	1.0,                	0.002406491841,     	0.026482895674,     	0.026482895674,     	Normal,             	
17,    	-0.018678304083,    	0.068200192577,     	0.997496794325,     	1.838116010922,     	1.500025560058,     	1.0,                	0.002439842988,     	0.026828296835,     	0.026828296835,     	Normal,             	
18,    	-0.042739524173,    	0.056333634574,     	0.997496794325,     	2.219833161108,     	1.500025560058,     	1.0,                	0.00243736992,      	0.026480996117,     	0.026480996117,     	Normal,             	
19,    	-0.06046591545,     	0.036660856233,     	0.997496794325,     	2.596549177905,     	1.500025560058,     	1.0,                	0.002628735542,     	0.02497769997,      	0.025284503334,     	cover cap,          	
20,    	-0.069498078653,    	0.013044630101,     	0.997496794325,     	2.956053716669,     	1.500025560058,     	1.0,                	0.00263575066,      	0.024864831358,     	0.025284503334,     	cover cap,          	
21,    	-0.069644390851,    	-0.012239449902,    	0.997496794325,     	3.315558255432,     	1.500025560058,     	1.0,                	0.002643176982,     	0.024801261793,     	0.025284503334,     	cover cap,          	
22,    	0.110904632643,     	0.0,                	0.993831053277,     	0.0,                	1.459663074993,     	1.0,                	0.002946685495,     	0.023721635762,     	0.023721635762,     	Normal,             	
23,    	0.108367696224,     	0.023585587905,     	0.993831053277,     	0.214302042861,     	1.459663074993,     	1.0,                	0.002932449465,     	0.023759238782,     	0.023759238782,     	Normal,             	
24,    	0.100857227456,     	0.046126534788,     	0.993831053277,     	0.42894510188,      	1.459663074993,     	1.0,                	0.002601048191,     	0.024301312258,     	0.024301312258,     	Normal,             	
25,    	0.088389634275,     	0.066985894743,     	0.993831053277,     	0.648504845178,     	1.459663074993,     	1.0,                	0.002687914348,     	0.024440729304,     	0.024440729304,     	Normal,             	
26,    	0.071571085902,     	0.084719638836,     	0.993831053277,     	0.869329335311,     	1.459663074993,     	1.0,                	0.002870449034,     	0.02447522644,      	0.02447522644,      	Normal,             	
27,    	0.051245864571,     	0.09835496381,      	0.993831053277,     	1.090466786095,     	1.459663074993,     	1.0,                	0.002626593976,     	0.024483678016,     	0.024483678016,     	Normal,             	
28,    	0.028416605827,     	0.107202304336,     	0.993831053277,     	1.31168091105,      	1.459663074993,     	1.0,                	0.002459485111,     	0.026516985401,     	0.026516985401,     	Normal,             	
29,    	0.002156406118,     	0.11088366631,      	0.993831053277,     	1.551351313858,     	1.459663074993,     	1.0,                	0.00287824229,      	0.023940474105,     	0.023940474105,     	Normal,             	
30,    	-0.021689955084,    	0.108762968837,     	0.993831053277,     	1.767638056892,     	1.459663074993,     	1.0,                	0.003003226387,     	0.023537079026,     	0.023542010054,     	cover cap,          	
31,    	-0.044158270914,    	0.101734382839,     	0.993831053277,     	1.980311187248,     	1.459663074993,     	1.0,                	0.002836448409,     	0.024078865925,     	0.024078865925,     	Normal,             	
32,    	-0.065074850594,    	0.089805909393,     	0.993831053277,     	2.197853150887,     	1.459663074993,     	1.0,                	0.002910301339,     	0.024303408017,     	0.024303408017,     	Normal,             	
33,    	-0.083073746799,    	0.073475098738,     	0.993831053277,     	2.417431905579,     	1.459663074993,     	1.0,                	0.002857609122,     	0.024045541414,     	0.024045541414,     	Normal,             	
34,    	-0.096957647909,    	0.053842845891,     	0.993831053277,     	2.634671606417,     	1.459663074993,     	1.0,                	0.002631262215,     	0.024674428477,     	0.024674428477,     	Normal,             	
35,    	-0.106462787519,    	0.031072695658,     	0.993831053277,     	2.85761633985,      	1.459663074993,     	1.0,                	0.002936190432,     	0.024243921938,     	0.024243921938,     	Normal,             	
36,    	-0.110670881465,    	0.007196772718,     	0.993831053277,     	3.07665548216,      	1.459663074993,     	1.0,                	0.002882135081,     	0.02434302769,      	0.02434302769,      	Normal,             	
37,    	-0.109575038889,    	-0.01712157686,     	0.993831053277,     	3.296593645241,     	1.459663074993,     	1.0,                	0.00249735541,      	0.026771352931,     	0.026771352931,     	Normal,             	
38,    	0.150195376115,     	0.0,                	0.98865633513,      	0.0,                	1.420030439158,     	1.0,                	0.003382378149,     	0.022529187641,     	0.022529187641,     	Normal,             	
39,    	0.14850569595,      	0.022465735614,     	0.98865633513,      	0.150140189106,     	1.420030439158,     	1.0,                	0.002879744645,     	0.024340525801,     	0.024340525801,     	Normal,             	
40,    	0.142926777716,     	0.046158284393,     	0.98865633513,      	0.312377144889,     	1.420030439158,     	1.0,                	0.003024637225,     	0.023636330835,     	0.023636330835,     	Normal,             	
41,    	0.133915518253,     	0.068009447708,     	0.98865633513,      	0.469910551559,     	1.420030439158,     	1.0,                	0.00298084938,      	0.024283654505,     	0.024283654505,     	Normal,             	
42,    	0.121205395623,     	0.08870120111,      	0.98865633513,      	0.631767612269,     	1.420030439158,     	1.0,                	0.003008736614,     	0.024166256562,     	0.024166256562,     	Normal,             	
43,    	0.105410829571,     	0.106991625913,     	0.98865633513,      	0.792840483929,     	1.420030439158,     	1.0,                	0.003287953836,     	0.02266153388,      	0.02266153388,      	Normal,             	
44,    	0.088114062796,     	0.121632902391,     	0.98865633513,      	0.943864337031,     	1.420030439158,     	1.0,                	0.002847941966,     	0.024253419606,     	0.024253419606,     	Normal,             	
45,    	0.067388201038,     	0.134229212049,     	0.98865633513,      	1.105519433761,     	1.420030439158,     	1.0,                	0.003139333969,     	0.023089202439,     	0.023089202439,     	Normal,             	
46,    	0.046018220815,     	0.142971935566,     	0.98865633513,      	1.25939899441,      	1.420030439158,     	1.0,                	0.002837417426,     	0.023594074569,     	0.023594074569,     	Normal,             	
47,    	0.023060460458,     	0.148414507949,     	0.98865633513,      	1.416650185651,     	1.420030439158,     	1.0,                	0.003181517327,     	0.023003939827,     	0.023003939827,     	Normal,             	
48,    	0.000125553808,     	0.150195323638,     	0.98865633513,      	1.569960390127,     	1.420030439158,     	1.0,                	0.00295262632,      	0.024257542744,     	0.024257542744,     	Normal,             	
49,    	-0.024054395756,    	0.148256659382,     	0.98865633513,      	1.73164302862,      	1.420030439158,     	1.0,                	0.002821506913,     	0.023818100675,     	0.023818100675,     	Normal,             	
50,    	-0.047188572973,    	0.142589935084,     	0.98865633513,      	1.890390451018,     	1.420030439158,     	1.0,                	0.00306648303,      	0.023635542435,     	0.023635542435,     	Normal,             	
51,    	-0.068973431196,    	0.133421575449,     	0.98865633513,      	2.047918592205,     	1.420030439158,     	1.0,                	0.002927532276,     	0.023827471758,     	0.023827471758,     	Normal,             	
52,    	-0.08920521032,     	0.120834934759,     	0.98865633513,      	2.206728604358,     	1.420030439158,     	1.0,                	0.003005268743,     	0.023393798488,     	0.023393798488,     	Normal,             	
53,    	-0.106886736745,    	0.105517185872,     	0.98865633513,      	2.36264226139,      	1.420030439158,     	1.0,                	0.002936438083,     	0.024378206851,     	0.024378206851,     	Normal,             	
54,    	-0.122548795879,    	0.086835727872,     	0.98865633513,      	2.525130926376,     	1.420030439158,     	1.0,                	0.003102797462,     	0.023229755578,     	0.023229755578,     	Normal,             	
