This run aims to check if discrepancy is less than 0.0192
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.532206688839,     	0.010965762545,     	0.331024856377,     	1.522980082822,     	0,     	11,    	12,    	
2,     	1.500025560058,     	0.025284503334,     	0.359504538764,     	1.479263916323,     	12,    	21,    	10,    	
3,     	1.459663074993,     	0.023542010054,     	0.24198070142,      	1.43980560226,      	22,    	37,    	16,    	
4,     	1.420030439158,     	0.022529187641,     	0.161765635217,     	1.400488433309,     	38,    	58,    	21,    	
5,     	1.381902652764,     	0.021259190523,     	0.129226552985,     	1.36292753427,      	59,    	84,    	26,    	
6,     	1.34334897698,      	0.022500000745,     	0.099823541025,     	1.32413617969,      	85,    	116,   	32,    	
7,     	1.305082557661,     	0.022097506537,     	0.08845781788,      	1.285426051202,     	117,   	152,   	36,    	
8,     	1.266741387717,     	0.022904012014,     	0.078776276893,     	1.247044483633,     	153,   	192,   	40,    	
9,     	1.228060863244,     	0.021741724006,     	0.064706339644,     	1.209216936158,     	193,   	238,   	46,    	
10,    	1.1906730587,       	0.021344540083,     	0.061953867449,     	1.171667290929,     	239,   	288,   	50,    	
11,    	1.153393985661,     	0.020981332135,     	0.058351212963,     	1.135013591827,     	289,   	344,   	56,    	
12,    	1.116362499668,     	0.021456958949,     	0.058025699801,     	1.097434962976,     	345,   	404,   	60,    	
13,    	1.079333632775,     	0.020844806239,     	0.054744007945,     	1.060757542006,     	405,   	467,   	63,    	
14,    	1.043289328582,     	0.021335512275,     	0.042387611719,     	1.02490921954,      	468,   	535,   	68,    	
15,    	1.008187045867,     	0.019258517595,     	0.045011669134,     	0.991558371612,     	536,   	609,   	74,    	
16,    	0.975777255598,     	0.018236270011,     	0.035599344426,     	0.959514989935,     	610,   	693,   	84,    	
17,    	0.946844933955,     	0.014739018188,     	0.027886264485,     	0.933984438905,     	694,   	793,   	100,   	
18,    	0.919957529308,     	0.016309386252,     	0.033431936923,     	0.905876538337,     	794,   	891,   	98,    	
19,    	0.889056370495,     	0.019412377722,     	0.037038051762,     	0.87230228024,      	892,   	984,   	93,    	
20,    	0.858006347332,     	0.016512016914,     	0.030421627637,     	0.843745626771,     	985,   	1091,  	107,   	
21,    	0.831621322565,     	0.014038570146,     	0.027494061165,     	0.819490390658,     	1092,  	1217,  	126,   	
22,    	0.809909613205,     	0.011071366365,     	0.027893725435,     	0.80117445189,      	1218,  	1330,  	113,   	
23,    	0.788968868556,     	0.014894430595,     	0.028861638598,     	0.776097605615,     	1331,  	1453,  	123,   	
24,    	0.7639005467,       	0.014090253114,     	0.030174902955,     	0.751721601008,     	1454,  	1583,  	130,   	
25,    	0.73801178192,      	0.015806012881,     	0.030278364685,     	0.724351490937,     	1584,  	1702,  	119,   	
26,    	0.710720434928,     	0.015727611514,     	0.022095717209,     	0.697126259716,     	1703,  	1832,  	130,   	
27,    	0.684037349193,     	0.015104191767,     	0.029049298156,     	0.670979739665,     	1833,  	1969,  	137,   	
28,    	0.656156305738,     	0.017138894054,     	0.028899437452,     	0.641341497931,     	1970,  	2095,  	126,   	
