Point's Coordinates for twisted_polar_coordinates_26

num,   	x,,                 	y,,                 	z,,                 	theta,,             	phi,,               	norm,               	

1,     	0.120395920754,     	0.00582353438,      	-0.992708874098,    	0.048332194671,     	-1.449965840118,    	1.0,                	
2,     	0.031665875247,     	0.11630289606,      	-0.992708874098,    	1.304969256107,     	-1.449965840118,    	1.0,                	
3,     	-0.100825333568,    	0.066055608375,     	-0.992708874098,    	2.561606317542,     	-1.449965840118,    	1.0,                	
4,     	-0.093979358319,    	-0.075478284936,    	-0.992708874098,    	3.818243378978,     	-1.449965840118,    	1.0,                	
5,     	0.042742895886,     	-0.112703753878,    	-0.992708874098,    	5.074880440414,     	-1.449965840118,    	1.0,                	
6,     	0.239084692508,     	0.010511754464,     	-0.970941817426,    	0.043938358791,     	-1.329135353442,    	1.0,                	
7,     	0.195447758692,     	0.138101994177,     	-0.970941817426,    	0.615137023081,     	-1.329135353442,    	1.0,                	
8,     	0.089757542459,     	0.221845826522,     	-0.970941817426,    	1.18633568737,      	-1.329135353442,    	1.0,                	
9,     	-0.044430059308,    	0.235155176433,     	-0.970941817426,    	1.757534351659,     	-1.329135353442,    	1.0,                	
10,    	-0.164511431172,    	0.173804419354,     	-0.970941817426,    	2.328733015948,     	-1.329135353442,    	1.0,                	
11,    	-0.232361586022,    	0.057271987173,     	-0.970941817426,    	2.899931680237,     	-1.329135353442,    	1.0,                	
12,    	-0.226438579098,    	-0.07744389627,     	-0.970941817426,    	3.471130344526,     	-1.329135353442,    	1.0,                	
13,    	-0.148622923249,    	-0.187571889841,    	-0.970941817426,    	4.042329008815,     	-1.329135353442,    	1.0,                	
14,    	-0.023620539388,    	-0.238147133706,    	-0.970941817426,    	4.613527673104,     	-1.329135353442,    	1.0,                	
15,    	0.108881198834,     	-0.213112345287,    	-0.970941817426,    	5.184726337393,     	-1.329135353442,    	1.0,                	
16,    	0.206813925744,     	-0.120415893019,    	-0.970941817426,    	5.755925001682,     	-1.329135353442,    	1.0,                	
17,    	0.354240925079,     	0.016062157816,     	-0.935016242685,    	0.045311432504,     	-1.208304866765,    	1.0,                	
18,    	0.321129218574,     	0.150401631947,     	-0.935016242685,    	0.438010514202,     	-1.208304866765,    	1.0,                	
