This run aims to check if discrepancy is less than 0.0302
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.510655195477,     	0.016815589508,     	0.286724291218,     	1.496632190037,     	0,     	10,    	11,    	
2,     	1.4744461116,       	0.02482742558,      	0.299789851885,     	1.452895158632,     	11,    	23,    	13,    	
3,     	1.437732962747,     	0.017492975016,     	0.147418377973,     	1.422814759375,     	24,    	47,    	24,    	
4,     	1.395765600494,     	0.030681191759,     	0.181353318295,     	1.369128176313,     	48,    	65,    	18,    	
5,     	1.339946189961,     	0.033072723376,     	0.168860850037,     	1.311603057491,     	66,    	86,    	21,    	
6,     	1.279816530547,     	0.036228887938,     	0.144832749671,     	1.248381679622,     	87,    	111,   	25,    	
7,     	1.216771542009,     	0.036153504368,     	0.110869271639,     	1.185900712821,     	112,   	141,   	30,    	
8,     	1.158824954864,     	0.031183218356,     	0.095528130087,     	1.130491238794,     	142,   	177,   	36,    	
9,     	1.110438982154,     	0.023052691603,     	0.06354114527,      	1.089373209403,     	178,   	224,   	47,    	
10,    	1.074674937788,     	0.016947237093,     	0.041654561163,     	1.05914506242,      	225,   	292,   	68,    	
11,    	1.036201674661,     	0.026326367106,     	0.05167751761,      	1.013046683581,     	293,   	345,   	53,    	
12,    	0.994297590281,     	0.021638063059,     	0.057818456234,     	0.9745513113,       	346,   	408,   	63,    	
13,    	0.961438952032,     	0.01512249925,      	0.040546101396,     	0.947531816118,     	409,   	486,   	78,    	
14,    	0.930921524967,     	0.019227017272,     	0.053874747243,     	0.914274677945,     	487,   	556,   	70,    	
15,    	0.900456725233,     	0.015984068646,     	0.040643282918,     	0.885531038555,     	557,   	644,   	88,    	
16,    	0.873020734221,     	0.016633699528,     	0.044397725282,     	0.862016589224,     	645,   	725,   	81,    	
17,    	0.847088750489,     	0.017785103559,     	0.039663521265,     	0.832895655078,     	726,   	816,   	91,    	
18,    	0.822451046924,     	0.012060526197,     	0.038327722114,     	0.811304048395,     	817,   	916,   	100,   	
19,    	0.798788301401,     	0.014673215275,     	0.040747954863,     	0.785157679837,     	917,   	1003,  	87,    	
20,    	0.771214607333,     	0.016077141919,     	0.035698238023,     	0.758216571412,     	1004,  	1105,  	102,   	
21,    	0.740323789985,     	0.020605335491,     	0.034607112909,     	0.722526910948,     	1106,  	1197,  	92,    	
22,    	0.708233665587,     	0.016482020889,     	0.040695072398,     	0.693988578473,     	1198,  	1302,  	105,   	
23,    	0.681339032334,     	0.017878731527,     	0.039860223247,     	0.665887586115,     	1303,  	1400,  	98,    	
24,    	0.65466849562,      	0.012988771229,     	0.03882082951,      	0.643435919732,     	1401,  	1511,  	111,   	
25,    	0.629022029328,     	0.016676574106,     	0.030204009481,     	0.614604653894,     	1512,  	1615,  	104,   	
26,    	0.602471817362,     	0.014868951447,     	0.034300850259,     	0.58961369841,      	1616,  	1724,  	109,   	
27,    	0.575637165824,     	0.016171928758,     	0.039262230158,     	0.561652775736,     	1725,  	1830,  	106,   	
28,    	0.546432708568,     	0.017578437806,     	0.024351671674,     	0.531232436497,     	1831,  	1941,  	111,   	
29,    	0.518317591287,     	0.01490969411,      	0.026784493417,     	0.507322646031,     	1942,  	2060,  	119,   	
30,    	0.491765587289,     	0.017963536086,     	0.023306427178,     	0.478882713056,     	2061,  	2177,  	117,   	
31,    	0.467080847177,     	0.017047104254,     	0.031068049731,     	0.452335584265,     	2178,  	2297,  	120,   	
32,    	0.440195889033,     	0.014029618067,     	0.033163848298,     	0.4280572734,       	2298,  	2414,  	117,   	
33,    	0.412141535098,     	0.019210943427,     	0.027096377406,     	0.395524028035,     	2415,  	2536,  	122,   	
34,    	0.380269591568,     	0.018368926117,     	0.030274218061,     	0.364378047988,     	2537,  	2655,  	119,   	
35,    	0.351192693729,     	0.01522853138,      	0.030137837334,     	0.337890505527,     	2656,  	2783,  	128,   	
36,    	0.325149829805,     	0.014737476086,     	0.037882326125,     	0.31213812002,      	2784,  	2901,  	118,   	
37,    	0.298712512622,     	0.01551109102,      	0.027788988885,     	0.285288505496,     	2902,  	3035,  	134,   	
38,    	0.269982820907,     	0.017761813498,     	0.023306776473,     	0.256841266519,     	3036,  	3161,  	126,   	
39,    	0.242866808002,     	0.016149079189,     	0.027932766224,     	0.228889068291,     	3162,  	3296,  	135,   	
40,    	0.216914645278,     	0.015991455433,     	0.031726543409,     	0.202531764351,     	3297,  	3424,  	128,   	
41,    	0.18989301001,      	0.014614499353,     	0.024113474128,     	0.177241388837,     	3425,  	3557,  	133,   	
