This run aims to check if discrepancy is less than 0.0124
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.025306492904,     	0.0,                	0.999679739425,     	0.0,                	1.545487131987,     	1.0,                	0.00303067234,      	0.007523622787,     	0.007523622787,     	Normal,             	
1,     	0.024188106013,     	0.007440034315,     	0.999679739425,     	0.298406027896,     	1.545487131987,     	1.0,                	0.002984589084,     	0.007771323763,     	0.007771323763,     	Normal,             	
2,     	0.020789945732,     	0.014429024208,     	0.999679739425,     	0.606713789404,     	1.545487131987,     	1.0,                	0.003031864595,     	0.007525092108,     	0.007525092108,     	Normal,             	
3,     	0.015627902438,     	0.019904452982,     	0.999679739425,     	0.905178530752,     	1.545487131987,     	1.0,                	0.003000322558,     	0.00766574069,      	0.00766574069,      	Normal,             	
4,     	0.008951089425,     	0.023670584725,     	0.999679739425,     	1.209264739984,     	1.545487131987,     	1.0,                	0.003013174716,     	0.00761005511,      	0.00761005511,      	Normal,             	
5,     	0.001509175747,     	0.025261452288,     	0.999679739425,     	1.51112501095,      	1.545487131987,     	1.0,                	0.003042326668,     	0.007677805468,     	0.007677805468,     	Normal,             	
6,     	-0.006135726373,    	0.024551404135,     	0.999679739425,     	1.815693539536,     	1.545487131987,     	1.0,                	0.003003767469,     	0.007681941576,     	0.007681941576,     	Normal,             	
7,     	-0.013219420878,    	0.021579283926,     	0.999679739425,     	2.120427423371,     	1.545487131987,     	1.0,                	0.003040714717,     	0.007623928151,     	0.007623928151,     	Normal,             	
8,     	-0.019046402492,    	0.01666292697,      	0.999679739425,     	2.422842210663,     	1.545487131987,     	1.0,                	0.002988608932,     	0.007654346115,     	0.007654346115,     	Normal,             	
9,     	-0.023157162722,    	0.010206096108,     	0.999679739425,     	2.726472909963,     	1.545487131987,     	1.0,                	0.003005168207,     	0.007667177021,     	0.007667177021,     	Normal,             	
10,    	-0.02515081921,     	0.002802655201,     	0.999679739425,     	3.030616539137,     	1.545487131987,     	1.0,                	0.002988520078,     	0.007657330613,     	0.007657330613,     	Normal,             	
11,    	-0.0248377302,      	-0.004848272024,    	0.999679739425,     	3.334366545309,     	1.545487131987,     	1.0,                	0.002977878768,     	0.007684519374,     	0.007684519374,     	Normal,             	
