number	direction_ind	# of covercap	
0	6	2	
1	22	2	
2	23	2	
3	36	2	
4	69	2	
5	88	2	
6	92	2	
7	164	2	
8	187	2	
9	190	2	
10	204	2	
11	205	2	
12	206	2	
13	241	2	
14	244	2	
15	259	2	
16	261	2	
17	266	2	
18	359	2	
19	371	2	
20	377	2	
21	405	2	
22	408	2	
23	411	2	
24	469	2	
25	477	2	
26	550	2	
27	576	2	
28	598	2	
29	608	2	
30	647	2	
31	652	2	
32	679	2	
33	687	2	
34	707	2	
35	712	2	
36	714	2	
37	723	2	
38	724	2	
39	726	2	
40	730	2	
41	741	2	
42	748	2	
43	763	2	
44	767	2	
45	771	2	
46	775	2	
47	779	2	
48	781	2	
49	785	2	
50	873	2	
51	875	2	
52	876	2	
53	877	2	
54	878	2	
55	882	2	
56	914	2	
57	929	2	
58	963	2	
59	964	2	
60	965	2	
61	968	2	
62	970	2	
63	1055	2	
64	1059	2	
65	1070	2	
66	1157	2	
67	1162	2	
68	1165	2	
69	1172	2	
70	1174	2	
71	1203	2	
72	1207	2	
73	1210	2	
74	1226	2	
75	1227	2	
76	1255	2	
77	1259	2	
78	1269	2	
79	1281	2	
80	1298	2	
81	1303	2	
82	1311	2	
83	1327	2	
84	1338	2	
85	1344	2	
86	1418	2	
87	1522	2	
88	1550	2	
89	1558	2	
90	1559	2	
91	1562	2	
92	1599	2	
93	1683	2	
94	1699	2	
95	1716	2	
96	1805	2	
97	1825	2	
98	1829	2	
99	1830	2	
100	1838	2	
101	1856	2	
102	1858	2	
103	1861	2	
104	1963	2	
105	1965	2	
106	1967	2	
107	1999	2	
108	2001	2	
109	2006	2	
110	2101	2	
111	2103	2	
112	2105	2	
113	2149	2	
114	2151	2	
115	2152	2	
116	2250	2	
117	2399	2	
118	2460	2	
119	2549	2	
120	2556	2	
121	2620	2	
122	2621	2	
123	2622	2	
124	2707	2	
125	2708	2	
126	2778	2	
127	2821	2	
128	2834	2	
129	2848	2	
130	2858	2	
131	2863	2	
132	2887	2	
133	2900	2	
134	2907	2	
135	2908	2	
136	2909	2	
137	2932	2	
138	2937	2	
139	2938	2	
140	2947	2	
141	2948	2	
142	2959	2	
143	3018	2	
144	3176	2	
145	3181	2	
146	3182	2	
147	3183	2	
148	3184	2	
149	3186	2	
150	3235	2	
151	3249	2	
152	3263	2	
153	3265	2	
154	3266	2	
155	3267	2	
156	3268	2	
157	3269	2	
158	3271	2	
159	3272	2	
160	3273	2	
161	3274	2	
162	3278	2	
163	3281	2	
164	3334	2	
165	3339	2	
166	3340	2	
167	3342	2	
168	3343	2	
169	3426	2	
170	3430	2	
171	3435	2	
172	3504	2	
173	3505	2	
174	3597	2	
175	3598	2	
176	3602	2	
177	3619	2	
178	3674	2	
179	3776	2	
180	3811	2	
181	3845	2	
182	3846	2	
183	3848	2	
184	4013	2	
185	4014	2	
186	4122	2	
187	4123	2	
188	4162	2	
189	4183	2	
190	4186	2	
191	4190	2	
192	4191	2	
193	4192	2	
194	4205	2	
195	4216	2	
196	4226	2	
197	4244	3	
198	4250	2	
199	4267	2	
200	4268	2	
201	4289	2	
202	4298	2	
203	4303	2	
204	4304	2	
205	4311	2	
206	4317	2	
207	4320	2	
208	4333	2	
209	4396	2	
210	4431	2	
211	4554	2	
212	4578	2	
213	4666	2	
214	4669	2	
215	4699	2	
216	4802	2	
217	4920	2	
218	4927	2	
219	4947	2	
220	4965	2	
221	5001	2	
222	5055	2	
223	5071	2	
224	5109	2	
225	5113	2	
226	5150	2	
227	5153	2	
228	5191	2	
229	5231	2	
230	5240	2	
231	5257	2	
232	5270	2	
233	5272	2	
234	5282	2	
235	5284	2	
236	5286	2	
237	5295	2	
238	5296	2	
239	5300	2	
240	5337	2	
241	5340	2	
242	5354	2	
243	5377	2	
244	5378	2	
245	5414	2	
246	5417	2	
247	5421	2	
248	5435	2	
249	5444	2	
250	5456	2	
251	5457	2	
252	5466	2	
253	5467	2	
254	5469	2	
255	5475	2	
256	5477	2	
257	5479	2	
258	5481	2	
259	5483	2	
260	5484	2	
261	5485	2	
262	5491	2	
263	5494	2	
264	5523	2	
265	5524	2	
266	5527	2	
267	5531	2	
268	5538	2	
269	5571	2	
270	5573	2	
271	5581	2	
272	5611	2	
273	5612	2	
274	5623	2	
275	5626	2	
276	5630	2	
277	5631	2	
278	5639	2	
279	5649	2	
280	5675	2	
281	5689	2	
282	5703	2	
283	5718	2	
284	5761	2	
285	5772	2	
286	5774	2	
287	5789	2	
288	5799	2	
289	5812	2	
290	5847	2	
291	6011	2	
292	6039	2	
293	6040	2	
294	6058	2	
295	6067	2	
296	6082	2	
