This run aims to check if discrepancy is less than 0.0104
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.02132063611,      	0.0,                	0.999772689403,     	0.0,                	1.54947407507,      	1.0,                	0.002520250268,     	0.006232930466,     	0.006232930466,     	Normal,             	
1,     	0.020409560521,     	0.006165984387,     	0.999772689403,     	0.293393785722,     	1.54947407507,      	1.0,                	0.002512527649,     	0.006312600299,     	0.006312600299,     	Normal,             	
2,     	0.017709474027,     	0.011871986093,     	0.999772689403,     	0.590565419449,     	1.54947407507,      	1.0,                	0.002480219935,     	0.006444707935,     	0.006444707935,     	Normal,             	
3,     	0.013353023774,     	0.016621259886,     	0.999772689403,     	0.894003800747,     	1.54947407507,      	1.0,                	0.002518525426,     	0.006219206216,     	0.006222520351,     	cover cap,          	
4,     	0.007985266655,     	0.019768789557,     	0.999772689403,     	1.186904029459,     	1.54947407507,      	1.0,                	0.002499267531,     	0.006287292639,     	0.006287292639,     	Normal,             	
5,     	0.001872114079,     	0.021238284135,     	0.999772689403,     	1.482875489139,     	1.54947407507,      	1.0,                	0.002524020452,     	0.006372098236,     	0.006372098236,     	Normal,             	
6,     	-0.004487710887,    	0.020842983834,     	0.999772689403,     	1.782869139862,     	1.54947407507,      	1.0,                	0.002513683705,     	0.006331070033,     	0.006331070033,     	Normal,             	
7,     	-0.010410489915,    	0.018606214657,     	0.999772689403,     	2.08091673827,      	1.54947407507,      	1.0,                	0.002526966183,     	0.006294565703,     	0.006294565703,     	Normal,             	
8,     	-0.015389783986,    	0.014755476033,     	0.999772689403,     	2.377233100014,     	1.54947407507,      	1.0,                	0.002492817045,     	0.006374771185,     	0.006374771185,     	Normal,             	
9,     	-0.019064113445,    	0.009546156434,     	0.999772689403,     	2.67735354413,      	1.54947407507,      	1.0,                	0.002530443903,     	0.006294936645,     	0.006294936645,     	Normal,             	
10,    	-0.021020804315,    	0.00356304786,      	0.999772689403,     	2.973687496878,     	1.54947407507,      	1.0,                	0.002509176283,     	0.00625194231,      	0.00625194231,      	Normal,             	
11,    	-0.021150570017,    	-0.002687547592,    	0.999772689403,     	3.267982705138,     	1.54947407507,      	1.0,                	0.002498905755,     	0.00635302169,      	0.00635302169,      	Normal,             	
12,    	0.039248342605,     	0.0,                	0.999229486956,     	0.0,                	1.531537900629,     	1.0,                	0.00120764446,      	0.014282779585,     	0.014282779585,     	Normal,             	
13,    	0.03664953487,      	0.014044357978,     	0.999229486956,     	0.365946355597,     	1.531537900629,     	1.0,                	0.001187232079,     	0.014366204091,     	0.014366204091,     	Normal,             	
14,    	0.029140497815,     	0.026291895792,     	0.999229486956,     	0.734054566812,     	1.531537900629,     	1.0,                	0.00116389204,      	0.014417661811,     	0.014417661811,     	Normal,             	
15,    	0.017680486583,     	0.03504044508,      	0.999229486956,     	1.103496465826,     	1.531537900629,     	1.0,                	0.001191019595,     	0.014520133385,     	0.014520133385,     	Normal,             	
16,    	0.003730863164,     	0.03907061629,      	0.999229486956,     	1.475594731952,     	1.531537900629,     	1.0,                	0.001190952321,     	0.014316190459,     	0.014316190459,     	Normal,             	
17,    	-0.010529673219,    	0.037809501175,     	0.999229486956,     	1.842406842071,     	1.531537900629,     	1.0,                	0.001182359814,     	0.014486919224,     	0.014486919224,     	Normal,             	
18,    	-0.023528484346,    	0.031414054523,     	0.999229486956,     	2.213644026113,     	1.531537900629,     	1.0,                	0.001202061151,     	0.014371077442,     	0.014371077442,     	Normal,             	
19,    	-0.033259317688,    	0.020838670402,     	0.999229486956,     	2.581878538353,     	1.531537900629,     	1.0,                	0.001215550138,     	0.014334608832,     	0.014334608832,     	Normal,             	
20,    	-0.038523952447,    	0.007505830074,     	0.999229486956,     	2.949167941644,     	1.531537900629,     	1.0,                	0.00119675508,      	0.014315780643,     	0.014315780643,     	Normal,             	
21,    	-0.038653135822,    	-0.006809367691,    	0.999229486956,     	3.315969432031,     	1.531537900629,     	1.0,                	0.0012126778,       	0.014453921152,     	0.014453921152,     	Normal,             	
22,    	0.061787974722,     	0.0,                	0.998089297698,     	0.0,                	1.508968969163,     	1.0,                	0.001499065293,     	0.012318848229,     	0.012318848229,     	Normal,             	
23,    	0.060559952422,     	0.012257486811,     	0.998089297698,     	0.199704601596,     	1.508968969163,     	1.0,                	0.001504924982,     	0.012726937892,     	0.012726937892,     	Normal,             	
24,    	0.056763928819,     	0.02440512662,      	0.998089297698,     	0.406048060315,     	1.508968969163,     	1.0,                	0.001393230084,     	0.013250519757,     	0.013250519757,     	Normal,             	
25,    	0.050255118337,     	0.035946862189,     	0.998089297698,     	0.620912572028,     	1.508968969163,     	1.0,                	0.00147163366,      	0.012971034765,     	0.012971034765,     	Normal,             	
26,    	0.041643178609,     	0.045646462027,     	0.998089297698,     	0.831228117375,     	1.508968969163,     	1.0,                	0.001355969284,     	0.01335675755,      	0.01335675755,      	Normal,             	
27,    	0.030860563208,     	0.053529239288,     	0.998089297698,     	1.047822072935,     	1.508968969163,     	1.0,                	0.001425589603,     	0.013279627219,     	0.013279627219,     	Normal,             	
28,    	0.01870979367,      	0.058887158541,     	0.998089297698,     	1.263160408598,     	1.508968969163,     	1.0,                	0.001420673384,     	0.013192720164,     	0.013192720164,     	Normal,             	
29,    	0.005781819281,     	0.061516862616,     	0.998089297698,     	1.477084069202,     	1.508968969163,     	1.0,                	0.001372126194,     	0.013237012214,     	0.013237012214,     	Normal,             	
30,    	-0.007453966982,    	0.061336711654,     	0.998089297698,     	1.691728703357,     	1.508968969163,     	1.0,                	0.001426435402,     	0.013242227918,     	0.013242227918,     	Normal,             	
31,    	-0.020352601407,    	0.058339741482,     	0.998089297698,     	1.906458239111,     	1.508968969163,     	1.0,                	0.00141018765,      	0.013255296097,     	0.013255296097,     	Normal,             	
32,    	-0.032327604747,    	0.052656241715,     	0.998089297698,     	2.121400501328,     	1.508968969163,     	1.0,                	0.001400725779,     	0.013231724827,     	0.013231724827,     	Normal,             	
33,    	-0.042797711792,    	0.044565790531,     	0.998089297698,     	2.335959067401,     	1.508968969163,     	1.0,                	0.001407938344,     	0.013182564851,     	0.013182564851,     	Normal,             	
34,    	-0.05127758785,     	0.034472638491,     	0.998089297698,     	2.549717426607,     	1.508968969163,     	1.0,                	0.001448560562,     	0.013342471434,     	0.013342471434,     	Normal,             	
35,    	-0.057482544897,    	0.022660777841,     	0.998089297698,     	2.766078809215,     	1.508968969163,     	1.0,                	0.001465982431,     	0.012857901404,     	0.012857901404,     	Normal,             	
36,    	-0.060927968442,    	0.010273095043,     	0.998089297698,     	2.974553279979,     	1.508968969163,     	1.0,                	0.001384087915,     	0.013203912593,     	0.013203912593,     	Normal,             	
37,    	-0.061719549365,    	-0.002907068362,    	0.998089297698,     	3.188659125147,     	1.508968969163,     	1.0,                	0.001533548558,     	0.012350831103,     	0.012350831103,     	Normal,             	
38,    	0.083105040953,     	0.0,                	0.996540793028,     	0.0,                	1.487595327207,     	1.0,                	0.001549593836,     	0.012332821588,     	0.012332821588,     	Normal,             	
39,    	0.082189943105,     	0.012298824507,     	0.996540793028,     	0.148536915662,     	1.487595327207,     	1.0,                	0.001535511174,     	0.012731060098,     	0.012731060098,     	Normal,             	
40,    	0.079346978758,     	0.024708395207,     	0.996540793028,     	0.301879501635,     	1.487595327207,     	1.0,                	0.001493850259,     	0.01308191333,      	0.01308191333,      	Normal,             	
41,    	0.074486513973,     	0.036853860964,     	0.996540793028,     	0.459456678991,     	1.487595327207,     	1.0,                	0.001529882131,     	0.012434243875,     	0.012434243875,     	Normal,             	
42,    	0.068154119056,     	0.047554851356,     	0.996540793028,     	0.60921740688,      	1.487595327207,     	1.0,                	0.001479366108,     	0.012485315718,     	0.012485315718,     	Normal,             	
43,    	0.060260742325,     	0.057228408734,     	0.996540793028,     	0.75959441451,      	1.487595327207,     	1.0,                	0.001447057409,     	0.013355864853,     	0.013355864853,     	Normal,             	
44,    	0.050315064385,     	0.066142589364,     	0.996540793028,     	0.920478516262,     	1.487595327207,     	1.0,                	0.0014965564,       	0.012613792217,     	0.012613792217,     	Normal,             	
45,    	0.039725238622,     	0.072995570059,     	0.996540793028,     	1.07240590265,      	1.487595327207,     	1.0,                	0.001394204511,     	0.013364654073,     	0.013364654073,     	Normal,             	
46,    	0.027510678224,     	0.078419451767,     	0.996540793028,     	1.233396108108,     	1.487595327207,     	1.0,                	0.001427275865,     	0.012994094915,     	0.012994094915,     	Normal,             	
47,    	0.01495045231,      	0.081749200654,     	0.996540793028,     	1.389913303369,     	1.487595327207,     	1.0,                	0.001391718797,     	0.013290386389,     	0.013290386389,     	Normal,             	
