This run aims to check if discrepancy is less than 0.0086
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.553310882885,     	0.005440470649,     	0.321210561411,     	1.548772676692,     	0,     	10,    	11,    	
2,     	1.538203904021,     	0.011606313486,     	0.35935838572,      	1.528668839486,     	11,    	20,    	10,    	
3,     	1.51967830669,      	0.010631252541,     	0.210299654463,     	1.510671007804,     	21,    	36,    	16,    	
4,     	1.501851426687,     	0.010636662003,     	0.159089971294,     	1.492792257135,     	37,    	57,    	21,    	
5,     	1.483898816542,     	0.010211010817,     	0.120786638232,     	1.475136215059,     	58,    	85,    	28,    	
6,     	1.46651161757,      	0.010030753663,     	0.104953352855,     	1.457944893607,     	86,    	118,   	33,    	
7,     	1.449080293311,     	0.01023034339,      	0.085788834785,     	1.440127510398,     	119,   	155,   	37,    	
8,     	1.431180111409,     	0.010503944264,     	0.075497320822,     	1.422123098181,     	156,   	197,   	42,    	
9,     	1.413602590251,     	0.010433299702,     	0.068473870217,     	1.404635030845,     	198,   	245,   	48,    	
10,    	1.396158559469,     	0.009805874761,     	0.062001721706,     	1.387621359082,     	246,   	299,   	54,    	
11,    	1.379095658156,     	0.010028042729,     	0.059674074775,     	1.370312824996,     	300,   	356,   	57,    	
12,    	1.361892606197,     	0.009675839194,     	0.055529485337,     	1.353195003461,     	357,   	419,   	63,    	
13,    	1.344546018307,     	0.010028106082,     	0.044707197757,     	1.335905178859,     	420,   	486,   	67,    	
14,    	1.326922880155,     	0.010420389849,     	0.043227103096,     	1.317953031629,     	487,   	558,   	72,    	
15,    	1.308816111299,     	0.010590766704,     	0.040894834305,     	1.299696446308,     	559,   	635,   	77,    	
16,    	1.291045309409,     	0.010096183714,     	0.041087949593,     	1.282155581574,     	636,   	717,   	82,    	
17,    	1.273463986143,     	0.010023343616,     	0.036495133027,     	1.264678301719,     	718,   	804,   	87,    	
18,    	1.255685495939,     	0.010595032522,     	0.035260576409,     	1.246552892632,     	805,   	895,   	91,    	
19,    	1.237779558375,     	0.010095184885,     	0.034217250716,     	1.228960477882,     	896,   	991,   	96,    	
20,    	1.219998169542,     	0.0104286813,       	0.03379607305,      	1.210870159986,     	992,   	1090,  	99,    	
21,    	1.201567905119,     	0.01091791363,      	0.031790623672,     	1.19203878348,      	1091,  	1190,  	100,   	
22,    	1.181850987098,     	0.011764659224,     	0.032594874171,     	1.171633877415,     	1191,  	1288,  	98,    	
23,    	1.160810612854,     	0.012460777206,     	0.034317598505,     	1.150050565206,     	1289,  	1386,  	98,    	
24,    	1.140258328743,     	0.011851985797,     	0.031104900026,     	1.130012247234,     	1387,  	1493,  	107,   	
25,    	1.121085768717,     	0.010314313501,     	0.025151089737,     	1.112118842537,     	1494,  	1614,  	121,   	
26,    	1.103114486926,     	0.010402323295,     	0.025788564158,     	1.094092486277,     	1615,  	1743,  	129,   	
27,    	1.085715396651,     	0.009648671449,     	0.0227720534,       	1.077176792988,     	1744,  	1878,  	135,   	
28,    	1.068728143705,     	0.009772316617,     	0.02407390589,      	1.060286746761,     	1879,  	2015,  	137,   	
29,    	1.051279862132,     	0.010399722075,     	0.023106782304,     	1.042296996834,     	2016,  	2156,  	141,   	
30,    	1.033465750027,     	0.010187950602,     	0.020122093215,     	1.0246644265,       	2157,  	2303,  	147,   	
31,    	1.016609058769,     	0.009447183958,     	0.021427644064,     	1.008445523461,     	2304,  	2454,  	151,   	
32,    	0.999772783613,     	0.010015948871,     	0.020278445791,     	0.991118165561,     	2455,  	2609,  	155,   	
33,    	0.982595356477,     	0.010179921734,     	0.019208300966,     	0.973667058206,     	2610,  	2767,  	158,   	
34,    	0.965564550045,     	0.009360745249,     	0.019999765678,     	0.95731417085,      	2768,  	2932,  	165,   	
35,    	0.948960745955,     	0.009649852618,     	0.020562904501,     	0.940461705834,     	2933,  	3100,  	168,   	
36,    	0.932072381666,     	0.009704186969,     	0.019931529225,     	0.923498665526,     	3101,  	3270,  	170,   	
37,    	0.915585213011,     	0.009158150377,     	0.020290110805,     	0.907173385717,     	3271,  	3440,  	170,   	
38,    	0.898528323063,     	0.010026837475,     	0.020135934384,     	0.889860543716,     	3441,  	3614,  	174,   	
39,    	0.881576333464,     	0.009592044873,     	0.018478074158,     	0.873039437269,     	3615,  	3793,  	179,   	
40,    	0.86455727476,      	0.009860008176,     	0.017653998528,     	0.856032434927,     	3794,  	3977,  	184,   	
41,    	0.848649281023,     	0.008559219751,     	0.018708513659,     	0.841179934649,     	3978,  	4165,  	188,   	
42,    	0.83309829447,      	0.009517560719,     	0.017487388093,     	0.824868241434,     	4166,  	4355,  	190,   	
43,    	0.817813604995,     	0.008149922161,     	0.016412308048,     	0.810649266221,     	4356,  	4551,  	196,   	
44,    	0.804698196306,     	0.006886989952,     	0.016470041299,     	0.798490047035,     	4552,  	4762,  	211,   	
45,    	0.79071608229,      	0.008994544011,     	0.015486226545,     	0.782936747193,     	4763,  	4979,  	217,   	
46,    	0.776036543609,     	0.007985370694,     	0.01628856361,      	0.769125214083,     	4980,  	5193,  	214,   	
47,    	0.760759687991,     	0.009664650638,     	0.016216901535,     	0.752400904126,     	5194,  	5400,  	207,   	
48,    	0.74384891599,      	0.009864030078,     	0.016222898689,     	0.735317537822,     	5401,  	5609,  	209,   	
49,    	0.729353145571,     	0.006887166958,     	0.015327656458,     	0.723307581394,     	5610,  	5823,  	214,   	
50,    	0.715132448538,     	0.009540739955,     	0.01263671864,      	0.706879744804,     	5824,  	6044,  	221,   	
51,    	0.698514641128,     	0.009728467797,     	0.015691710055,     	0.690099409273,     	6045,  	6267,  	223,   	
52,    	0.682232976261,     	0.009099560078,     	0.014753503393,     	0.674360879935,     	6268,  	6497,  	230,   	
53,    	0.6669669684,       	0.008535973262,     	0.015338160097,     	0.659581724886,     	6498,  	6733,  	236,   	
54,    	0.65280927827,      	0.007828853816,     	0.01441552276,      	0.645733774619,     	6734,  	6977,  	244,   	
55,    	0.638029036792,     	0.008896985937,     	0.013978996131,     	0.630331306854,     	6978,  	7218,  	241,   	
56,    	0.622506939866,     	0.009041719711,     	0.013440824187,     	0.614683861974,     	7219,  	7457,  	239,   	
57,    	0.607803021238,     	0.007960161262,     	0.014910641898,     	0.600825119918,     	7458,  	7695,  	238,   	
58,    	0.594698645856,     	0.007079223493,     	0.013567569398,     	0.588042609709,     	7696,  	7938,  	243,   	
59,    	0.579964484022,     	0.009335395396,     	0.012624960475,     	0.57188687257,      	7939,  	8184,  	246,   	
60,    	0.563520537106,     	0.009920177584,     	0.013220260543,     	0.55493711368,      	8185,  	8431,  	247,   	
61,    	0.547206795408,     	0.008923321685,     	0.012895732082,     	0.53948498509,      	8432,  	8687,  	256,   	
62,    	0.531872806222,     	0.008838186219,     	0.011646044866,     	0.524145259263,     	8688,  	8944,  	257,   	
63,    	0.515868499598,     	0.009793876833,     	0.012629434478,     	0.507393485188,     	8945,  	9202,  	258,   	
64,    	0.499601698003,     	0.009007231337,     	0.011798644813,     	0.491718579158,     	9203,  	9464,  	262,   	
65,    	0.483348969772,     	0.00970348608,      	0.012935497071,     	0.474951616134,     	9465,  	9727,  	263,   	
66,    	0.466219726504,     	0.010111612773,     	0.011563176272,     	0.457469169949,     	9728,  	9988,  	261,   	
67,    	0.44961810383,      	0.009063701009,     	0.013605329409,     	0.441634064367,     	9989,  	10253, 	265,   	
68,    	0.433456375909,     	0.009453760424,     	0.013356971632,     	0.425274288652,     	10254, 	10520, 	267,   	
69,    	0.417026353356,     	0.00955207642,      	0.012050725231,     	0.408759002331,     	10521, 	10788, 	268,   	
70,    	0.401046787253,     	0.008911630602,     	0.013197290381,     	0.393333247046,     	10789, 	11057, 	269,   	
71,    	0.386114802621,     	0.008351404079,     	0.011657143937,     	0.378209565336,     	11058, 	11329, 	272,   	
72,    	0.371483174664,     	0.007764021171,     	0.011054574793,     	0.364222218949,     	11330, 	11605, 	276,   	
73,    	0.356368499283,     	0.009090795254,     	0.012399481408,     	0.348499431148,     	11606, 	11883, 	278,   	
74,    	0.340554660773,     	0.009169610004,     	0.012971959768,     	0.332617214373,     	11884, 	12166, 	283,   	
75,    	0.326187933718,     	0.00744317304,      	0.012349782584,     	0.319283845139,     	12167, 	12452, 	286,   	
76,    	0.311485759556,     	0.009007524328,     	0.01216393665,      	0.303688227365,     	12453, 	12738, 	286,   	
77,    	0.296252260067,     	0.008735465488,     	0.012267377854,     	0.288604510842,     	12739, 	13026, 	288,   	
78,    	0.280650817779,     	0.009188338965,     	0.012442158344,     	0.272696468864,     	13027, 	13312, 	286,   	
79,    	0.265163177296,     	0.008759753128,     	0.012066842885,     	0.25748775865,      	13313, 	13602, 	290,   	
80,    	0.249561970372,     	0.009167301416,     	0.011500467971,     	0.241625476329,     	13603, 	13892, 	290,   	
81,    	0.234197951235,     	0.008600461675,     	0.012108788087,     	0.226631134726,     	13893, 	14183, 	291,   	
82,    	0.218388615873,     	0.009518488445,     	0.011269211863,     	0.210147814327,     	14184, 	14474, 	291,   	
83,    	0.20218155655,      	0.009207228543,     	0.011045603932,     	0.194209978504,     	14475, 	14767, 	293,   	
84,    	0.186393119639,     	0.009065319515,     	0.010220142617,     	0.178544206063,     	14768, 	15063, 	296,   	
85,    	0.17043733341,      	0.009386591338,     	0.011093193035,     	0.162310142658,     	15064, 	15361, 	298,   	
86,    	0.155458076435,     	0.00791555704,      	0.01066316011,      	0.148335364994,     	15362, 	15666, 	305,   	
87,    	0.140634542825,     	0.008904366115,     	0.010739836991,     	0.132805818991,     	15667, 	15966, 	300,   	
88,    	0.12528211274,      	0.008723696643,     	0.011841915525,     	0.117696445759,     	15967, 	16266, 	300,   	
89,    	0.110605772875,     	0.008199582878,     	0.010455037301,     	0.103021276341,     	16267, 	16566, 	300,   	
90,    	0.095558055101,     	0.008650643753,     	0.009780829505,     	0.088002563088,     	16567, 	16865, 	299,   	
91,    	0.081158900862,     	0.007910682021,     	0.011374084134,     	0.074053087229,     	16866, 	17165, 	300,   	
92,    	0.066813841289,     	0.008394580072,     	0.011544491281,     	0.059544468316,     	17166, 	17473, 	308,   	
93,    	0.053585064842,     	0.006913351825,     	0.009665281404,     	0.047465455751,     	17474, 	17782, 	309,   	
94,    	0.040704424175,     	0.007818391123,     	0.010731809049,     	0.033933775499,     	17783, 	18087, 	305,   	
95,    	0.026555345708,     	0.009270638705,     	0.012692948144,     	0.018526964992,     	18088, 	18385, 	298,   	
96,    	0.011515018548,     	0.00810433042,      	0.011549069329,     	0.004496518723,     	18386, 	18678, 	293,   	
97,    	0,                  	0.006026334037,     	0.009561558921,     	-0.005218974065,    	18679, 	19077, 	399,   	
