This run aims to check if discrepancy is less than 0.0115
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.023081132029,     	0.0,                	0.999733595186,     	0.0,                	1.547713144906,     	1.0,                	0.002937015553,     	0.006996666468,     	0.006996666468,     	Normal,             	
1,     	0.022020669709,     	0.006915834102,     	0.999733595186,     	0.304306379535,     	1.547713144906,     	1.0,                	0.002864453541,     	0.007229338172,     	0.007229338172,     	Normal,             	
2,     	0.018801111981,     	0.013388683431,     	0.999733595186,     	0.618815217696,     	1.547713144906,     	1.0,                	0.002859660777,     	0.007125826677,     	0.007125826677,     	Normal,             	
3,     	0.013821170685,     	0.018485505041,     	0.999733595186,     	0.928784160959,     	1.547713144906,     	1.0,                	0.002902524141,     	0.007017738042,     	0.007017738042,     	Normal,             	
4,     	0.007627199916,     	0.021784500848,     	0.999733595186,     	1.234014178682,     	1.547713144906,     	1.0,                	0.002904721622,     	0.007149589095,     	0.007149589095,     	Normal,             	
5,     	0.000594761609,     	0.023073467758,     	0.999733595186,     	1.545025171,        	1.547713144906,     	1.0,                	0.002877531907,     	0.007121749373,     	0.007121749373,     	Normal,             	
6,     	-0.006467699793,    	0.022156432816,     	0.999733595186,     	1.854815321526,     	1.547713144906,     	1.0,                	0.002888592173,     	0.007128445733,     	0.007128445733,     	Normal,             	
7,     	-0.012920021486,    	0.019126204551,     	0.999733595186,     	2.164899113629,     	1.547713144906,     	1.0,                	0.002936279018,     	0.007094893086,     	0.007094893086,     	Normal,             	
8,     	-0.018118963244,    	0.01429831552,      	0.999733595186,     	2.473511658727,     	1.547713144906,     	1.0,                	0.002900934094,     	0.007009347364,     	0.007009347364,     	Normal,             	
9,     	-0.021575274783,    	0.008200376441,     	0.999733595186,     	2.778373876853,     	1.547713144906,     	1.0,                	0.002890797402,     	0.007197110751,     	0.007197110751,     	Normal,             	
10,    	-0.023052143901,    	0.001156424371,     	0.999733595186,     	3.091469083402,     	1.547713144906,     	1.0,                	0.002918012098,     	0.007069863028,     	0.007069863028,     	Normal,             	
11,    	-0.022320776599,    	-0.005875507447,    	0.999733595186,     	3.39898419741,      	1.547713144906,     	1.0,                	0.002906007792,     	0.007075150327,     	0.007075150327,     	Normal,             	
12,    	0.042739264708,     	0.0,                	0.999086260166,     	0.0,                	1.528044039804,     	1.0,                	0.001556889296,     	0.015554711355,     	0.015554711355,     	Normal,             	
13,    	0.039908740517,     	0.015295005006,     	0.999086260166,     	0.36598342448,      	1.528044039804,     	1.0,                	0.00152915227,      	0.015591689862,     	0.015591689862,     	Normal,             	
14,    	0.031766939328,     	0.028592067319,     	0.999086260166,     	0.732846787536,     	1.528044039804,     	1.0,                	0.00145142234,      	0.015730949934,     	0.015730949934,     	Normal,             	
15,    	0.019271069723,     	0.038148009379,     	0.999086260166,     	1.103024621952,     	1.528044039804,     	1.0,                	0.001466134479,     	0.015743729326,     	0.015743729326,     	Normal,             	
16,    	0.004151532145,     	0.042537154685,     	0.999086260166,     	1.473506664763,     	1.528044039804,     	1.0,                	0.001467792416,     	0.015763245703,     	0.015763245703,     	Normal,             	
17,    	-0.011550462949,    	0.041148894924,     	0.999086260166,     	1.844453304009,     	1.528044039804,     	1.0,                	0.001499850631,     	0.015603377124,     	0.015603377124,     	Normal,             	
18,    	-0.025551058065,    	0.034260592225,     	0.999086260166,     	2.211594791446,     	1.528044039804,     	1.0,                	0.001499615291,     	0.01555877609,      	0.01555877609,      	Normal,             	
19,    	-0.036121840802,    	0.022844197621,     	0.999086260166,     	2.577674936634,     	1.528044039804,     	1.0,                	0.001547107903,     	0.015604754116,     	0.015604754116,     	Normal,             	
