This run aims to check if discrepancy is less than 0.0164
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.033185416175,     	0.0,                	0.999449212393,     	0.0,                	1.537604816572,     	1.0,                	0.004269773957,     	0.009637147361,     	0.009637147361,     	Normal,             	
1,     	0.031786087494,     	0.009535013818,     	0.999449212393,     	0.291433345405,     	1.537604816572,     	1.0,                	0.004182375552,     	0.009941762941,     	0.009941762941,     	Normal,             	
2,     	0.027535400979,     	0.018522244455,     	0.999449212393,     	0.592147406719,     	1.537604816572,     	1.0,                	0.004219111449,     	0.01008537717,      	0.01008537717,      	Normal,             	
3,     	0.020700073578,     	0.025937979886,     	0.999449212393,     	0.897239211142,     	1.537604816572,     	1.0,                	0.004299259245,     	0.009175280738,     	0.009621090717,     	cover cap,          	
4,     	0.012389629338,     	0.030785856031,     	0.999449212393,     	1.188183536222,     	1.537604816572,     	1.0,                	0.004263887429,     	0.009787640409,     	0.009787640409,     	Normal,             	
5,     	0.002870106908,     	0.03306106975,      	0.999449212393,     	1.48420114724,      	1.537604816572,     	1.0,                	0.004296896425,     	0.009837660588,     	0.009837660588,     	Normal,             	
6,     	-0.006948544536,    	0.032449800855,     	0.999449212393,     	1.781742800894,     	1.537604816572,     	1.0,                	0.004252772669,     	0.009931081069,     	0.009931081069,     	Normal,             	
7,     	-0.016239014922,    	0.028940736705,     	0.999449212393,     	2.082131308647,     	1.537604816572,     	1.0,                	0.004229334677,     	0.009884502342,     	0.009884502342,     	Normal,             	
8,     	-0.024042725976,    	0.022873984663,     	0.999449212393,     	2.381100320766,     	1.537604816572,     	1.0,                	0.004225070881,     	0.009746792789,     	0.009746792789,     	Normal,             	
9,     	-0.029651131061,    	0.014902425087,     	0.999449212393,     	2.675873492245,     	1.537604816572,     	1.0,                	0.004273893413,     	0.009663536122,     	0.009663536122,     	Normal,             	
10,    	-0.032687292659,    	0.005728241029,     	0.999449212393,     	2.968110570507,     	1.537604816572,     	1.0,                	0.004213477544,     	0.010125007141,     	0.010125007141,     	Normal,             	
11,    	-0.032893140509,    	-0.004394673387,    	0.999449212393,     	3.274410660175,     	1.537604816572,     	1.0,                	0.004134139348,     	0.010125025096,     	0.010125025096,     	Normal,             	
12,    	0.060774889096,     	0.0,                	0.998151497948,     	0.0,                	1.509983962485,     	1.0,                	0.002235092368,     	0.02270572095,      	0.02270572095,      	Normal,             	
13,    	0.056533418881,     	0.022306046137,     	0.998151497948,     	0.375811315989,     	1.509983962485,     	1.0,                	0.002219868956,     	0.02268021362,      	0.02268021362,      	Normal,             	
14,    	0.044418756059,     	0.041479648682,     	0.998151497948,     	0.751195418734,     	1.509983962485,     	1.0,                	0.002270092578,     	0.022736737717,     	0.022736737717,     	Normal,             	
15,    	0.026066094228,     	0.054901237476,     	0.998151497948,     	1.127526246961,     	1.509983962485,     	1.0,                	0.002184342348,     	0.022815789922,     	0.022815789922,     	Normal,             	
16,    	0.003984887075,     	0.060644107873,     	0.998151497948,     	1.505181268492,     	1.509983962485,     	1.0,                	0.002279526183,     	0.022816024397,     	0.022816024397,     	Normal,             	
17,    	-0.018658162255,    	0.057839952679,     	0.998151497948,     	1.882840217938,     	1.509983962485,     	1.0,                	0.002208211605,     	0.022735180309,     	0.022735180309,     	Normal,             	
18,    	-0.038608020428,    	0.046936211003,     	0.998151497948,     	2.259144959904,     	1.509983962485,     	1.0,                	0.002237841577,     	0.022749764494,     	0.022749764494,     	Normal,             	
19,    	-0.053162186332,    	0.029451130524,     	0.998151497948,     	2.635693986487,     	1.509983962485,     	1.0,                	0.002165137055,     	0.022747717159,     	0.022747717159,     	Normal,             	
