This run aims to check if discrepancy is less than 0.0164
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.537604816572,     	0.009621090717,     	0.306300637118,     	1.529571700132,     	0,     	11,    	12,    	
2,     	1.509983962485,     	0.022605302196,     	0.376533662978,     	1.491437407253,     	12,    	21,    	10,    	
3,     	1.474557490411,     	0.019163260525,     	0.212396795748,     	1.458333130057,     	22,    	38,    	17,    	
4,     	1.441791744413,     	0.018803283241,     	0.147497372715,     	1.425693066141,     	39,    	60,    	22,    	
5,     	1.408765629451,     	0.01929186356,      	0.128686194074,     	1.392032594199,     	61,    	87,    	27,    	
6,     	1.375731725242,     	0.018705359308,     	0.11299320821,      	1.359425743039,     	88,    	119,   	32,    	
7,     	1.343571009985,     	0.018253769567,     	0.081051000814,     	1.327942557069,     	120,   	156,   	37,    	
8,     	1.3113937471,       	0.019350269696,     	0.082497448511,     	1.294811835199,     	157,   	196,   	40,    	
9,     	1.278164631586,     	0.019871305639,     	0.074845550351,     	1.261118895551,     	197,   	241,   	45,    	
10,    	1.245216676715,     	0.018938905395,     	0.065228218566,     	1.22857375692,      	242,   	291,   	50,    	
11,    	1.212978682893,     	0.01803434098,      	0.065957397307,     	1.196256780889,     	292,   	345,   	54,    	
12,    	1.180647158171,     	0.018049930085,     	0.055728812264,     	1.164709129127,     	346,   	404,   	59,    	
13,    	1.148458586499,     	0.018744968708,     	0.055932337868,     	1.13232224774,      	405,   	468,   	64,    	
14,    	1.115713468465,     	0.019087319491,     	0.050054096004,     	1.099275943907,     	469,   	537,   	69,    	
15,    	1.083553891013,     	0.018534625065,     	0.041812211946,     	1.067520752197,     	538,   	610,   	73,    	
16,    	1.052628186245,     	0.017165701318,     	0.034659643915,     	1.037826498741,     	611,   	687,   	77,    	
17,    	1.021461431549,     	0.018913741627,     	0.03622686829,      	1.005154214711,     	688,   	768,   	81,    	
18,    	0.990821479935,     	0.016553390257,     	0.034692139436,     	0.975987556755,     	769,   	855,   	87,    	
19,    	0.961116402617,     	0.017147192773,     	0.037016643141,     	0.946318760845,     	856,   	948,   	93,    	
20,    	0.933377733133,     	0.015069542408,     	0.034291341665,     	0.919787761133,     	949,   	1052,  	104,   	
21,    	0.910500495617,     	0.010719672725,     	0.026441040569,     	0.900318102823,     	1053,  	1173,  	121,   	
22,    	0.887584061863,     	0.014700015528,     	0.032399059006,     	0.873708030994,     	1174,  	1280,  	107,   	
23,    	0.860997774858,     	0.014690783013,     	0.030241759994,     	0.848306355628,     	1281,  	1395,  	115,   	
24,    	0.837937200565,     	0.01221619184,      	0.027633794378,     	0.827378262644,     	1396,  	1529,  	134,   	
25,    	0.817507620112,     	0.011431673071,     	0.023453364731,     	0.806964840871,     	1530,  	1661,  	132,   	
26,    	0.796388503183,     	0.012191222091,     	0.027481460455,     	0.785608099303,     	1662,  	1788,  	127,   	
27,    	0.777397297229,     	0.009493839521,     	0.021553193214,     	0.768737839871,     	1789,  	1932,  	144,   	
28,    	0.755178161592,     	0.015631896994,     	0.028097765949,     	0.741669019746,     	1933,  	2064,  	132,   	
29,    	0.729575546033,     	0.013945142345,     	0.024647202101,     	0.717520239187,     	2065,  	2200,  	136,   	
30,    	0.706585492973,     	0.012786292484,     	0.025702459996,     	0.695529533143,     	2201,  	2345,  	145,   	
31,    	0.68630850439,      	0.01063805817,      	0.021743974978,     	0.676804814018,     	2346,  	2494,  	149,   	
32,    	0.66442631093,      	0.014270377801,     	0.022666444715,     	0.652087529683,     	2495,  	2635,  	141,   	
33,    	0.638897565595,     	0.015228008378,     	0.023833055891,     	0.625731001855,     	2636,  	2781,  	146,   	
34,    	0.61631797615,      	0.010872500892,     	0.022104588857,     	0.606885716788,     	2782,  	2941,  	160,   	
35,    	0.595737174068,     	0.012875966768,     	0.021929372284,     	0.584600154793,     	2942,  	3092,  	151,   	
36,    	0.574886419678,     	0.011249627573,     	0.023793053761,     	0.565154102991,     	3093,  	3248,  	156,   	
37,    	0.552897850287,     	0.014169885698,     	0.018387947059,     	0.540641652704,     	3249,  	3407,  	159,   	
38,    	0.529787805259,     	0.01256591907,      	0.021738559882,     	0.518916816416,     	3408,  	3569,  	162,   	
39,    	0.507856896968,     	0.012779849784,     	0.015100042134,     	0.496800434397,     	3570,  	3735,  	166,   	
40,    	0.486831815522,     	0.011525447242,     	0.020187128227,     	0.476421020795,     	3736,  	3905,  	170,   	
41,    	0.464105333232,     	0.014237050322,     	0.022355863415,     	0.451788161096,     	3906,  	4070,  	165,   	
42,    	0.440306755413,     	0.013248173016,     	0.017692510349,     	0.428701164005,     	4071,  	4237,  	167,   	
43,    	0.416158234396,     	0.014518435678,     	0.02053762562,      	0.403596325031,     	4238,  	4411,  	174,   	
44,    	0.392600158123,     	0.012731560789,     	0.021274837507,     	0.381582544673,     	4412,  	4589,  	178,   	
45,    	0.369308994984,     	0.014174777761,     	0.020059885551,     	0.357042793618,     	4590,  	4761,  	172,   	
46,    	0.346087092693,     	0.012688395301,     	0.018823006837,     	0.334614189628,     	4762,  	4936,  	175,   	
47,    	0.323652258773,     	0.012818969948,     	0.016911915654,     	0.31203468689,      	4937,  	5117,  	181,   	
48,    	0.300310649102,     	0.013532204577,     	0.01915751063,      	0.288366971494,     	5118,  	5293,  	176,   	
49,    	0.277259172644,     	0.012833409367,     	0.018492232944,     	0.265897963956,     	5294,  	5473,  	180,   	
50,    	0.255533111844,     	0.011983795536,     	0.015613506099,     	0.244673742823,     	5474,  	5661,  	188,   	
51,    	0.235405691208,     	0.010728261126,     	0.017940582326,     	0.225244581293,     	5662,  	5849,  	188,   	
52,    	0.213686728038,     	0.013368202957,     	0.018437554789,     	0.201774011958,     	5850,  	6038,  	189,   	
53,    	0.190459090705,     	0.013111443412,     	0.018700101888,     	0.179108228047,     	6039,  	6231,  	193,   	
54,    	0.167860900242,     	0.013004578411,     	0.017463283267,     	0.15641380243,      	6232,  	6426,  	195,   	
55,    	0.145295456739,     	0.012860999719,     	0.016932419479,     	0.134157433527,     	6427,  	6615,  	189,   	
56,    	0.123255099256,     	0.012617358794,     	0.017813928159,     	0.112330466382,     	6616,  	6811,  	196,   	
57,    	0.103156340528,     	0.010592786861,     	0.016588636105,     	0.093337159335,     	6812,  	7008,  	197,   	
58,    	0.083203599479,     	0.011722913143,     	0.01592397218,      	0.07305257527,      	7009,  	7202,  	194,   	
59,    	0.06253725181,      	0.012188709074,     	0.01753943922,      	0.051982552301,     	7203,  	7405,  	203,   	
60,    	0.043599811178,     	0.00970308857,      	0.01654296555,      	0.035197137494,     	7406,  	7606,  	201,   	
61,    	0.022779210964,     	0.014344524172,     	0.018720104759,     	0.010356861638,     	7607,  	7794,  	188,   	
62,    	0.004205179444,     	0.007108853247,     	0.01444203432,      	-0.001951267364,    	7795,  	8051,  	257,   	
