This run aims to check if discrepancy is less than 0.0154
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.031166601602,     	0.0,                	0.999514203473,     	0.0,                	1.539624677337,     	1.0,                	0.003852268708,     	0.009204012557,     	0.009204012557,     	Normal,             	
1,     	0.029807553088,     	0.009103122228,     	0.999514203473,     	0.296400324188,     	1.539624677337,     	1.0,                	0.00387426085,      	0.009571042981,     	0.009571042981,     	Normal,             	
2,     	0.025639682755,     	0.017719021521,     	0.999514203473,     	0.60471293535,      	1.539624677337,     	1.0,                	0.003856847432,     	0.009156178077,     	0.009204012557,     	cover cap,          	
3,     	0.019346279518,     	0.024435190284,     	0.999514203473,     	0.901113259537,     	1.539624677337,     	1.0,                	0.003864728848,     	0.009400818479,     	0.009400818479,     	Normal,             	
4,     	0.011180092508,     	0.029092311474,     	0.999514203473,     	1.203899743905,     	1.539624677337,     	1.0,                	0.003868510378,     	0.009446856957,     	0.009446856957,     	Normal,             	
5,     	0.001950245096,     	0.031105523617,     	0.999514203473,     	1.508180578625,     	1.539624677337,     	1.0,                	0.003861398359,     	0.009485061474,     	0.009485061474,     	Normal,             	
6,     	-0.007496304286,    	0.030251652475,     	0.999514203473,     	1.813701613232,     	1.539624677337,     	1.0,                	0.003903407804,     	0.009318641047,     	0.009318641047,     	Normal,             	
7,     	-0.01610465724,     	0.026683273236,     	0.999514203473,     	2.113821145603,     	1.539624677337,     	1.0,                	0.003900395663,     	0.009425896003,     	0.009425896003,     	Normal,             	
8,     	-0.023345307525,    	0.020648333394,     	0.999514203473,     	2.417421593275,     	1.539624677337,     	1.0,                	0.003843499357,     	0.009381375823,     	0.009381375823,     	Normal,             	
9,     	-0.028432206062,    	0.012765841681,     	0.999514203473,     	2.719577045,        	1.539624677337,     	1.0,                	0.003849524667,     	0.009420192183,     	0.009420192183,     	Normal,             	
10,    	-0.030947663223,    	0.003687708831,     	0.999514203473,     	3.022992354315,     	1.539624677337,     	1.0,                	0.003863115659,     	0.00946023267,      	0.00946023267,      	Normal,             	
11,    	-0.030628372779,    	-0.005767134149,    	0.999514203473,     	3.327707379683,     	1.539624677337,     	1.0,                	0.003891191857,     	0.009428934819,     	0.009428934819,     	Normal,             	
12,    	0.057366594252,     	0.0,                	0.998353180925,     	0.0,                	1.513398220984,     	1.0,                	0.002061340798,     	0.020470996595,     	0.020470996595,     	Normal,             	
13,    	0.053714105316,     	0.020142517871,     	0.998353180925,     	0.358766236885,     	1.513398220984,     	1.0,                	0.002049617377,     	0.020511247964,     	0.020511247964,     	Normal,             	
14,    	0.043194831236,     	0.037750929664,     	0.998353180925,     	0.718245590898,     	1.513398220984,     	1.0,                	0.002093974707,     	0.020724112813,     	0.020724112813,     	Normal,             	
15,    	0.026962734426,     	0.050635334385,     	0.998353180925,     	1.081496955444,     	1.513398220984,     	1.0,                	0.002053861105,     	0.02080144857,      	0.02080144857,      	Normal,             	
16,    	0.007133795446,     	0.056921306192,     	0.998353180925,     	1.446119049006,     	1.513398220984,     	1.0,                	0.001987165571,     	0.020940757045,     	0.020940757045,     	Normal,             	
17,    	-0.013770686895,    	0.055689265738,     	0.998353180925,     	1.813210737613,     	1.513398220984,     	1.0,                	0.002215814663,     	0.020355097835,     	0.020470996595,     	cover cap,          	
18,    	-0.032447492844,    	0.047308417265,     	0.998353180925,     	2.171976974498,     	1.513398220984,     	1.0,                	0.002090895406,     	0.020722235856,     	0.020722235856,     	Normal,             	
19,    	-0.047138497869,    	0.032693854999,     	0.998353180925,     	2.535195073284,     	1.513398220984,     	1.0,                	0.002095195828,     	0.021039437996,     	0.021039437996,     	Normal,             	
20,    	-0.055755509453,    	0.013499974137,     	0.998353180925,     	2.904036473685,     	1.513398220984,     	1.0,                	0.002132471285,     	0.020596758911,     	0.020596758911,     	Normal,             	
21,    	-0.056930101184,    	-0.007063265197,    	0.998353180925,     	3.26503094381,      	1.513398220984,     	1.0,                	0.0019781791,       	0.021399523252,     	0.021399523252,     	Normal,             	
22,    	0.090298126466,     	0.0,                	0.995914779666,     	0.0,                	1.480375036464,     	1.0,                	0.002385970588,     	0.018290420067,     	0.018290420067,     	Normal,             	
23,    	0.088445710036,     	0.018196373804,     	0.995914779666,     	0.202903804953,     	1.480375036464,     	1.0,                	0.002353134269,     	0.018552758197,     	0.018552758197,     	Normal,             	
24,    	0.082860005834,     	0.035888313926,     	0.995914779666,     	0.408728087938,     	1.480375036464,     	1.0,                	0.002473438054,     	0.01843195887,      	0.01843195887,      	Normal,             	
25,    	0.073846378653,     	0.051965988908,     	0.995914779666,     	0.613207518641,     	1.480375036464,     	1.0,                	0.002388870196,     	0.018650563701,     	0.018650563701,     	Normal,             	
26,    	0.061595325457,     	0.066028535688,     	0.995914779666,     	0.820120733337,     	1.480375036464,     	1.0,                	0.002343074227,     	0.018635591945,     	0.018635591945,     	Normal,             	
27,    	0.046729462347,     	0.077266480391,     	0.995914779666,     	1.026867253846,     	1.480375036464,     	1.0,                	0.002469654167,     	0.018918841381,     	0.018918841381,     	Normal,             	
28,    	0.029604389377,     	0.085307278546,     	0.995914779666,     	1.236767693873,     	1.480375036464,     	1.0,                	0.002438508699,     	0.018346297228,     	0.018346297228,     	Normal,             	
29,    	0.011750738619,     	0.089530284179,     	0.995914779666,     	1.440293514463,     	1.480375036464,     	1.0,                	0.002452868694,     	0.018664460643,     	0.018664460643,     	Normal,             	
30,    	-0.006906934933,    	0.09003358203,      	0.995914779666,     	1.64736145776,      	1.480375036464,     	1.0,                	0.002378445141,     	0.018512999365,     	0.018512999365,     	Normal,             	
31,    	-0.025123293608,    	0.086732760602,     	0.995914779666,     	1.852743097569,     	1.480375036464,     	1.0,                	0.002469011847,     	0.018548369148,     	0.018548369148,     	Normal,             	
32,    	-0.042315045842,    	0.079769596581,     	0.995914779666,     	2.058518515877,     	1.480375036464,     	1.0,                	0.002485906363,     	0.018619894063,     	0.018619894063,     	Normal,             	
33,    	-0.057776622512,    	0.069394621797,     	0.995914779666,     	2.265090259118,     	1.480375036464,     	1.0,                	0.002383579262,     	0.018671186945,     	0.018671186945,     	Normal,             	
34,    	-0.070813525342,    	0.056028530875,     	0.995914779666,     	2.472233093535,     	1.480375036464,     	1.0,                	0.002476080941,     	0.018805196333,     	0.018805196333,     	Normal,             	
35,    	-0.080882793175,    	0.040146300098,     	0.995914779666,     	2.680868058724,     	1.480375036464,     	1.0,                	0.002508676939,     	0.018410744906,     	0.018410744906,     	Normal,             	
36,    	-0.08734434615,     	0.022906698562,     	0.995914779666,     	2.885111325115,     	1.480375036464,     	1.0,                	0.002446332265,     	0.01833457531,      	0.01833457531,      	Normal,             	
37,    	-0.090170920732,    	0.004791314824,     	0.995914779666,     	3.088506657555,     	1.480375036464,     	1.0,                	0.002461363868,     	0.018909651325,     	0.018909651325,     	Normal,             	
38,    	-0.089191592243,    	-0.014092959823,    	0.995914779666,     	3.298304760175,     	1.480375036464,     	1.0,                	0.002355809317,     	0.018921678463,     	0.018921678463,     	Normal,             	
39,    	0.120942169391,     	0.0,                	0.992659554763,     	0.0,                	1.449557362655,     	1.0,                	0.002536766971,     	0.018191601314,     	0.018191601314,     	Normal,             	
40,    	0.11957401815,      	0.0181400805,       	0.992659554763,     	0.150557861568,     	1.449557362655,     	1.0,                	0.00257261596,      	0.017296343571,     	0.018004836021,     	cover cap,          	
41,    	0.115555927834,     	0.035690837473,     	0.992659554763,     	0.299567129392,     	1.449557362655,     	1.0,                	0.002436035007,     	0.019110919956,     	0.019110919956,     	Normal,             	
42,    	0.108491118969,     	0.053447969484,     	0.992659554763,     	0.457749002057,     	1.449557362655,     	1.0,                	0.002317663336,     	0.019185109572,     	0.019185109572,     	Normal,             	
43,    	0.098674340292,     	0.069931272725,     	0.992659554763,     	0.616546236375,     	1.449557362655,     	1.0,                	0.002300466164,     	0.018615710496,     	0.018615710496,     	Normal,             	
44,    	0.086773373509,     	0.08424600873,      	0.992659554763,     	0.770621003169,     	1.449557362655,     	1.0,                	0.002301263805,     	0.018936626002,     	0.018936626002,     	Normal,             	
45,    	0.072559298386,     	0.096758237658,     	0.992659554763,     	0.927357263243,     	1.449557362655,     	1.0,                	0.002473782264,     	0.018920842897,     	0.018920842897,     	Normal,             	
46,    	0.056580351963,     	0.106890935578,     	0.992659554763,     	1.083962620627,     	1.449557362655,     	1.0,                	0.002428905485,     	0.019236465256,     	0.019236465256,     	Normal,             	
47,    	0.038916956748,     	0.114509732401,     	0.992659554763,     	1.243185830632,     	1.449557362655,     	1.0,                	0.002469162462,     	0.018768018704,     	0.018768018704,     	Normal,             	
48,    	0.020732118928,     	0.119151951649,     	0.992659554763,     	1.398523721934,     	1.449557362655,     	1.0,                	0.002371352696,     	0.018642775968,     	0.018642775968,     	Normal,             	
49,    	0.002173622879,     	0.120922635187,     	0.992659554763,     	1.55282294395,      	1.449557362655,     	1.0,                	0.002429460827,     	0.01880899637,      	0.01880899637,      	Normal,             	
