This run aims to check if discrepancy is less than 0.0154
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.539624677337,     	0.009204012557,     	0.303699084644,     	1.531922141187,     	0,     	11,    	12,    	
2,     	1.513398220984,     	0.020470996595,     	0.375228505041,     	1.496565025019,     	12,    	21,    	10,    	
3,     	1.480375036464,     	0.018290420067,     	0.20993203294,      	1.464943057136,     	22,    	38,    	17,    	
4,     	1.449557362655,     	0.018004836021,     	0.154494100473,     	1.434251188586,     	39,    	60,    	22,    	
5,     	1.418397390093,     	0.018389709311,     	0.137904589102,     	1.402735847851,     	61,    	86,    	26,    	
6,     	1.386863475701,     	0.018304183969,     	0.110841733779,     	1.37119632892,      	87,    	118,   	32,    	
7,     	1.356515030709,     	0.016866126318,     	0.079336609393,     	1.341540479218,     	119,   	156,   	38,    	
8,     	1.325927375597,     	0.018233592309,     	0.079156435196,     	1.310302559185,     	157,   	197,   	41,    	
9,     	1.294626729624,     	0.017973135108,     	0.075473080717,     	1.278783999902,     	198,   	243,   	46,    	
10,    	1.263046439573,     	0.018312349196,     	0.063741890592,     	1.247285838812,     	244,   	295,   	52,    	
11,    	1.232436859137,     	0.017240073623,     	0.059061603379,     	1.217020364131,     	296,   	351,   	56,    	
12,    	1.20214965241,      	0.017092934679,     	0.055926042262,     	1.186951463091,     	352,   	411,   	60,    	
13,    	1.171791907294,     	0.017446434659,     	0.054126705381,     	1.156647948498,     	412,   	477,   	66,    	
14,    	1.141786844966,     	0.017137711259,     	0.051993491535,     	1.126840708853,     	478,   	547,   	70,    	
15,    	1.112204764032,     	0.018481055617,     	0.048758363122,     	1.096285735621,     	548,   	619,   	72,    	
16,    	1.080994621208,     	0.017619829777,     	0.040134038032,     	1.065627729392,     	620,   	697,   	78,    	
17,    	1.050301884815,     	0.017641397585,     	0.035475563297,     	1.035091464611,     	698,   	780,   	83,    	
18,    	1.020088997572,     	0.017303618885,     	0.036439456663,     	1.005164204594,     	781,   	867,   	87,    	
19,    	0.990296723991,     	0.017153706149,     	0.031278444574,     	0.975496898829,     	868,   	960,   	93,    	
20,    	0.960956771307,     	0.016795450625,     	0.034256128819,     	0.946300680328,     	961,   	1056,  	96,    	
21,    	0.93314552077,      	0.015210605184,     	0.02891095696,      	0.919265025465,     	1057,  	1159,  	103,   	
22,    	0.907249416983,     	0.013919147448,     	0.031301912673,     	0.894445540553,     	1160,  	1270,  	111,   	
23,    	0.882991943472,     	0.013244877556,     	0.026472956514,     	0.871530262343,     	1271,  	1397,  	127,   	
24,    	0.861224923143,     	0.01195083075,      	0.0284320331,       	0.850895866194,     	1398,  	1530,  	133,   	
25,    	0.841493644373,     	0.010884587575,     	0.028549161011,     	0.831514082352,     	1531,  	1658,  	128,   	
26,    	0.822787129088,     	0.010109042355,     	0.019071635529,     	0.814046134318,     	1659,  	1802,  	144,   	
27,    	0.805408313219,     	0.011686769229,     	0.027430731862,     	0.795043580719,     	1803,  	1934,  	132,   	
28,    	0.785912832682,     	0.010560112831,     	0.027816915139,     	0.776758490417,     	1935,  	2076,  	142,   	
29,    	0.766371038821,     	0.01209700349,      	0.022624348342,     	0.75591220836,      	2077,  	2223,  	147,   	
30,    	0.746283154981,     	0.01110825973,      	0.026791919574,     	0.736677283758,     	2224,  	2360,  	137,   	
31,    	0.729346986814,     	0.008591348295,     	0.025589987207,     	0.721492520751,     	2361,  	2513,  	153,   	
32,    	0.712955206126,     	0.009866808424,     	0.025619040289,     	0.703861592948,     	2514,  	2657,  	144,   	
