This run aims to check if discrepancy is less than 0.0168
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.033772581363,     	0.0,                	0.999429543664,     	0.0,                	1.537017322038,     	1.0,                	0.004314100371,     	0.009721906089,     	0.009721906089,     	Normal,             	
1,     	0.032373288591,     	0.009620677613,     	0.999429543664,     	0.288867172357,     	1.537017322038,     	1.0,                	0.004204703666,     	0.010356478306,     	0.010356478306,     	Normal,             	
2,     	0.027935826672,     	0.018978325535,     	0.999429543664,     	0.596735029285,     	1.537017322038,     	1.0,                	0.004311717682,     	0.010096066623,     	0.010096066623,     	Normal,             	
3,     	0.021077862984,     	0.026387704409,     	0.999429543664,     	0.896802217905,     	1.537017322038,     	1.0,                	0.00428626567,      	0.009893538488,     	0.009893538488,     	Normal,             	
4,     	0.012526643614,     	0.031363521035,     	0.999429543664,     	1.190805832088,     	1.537017322038,     	1.0,                	0.004336889463,     	0.010025750044,     	0.010025750044,     	Normal,             	
5,     	0.002767220446,     	0.033659021717,     	0.999429543664,     	1.488767471221,     	1.537017322038,     	1.0,                	0.00430791113,      	0.010055780667,     	0.010055780667,     	Normal,             	
6,     	-0.007265727311,    	0.032981759483,     	0.999429543664,     	1.787628302169,     	1.537017322038,     	1.0,                	0.004333610059,     	0.0098488857,       	0.0098488857,       	Normal,             	
7,     	-0.016472239166,    	0.029483089879,     	0.999429543664,     	2.080295406037,     	1.537017322038,     	1.0,                	0.004276069488,     	0.009998064813,     	0.009998064813,     	Normal,             	
8,     	-0.024382476709,    	0.023368399207,     	0.999429543664,     	2.377428134046,     	1.537017322038,     	1.0,                	0.004347722779,     	0.010141451276,     	0.010141451276,     	Normal,             	
9,     	-0.030220838478,    	0.015076079517,     	0.999429543664,     	2.678854491975,     	1.537017322038,     	1.0,                	0.004183269274,     	0.00981879391,      	0.00981879391,      	Normal,             	
10,    	-0.033280174186,    	0.005746064571,     	0.999429543664,     	2.970620987557,     	1.537017322038,     	1.0,                	0.004313497806,     	0.010124796595,     	0.010124796595,     	Normal,             	
11,    	-0.033487797751,    	-0.004376602989,    	0.999429543664,     	3.271548558594,     	1.537017322038,     	1.0,                	0.004203060028,     	0.010217275858,     	0.010217275858,     	Normal,             	
12,    	0.062152262382,     	0.0,                	0.998066679276,     	0.0,                	1.508603979994,     	1.0,                	0.002298183759,     	0.02274542076,      	0.02274542076,      	Normal,             	
13,    	0.05799027257,      	0.022361395448,     	0.998066679276,     	0.368036482067,     	1.508603979994,     	1.0,                	0.002148915904,     	0.023071247644,     	0.023071247644,     	Normal,             	
14,    	0.045838492561,     	0.041973042765,     	0.998066679276,     	0.741406722783,     	1.508603979994,     	1.0,                	0.002303875424,     	0.022704569945,     	0.022726643577,     	cover cap,          	
15,    	0.027684812846,     	0.055645798196,     	0.998066679276,     	1.109135904985,     	1.508603979994,     	1.0,                	0.002281690557,     	0.022746537507,     	0.022746537507,     	Normal,             	
16,    	0.005809311511,     	0.061880171452,     	0.998066679276,     	1.47719066355,      	1.508603979994,     	1.0,                	0.002300688611,     	0.022869347227,     	0.022869347227,     	Normal,             	
17,    	-0.01696452154,     	0.059792212939,     	0.998066679276,     	1.847255497338,     	1.508603979994,     	1.0,                	0.00233556645,      	0.022964493103,     	0.022964493103,     	Normal,             	
18,    	-0.037518713482,    	0.049550477877,     	0.998066679276,     	2.218877881158,     	1.508603979994,     	1.0,                	0.002267569121,     	0.022859864709,     	0.022859864709,     	Normal,             	
19,    	-0.052894990581,    	0.032634700712,     	0.998066679276,     	2.588787497382,     	1.508603979994,     	1.0,                	0.002261702883,     	0.022914476109,     	0.022914476109,     	Normal,             	
20,    	-0.061125717036,    	0.01124946381,      	0.998066679276,     	2.959591068313,     	1.508603979994,     	1.0,                	0.002310243422,     	0.023133650906,     	0.023133650906,     	Normal,             	
21,    	-0.061005550848,    	-0.011883874997,    	0.998066679276,     	3.333983150598,     	1.508603979994,     	1.0,                	0.002466620382,     	0.022566353175,     	0.022726643577,     	cover cap,          	
22,    	0.097895883677,     	0.0,                	0.995196661951,     	0.0,                	1.472743399001,     	1.0,                	0.00280860525,      	0.020578692048,     	0.020578692048,     	Normal,             	
