number	direction_ind	# of covercap	
0	14	5	
1	21	5	
2	24	2	
3	37	2	
4	116	2	
5	153	2	
6	205	2	
7	289	2	
8	364	2	
9	365	2	
10	373	2	
11	374	2	
12	379	2	
13	382	2	
14	400	2	
15	438	2	
16	523	2	
17	613	2	
18	679	2	
19	688	2	
20	689	2	
21	766	2	
22	769	2	
23	856	2	
24	924	2	
25	969	2	
26	995	2	
27	998	2	
28	1025	2	
29	1035	2	
30	1048	2	
31	1065	2	
32	1088	2	
33	1166	2	
34	1179	2	
35	1206	2	
36	1225	2	
37	1240	2	
38	1246	2	
39	1250	2	
40	1262	2	
41	1265	2	
42	1342	2	
43	1345	2	
44	1347	2	
45	1349	2	
46	1352	2	
47	1353	2	
48	1355	2	
49	1356	2	
50	1357	2	
51	1358	2	
52	1361	2	
53	1365	2	
54	1370	2	
55	1462	2	
56	1463	2	
57	1467	2	
58	1469	2	
59	1489	2	
60	1491	2	
61	1495	2	
62	1497	2	
63	1501	2	
64	1574	2	
65	1582	2	
66	1585	2	
67	1587	2	
68	1589	2	
69	1590	2	
70	1604	2	
71	1621	2	
72	1622	2	
73	1623	2	
74	1624	2	
75	1635	2	
76	1709	2	
77	1710	2	
78	1712	2	
79	1762	2	
80	1842	2	
81	1843	2	
82	1844	2	
83	1846	2	
84	1896	2	
85	1973	2	
86	2247	2	
87	2308	2	
88	2385	2	
89	2521	2	
90	2602	2	
91	2744	2	
92	2748	2	
93	2806	2	
94	2816	2	
95	2819	2	
96	2891	2	
97	2899	2	
98	2903	2	
99	2906	2	
100	2908	2	
101	2933	2	
102	2967	2	
103	2968	2	
104	2970	2	
105	2971	2	
106	2973	2	
107	2989	2	
108	3032	2	
109	3053	2	
110	3054	2	
111	3056	2	
112	3074	2	
113	3076	2	
114	3095	2	
115	3110	2	
116	3111	2	
117	3112	2	
118	3117	2	
119	3124	2	
120	3133	2	
121	3135	2	
122	3147	2	
123	3158	2	
124	3160	2	
125	3172	2	
126	3175	2	
127	3185	2	
128	3197	2	
129	3201	2	
130	3203	2	
131	3204	2	
132	3206	2	
133	3222	2	
134	3361	2	
135	3362	2	
136	3365	2	
137	3377	2	
138	3422	2	
139	3462	2	
140	3470	2	
141	3482	2	
142	3521	2	
143	3522	2	
144	3579	2	
145	3581	2	
146	3600	2	
147	3660	2	
148	3679	2	
149	3722	2	
150	3751	2	
151	3756	2	
152	3780	2	
153	3810	2	
154	3845	2	
155	3859	2	
156	3863	2	
157	4016	2	
158	4054	2	
159	4087	2	
160	4089	2	
161	4108	2	
162	4109	2	
163	4127	2	
164	4141	2	
165	4157	2	
166	4158	2	
167	4161	2	
168	4180	2	
169	4194	2	
170	4376	2	
171	4378	2	
172	4380	2	
173	4389	2	
174	4403	2	
175	4404	2	
176	4444	2	
177	4461	2	
178	4489	2	
179	4491	2	
180	4503	2	
181	4516	2	
182	4521	2	
183	4525	2	
184	4526	2	
185	4544	2	
186	4550	2	
187	4554	2	
188	4555	2	
189	4573	2	
190	4583	2	
191	4593	2	
192	4606	2	
193	4613	2	
194	4656	2	
195	4658	2	
196	4678	2	
197	4696	2	
198	4698	2	
199	4703	2	
200	4715	2	
201	4727	2	
202	4746	2	
203	4749	2	
204	4760	2	
205	4771	2	
206	4848	2	
207	4857	2	
208	4858	2	
209	4864	2	
210	4867	2	
211	4868	2	
212	4887	2	
213	4898	2	
214	4925	2	
215	4930	2	
216	4955	2	
217	5018	2	
218	5031	2	
219	5032	2	
220	5039	2	
221	5043	2	
222	5063	2	
223	5069	2	
224	5085	2	
225	5092	2	
226	5241	2	
227	5250	2	
228	5251	2	
229	5253	2	
230	5257	2	
231	5268	2	
232	5367	2	
233	5426	2	
234	5440	2	
235	5449	2	
236	5579	2	
237	5749	2	
238	5765	2	
239	5772	2	
240	5773	2	
241	5793	2	
242	5872	2	
243	5893	2	
244	5927	2	
245	5961	2	
246	6078	2	
247	6093	2	
248	6096	2	
249	6121	2	
250	6129	2	
251	6168	2	
252	6175	2	
253	6179	2	
254	6217	2	
255	6267	2	
256	6450	2	
257	6615	2	
258	6745	2	
259	6747	2	
260	6778	2	
261	6798	2	
262	6799	2	
263	6801	2	
264	6804	2	
265	6811	2	
266	6812	2	
267	6813	2	
268	6816	2	
269	6826	2	
270	6828	2	
271	6838	2	
272	6839	2	
273	6842	2	
274	6859	2	
275	6893	2	
276	6907	2	
277	6910	2	
278	6913	2	
279	6981	2	
280	6998	2	
281	6999	2	
282	7003	2	
283	7004	2	
284	7006	2	
285	7007	2	
286	7008	2	
287	7018	2	
288	7032	2	
289	7042	2	
290	7072	2	
291	7183	2	
292	7191	2	
293	7200	2	
294	7202	2	
295	7213	2	
296	7388	2	
297	7397	2	
298	7399	2	
299	7400	3	
300	7401	3	
301	7403	3	
302	7404	2	
303	7409	2	
304	7455	2	
305	7545	2	
306	7589	2	
307	7594	2	
308	7595	3	
309	7596	3	
310	7597	9	
311	7598	7	
312	7599	5	
313	7600	4	
314	7601	3	
315	7602	2	
316	7603	2	
317	7604	2	
318	7605	2	
319	7608	2	
320	7612	2	
321	7615	2	
322	7619	2	
323	7630	2	
324	7635	2	
325	7640	2	
326	7650	2	
327	7782	2	
328	7799	2	
329	7801	2	
330	7803	2	
331	7804	2	
332	7805	4	
333	7806	3	
334	7807	2	
335	7808	4	
336	7809	7	
337	7810	9	
338	7811	8	
339	7812	6	
340	7813	7	
341	7814	6	
342	7815	6	
343	7816	6	
344	7817	4	
345	7818	4	
346	7819	4	
347	7820	3	
348	7821	3	
349	7823	3	
350	7825	2	
351	7827	3	
352	7830	2	
353	7831	2	
354	7832	2	
355	7833	2	
356	7834	2	
357	7836	2	
358	7840	2	
