This run aims to check if discrepancy is less than 0.0256
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.050933178701,     	0.0,                	0.998702063334,     	0.0,                	1.519841100634,     	1.0,                	0.006569388185,     	0.015047703693,     	0.015047703693,     	Normal,             	
1,     	0.048710331117,     	0.014882618555,     	0.998702063334,     	0.296525272536,     	1.519841100634,     	1.0,                	0.006567100983,     	0.015161056657,     	0.015161056657,     	Normal,             	
2,     	0.042171642067,     	0.028561185164,     	0.998702063334,     	0.595300944279,     	1.519841100634,     	1.0,                	0.0065301172,       	0.01539984347,      	0.01539984347,      	Normal,             	
3,     	0.031707687884,     	0.039859894903,     	0.998702063334,     	0.898818507479,     	1.519841100634,     	1.0,                	0.006459236519,     	0.015632488298,     	0.015632488298,     	Normal,             	
4,     	0.018125296789,     	0.047598973822,     	0.998702063334,     	1.206957646978,     	1.519841100634,     	1.0,                	0.006379118373,     	0.015874409682,     	0.015874409682,     	Normal,             	
5,     	0.002590968575,     	0.050867234782,     	0.998702063334,     	1.519904405099,     	1.519841100634,     	1.0,                	0.006417903936,     	0.01551421326,      	0.01551421326,      	Normal,             	
6,     	-0.012842605341,    	0.04928748503,      	0.998702063334,     	1.825693761183,     	1.519841100634,     	1.0,                	0.006563709361,     	0.01564040123,      	0.01564040123,      	Normal,             	
7,     	-0.027192686478,    	0.043066767869,     	0.998702063334,     	2.133990123063,     	1.519841100634,     	1.0,                	0.006568185716,     	0.015420887646,     	0.015420887646,     	Normal,             	
8,     	-0.038835260863,    	0.032954684133,     	0.998702063334,     	2.437925669114,     	1.519841100634,     	1.0,                	0.00645127894,      	0.01531107285,      	0.01531107285,      	Normal,             	
9,     	-0.046874546281,    	0.019923995671,     	0.998702063334,     	2.739680202613,     	1.519841100634,     	1.0,                	0.00636741478,      	0.015488657841,     	0.015488657841,     	Normal,             	
