Point's Coordinates for twisted_polar_coordinates_31

num,   	x,,                 	y,,                 	z,,                 	theta,,             	phi,,               	norm,               	

1,     	0.101085212344,     	0.004099904776,     	-0.994869323392,    	0.040536679401,     	-1.469454628292,    	1.0,                	
2,     	0.027337807341,     	0.097404690152,     	-0.994869323392,    	1.297173740837,     	-1.469454628292,    	1.0,                	
3,     	-0.084189518229,    	0.056099504401,     	-0.994869323392,    	2.553810802273,     	-1.469454628292,    	1.0,                	
4,     	-0.079369791103,    	-0.06273328968,     	-0.994869323392,    	3.810447863709,     	-1.469454628292,    	1.0,                	
5,     	0.035136289648,     	-0.094870809649,    	-0.994869323392,    	5.067084925145,     	-1.469454628292,    	1.0,                	
6,     	0.201161850336,     	0.007416478888,     	-0.979529941252,    	0.036851526728,     	-1.368112929789,    	1.0,                	
7,     	0.165218466058,     	0.114995446272,     	-0.979529941252,    	0.608050191017,     	-1.368112929789,    	1.0,                	
8,     	0.076819386184,     	0.186064171984,     	-0.979529941252,    	1.179248855306,     	-1.368112929789,    	1.0,                	
9,     	-0.035969306024,    	0.198058837758,     	-0.979529941252,    	1.750447519595,     	-1.368112929789,    	1.0,                	
10,    	-0.137337997716,    	0.14717122196,      	-0.979529941252,    	2.321646183885,     	-1.368112929789,    	1.0,                	
11,    	-0.195102845517,    	0.049557783052,     	-0.979529941252,    	2.892844848174,     	-1.368112929789,    	1.0,                	
12,    	-0.190923918397,    	-0.063789901816,    	-0.979529941252,    	3.464043512463,     	-1.368112929789,    	1.0,                	
13,    	-0.126127996191,    	-0.156884743576,    	-0.979529941252,    	4.035242176752,     	-1.368112929789,    	1.0,                	
14,    	-0.021287326371,    	-0.200169787745,    	-0.979529941252,    	4.606440841041,     	-1.368112929789,    	1.0,                	
15,    	0.090311919162,     	-0.179902338637,    	-0.979529941252,    	5.17763950533,      	-1.368112929789,    	1.0,                	
16,    	0.173237768475,     	-0.102517168141,    	-0.979529941252,    	5.748838169619,     	-1.368112929789,    	1.0,                	
17,    	0.299146973128,     	0.011373999501,     	-0.9541392564,      	0.038003136939,     	-1.266771231286,    	1.0,                	
18,    	0.272023124517,     	0.1249867958,       	-0.9541392564,      	0.430702218637,     	-1.266771231286,    	1.0,                	
19,    	0.203486221094,     	0.219571485447,     	-0.9541392564,      	0.823401300336,     	-1.266771231286,    	1.0,                	
20,    	0.103970385117,     	0.280728406854,     	-0.9541392564,      	1.216100382035,     	-1.266771231286,    	1.0,                	
