Point's Coordinates for twisted_polar_coordinates_118

num,   	x,,                 	y,,                 	z,,                 	theta,,             	phi,,               	norm,               	

1,     	0.02661901192,      	0.000283488996,     	-0.999645611123,    	0.010649466622,     	-1.544172660239,    	1.0,                	
2,     	0.007956113,        	0.025403787662,     	-0.999645611123,    	1.267286528058,     	-1.544172660239,    	1.0,                	
3,     	-0.021701863668,    	0.015416915222,     	-0.999645611123,    	2.523923589494,     	-1.544172660239,    	1.0,                	
4,     	-0.021368602366,    	-0.015875610053,    	-0.999645611123,    	3.78056065093,      	-1.544172660239,    	1.0,                	
5,     	0.008495341114,     	-0.025228581827,    	-0.999645611123,    	5.037197712366,     	-1.544172660239,    	1.0,                	
6,     	0.053219680652,     	0.000515253564,     	-0.998582695677,    	0.009681333293,     	-1.517548993683,    	1.0,                	
7,     	0.044492677256,     	0.029206190534,     	-0.998582695677,    	0.580879997582,     	-1.517548993683,    	1.0,                	
8,     	0.021639563202,     	0.04862436837,      	-0.998582695677,    	1.152078661871,     	-1.517548993683,    	1.0,                	
9,     	-0.008083959271,    	0.052604652812,     	-0.998582695677,    	1.72327732616,      	-1.517548993683,    	1.0,                	
10,    	-0.035240881794,    	0.039883331673,     	-0.998582695677,    	2.294475990449,     	-1.517548993683,    	1.0,                	
11,    	-0.051209073348,    	0.01449933453,      	-0.998582695677,    	2.865674654738,     	-1.517548993683,    	1.0,                	
12,    	-0.05091874594,     	-0.015488098879,    	-0.998582695677,    	3.436873319027,     	-1.517548993683,    	1.0,                	
13,    	-0.03446207647,     	-0.040558170327,    	-0.998582695677,    	4.008071983316,     	-1.517548993683,    	1.0,                	
14,    	-0.007063941219,    	-0.052751309267,    	-0.998582695677,    	4.579270647605,     	-1.517548993683,    	1.0,                	
15,    	0.022576945458,     	-0.048196280238,    	-0.998582695677,    	5.150469311895,     	-1.517548993683,    	1.0,                	
16,    	0.045049811473,     	-0.028339272771,    	-0.998582695677,    	5.721667976184,     	-1.517548993683,    	1.0,                	
17,    	0.079782129136,     	0.000796561268,     	-0.996812007031,    	0.009983874958,     	-1.490925327127,    	1.0,                	
18,    	0.073404245369,     	0.031267225671,     	-0.996812007031,    	0.402682956657,     	-1.490925327127,    	1.0,                	
19,    	0.055851230655,     	0.056977738404,     	-0.996812007031,    	0.795382038356,     	-1.490925327127,    	1.0,                	
20,    	0.029795372367,     	0.074013906969,     	-0.996812007031,    	1.188081120055,     	-1.490925327127,    	1.0,                	
21,    	-0.000796561268,    	0.079782129136,     	-0.996812007031,    	1.580780201753,     	-1.490925327127,    	1.0,                	
22,    	-0.031267225671,    	0.073404245369,     	-0.996812007031,    	1.973479283452,     	-1.490925327127,    	1.0,                	
23,    	-0.056977738404,    	0.055851230655,     	-0.996812007031,    	2.366178365151,     	-1.490925327127,    	1.0,                	
24,    	-0.074013906969,    	0.029795372367,     	-0.996812007031,    	2.75887744685,      	-1.490925327127,    	1.0,                	
25,    	-0.079782129136,    	-0.000796561268,    	-0.996812007031,    	3.151576528548,     	-1.490925327127,    	1.0,                	
26,    	-0.073404245369,    	-0.031267225671,    	-0.996812007031,    	3.544275610247,     	-1.490925327127,    	1.0,                	
27,    	-0.055851230655,    	-0.056977738404,    	-0.996812007031,    	3.936974691946,     	-1.490925327127,    	1.0,                	
