This run aims to check if discrepancy is less than 0.0068
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.55693811869,      	0.004315797205,     	0.315749291853,     	1.553351719853,     	0,     	10,    	11,    	
2,     	1.544994836861,     	0.009288522236,     	0.363720517328,     	1.537369166593,     	11,    	20,    	10,    	
3,     	1.530044541727,     	0.008310507215,     	0.208615665054,     	1.523054373051,     	21,    	37,    	17,    	
4,     	1.516047927859,     	0.008220693995,     	0.158200053325,     	1.508955461152,     	38,    	59,    	22,    	
5,     	1.501923802977,     	0.008242741114,     	0.12419359795,      	1.494709082823,     	60,    	86,    	27,    	
6,     	1.48780477367,      	0.008085755436,     	0.099137507556,     	1.480894434269,     	87,    	119,   	33,    	
7,     	1.473784277507,     	0.008233374847,     	0.087637137211,     	1.466692183037,     	120,   	157,   	38,    	
8,     	1.459947897766,     	0.007846886542,     	0.074828935089,     	1.45312663678,      	158,   	201,   	44,    	
9,     	1.446184406487,     	0.007946166419,     	0.068953013402,     	1.439364299395,     	202,   	250,   	49,    	
10,    	1.43219446662,      	0.008239493031,     	0.061592336616,     	1.425097791547,     	251,   	303,   	53,    	
11,    	1.418141712977,     	0.0080932877,       	0.053229745312,     	1.411070436974,     	304,   	361,   	58,    	
12,    	1.404160010168,     	0.008135546776,     	0.049135953202,     	1.397155720521,     	362,   	424,   	63,    	
13,    	1.390404381756,     	0.007803909028,     	0.047025801353,     	1.383671916809,     	425,   	493,   	69,    	
14,    	1.376616196021,     	0.008118577578,     	0.046658894206,     	1.369537585388,     	494,   	566,   	73,    	
15,    	1.362437728009,     	0.00821840479,      	0.040201161612,     	1.355360277099,     	567,   	645,   	79,    	
16,    	1.348704974699,     	0.007684650439,     	0.037974158346,     	1.341824687776,     	646,   	729,   	84,    	
17,    	1.334680503632,     	0.008210205476,     	0.035098949781,     	1.327605240104,     	730,   	817,   	88,    	
18,    	1.320189101635,     	0.008651298128,     	0.034997279889,     	1.312733361054,     	818,   	907,   	90,    	
19,    	1.305114361607,     	0.008806940415,     	0.037771258781,     	1.297408904873,     	908,   	996,   	89,    	
20,    	1.289146553919,     	0.009524205197,     	0.037058744306,     	1.280898521045,     	997,   	1085,  	89,    	
21,    	1.272406397547,     	0.009840848572,     	0.03487096711,      	1.26382561707,      	1086,  	1174,  	89,    	
22,    	1.25569075226,      	0.009414067162,     	0.030377274269,     	1.247571858415,     	1175,  	1277,  	103,   	
23,    	1.239873192922,     	0.00887477007,      	0.028545872749,     	1.232216024385,     	1278,  	1391,  	114,   	
24,    	1.224315186887,     	0.00911958443,      	0.027406452451,     	1.216440394355,     	1392,  	1506,  	115,   	
25,    	1.207936105552,     	0.009828242882,     	0.029227436866,     	1.199415685003,     	1507,  	1617,  	111,   	
26,    	1.190431634705,     	0.010374756286,     	0.027945694236,     	1.1814804037,       	1618,  	1728,  	111,   	
27,    	1.173583106061,     	0.009141756655,     	0.024892930489,     	1.16567115439,      	1729,  	1857,  	129,   	
28,    	1.158644117647,     	0.00812493262,      	0.023796177256,     	1.151570985012,     	1858,  	2000,  	143,   	
29,    	1.144248386571,     	0.008458120897,     	0.020443906774,     	1.136943073628,     	2001,  	2148,  	148,   	
30,    	1.129800044954,     	0.008294116018,     	0.020111282433,     	1.122488380305,     	2149,  	2299,  	151,   	
31,    	1.114793462291,     	0.008905053912,     	0.020222423619,     	1.107101618971,     	2300,  	2449,  	150,   	
32,    	1.09949302941,      	0.00879603434,      	0.021327294452,     	1.091732263224,     	2450,  	2597,  	148,   	
33,    	1.083288760736,     	0.009796711993,     	0.022916386783,     	1.074827119967,     	2598,  	2742,  	145,   	
34,    	1.066626313836,     	0.00951327334,      	0.019693238256,     	1.058408020326,     	2743,  	2895,  	153,   	
35,    	1.050967262447,     	0.008604565777,     	0.017322574366,     	1.043505004951,     	2896,  	3063,  	168,   	
36,    	1.036041363171,     	0.008613529837,     	0.016901729738,     	1.028597439108,     	3064,  	3240,  	177,   	
37,    	1.021372704744,     	0.008424347298,     	0.018116767185,     	1.01409145125,      	3241,  	3424,  	184,   	
38,    	1.007006185475,     	0.008176545698,     	0.015871390787,     	0.999938268076,     	3425,  	3615,  	191,   	
39,    	0.993245526337,     	0.007984332342,     	0.015507202585,     	0.986323435376,     	3616,  	3810,  	195,   	
40,    	0.979688425302,     	0.007811229031,     	0.01595948911,      	0.972694807081,     	3811,  	4008,  	198,   	
41,    	0.965175223647,     	0.008675599124,     	0.015321458843,     	0.957675475076,     	4009,  	4208,  	200,   	
42,    	0.950379771134,     	0.00842617754,      	0.015041463847,     	0.943094865222,     	4209,  	4408,  	200,   	
43,    	0.935387787629,     	0.00893820181,      	0.01535682427,      	0.927660568712,     	4409,  	4608,  	200,   	
44,    	0.920456963988,     	0.008331011726,     	0.014746636119,     	0.913104243696,     	4609,  	4809,  	201,   	
45,    	0.90570060536,      	0.008740387914,     	0.015424156997,     	0.898143335019,     	4810,  	5012,  	203,   	
46,    	0.890205911902,     	0.009158649525,     	0.014554948251,     	0.88228718396,      	5013,  	5219,  	207,   	
47,    	0.874955837967,     	0.008631952248,     	0.015150012411,     	0.867491453329,     	5220,  	5438,  	219,   	
48,    	0.861121619621,     	0.007417880295,     	0.014916121711,     	0.854650940373,     	5439,  	5667,  	229,   	
49,    	0.84804441505,      	0.007654692719,     	0.01324139862,      	0.841423529044,     	5668,  	5902,  	235,   	
50,    	0.834597678184,     	0.007988772438,     	0.014657454283,     	0.827687965512,     	5903,  	6135,  	233,   	
51,    	0.820612828787,     	0.008375965926,     	0.013402175246,     	0.813368397245,     	6136,  	6373,  	238,   	
52,    	0.807833131424,     	0.006411267233,     	0.013647741086,     	0.802177841748,     	6374,  	6613,  	240,   	
53,    	0.794726479714,     	0.008598027098,     	0.013778019222,     	0.787289738855,     	6614,  	6853,  	240,   	
54,    	0.780921850765,     	0.007350052799,     	0.012405764626,     	0.774563182512,     	6854,  	7098,  	245,   	
55,    	0.769081221145,     	0.006362320203,     	0.012599011525,     	0.763576169039,     	7099,  	7347,  	249,   	
