Point's Coordinates for twisted_polar_coordinates_115

num,   	x,,                 	y,,                 	z,,                 	theta,,             	phi,,               	norm,               	

1,     	0.027313168508,     	0.000298470487,     	-0.999626881262,    	0.010927278795,     	-1.543478129807,    	1.0,                	
2,     	0.008156370938,     	0.026068599343,     	-0.999626881262,    	1.267564340231,     	-1.543478129807,    	1.0,                	
3,     	-0.022272254044,    	0.015812809946,     	-0.999626881262,    	2.524201401667,     	-1.543478129807,    	1.0,                	
4,     	-0.021921380943,    	-0.016295745339,    	-0.999626881262,    	3.780838463103,     	-1.543478129807,    	1.0,                	
5,     	0.008724095541,     	-0.025884134438,    	-0.999626881262,    	5.037475524539,     	-1.543478129807,    	1.0,                	
6,     	0.054606520736,     	0.000542473004,     	-0.998507803483,    	0.009933889814,     	-1.516159932819,    	1.0,                	
7,     	0.045644645437,     	0.029978871341,     	-0.998507803483,    	0.581132554103,     	-1.516159932819,    	1.0,                	
8,     	0.02219091772,      	0.049897189847,     	-0.998507803483,    	1.152331218392,     	-1.516159932819,    	1.0,                	
9,     	-0.008308269579,    	0.053973503134,     	-0.998507803483,    	1.723529882681,     	-1.516159932819,    	1.0,                	
10,    	-0.03616963999,     	0.040913610534,     	-0.998507803483,    	2.29472854697,      	-1.516159932819,    	1.0,                	
11,    	-0.052547405267,    	0.014863935671,     	-0.998507803483,    	2.865927211259,     	-1.516159932819,    	1.0,                	
12,    	-0.052241740654,    	-0.015904933743,    	-0.998507803483,    	3.437125875548,     	-1.516159932819,    	1.0,                	
13,    	-0.035349692506,    	-0.041624099073,    	-0.998507803483,    	4.008324539837,     	-1.516159932819,    	1.0,                	
14,    	-0.007234366756,    	-0.054127907049,    	-0.998507803483,    	4.579523204126,     	-1.516159932819,    	1.0,                	
15,    	0.023177819323,     	-0.049446486987,    	-0.998507803483,    	5.150721868415,     	-1.516159932819,    	1.0,                	
