number	direction_ind	# of covercap	
0	86	2	
1	88	2	
2	91	2	
3	121	2	
4	249	2	
5	360	2	
6	386	2	
7	414	2	
8	418	2	
9	420	2	
10	422	2	
11	443	2	
12	445	2	
13	448	2	
14	450	2	
15	454	2	
16	457	2	
17	468	2	
18	473	2	
19	480	2	
20	561	2	
21	562	2	
22	563	2	
23	564	2	
24	593	2	
25	604	2	
26	608	2	
27	628	2	
28	630	2	
29	634	2	
30	813	2	
31	827	2	
32	892	2	
33	903	2	
34	910	2	
35	983	2	
36	984	2	
37	987	2	
38	992	2	
39	1018	2	
40	1019	2	
41	1028	2	
42	1034	2	
43	1079	2	
44	1152	2	
45	1155	2	
46	1223	2	
47	1224	2	
48	1248	2	
49	1280	2	
50	1283	2	
51	1292	2	
52	1295	2	
53	1316	2	
54	1325	2	
55	1330	2	
56	1338	2	
57	1360	2	
58	1369	2	
59	1375	2	
60	1414	2	
61	1511	2	
62	1514	2	
63	1519	2	
64	1522	2	
65	1523	2	
66	1525	2	
67	1531	2	
68	1575	2	
69	1579	2	
70	1595	2	
71	1596	2	
72	1597	2	
73	1611	2	
74	1622	2	
75	1694	2	
76	1765	2	
77	1767	2	
78	1822	2	
79	1869	2	
80	1885	2	
81	2017	2	
82	2152	2	
83	2153	2	
84	2160	2	
85	2162	2	
86	2163	2	
87	2164	2	
88	2165	2	
89	2176	2	
90	2178	2	
91	2198	2	
92	2298	2	
93	2305	2	
94	2306	2	
95	2307	2	
96	2310	2	
97	2311	2	
98	2312	2	
99	2313	2	
100	2314	2	
101	2315	2	
102	2316	2	
103	2415	2	
104	2417	2	
105	2450	2	
106	2458	2	
107	2459	2	
108	2460	2	
109	2464	2	
110	2612	2	
111	2622	2	
112	2753	2	
113	2772	2	
114	2788	2	
115	2799	2	
116	2933	2	
117	2942	2	
118	3018	2	
119	3087	2	
120	3093	2	
121	3194	2	
122	3362	2	
123	3610	2	
124	3611	2	
125	3835	2	
126	3881	2	
127	3893	2	
128	3899	2	
129	3903	2	
130	3908	2	
131	4053	2	
132	4062	2	
133	4063	2	
134	4069	2	
135	4071	2	
136	4075	2	
137	4076	2	
138	4078	2	
139	4080	2	
140	4083	2	
141	4084	2	
142	4088	2	
143	4089	2	
144	4092	2	
145	4096	2	
146	4100	2	
147	4103	2	
148	4108	2	
149	4150	2	
150	4271	2	
151	4277	2	
152	4283	2	
153	4286	2	
154	4292	2	
155	4456	2	
156	4458	2	
157	4459	2	
158	4460	2	
159	4461	2	
160	4462	2	
161	4464	2	
162	4485	2	
163	4488	2	
164	4492	2	
165	4495	2	
166	4497	2	
167	4642	2	
168	4644	2	
169	4645	2	
170	4647	2	
171	4648	2	
172	4654	2	
173	4693	2	
174	4695	2	
175	4696	2	
176	4697	2	
177	4698	2	
178	4701	2	
179	4842	2	
180	4844	2	
181	4846	2	
182	4847	2	
183	4904	2	
184	4906	2	
185	4907	2	
186	4983	2	
187	5007	2	
188	5012	2	
189	5015	2	
190	5039	2	
191	5045	2	
192	5046	2	
193	5048	2	
194	5049	2	
195	5050	2	
196	5051	2	
197	5055	2	
198	5118	2	
