number	direction_ind	# of covercap	
0	13	4	
1	90	2	
2	124	2	
3	135	2	
4	136	2	
5	140	2	
6	145	2	
7	146	2	
8	157	2	
9	167	2	
10	176	2	
11	207	2	
12	216	2	
13	250	2	
14	290	2	
15	321	2	
16	335	2	
17	389	2	
18	403	2	
19	507	2	
20	514	2	
21	516	2	
22	523	2	
23	524	2	
24	525	2	
25	526	2	
26	535	2	
27	609	2	
28	677	2	
29	678	2	
30	705	2	
31	713	2	
32	725	2	
33	726	2	
34	733	2	
35	749	2	
36	763	2	
37	777	2	
38	787	2	
39	797	2	
40	799	2	
41	804	2	
42	1016	2	
43	1021	2	
44	1026	2	
45	1055	2	
46	1069	2	
47	1107	2	
48	1114	2	
49	1153	2	
50	1164	2	
51	1173	2	
52	1177	2	
53	1346	2	
54	1348	2	
55	1352	2	
56	1354	2	
57	1392	2	
58	1405	2	
59	1411	2	
60	1416	2	
61	1418	2	
62	1420	2	
63	1424	2	
64	1427	2	
65	1433	2	
66	1473	2	
67	1480	2	
68	1499	2	
69	1508	2	
70	1511	2	
71	1518	2	
72	1538	2	
73	1583	2	
74	1617	2	
75	1622	2	
76	1623	2	
77	1664	2	
78	1676	2	
79	1690	2	
80	1720	2	
81	1733	2	
82	1738	2	
83	1866	2	
84	1872	2	
85	1888	2	
86	1893	2	
87	1908	2	
88	1911	2	
89	1913	2	
90	1931	2	
91	1948	2	
92	1996	2	
93	1997	2	
94	2012	2	
95	2013	2	
96	2014	2	
97	2020	2	
98	2070	2	
99	2146	2	
100	2152	2	
101	2153	2	
102	2155	2	
103	2156	2	
104	2168	2	
105	2278	2	
106	2300	2	
107	2301	2	
108	2304	2	
109	2305	2	
110	2306	2	
111	2307	2	
112	2411	2	
113	2412	2	
114	2446	2	
115	2447	2	
116	2450	2	
117	2461	2	
118	2462	2	
119	2483	2	
120	2522	2	
121	2533	2	
122	2602	2	
123	2604	2	
124	2614	2	
125	2629	2	
126	2713	2	
127	2720	2	
128	2757	2	
129	2760	2	
130	2771	2	
131	2783	2	
132	2784	2	
133	2786	2	
134	2802	2	
135	2815	2	
136	2833	2	
137	2853	2	
138	2866	2	
139	2881	2	
140	2906	2	
141	2918	2	
142	2919	2	
143	2920	2	
144	3057	2	
145	3185	2	
146	3282	2	
147	3283	2	
148	3286	2	
149	3289	2	
150	3292	2	
151	3319	2	
152	3320	2	
153	3327	2	
154	3328	2	
155	3335	2	
156	3350	2	
157	3369	2	
158	3373	2	
159	3397	2	
160	3425	2	
161	3436	2	
162	3446	2	
163	3488	2	
164	3533	2	
165	3608	2	
166	3646	2	
167	3650	2	
168	3672	2	
169	3685	2	
170	3694	2	
171	3701	2	
172	3704	2	
173	3705	2	
174	3707	2	
175	3711	2	
176	3712	2	
177	3716	2	
178	3721	2	
179	3739	2	
180	3740	2	
181	3745	2	
182	3751	2	
183	3895	2	
184	3899	2	
185	3902	2	
186	3905	2	
187	3906	2	
188	3908	2	
189	3912	2	
190	4073	2	
191	4077	2	
192	4080	2	
193	4099	2	
194	4102	2	
195	4103	2	
196	4125	2	
197	4249	2	
198	4252	2	
199	4253	2	
200	4255	2	
201	4256	2	
202	4257	2	
203	4258	2	
204	4259	2	
205	4284	2	
206	4289	2	
207	4299	2	
208	4301	2	
209	4302	2	
210	4305	2	
211	4308	2	
212	4443	2	
213	4447	2	
214	4450	2	
215	4506	2	
216	4636	2	
217	4639	2	
218	4647	2	
219	4649	2	
220	4650	2	
221	4651	2	
222	4652	2	
223	4720	2	
224	4722	2	
225	4856	2	
226	4857	2	
227	4858	2	
228	4859	2	
229	4860	2	
230	4935	2	
231	4936	2	
232	4937	2	
233	4939	2	
234	4941	2	
235	5065	2	
236	5147	2	
237	5264	2	
238	5265	2	
239	5266	2	
240	5267	2	
241	5270	2	
242	5273	2	
243	5325	2	
244	5352	2	
245	5353	2	
246	5354	2	
247	5355	2	
248	5356	2	
249	5412	2	
250	5465	2	
251	5466	2	
252	5467	2	
253	5468	2	
254	5469	2	
255	5472	2	
256	5484	2	
257	5542	2	
258	5555	2	
259	5560	2	
260	5561	2	
261	5562	2	
262	5563	2	
263	5564	2	
264	5569	2	
265	5580	2	
266	5619	2	
267	5658	2	
268	5666	2	
269	5671	2	
270	5672	2	
271	5673	2	
272	5674	3	
273	5677	2	
274	5710	2	
275	5769	2	
276	5771	2	
277	5773	2	
278	5774	2	
279	5775	2	
280	5777	2	
281	5780	2	
282	5789	2	
283	5882	2	
284	5883	2	
285	5884	2	
286	5887	2	
287	5989	2	
288	5990	2	
289	5992	2	
290	5993	2	
291	6008	2	
292	6096	2	
293	6097	2	
294	6098	2	
295	6099	2	
296	6100	2	
297	6210	2	
298	6215	2	
299	6310	2	
300	6311	2	
301	6320	2	
302	6322	2	
303	6324	2	
304	6360	2	
305	6436	2	
306	6441	2	
307	6443	2	
308	6444	2	
309	6518	2	
310	6544	2	
311	6545	2	
312	6548	2	
313	6551	2	
314	6552	2	
315	6555	2	
316	6557	2	
317	6558	2	
318	6559	2	
319	6677	2	
320	6679	2	
321	6681	2	
322	6682	2	
323	6683	2	
324	6687	2	
325	6693	2	
326	6736	2	
327	6756	2	
328	6783	2	
329	6785	2	
330	6786	2	
331	6787	2	
332	6788	2	
333	6789	2	
334	6790	2	
335	6791	2	
336	6793	2	
337	6796	2	
338	6802	2	
339	6805	2	
340	6817	2	
341	6889	2	
342	6902	2	
343	6907	2	
344	6911	2	
345	6914	2	
346	6916	2	
347	6917	2	
348	6918	2	
349	6920	2	
350	6921	2	
351	6925	2	
352	6926	2	
353	6931	2	
354	6951	2	
355	7019	2	
356	7020	2	
357	7023	2	
358	7150	2	
359	7156	2	
360	7157	2	
361	7161	2	
362	7206	2	
363	7253	2	
364	7254	2	
365	7388	2	
366	7486	2	
367	7723	2	
368	7856	2	
369	7865	2	
370	7967	2	
371	8113	2	
372	8163	2	
373	8164	2	
374	8165	2	
375	8167	2	
376	8182	2	
377	8194	2	
378	8196	2	
379	8197	2	
380	8199	2	
381	8200	2	
382	8202	2	
383	8207	2	
384	8208	2	
385	8209	2	
386	8210	2	
387	8211	2	
388	8217	2	
389	8219	2	
390	8228	2	
391	8240	2	
392	8255	2	
393	8261	2	
394	8277	2	
395	8286	2	
396	8311	2	
397	8335	2	
398	8344	2	
399	8348	2	
400	8355	2	
401	8356	2	
402	8357	2	
403	8358	2	
404	8361	2	
405	8362	2	
406	8363	2	
407	8364	2	
408	8365	2	
409	8367	2	
410	8369	2	
411	8370	2	
412	8373	2	
413	8390	2	
414	8405	2	
415	8407	2	
416	8408	2	
417	8410	2	
418	8417	2	
419	8454	2	
420	8455	2	
421	8539	2	
422	8569	2	
423	8582	2	
424	8613	2	
425	8614	2	
426	8638	2	
427	8777	2	
428	8778	2	
429	8782	2	
430	8783	2	
431	8786	2	
432	8787	2	
433	8788	2	
434	8789	2	
435	8790	2	
436	8791	2	
437	8792	2	
438	8793	2	
439	8794	2	
440	8795	2	
441	8796	2	
442	8797	2	
443	8798	2	
444	8799	2	
445	8800	2	
446	8801	2	
447	8802	2	
448	8920	2	
449	8927	2	
450	8954	2	
451	8959	2	
452	8960	2	
453	9029	2	
454	9030	2	
455	9031	2	
456	9033	2	
457	9034	2	
458	9047	2	
459	9054	2	
460	9055	2	
461	9056	2	
462	9057	2	
463	9058	2	
464	9059	2	
465	9061	2	
466	9062	2	
467	9063	2	
468	9069	2	
469	9126	2	
470	9135	2	
471	9170	2	
472	9193	2	
473	9218	2	
474	9258	2	
475	9284	2	
476	9314	2	
477	9317	2	
478	9318	2	
479	9320	2	
480	9431	2	
481	9465	2	
482	9466	2	
483	9468	2	
484	9483	2	
485	9528	2	
486	9536	2	
487	9539	2	
488	9567	2	
489	9573	2	
490	9575	2	
491	9578	2	
492	9587	2	
493	9637	2	
494	9659	2	
495	9665	2	
496	9722	2	
497	9736	2	
498	9791	2	
499	9835	2	
500	9838	2	
501	9854	2	
502	9897	2	
503	10307	2	
504	10366	2	
505	10479	2	
506	10502	2	
507	10506	2	
508	10511	2	
509	10512	2	
510	10518	2	
511	10569	2	
512	10572	2	
513	10633	2	
514	10634	2	
515	10649	2	
516	10655	2	
517	10685	2	
518	10688	2	
519	10700	2	
520	11016	2	
521	11022	2	
522	11030	2	
523	11036	2	
524	11037	2	
525	11040	2	
526	11043	2	
527	11045	2	
528	11048	2	
529	11049	2	
530	11066	2	
531	11070	2	
532	11075	2	
533	11087	2	
534	11092	2	
535	11098	2	
536	11099	2	
537	11100	2	
538	11105	2	
539	11106	2	
540	11107	2	
541	11109	2	
542	11116	2	
543	11171	2	
544	11176	2	
545	11177	2	
546	11178	2	
547	11182	2	
548	11207	2	
549	11212	2	
550	11213	2	
551	11214	2	
552	11232	2	
553	11234	2	
554	11237	2	
555	11242	2	
556	11248	2	
557	11260	2	
558	11283	2	
559	11289	2	
560	11305	2	
561	11313	2	
562	11316	2	
563	11317	2	
564	11358	2	
565	11360	2	
566	11364	2	
567	11366	2	
568	11372	2	
569	11375	2	
570	11380	2	
571	11445	2	
572	11447	2	
573	11449	2	
574	11478	2	
575	11480	2	
576	11488	2	
577	11495	2	
578	11503	2	
579	11504	2	
580	11507	2	
581	11509	2	
582	11518	2	
583	11531	2	
584	11644	2	
585	11720	2	
586	11776	2	
587	11819	2	
588	11867	2	
589	11914	2	
590	11915	2	
591	12004	2	
592	12046	2	
593	12049	2	
594	12054	2	
595	12063	2	
596	12081	2	
597	12103	2	
598	12110	2	
599	12115	2	
600	12119	2	
601	12129	2	
602	12189	2	
603	12202	2	
604	12269	2	
605	12323	2	
606	12324	2	
607	12329	2	
608	12331	2	
609	12340	2	
610	12350	2	
611	12355	2	
612	12385	2	
613	12459	2	
614	12513	2	
615	12556	2	
616	12609	2	
617	12618	2	
618	12624	2	
619	12650	2	
620	12654	2	
621	12722	2	
622	12724	2	
623	12771	2	
624	12823	2	
625	12900	2	
626	12904	2	
627	12926	2	
628	12935	2	
629	12937	2	
630	12938	2	
631	12954	2	
632	12956	2	
633	12981	2	
634	12999	2	
635	13003	2	
636	13007	2	
637	13010	2	
638	13020	2	
639	13090	2	
640	13100	2	
641	13118	2	
642	13156	2	
643	13173	2	
644	13177	2	
645	13180	2	
646	13186	2	
647	13209	2	
648	13211	2	
649	13220	2	
650	13225	2	
651	13230	2	
652	13232	2	
653	13270	2	
654	13273	2	
655	13288	2	
656	13310	2	
657	13342	2	
658	13374	2	
659	13380	2	
660	13432	2	
661	13445	2	
662	13448	2	
663	13450	2	
664	13457	2	
665	13459	2	
666	13739	2	
667	13772	2	
668	13782	2	
669	13879	2	
670	13966	2	
671	14323	2	
672	14344	2	
673	14351	2	
674	14374	2	
675	14379	2	
676	14380	2	
677	14420	2	
678	14429	2	
679	14439	2	
680	14456	2	
681	14469	2	
682	14513	2	
683	14521	2	
684	14530	2	
685	14535	2	
686	14549	2	
687	14730	2	
688	14740	2	
689	14751	2	
690	14828	2	
691	14836	2	
692	14899	2	
693	14977	2	
694	15002	2	
695	15037	2	
696	15039	2	
697	15041	2	
698	15049	2	
699	15070	2	
700	15099	2	
701	15118	2	
702	15129	2	
703	15131	2	
704	15133	2	
705	15163	2	
706	15180	2	
707	15213	2	
708	15215	2	
709	15234	2	
710	15281	2	
711	15287	2	
712	15289	2	
713	15293	2	
714	15307	2	
715	15321	2	
716	15331	2	
717	15334	2	
718	15337	2	
719	15356	2	
720	15362	2	
721	15372	2	
722	15412	2	
723	15417	2	
724	15436	2	
725	15442	2	
726	15456	2	
727	15462	2	
728	15480	2	
729	15482	2	
730	15497	2	
731	15517	2	
732	15519	2	
733	15525	2	
734	15563	2	
735	15565	2	
736	15576	2	
737	15581	2	
738	15584	2	
739	15595	2	
740	15616	2	
741	15618	2	
742	15621	2	
743	15623	2	
744	15626	2	
745	15630	2	
746	15644	2	
747	15687	2	
748	15689	2	
749	15694	2	
750	15695	2	
751	15745	2	
752	15747	2	
753	15750	2	
754	15751	2	
755	15753	2	
756	15759	2	
757	15810	2	
758	15818	2	
759	15858	2	
760	15873	2	
761	15908	2	
762	15909	2	
763	15919	2	
764	15935	2	
765	15943	2	
766	15964	2	
767	16039	2	
768	16049	2	
769	16094	2	
770	16096	2	
771	16162	2	
772	16168	2	
773	16189	2	
774	16191	2	
775	16197	2	
776	16207	2	
777	16210	2	
778	16213	2	
779	16214	2	
780	16215	2	
781	16216	2	
782	16217	2	
783	16235	2	
784	16238	2	
785	16329	2	
786	16348	2	
787	16350	2	
788	16358	2	
789	16360	2	
790	16504	2	
791	16505	2	
792	16516	2	
793	16689	2	
794	16711	2	
795	16728	2	
796	16752	2	
797	16767	2	
798	16776	2	
799	16780	2	
800	16781	2	
801	16784	2	
802	16792	2	
803	16794	2	
804	16798	2	
805	16799	2	
806	16801	2	
807	16803	2	
808	16805	2	
809	16808	2	
810	16810	2	
811	16811	2	
812	16812	2	
813	16814	2	
814	16817	2	
815	16818	2	
816	16819	2	
817	16820	2	
818	16821	2	
819	16823	2	
820	16831	2	
821	16833	2	
822	16835	2	
823	16837	2	
824	16840	2	
825	16842	2	
826	16843	2	
827	16849	2	
828	16855	2	
829	16860	2	
830	16868	2	
831	16877	2	
832	16895	2	
833	16942	2	
834	16954	2	
835	16957	2	
836	17110	2	
837	17118	2	
838	17123	2	
839	17124	2	
840	17127	2	
841	17128	2	
842	17131	2	
843	17137	2	
844	17141	2	
845	17150	2	
846	17419	2	
847	17429	2	
848	17430	2	
849	17431	2	
850	17433	2	
851	17434	2	
852	17435	2	
853	17731	2	
854	17732	2	
855	17734	2	
856	17735	3	
857	17736	2	
858	17738	2	
859	18029	2	
860	18031	2	
861	18036	2	
862	18037	2	
863	18038	3	
864	18039	3	
865	18040	2	
866	18041	3	
867	18042	3	
868	18043	3	
869	18044	8	
870	18045	8	
871	18046	4	
872	18047	2	
873	18048	2	
874	18049	2	
875	18050	2	
876	18051	2	
877	18052	2	
878	18053	2	
879	18054	2	
880	18055	2	
881	18056	2	
882	18057	2	
883	18058	2	
884	18060	2	
885	18063	2	
886	18064	2	
887	18065	2	
888	18070	2	
889	18345	2	
890	18348	2	
891	18350	3	
892	18351	3	
893	18352	4	
894	18353	8	
895	18354	8	
896	18355	6	
897	18356	4	
898	18357	6	
899	18358	6	
900	18359	4	
901	18360	5	
902	18361	4	
903	18362	3	
904	18364	4	
905	18367	3	
906	18370	2	
907	18375	2	
908	18509	2	
909	18510	2	
910	18693	2	
911	18697	2	
912	18698	2	
913	18700	2	
914	18701	2	
915	18702	2	
916	18703	2	
917	18704	2	
918	18705	2	
919	18706	4	
920	18707	3	
921	18708	2	
922	18709	4	
923	18710	10	
924	18711	10	
925	18712	8	
926	18713	6	
927	18714	6	
928	18715	6	
929	18716	8	
930	18717	6	
931	18718	4	
932	18719	3	
933	18720	3	
934	18721	4	
935	18722	2	
936	18723	3	
937	18724	4	
938	18725	3	
939	18726	2	
940	18727	2	
941	18728	2	
942	18729	2	
943	18730	2	
944	18731	2	
945	18732	2	
946	18734	2	
947	18736	2	
948	18738	2	
949	18739	2	
950	18742	2	
951	18743	2	
952	18750	2	
953	18753	2	
