Point's Coordinates for twisted_polar_coordinates_107

num,   	x,,                 	y,,                 	z,,                 	theta,,             	phi,,               	norm,               	

1,     	0.02935443628,      	0.000344762323,     	-0.999569006227,    	0.011744271602,     	-1.541435647789,    	1.0,                	
2,     	0.008743131217,     	0.028024265323,     	-0.999569006227,    	1.268381333038,     	-1.541435647789,    	1.0,                	
3,     	-0.02395088402,     	0.016975186156,     	-0.999569006227,    	2.525018394474,     	-1.541435647789,    	1.0,                	
4,     	-0.023545591602,    	-0.017533023313,    	-0.999569006227,    	3.78165545591,      	-1.541435647789,    	1.0,                	
5,     	0.009398908125,     	-0.027811190489,    	-0.999569006227,    	5.038292517346,     	-1.541435647789,    	1.0,                	
6,     	0.058684271816,     	0.000626572923,     	-0.998276396419,    	0.010676610547,     	-1.512074968784,    	1.0,                	
7,     	0.049029600089,     	0.032254219372,     	-0.998276396419,    	0.581875274837,     	-1.512074968784,    	1.0,                	
8,     	0.023808376761,     	0.053641379067,     	-0.998276396419,    	1.153073939126,     	-1.512074968784,    	1.0,                	
9,     	-0.008971837967,    	0.05799777992,      	-0.998276396419,    	1.724272603415,     	-1.512074968784,    	1.0,                	
10,    	-0.038903557532,    	0.043940295442,     	-0.998276396419,    	2.295471267704,     	-1.512074968784,    	1.0,                	
11,    	-0.056483672461,    	0.015932077628,     	-0.998276396419,    	2.866669931993,     	-1.512074968784,    	1.0,                	
12,    	-0.056130620477,    	-0.017134462262,    	-0.998276396419,    	3.437868596282,     	-1.512074968784,    	1.0,                	
13,    	-0.037956493092,    	-0.044760931451,    	-0.998276396419,    	4.009067260571,     	-1.512074968784,    	1.0,                	
14,    	-0.007731447338,    	-0.058176121169,    	-0.998276396419,    	4.58026592486,      	-1.512074968784,    	1.0,                	
15,    	0.024948278318,     	-0.053120803469,    	-0.998276396419,    	5.151464589149,     	-1.512074968784,    	1.0,                	
16,    	0.049707101884,     	-0.031200006001,    	-0.998276396419,    	5.722663253438,     	-1.512074968784,    	1.0,                	
17,    	0.087962852632,     	0.000968532543,     	-0.99612328479,     	0.011010254627,     	-1.482714289778,    	1.0,                	
18,    	0.080896437811,     	0.034556733759,     	-0.99612328479,     	0.403709336326,     	-1.482714289778,    	1.0,                	
19,    	0.06151427366,      	0.062883985517,     	-0.99612328479,     	0.796408418025,     	-1.482714289778,    	1.0,                	
20,    	0.032767118973,     	0.081637720526,     	-0.99612328479,     	1.189107499723,     	-1.482714289778,    	1.0,                	
21,    	-0.000968532543,    	0.087962852632,     	-0.99612328479,     	1.581806581422,     	-1.482714289778,    	1.0,                	
22,    	-0.034556733759,    	0.080896437811,     	-0.99612328479,     	1.974505663121,     	-1.482714289778,    	1.0,                	
23,    	-0.062883985517,    	0.06151427366,      	-0.99612328479,     	2.367204744819,     	-1.482714289778,    	1.0,                	
24,    	-0.081637720526,    	0.032767118973,     	-0.99612328479,     	2.759903826518,     	-1.482714289778,    	1.0,                	
25,    	-0.087962852632,    	-0.000968532543,    	-0.99612328479,     	3.152602908217,     	-1.482714289778,    	1.0,                	
26,    	-0.080896437811,    	-0.034556733759,    	-0.99612328479,     	3.545301989916,     	-1.482714289778,    	1.0,                	
27,    	-0.06151427366,     	-0.062883985517,    	-0.99612328479,     	3.938001071614,     	-1.482714289778,    	1.0,                	
28,    	-0.032767118973,    	-0.081637720526,    	-0.99612328479,     	4.330700153313,     	-1.482714289778,    	1.0,                	
29,    	0.000968532543,     	-0.087962852632,    	-0.99612328479,     	4.723399235012,     	-1.482714289778,    	1.0,                	
30,    	0.034556733759,     	-0.080896437811,    	-0.99612328479,     	5.11609831671,      	-1.482714289778,    	1.0,                	
31,    	0.062883985517,     	-0.06151427366,     	-0.99612328479,     	5.508797398409,     	-1.482714289778,    	1.0,                	
32,    	0.081637720526,     	-0.032767118973,    	-0.99612328479,     	5.901496480108,     	-1.482714289778,    	1.0,                	
33,    	0.11716624679,      	0.00125098592,      	-0.993111527296,    	0.010676610547,     	-1.453353610773,    	1.0,                	
34,    	0.112067747078,     	0.034209858484,     	-0.993111527296,    	0.296275942692,     	-1.453353610773,    	1.0,                	
35,    	0.09789018499,      	0.064397251767,     	-0.993111527296,    	0.581875274837,     	-1.453353610773,    	1.0,                	
36,    	0.07578214229,      	0.089367562698,     	-0.993111527296,    	0.867474606981,     	-1.453353610773,    	1.0,                	
37,    	0.047534681115,     	0.107097845188,     	-0.993111527296,    	1.153073939126,     	-1.453353610773,    	1.0,                	
38,    	0.015436242776,     	0.116151697196,     	-0.993111527296,    	1.43867327127,      	-1.453353610773,    	1.0,                	
39,    	-0.01791274815,     	0.115795629478,     	-0.993111527296,    	1.724272603415,     	-1.453353610773,    	1.0,                	
40,    	-0.049810554752,    	0.106058488523,     	-0.993111527296,    	2.009871935559,     	-1.453353610773,    	1.0,                	
41,    	-0.077673006443,    	0.087729119582,     	-0.993111527296,    	2.295471267704,     	-1.453353610773,    	1.0,                	
42,    	-0.099242853091,    	0.062292459118,     	-0.993111527296,    	2.581070599848,     	-1.453353610773,    	1.0,                	
43,    	-0.112772634001,    	0.031809234083,     	-0.993111527296,    	2.866669931993,     	-1.453353610773,    	1.0,                	
44,    	-0.11716624679,     	-0.00125098592,     	-0.993111527296,    	3.152269264137,     	-1.453353610773,    	1.0,                	
45,    	-0.112067747078,    	-0.034209858484,    	-0.993111527296,    	3.437868596282,     	-1.453353610773,    	1.0,                	
46,    	-0.09789018499,     	-0.064397251767,    	-0.993111527296,    	3.723467928426,     	-1.453353610773,    	1.0,                	
47,    	-0.07578214229,     	-0.089367562698,    	-0.993111527296,    	4.009067260571,     	-1.453353610773,    	1.0,                	
48,    	-0.047534681115,    	-0.107097845188,    	-0.993111527296,    	4.294666592715,     	-1.453353610773,    	1.0,                	
49,    	-0.015436242776,    	-0.116151697196,    	-0.993111527296,    	4.58026592486,      	-1.453353610773,    	1.0,                	
50,    	0.01791274815,      	-0.115795629478,    	-0.993111527296,    	4.865865257004,     	-1.453353610773,    	1.0,                	
51,    	0.049810554752,     	-0.106058488523,    	-0.993111527296,    	5.151464589149,     	-1.453353610773,    	1.0,                	
52,    	0.077673006443,     	-0.087729119582,    	-0.993111527296,    	5.437063921293,     	-1.453353610773,    	1.0,                	
53,    	0.099242853091,     	-0.062292459118,    	-0.993111527296,    	5.722663253438,     	-1.453353610773,    	1.0,                	
54,    	0.112772634001,     	-0.031809234083,    	-0.993111527296,    	6.008262585583,     	-1.453353610773,    	1.0,                	
55,    	0.14626801522,      	0.001590628714,     	-0.989243720033,    	0.010874325558,     	-1.423992931767,    	1.0,                	
56,    	0.141958517713,     	0.035279478803,     	-0.989243720033,    	0.24358489249,      	-1.423992931767,    	1.0,                	
57,    	0.129995999773,     	0.067066403058,     	-0.989243720033,    	0.476295459423,     	-1.423992931767,    	1.0,                	
58,    	0.111025363836,     	0.095237760164,     	-0.989243720033,    	0.709006026355,     	-1.423992931767,    	1.0,                	
59,    	0.086069321797,     	0.118274824969,     	-0.989243720033,    	0.941716593288,     	-1.423992931767,    	1.0,                	
60,    	0.056473260342,     	0.134935663345,     	-0.989243720033,    	1.17442716022,      	-1.423992931767,    	1.0,                	
61,    	0.023832710804,     	0.144322085184,     	-0.989243720033,    	1.407137727153,     	-1.423992931767,    	1.0,                	
62,    	-0.010092666342,    	0.145928066054,     	-0.989243720033,    	1.639848294086,     	-1.423992931767,    	1.0,                	
63,    	-0.043473945234,    	0.13966702711,      	-0.989243720033,    	1.872558861018,     	-1.423992931767,    	1.0,                	
64,    	-0.074511532485,    	0.125876502584,     	-0.989243720033,    	2.105269427951,     	-1.423992931767,    	1.0,                	
65,    	-0.101532183733,    	0.105299943222,     	-0.989243720033,    	2.337979994883,     	-1.423992931767,    	1.0,                	
66,    	-0.123079208675,    	0.079046636664,     	-0.989243720033,    	2.570690561816,     	-1.423992931767,    	1.0,                	
67,    	-0.13799100162,     	0.048531905464,     	-0.989243720033,    	2.803401128749,     	-1.423992931767,    	1.0,                	
68,    	-0.14546366395,     	0.015400806678,     	-0.989243720033,    	3.036111695681,     	-1.423992931767,    	1.0,                	
69,    	-0.145094342504,    	-0.018560553582,    	-0.989243720033,    	3.268822262614,     	-1.423992931767,    	1.0,                	
70,    	-0.136902947498,    	-0.051521309595,    	-0.989243720033,    	3.501532829546,     	-1.423992931767,    	1.0,                	
71,    	-0.121331079156,    	-0.081704538471,    	-0.989243720033,    	3.734243396479,     	-1.423992931767,    	1.0,                	
72,    	-0.099218220932,    	-0.10748305453,     	-0.989243720033,    	3.966953963411,     	-1.423992931767,    	1.0,                	
73,    	-0.071756482735,    	-0.127467131299,    	-0.989243720033,    	4.199664530344,     	-1.423992931767,    	1.0,                	
74,    	-0.040426333981,    	-0.140579422025,    	-0.989243720033,    	4.432375097277,     	-1.423992931767,    	1.0,                	
75,    	-0.006916791098,    	-0.146113039722,    	-0.989243720033,    	4.665085664209,     	-1.423992931767,    	1.0,                	
76,    	0.026965637784,     	-0.143769665628,    	-0.989243720033,    	4.897796231142,     	-1.423992931767,    	1.0,                	
77,    	0.059394342153,     	-0.133675631647,    	-0.989243720033,    	5.130506798074,     	-1.423992931767,    	1.0,                	
78,    	0.088621082163,     	-0.116375109763,    	-0.989243720033,    	5.363217365007,     	-1.423992931767,    	1.0,                	
79,    	0.113070236694,     	-0.092800775589,    	-0.989243720033,    	5.595927931939,     	-1.423992931767,    	1.0,                	
80,    	0.131423745499,     	-0.064223527582,    	-0.989243720033,    	5.828638498872,     	-1.423992931767,    	1.0,                	
81,    	0.142692166165,     	-0.03218397258,     	-0.989243720033,    	6.061349065805,     	-1.423992931767,    	1.0,                	
