This run aims to check if discrepancy is less than 0.0095
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.019198155982,     	0.0,                	0.99981569842,      	0.0,                	1.55159699131,      	1.0,                	0.002297433405,     	0.005739768382,     	0.005739768382,     	Normal,             	
1,     	0.018340132401,     	0.005675274144,     	0.99981569842,      	0.300099840763,     	1.55159699131,      	1.0,                	0.002262685298,     	0.006020213454,     	0.006020213454,     	Normal,             	
2,     	0.015680743434,     	0.011076257421,     	0.99981569842,      	0.614981997892,     	1.55159699131,      	1.0,                	0.002287595344,     	0.005770352646,     	0.005770352646,     	Normal,             	
3,     	0.011681075676,     	0.015235539509,     	0.99981569842,      	0.916693124316,     	1.55159699131,      	1.0,                	0.002278815519,     	0.005778921686,     	0.005778921686,     	Normal,             	
4,     	0.006617990279,     	0.018021414977,     	0.99981569842,      	1.21885573297,      	1.55159699131,      	1.0,                	0.00229633625,      	0.005845053697,     	0.005845053697,     	Normal,             	
5,     	0.000888425206,     	0.019177588319,     	0.99981569842,      	1.524503203107,     	1.55159699131,      	1.0,                	0.002297265056,     	0.005841273159,     	0.005841273159,     	Normal,             	
6,     	-0.004919795497,    	0.018557068879,     	0.99981569842,      	1.829951430654,     	1.55159699131,      	1.0,                	0.002291309404,     	0.005818895564,     	0.005818895564,     	Normal,             	
7,     	-0.010253430223,    	0.016230722774,     	0.99981569842,      	2.134220372872,     	1.55159699131,      	1.0,                	0.002304260542,     	0.005796911036,     	0.005796911036,     	Normal,             	
8,     	-0.014630717299,    	0.012430257616,     	0.99981569842,      	2.437330847895,     	1.55159699131,      	1.0,                	0.002307106684,     	0.005747400359,     	0.005747400359,     	Normal,             	
9,     	-0.017654438236,    	0.007542546231,     	0.99981569842,      	2.73783274941,      	1.55159699131,      	1.0,                	0.00231321301,      	0.005838605949,     	0.005838605949,     	Normal,             	
10,    	-0.019105188745,    	0.001887049578,     	0.99981569842,      	3.043140411061,     	1.55159699131,      	1.0,                	0.002281174955,     	0.005913437022,     	0.005913437022,     	Normal,             	
11,    	-0.018773183587,    	-0.004017060006,    	0.99981569842,      	3.352392360791,     	1.55159699131,      	1.0,                	0.002261643764,     	0.006063933628,     	0.006063933628,     	Normal,             	
12,    	0.035454966236,     	0.0,                	0.999371275037,     	0.0,                	1.535333928216,     	1.0,                	0.001135161204,     	0.012835238831,     	0.012835238831,     	Normal,             	
13,    	0.033131690073,     	0.012623222398,     	0.999371275037,     	0.364021817795,     	1.535333928216,     	1.0,                	0.001040193336,     	0.013399431764,     	0.013399431764,     	Normal,             	
14,    	0.026080871579,     	0.024017551258,     	0.999371275037,     	0.744236091482,     	1.535333928216,     	1.0,                	0.001107788824,     	0.012861942852,     	0.012861942852,     	Normal,             	
15,    	0.015796453714,     	0.031741560781,     	0.999371275037,     	1.109023767939,     	1.535333928216,     	1.0,                	0.001104098195,     	0.012881905705,     	0.012881905705,     	Normal,             	
16,    	0.003413002379,     	0.03529031093,      	0.999371275037,     	1.47438400486,      	1.535333928216,     	1.0,                	0.001073048716,     	0.01338663034,      	0.01338663034,      	Normal,             	
17,    	-0.009915142225,    	0.034040337622,     	0.999371275037,     	1.854230599304,     	1.535333928216,     	1.0,                	0.001090583989,     	0.013339518449,     	0.013339518449,     	Normal,             	
18,    	-0.021791994096,    	0.027967188348,     	0.999371275037,     	2.232724169792,     	1.535333928216,     	1.0,                	0.001101415961,     	0.013032585147,     	0.013032585147,     	Normal,             	
19,    	-0.030424867961,    	0.018203901789,     	0.999371275037,     	2.602407068823,     	1.535333928216,     	1.0,                	0.001094105665,     	0.013002675449,     	0.013002675449,     	Normal,             	
20,    	-0.034941707746,    	0.006010964194,     	0.999371275037,     	2.971231786012,     	1.535333928216,     	1.0,                	0.001046851289,     	0.013385302607,     	0.013385302607,     	Normal,             	
21,    	-0.034680130576,    	-0.007371782282,    	0.999371275037,     	3.351040246386,     	1.535333928216,     	1.0,                	0.001041284573,     	0.013458840524,     	0.013458840524,     	Normal,             	
22,    	0.056141081501,     	0.0,                	0.998422845776,     	0.0,                	1.514625712281,     	1.0,                	0.001410648652,     	0.011512128761,     	0.011512128761,     	Normal,             	
23,    	0.054960759488,     	0.011451460543,     	0.998422845776,     	0.205418098799,     	1.514625712281,     	1.0,                	0.001337122074,     	0.011811856661,     	0.011811856661,     	Normal,             	
24,    	0.051348328069,     	0.022697361886,     	0.998422845776,     	0.416204064643,     	1.514625712281,     	1.0,                	0.001429225457,     	0.011457404946,     	0.011457404946,     	Normal,             	
25,    	0.045671056575,     	0.032649282127,     	0.998422845776,     	0.620642268754,     	1.514625712281,     	1.0,                	0.001372817164,     	0.011549813958,     	0.011549813958,     	Normal,             	
26,    	0.038023308118,     	0.041304346888,     	0.998422845776,     	0.82673519437,      	1.514625712281,     	1.0,                	0.00134810438,      	0.011570792307,     	0.011570792307,     	Normal,             	
27,    	0.028748141318,     	0.048222042707,     	0.998422845776,     	1.033203788353,     	1.514625712281,     	1.0,                	0.001397869167,     	0.011535217969,     	0.011535217969,     	Normal,             	
28,    	0.018285626977,     	0.053079721911,     	0.998422845776,     	1.239035341576,     	1.514625712281,     	1.0,                	0.001413460254,     	0.011546578362,     	0.011546578362,     	Normal,             	
29,    	0.007039812944,     	0.055697953874,     	0.998422845776,     	1.44507032662,      	1.514625712281,     	1.0,                	0.001407996017,     	0.011506455396,     	0.011506455396,     	Normal,             	
