number	direction_ind	# of covercap	
0	49	2	
1	52	2	
2	53	2	
3	55	2	
4	56	2	
5	63	2	
6	79	2	
7	80	2	
8	81	2	
9	106	2	
10	127	2	
11	128	2	
12	129	2	
13	131	2	
14	132	2	
15	133	2	
16	135	2	
17	152	2	
18	153	2	
19	155	2	
20	162	2	
21	174	2	
22	178	2	
23	193	2	
24	201	2	
25	208	2	
26	214	2	
27	218	2	
28	220	2	
29	229	2	
30	262	2	
31	278	2	
32	279	2	
33	313	2	
34	325	2	
35	370	2	
36	446	2	
37	449	2	
38	450	2	
39	453	2	
40	457	2	
41	475	2	
42	486	2	
43	488	2	
44	511	2	
45	515	2	
46	520	2	
47	521	2	
48	523	2	
49	525	2	
50	531	2	
51	544	2	
52	560	2	
53	564	2	
54	580	2	
55	597	2	
56	599	2	
57	609	2	
58	630	2	
59	636	2	
60	711	2	
61	764	2	
62	800	2	
63	864	2	
64	891	2	
65	893	2	
66	896	2	
67	899	2	
68	901	2	
69	904	2	
70	906	2	
71	909	2	
72	918	2	
73	955	2	
74	957	2	
75	978	2	
76	981	2	
77	986	2	
78	989	2	
79	991	2	
80	992	2	
81	994	2	
82	997	2	
83	998	3	
84	1000	2	
85	1005	2	
86	1008	2	
87	1027	2	
88	1028	2	
89	1049	2	
90	1080	2	
91	1087	2	
92	1090	2	
93	1092	2	
94	1096	2	
95	1106	2	
96	1108	2	
97	1110	2	
98	1112	2	
99	1114	2	
100	1115	2	
101	1129	2	
102	1146	2	
103	1197	2	
104	1198	2	
105	1229	2	
106	1231	2	
107	1301	2	
108	1303	2	
109	1306	2	
110	1344	2	
111	1418	2	
112	1419	2	
113	1434	2	
114	1466	2	
115	1467	2	
116	1469	2	
117	1480	2	
118	1533	2	
119	1535	2	
120	1536	2	
121	1588	2	
122	1642	2	
123	1643	2	
124	1651	3	
125	1652	2	
126	1715	2	
127	1720	2	
128	1723	2	
129	1782	2	
130	1840	2	
131	1889	2	
132	1896	2	
133	1899	2	
134	1903	2	
