number	direction_ind	# of covercap	
0	12	4	
1	32	2	
2	43	2	
3	54	2	
4	68	2	
5	72	2	
6	77	2	
7	84	2	
8	88	2	
9	142	2	
10	196	2	
11	272	2	
12	354	2	
13	355	2	
14	365	2	
15	380	2	
16	481	2	
17	483	2	
18	502	2	
19	506	2	
20	523	2	
21	913	2	
22	951	2	
23	982	2	
24	987	2	
25	1056	2	
26	1067	2	
27	1076	2	
28	1077	2	
29	1078	2	
30	1082	2	
31	1083	2	
32	1091	2	
33	1113	2	
34	1130	2	
35	1138	2	
36	1155	2	
37	1162	2	
38	1167	2	
39	1169	2	
40	1173	2	
41	1219	2	
42	1232	2	
43	1262	2	
44	1274	2	
45	1276	2	
46	1384	2	
47	1385	2	
48	1386	2	
49	1387	2	
50	1406	2	
51	1409	2	
52	1420	2	
53	1425	2	
54	1426	2	
55	1432	2	
56	1436	2	
57	1448	2	
58	1451	2	
59	1453	2	
60	1455	2	
61	1456	2	
62	1459	2	
63	1461	2	
64	1463	2	
65	1465	2	
66	1467	2	
67	1469	2	
68	1470	2	
69	1480	2	
70	1493	2	
71	1494	2	
72	1495	2	
73	1497	2	
74	1557	2	
75	1577	2	
76	1602	2	
77	1615	2	
78	1739	2	
79	1740	2	
80	1741	2	
81	1743	2	
82	1745	2	
83	1749	2	
84	1759	2	
85	1766	2	
86	1773	2	
87	1775	2	
88	1777	2	
89	1797	2	
90	1801	2	
91	1802	2	
92	1806	2	
93	1810	2	
94	1811	2	
95	1817	2	
96	1819	2	
97	1820	2	
98	1832	2	
99	1833	2	
100	1834	2	
101	1845	2	
102	1849	2	
103	1851	2	
104	1853	2	
105	1890	2	
106	1946	2	
107	1984	2	
108	2083	2	
109	2146	2	
110	2195	2	
111	2199	2	
112	2208	2	
113	2248	2	
114	2373	2	
115	2409	2	
116	2412	2	
117	2422	2	
118	2426	2	
119	2430	2	
120	2449	2	
121	2453	2	
122	2459	2	
123	2465	2	
124	2470	2	
125	2471	2	
126	2472	2	
127	2474	2	
128	2475	2	
129	2478	2	
130	2479	2	
131	2480	2	
132	2482	3	
133	2483	2	
134	2484	2	
135	2486	2	
136	2487	2	
137	2488	2	
138	2490	2	
139	2491	2	
140	2492	2	
141	2494	2	
142	2495	2	
143	2496	2	
144	2500	2	
145	2512	2	
146	2533	2	
147	2535	2	
148	2538	2	
149	2557	2	
150	2619	2	
151	2621	2	
152	2622	2	
153	2624	2	
154	2627	2	
155	2647	2	
156	2650	2	
157	2653	2	
158	2778	2	
159	2780	2	
160	2938	2	
161	2949	2	
162	2951	2	
163	3006	2	
164	3007	2	
165	3008	2	
166	3010	2	
167	3011	2	
168	3013	2	
169	3050	2	
170	3119	2	
171	3121	2	
172	3123	2	
173	3185	2	
174	3284	2	
175	3286	2	
176	3287	2	
177	3288	2	
178	3352	2	
179	3354	2	
180	3356	2	
181	3453	2	
182	3454	2	
183	3455	2	
184	3456	3	
185	3457	2	
186	3458	2	
187	3524	2	
188	3526	2	
189	3530	2	
190	3531	2	
191	3532	2	
192	3533	2	
193	3631	2	
194	3632	2	
195	3633	2	
196	3634	2	
197	3635	2	
198	3715	2	
199	3718	2	
200	3719	2	
201	3720	2	
202	3722	2	
203	3746	2	
204	3772	2	
205	3818	2	
206	3820	2	
207	3821	2	
208	3901	2	
209	3908	2	
210	3911	2	
211	3912	2	
212	3913	2	
213	3916	2	
214	3938	2	
215	4176	2	
216	4184	2	
217	4185	2	
218	4187	2	
219	4188	2	
220	4192	2	
221	4281	2	
222	4283	2	
223	4284	2	
224	4366	2	
225	4373	2	
226	4374	2	
227	4478	2	
228	4486	2	
229	4526	2	
230	4536	2	
231	4546	2	
232	4550	2	
233	4553	2	
