Point's Coordinates for twisted_polar_coordinates_70

num,   	x,,                 	y,,                 	z,,                 	theta,,             	phi,,               	norm,               	

1,     	0.044857601187,     	0.000805368291,     	-0.998993066541,    	0.017951958021,     	-1.525916431744,    	1.0,                	
2,     	0.013095810332,     	0.042910986403,     	-0.998993066541,    	1.274589019456,     	-1.525916431744,    	1.0,                	
3,     	-0.036763945292,    	0.025715079797,     	-0.998993066541,    	2.531226080892,     	-1.525916431744,    	1.0,                	
4,     	-0.035817178083,    	-0.027018193066,    	-0.998993066541,    	3.787863142328,     	-1.525916431744,    	1.0,                	
5,     	0.014627711855,     	-0.042413241426,    	-0.998993066541,    	5.044500203764,     	-1.525916431744,    	1.0,                	
6,     	0.08962737185,      	0.001462845162,     	-0.995974293995,    	0.016319961837,     	-1.481036536692,    	1.0,                	
7,     	0.074608469403,     	0.049686839244,     	-0.995974293995,    	0.587518626126,     	-1.481036536692,    	1.0,                	
8,     	0.035901905078,     	0.082135612936,     	-0.995974293995,    	1.158717290415,     	-1.481036536692,    	1.0,                	
9,     	-0.014203260438,    	0.088506909864,     	-0.995974293995,    	1.729915954704,     	-1.481036536692,    	1.0,                	
10,    	-0.05979899112,     	0.066777888269,     	-0.995974293995,    	2.301114618993,     	-1.481036536692,    	1.0,                	
11,    	-0.086408964641,    	0.023847358979,     	-0.995974293995,    	2.872313283282,     	-1.481036536692,    	1.0,                	
12,    	-0.085584702426,    	-0.026654538289,    	-0.995974293995,    	3.443511947571,     	-1.481036536692,    	1.0,                	
13,    	-0.057587901902,    	-0.068693807983,    	-0.995974293995,    	4.01471061186,      	-1.481036536692,    	1.0,                	
14,    	-0.011307349422,    	-0.088923279009,    	-0.995974293995,    	4.585909276149,     	-1.481036536692,    	1.0,                	
15,    	0.038563206606,     	-0.080920237252,    	-0.995974293995,    	5.157107940438,     	-1.481036536692,    	1.0,                	
16,    	0.076190217011,     	-0.047225591922,    	-0.995974293995,    	5.728306604727,     	-1.481036536692,    	1.0,                	
17,    	0.134214255643,     	0.002259033933,     	-0.990949761768,    	0.016829960644,     	-1.436156641641,    	1.0,                	
18,    	0.1231333089,       	0.053448647236,     	-0.990949761768,    	0.409529042343,     	-1.436156641641,    	1.0,                	
19,    	0.093306432084,     	0.09650118851,      	-0.990949761768,    	0.802228124042,     	-1.436156641641,    	1.0,                	
20,    	0.049274496808,     	0.124862298619,     	-0.990949761768,    	1.19492720574,      	-1.436156641641,    	1.0,                	
21,    	-0.002259033933,    	0.134214255643,     	-0.990949761768,    	1.587626287439,     	-1.436156641641,    	1.0,                	
22,    	-0.053448647236,    	0.1231333089,       	-0.990949761768,    	1.980325369138,     	-1.436156641641,    	1.0,                	
23,    	-0.09650118851,     	0.093306432084,     	-0.990949761768,    	2.373024450837,     	-1.436156641641,    	1.0,                	
24,    	-0.124862298619,    	0.049274496808,     	-0.990949761768,    	2.765723532535,     	-1.436156641641,    	1.0,                	
25,    	-0.134214255643,    	-0.002259033933,    	-0.990949761768,    	3.158422614234,     	-1.436156641641,    	1.0,                	
26,    	-0.1231333089,      	-0.053448647236,    	-0.990949761768,    	3.551121695933,     	-1.436156641641,    	1.0,                	
27,    	-0.093306432084,    	-0.09650118851,     	-0.990949761768,    	3.943820777631,     	-1.436156641641,    	1.0,                	
