Point's Coordinates for twisted_polar_coordinates_18

num,   	x,,                 	y,,                 	z,,                 	theta,,             	phi,,               	norm,               	

1,     	0.173225179434,     	0.012113084546,     	-0.984807753012,    	0.06981317008,      	-1.396263401595,    	1.0,                	
2,     	0.042009296309,     	0.168490084666,     	-0.984807753012,    	1.326450231516,     	-1.396263401595,    	1.0,                	
3,     	-0.147262006471,    	0.092019514545,     	-0.984807753012,    	2.583087292952,     	-1.396263401595,    	1.0,                	
4,     	-0.133022221559,    	-0.111618897049,    	-0.984807753012,    	3.839724354388,     	-1.396263401595,    	1.0,                	
5,     	0.065049752289,     	-0.161003786708,    	-0.984807753012,    	5.096361415823,     	-1.396263401595,    	1.0,                	
6,     	0.341331546124,     	0.021692258091,     	-0.939692620786,    	0.063466518254,     	-1.221730476396,    	1.0,                	
7,     	0.275418648897,     	0.202786454874,     	-0.939692620786,    	0.634665182543,     	-1.221730476396,    	1.0,                	
8,     	0.12206227666,      	0.319497385055,     	-0.939692620786,    	1.205863846832,     	-1.221730476396,    	1.0,                	
9,     	-0.070048005966,    	0.334770152942,     	-0.939692620786,    	1.777062511121,     	-1.221730476396,    	1.0,                	
10,    	-0.239918541633,    	0.243755762642,     	-0.939692620786,    	2.348261175411,     	-1.221730476396,    	1.0,                	
11,    	-0.333616635515,    	0.07535064,         	-0.939692620786,    	2.9194598397,       	-1.221730476396,    	1.0,                	
12,    	-0.321393804843,    	-0.116977778441,    	-0.939692620786,    	3.490658503989,     	-1.221730476396,    	1.0,                	
13,    	-0.207130711994,    	-0.272166578751,    	-0.939692620786,    	4.061857168278,     	-1.221730476396,    	1.0,                	
14,    	-0.027105081603,    	-0.340944413346,    	-0.939692620786,    	4.633055832567,     	-1.221730476396,    	1.0,                	
15,    	0.161526220682,     	-0.301474805701,    	-0.939692620786,    	5.204254496856,     	-1.221730476396,    	1.0,                	
16,    	0.29887408919,      	-0.166289077366,    	-0.939692620786,    	5.775453161145,     	-1.221730476396,    	1.0,                	
17,    	0.498929461619,     	0.032701564615,     	-0.866025403784,    	0.06544984695,      	-1.047197551197,    	1.0,                	
18,    	0.448436370766,     	0.22114434511,      	-0.866025403784,    	0.458148928649,     	-1.047197551197,    	1.0,                	
19,    	0.32967290755,      	0.375919903739,     	-0.866025403784,    	0.850848010347,     	-1.047197551197,    	1.0,                	
20,    	0.160719732652,     	0.473465064748,     	-0.866025403784,    	1.243547092046,     	-1.047197551197,    	1.0,                	
21,    	-0.032701564615,    	0.498929461619,     	-0.866025403784,    	1.636246173745,     	-1.047197551197,    	1.0,                	
22,    	-0.22114434511,     	0.448436370766,     	-0.866025403784,    	2.028945255443,     	-1.047197551197,    	1.0,                	
23,    	-0.375919903739,    	0.32967290755,      	-0.866025403784,    	2.421644337142,     	-1.047197551197,    	1.0,                	
24,    	-0.473465064748,    	0.160719732652,     	-0.866025403784,    	2.814343418841,     	-1.047197551197,    	1.0,                	
25,    	-0.498929461619,    	-0.032701564615,    	-0.866025403784,    	3.20704250054,      	-1.047197551197,    	1.0,                	
26,    	-0.448436370766,    	-0.22114434511,     	-0.866025403784,    	3.599741582238,     	-1.047197551197,    	1.0,                	
27,    	-0.32967290755,     	-0.375919903739,    	-0.866025403784,    	3.992440663937,     	-1.047197551197,    	1.0,                	
28,    	-0.160719732652,    	-0.473465064748,    	-0.866025403784,    	4.385139745636,     	-1.047197551197,    	1.0,                	
29,    	0.032701564615,     	-0.498929461619,    	-0.866025403784,    	4.777838827334,     	-1.047197551197,    	1.0,                	
30,    	0.22114434511,      	-0.448436370766,    	-0.866025403784,    	5.170537909033,     	-1.047197551197,    	1.0,                	
31,    	0.375919903739,     	-0.32967290755,     	-0.866025403784,    	5.563236990732,     	-1.047197551197,    	1.0,                	
