This run aims to check if discrepancy is less than 0.0436
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.087114455196,     	0.0,                	0.996198309422,     	0.0,                	1.483571309383,     	1.0,                	0.012158035339,     	0.025858300503,     	0.025858300503,     	Normal,             	
1,     	0.083276678197,     	0.025571921566,     	0.996198309422,     	0.297932013587,     	1.483571309383,     	1.0,                	0.012062427805,     	0.026390831444,     	0.026390831444,     	Normal,             	
2,     	0.071797826246,     	0.0493355901,       	0.996198309422,     	0.602046933777,     	1.483571309383,     	1.0,                	0.011987116538,     	0.026399037583,     	0.026399037583,     	Normal,             	
3,     	0.053723173956,     	0.068576591372,     	0.996198309422,     	0.90625715344,      	1.483571309383,     	1.0,                	0.011992404948,     	0.025628772457,     	0.025628772457,     	Normal,             	
4,     	0.03144272949,      	0.081242126181,     	0.996198309422,     	1.2015251385,       	1.483571309383,     	1.0,                	0.011741011063,     	0.024189621056,     	0.024189621056,     	Normal,             	
5,     	0.007890015023,     	0.08675641744,      	0.996198309422,     	1.48010136639,      	1.483571309383,     	1.0,                	0.011825499939,     	0.024337337074,     	0.024337337074,     	Normal,             	
6,     	-0.016417572853,    	0.08555344298,      	0.996198309422,     	1.76038993463,      	1.483571309383,     	1.0,                	0.011113152985,     	0.02573912471,      	0.02573912471,      	Normal,             	
7,     	-0.040701498214,    	0.077021531712,     	0.996198309422,     	2.056938662371,     	1.483571309383,     	1.0,                	0.011897095189,     	0.025236605206,     	0.025236605206,     	Normal,             	
8,     	-0.06107102835,     	0.062122924918,     	0.996198309422,     	2.347656157117,     	1.483571309383,     	1.0,                	0.011848358209,     	0.024267316661,     	0.024267316661,     	Normal,             	
9,     	-0.075838250543,    	0.042865931212,     	0.996198309422,     	2.62713301531,      	1.483571309383,     	1.0,                	0.01193712939,      	0.02524546997,      	0.02524546997,      	Normal,             	
10,    	-0.084945025249,    	0.019320222294,     	0.996198309422,     	2.917953355001,     	1.483571309383,     	1.0,                	0.011708353135,     	0.025856684287,     	0.025856684287,     	Normal,             	
11,    	-0.086874276954,    	-0.006464387655,    	0.996198309422,     	3.215866608048,     	1.483571309383,     	1.0,                	0.011887649963,     	0.025823392856,     	0.025823392856,     	Normal,             	
12,    	0.131193183946,     	0.0,                	0.99135682198,      	0.0,                	1.439223855878,     	1.0,                	0.014771759181,     	0.029615176848,     	0.029615176848,     	Normal,             	
13,    	0.127850560978,     	0.029425933654,     	0.99135682198,      	0.22621921886,      	1.439223855878,     	1.0,                	0.01436430962,      	0.029341207591,     	0.029341207591,     	Normal,             	
14,    	0.118113293803,     	0.057104302299,     	0.99135682198,      	0.450336843818,     	1.439223855878,     	1.0,                	0.013828014075,     	0.031621366675,     	0.031621366675,     	Normal,             	
15,    	0.101018919706,     	0.083706806027,     	0.99135682198,      	0.691953167313,     	1.439223855878,     	1.0,                	0.014742128887,     	0.029712754129,     	0.029712754129,     	Normal,             	
16,    	0.079592057161,     	0.104291686873,     	0.99135682198,      	0.918920953324,     	1.439223855878,     	1.0,                	0.014733484111,     	0.029213572336,     	0.029213572336,     	Normal,             	
17,    	0.054539920641,     	0.119319103962,     	0.99135682198,      	1.142059584539,     	1.439223855878,     	1.0,                	0.014130601908,     	0.030221036825,     	0.030221036825,     	Normal,             	
18,    	0.025790020083,     	0.128633301979,     	0.99135682198,      	1.372927195948,     	1.439223855878,     	1.0,                	0.014439636272,     	0.030059348024,     	0.030059348024,     	Normal,             	
19,    	-0.0041657092,      	0.131127031465,     	0.99135682198,      	1.602554146711,     	1.439223855878,     	1.0,                	0.014650843861,     	0.025543668792,     	0.027294474307,     	cover cap,          	
