number	direction_ind	# of covercap	
0	119	2	
1	121	2	
2	160	2	
3	197	2	
4	201	2	
5	291	2	
6	302	2	
7	336	2	
8	399	2	
9	416	2	
10	419	2	
11	421	2	
12	423	2	
13	439	2	
14	468	2	
15	485	2	
16	488	2	
17	637	2	
18	641	2	
19	642	2	
20	682	2	
21	711	2	
22	756	2	
23	884	2	
24	891	2	
25	895	2	
26	928	2	
27	975	2	
28	1012	2	
29	1025	2	
30	1028	2	
31	1039	2	
32	1044	2	
33	1050	2	
34	1123	2	
35	1127	2	
36	1131	2	
37	1142	2	
38	1146	2	
39	1150	2	
40	1152	2	
41	1153	2	
42	1160	2	
43	1197	2	
44	1209	2	
45	1220	2	
46	1227	2	
47	1266	2	
48	1269	2	
49	1278	2	
50	1279	2	
51	1280	2	
52	1311	2	
53	1410	2	
54	1417	2	
55	1419	2	
56	1509	2	
57	1532	2	
58	1534	2	
59	1535	2	
60	1537	2	
61	1541	2	
62	1543	2	
63	1556	2	
64	1575	2	
65	1577	2	
66	1579	2	
67	1582	2	
68	1588	2	
69	1595	2	
70	1631	2	
71	1633	2	
72	1635	2	
73	1640	2	
74	1646	2	
75	1649	2	
76	1650	2	
77	1651	2	
78	1652	2	
79	1653	2	
80	1659	2	
81	1663	2	
82	1684	2	
83	1749	2	
84	1761	2	
85	1768	2	
86	1769	2	
87	1770	2	
88	1773	2	
89	1775	2	
90	1776	2	
91	1777	2	
92	1778	2	
93	1779	2	
94	1780	2	
95	1782	2	
96	1789	2	
97	1798	2	
98	1805	2	
99	1814	2	
100	1824	2	
101	1825	2	
102	1831	2	
103	1835	2	
104	1843	2	
105	1850	2	
106	1852	2	
107	1855	2	
108	1856	2	
109	1863	2	
110	1865	2	
111	1871	2	
112	1876	2	
113	1881	2	
114	1883	2	
115	1885	2	
116	1904	2	
117	1905	2	
118	1908	2	
119	1909	2	
120	1910	2	
121	1911	2	
122	1912	2	
123	1913	2	
124	1915	2	
125	1922	2	
126	1924	2	
127	1928	2	
128	1930	2	
129	1935	2	
130	1937	2	
131	1942	2	
132	1948	2	
133	1958	2	
134	1962	2	
