This run aims to check if discrepancy is less than 0.0146
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.029427307536,     	0.0,                	0.999566923008,     	0.0,                	1.541364770426,     	1.0,                	0.003530835698,     	0.008670531211,     	0.008670531211,     	Normal,             	
1,     	0.028149954666,     	0.008575924506,     	0.999566923008,     	0.295718697778,     	1.541364770426,     	1.0,                	0.003492448093,     	0.00886064698,      	0.00886064698,      	Normal,             	
2,     	0.024321072117,     	0.016566589266,     	0.999566923008,     	0.597970788961,     	1.541364770426,     	1.0,                	0.003476109117,     	0.00884972691,      	0.00884972691,      	Normal,             	
3,     	0.018295822318,     	0.023048412408,     	0.999566923008,     	0.8998475209,       	1.541364770426,     	1.0,                	0.003481514471,     	0.008878154818,     	0.008878154818,     	Normal,             	
4,     	0.010589080856,     	0.027456106706,     	0.999566923008,     	1.202701437332,     	1.541364770426,     	1.0,                	0.003544262436,     	0.008853535235,     	0.008853535235,     	Normal,             	
5,     	0.001943354616,     	0.029363068669,     	0.999566923008,     	1.504709072881,     	1.541364770426,     	1.0,                	0.003500161454,     	0.008897817922,     	0.008897817922,     	Normal,             	
6,     	-0.006921825332,    	0.028601656646,     	0.999566923008,     	1.80823893391,      	1.541364770426,     	1.0,                	0.00353785439,      	0.00894262759,      	0.00894262759,      	Normal,             	
7,     	-0.015193018091,    	0.025201956871,     	0.999566923008,     	2.113309315901,     	1.541364770426,     	1.0,                	0.003552426228,     	0.008956868612,     	0.008956868612,     	Normal,             	
8,     	-0.022070693305,    	0.019464093246,     	0.999566923008,     	2.41886933109,      	1.541364770426,     	1.0,                	0.003541302344,     	0.008987209437,     	0.008987209437,     	Normal,             	
9,     	-0.026916103095,    	0.011894949474,     	0.999566923008,     	2.725472582757,     	1.541364770426,     	1.0,                	0.003530533576,     	0.008930280153,     	0.008930280153,     	Normal,             	
10,    	-0.02924465761,     	0.003273595898,     	0.999566923008,     	3.030118451455,     	1.541364770426,     	1.0,                	0.003523232197,     	0.0089868061,       	0.0089868061,       	Normal,             	
11,    	-0.028868934525,    	-0.005705352596,    	0.999566923008,     	3.336707834258,     	1.541364770426,     	1.0,                	0.003500384976,     	0.008837906717,     	0.008837906717,     	Normal,             	
12,    	0.054270364984,     	0.0,                	0.998526277814,     	0.0,                	1.516499286272,     	1.0,                	0.001797899303,     	0.019598175569,     	0.019598175569,     	Normal,             	
13,    	0.050731707323,     	0.019276057366,     	0.998526277814,     	0.363112708658,     	1.516499286272,     	1.0,                	0.001745856908,     	0.020125445811,     	0.020125445811,     	Normal,             	
14,    	0.040219080665,     	0.036437591384,     	0.998526277814,     	0.736107915439,     	1.516499286272,     	1.0,                	0.00172860272,      	0.019667707227,     	0.019667707227,     	Normal,             	
15,    	0.02459151269,      	0.048379024578,     	0.998526277814,     	1.100523320675,     	1.516499286272,     	1.0,                	0.001732353088,     	0.019922105517,     	0.019922105517,     	Normal,             	
16,    	0.00547685379,      	0.053993301325,     	0.998526277814,     	1.469706291775,     	1.516499286272,     	1.0,                	0.00168148168,      	0.020229066721,     	0.020229066721,     	Normal,             	
17,    	-0.014676791647,    	0.052248103338,     	0.998526277814,     	1.84464471604,      	1.516499286272,     	1.0,                	0.001741933008,     	0.019999974555,     	0.019999974555,     	Normal,             	
18,    	-0.03260518445,     	0.043384034649,     	0.998526277814,     	2.215287419325,     	1.516499286272,     	1.0,                	0.001693020673,     	0.020062406824,     	0.020062406824,     	Normal,             	
19,    	-0.046138927707,    	0.02857397182,      	0.998526277814,     	2.587100621521,     	1.516499286272,     	1.0,                	0.001790779664,     	0.020028255482,     	0.020028255482,     	Normal,             	
20,    	-0.053361013623,    	0.009893166358,     	0.998526277814,     	2.958273528179,     	1.516499286272,     	1.0,                	0.001747870734,     	0.019904326825,     	0.019904326825,     	Normal,             	
21,    	-0.053339004726,    	-0.010011148299,    	0.998526277814,     	3.32712324803,      	1.516499286272,     	1.0,                	0.001601158228,     	0.020278129262,     	0.020278129262,     	Normal,             	
22,    	0.08533235475,      	0.0,                	0.996352542644,     	0.0,                	1.485360071732,     	1.0,                	0.002194692248,     	0.016961348665,     	0.016961348665,     	Normal,             	
23,    	0.083646667361,     	0.016877375583,     	0.996352542644,     	0.199096758691,     	1.485360071732,     	1.0,                	0.00227566974,      	0.01689748843,      	0.016961348665,     	cover cap,          	
24,    	0.078656204598,     	0.033087947132,     	0.996352542644,     	0.398193517382,     	1.485360071732,     	1.0,                	0.001978485414,     	0.017804481514,     	0.017804481514,     	Normal,             	
