This run aims to check if discrepancy is less than 0.0064
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.557745526705,     	0.00415907945,      	0.321941816418,     	1.554296479934,     	0,     	10,    	11,    	
2,     	1.546482116627,     	0.00869353059,      	0.364541812149,     	1.539294128527,     	11,    	20,    	10,    	
3,     	1.532543776688,     	0.007790371567,     	0.210510365147,     	1.525930636446,     	21,    	37,    	17,    	
4,     	1.519147563097,     	0.007894992665,     	0.154485781494,     	1.512440212464,     	38,    	59,    	22,    	
5,     	1.50570392717,      	0.007716247741,     	0.120980092029,     	1.49913570574,      	60,    	87,    	28,    	
6,     	1.492665627456,     	0.007506847192,     	0.101631227158,     	1.486153402047,     	88,    	120,   	33,    	
7,     	1.479452909341,     	0.007743614631,     	0.086577831045,     	1.472807811706,     	121,   	158,   	38,    	
8,     	1.466421478052,     	0.007580426182,     	0.077697034276,     	1.459880655478,     	159,   	200,   	42,    	
9,     	1.453252220735,     	0.007709422577,     	0.066777026366,     	1.446584175955,     	201,   	248,   	48,    	
10,    	1.439909944493,     	0.007740731689,     	0.059318742379,     	1.433263150687,     	249,   	302,   	54,    	
11,    	1.426551795148,     	0.007691316407,     	0.054317269761,     	1.419934835291,     	303,   	361,   	59,    	
12,    	1.413545036883,     	0.00751336429,      	0.047981435645,     	1.406943290664,     	362,   	424,   	63,    	
13,    	1.400435758414,     	0.007641532432,     	0.045076576039,     	1.393860400604,     	425,   	493,   	69,    	
14,    	1.387439948563,     	0.007535894419,     	0.043640913727,     	1.380951926662,     	494,   	566,   	73,    	
15,    	1.374429194128,     	0.007593362752,     	0.043300223041,     	1.367746403519,     	567,   	644,   	78,    	
16,    	1.361267980895,     	0.007591029467,     	0.037502828498,     	1.354661618705,     	645,   	728,   	84,    	
17,    	1.347948484967,     	0.007726985457,     	0.035938619457,     	1.341251088601,     	729,   	816,   	88,    	
18,    	1.334040744484,     	0.008341065402,     	0.036109053437,     	1.326853174944,     	817,   	903,   	87,    	
19,    	1.319017002007,     	0.009041445237,     	0.037521226697,     	1.311173806873,     	904,   	988,   	85,    	
20,    	1.302998069484,     	0.009396387629,     	0.037701530996,     	1.294591151519,     	989,   	1071,  	83,    	
21,    	1.287189079529,     	0.00856492521,      	0.031374129753,     	1.279803054557,     	1072,  	1171,  	100,   	
22,    	1.272593197235,     	0.008382505916,     	0.02876899198,      	1.265350388427,     	1172,  	1278,  	107,   	
23,    	1.258077301167,     	0.008367707731,     	0.027199900288,     	1.250849242499,     	1279,  	1392,  	114,   	
24,    	1.242953041271,     	0.009095655465,     	0.02824814683,      	1.23510632539,      	1393,  	1502,  	110,   	
25,    	1.226458965365,     	0.009953623057,     	0.029486906147,     	1.217873338887,     	1503,  	1608,  	106,   	
26,    	1.210019096222,     	0.009067872302,     	0.026300081615,     	1.202131497726,     	1609,  	1727,  	119,   	
27,    	1.194781002476,     	0.008501943698,     	0.024361057245,     	1.187390874763,     	1728,  	1859,  	132,   	
28,    	1.180518138787,     	0.008065969884,     	0.023824307521,     	1.17342982809,      	1860,  	1999,  	140,   	
29,    	1.165998245305,     	0.008683951282,     	0.024499997163,     	1.158422638453,     	2000,  	2136,  	137,   	
30,    	1.150445793113,     	0.009258033664,     	0.023633993631,     	1.142351055099,     	2137,  	2269,  	133,   	
31,    	1.134263567846,     	0.009340775736,     	0.023579605061,     	1.126102527351,     	2270,  	2406,  	137,   	
32,    	1.118803653766,     	0.008514314428,     	0.020723323892,     	1.11144866131,      	2407,  	2560,  	154,   	
33,    	1.104527963435,     	0.00820763135,      	0.0182574428,       	1.097436638378,     	2561,  	2724,  	164,   	
34,    	1.090335067351,     	0.008226272006,     	0.018432847406,     	1.083227096816,     	2725,  	2893,  	169,   	
35,    	1.075498293912,     	0.0089281044,       	0.020239633607,     	1.067784722276,     	2894,  	3056,  	163,   	
36,    	1.059811906725,     	0.009219737898,     	0.020360664288,     	1.05184627552,      	3057,  	3215,  	159,   	
37,    	1.044159463391,     	0.008872284412,     	0.018844578834,     	1.036419069585,     	3216,  	3382,  	167,   	
38,    	1.029278074662,     	0.008283375494,     	0.016070741379,     	1.022118679549,     	3383,  	3565,  	183,   	
39,    	1.015034389752,     	0.008165660141,     	0.01547741719,      	1.007976101788,     	3566,  	3757,  	192,   	
40,    	1.000842670769,     	0.008240296,        	0.015380777228,     	0.993719568582,     	3758,  	3955,  	198,   	
41,    	0.98663129114,      	0.008273167537,     	0.015001267555,     	0.979479418126,     	3956,  	4155,  	200,   	
42,    	0.972186225676,     	0.008412136379,     	0.014962617895,     	0.964914027332,     	4156,  	4354,  	199,   	
43,    	0.957839840403,     	0.008161260443,     	0.017030127224,     	0.950770071602,     	4355,  	4552,  	198,   	
44,    	0.943165249366,     	0.008769932697,     	0.01666832085,      	0.935579202665,     	4553,  	4750,  	198,   	
45,    	0.928411692605,     	0.008291197766,     	0.014750149784,     	0.92108634561,      	4751,  	4956,  	206,   	
46,    	0.914321320931,     	0.007893768985,     	0.013964677336,     	0.907495190443,     	4957,  	5171,  	215,   	
47,    	0.900908460753,     	0.007595913567,     	0.015374189134,     	0.894263091818,     	5172,  	5394,  	223,   	
48,    	0.887914056543,     	0.007495397904,     	0.014362288583,     	0.881431454501,     	5395,  	5624,  	230,   	
49,    	0.874902940686,     	0.00754866764,      	0.014306802086,     	0.868374099133,     	5625,  	5860,  	236,   	
50,    	0.862227569881,     	0.007118496748,     	0.013454529837,     	0.855943159643,     	5861,  	6103,  	243,   	
51,    	0.850857201903,     	0.005903008768,     	0.013363035907,     	0.845646937583,     	6104,  	6348,  	245,   	
