number	direction_ind	# of covercap	
0	51	2	
1	61	2	
2	62	2	
3	216	2	
4	250	2	
5	251	2	
6	265	2	
7	275	2	
8	284	2	
9	301	2	
10	302	2	
11	306	2	
12	312	2	
13	315	2	
14	344	2	
15	353	2	
16	364	2	
17	367	2	
18	424	2	
19	434	2	
20	441	2	
21	453	2	
22	466	2	
23	476	2	
24	492	2	
25	493	2	
26	502	2	
27	564	2	
28	565	2	
29	642	2	
30	674	2	
31	686	2	
32	690	2	
33	700	2	
34	717	2	
35	721	2	
36	779	2	
37	783	2	
38	807	2	
39	822	2	
40	824	2	
41	825	2	
42	862	2	
43	906	2	
44	939	2	
45	945	2	
46	1079	2	
47	1106	2	
48	1162	2	
49	1163	2	
50	1164	2	
51	1173	2	
52	1243	2	
53	1280	2	
54	1285	2	
55	1287	2	
56	1315	2	
57	1341	2	
58	1349	2	
59	1351	2	
60	1353	2	
61	1386	2	
62	1392	2	
63	1394	2	
64	1413	2	
65	1414	2	
66	1428	2	
67	1477	2	
68	1487	2	
69	1489	2	
70	1491	2	
71	1502	2	
72	1504	2	
73	1505	2	
74	1506	2	
75	1508	2	
76	1516	2	
77	1517	2	
78	1522	2	
79	1543	2	
80	1556	2	
81	1561	2	
82	1566	2	
83	1568	2	
84	1569	2	
85	1594	2	
86	1608	2	
87	1614	2	
88	1619	2	
89	1737	2	
90	1750	2	
91	1773	2	
92	1821	2	
93	1835	2	
94	1847	2	
95	1858	2	
96	1966	2	
97	1994	2	
98	1998	2	
99	2109	2	
100	2189	2	
101	2191	2	
102	2219	2	
103	2239	2	
104	2279	2	
105	2301	2	
106	2374	2	
107	2403	2	
108	2415	2	
109	2426	2	
110	2436	2	
111	2437	2	
112	2450	2	
113	2478	2	
114	2532	2	
115	2539	2	
116	2557	2	
117	2565	2	
118	2568	2	
119	2586	2	
120	2590	2	
121	2696	2	
122	2702	2	
123	2703	2	
124	2718	2	
125	2721	2	
126	2724	2	
127	2739	2	
128	2741	2	
129	2742	2	
130	2743	2	
131	2753	2	
132	2831	2	
133	2871	2	
134	2873	2	
135	2882	2	
136	2884	2	
137	2897	2	
138	2901	2	
139	2904	2	
140	2908	2	
141	2909	2	
142	2948	2	
143	2963	2	
144	2978	2	
145	2980	2	
146	2981	2	
147	2982	2	
148	2986	2	
149	3014	2	
150	3037	2	
151	3043	2	
152	3045	2	
153	3047	2	
154	3048	2	
155	3049	2	
156	3053	2	
157	3054	2	
158	3055	2	
159	3066	2	
160	3122	2	
161	3177	2	
162	3184	2	
163	3206	2	
164	3207	2	
165	3211	2	
166	3214	2	
167	3279	2	
168	3323	2	
169	3326	2	
170	3384	2	
171	3385	2	
172	3386	2	
173	3394	2	
174	3412	2	
175	3443	2	
176	3448	2	
177	3470	2	
178	3479	2	
179	3564	2	
180	3565	2	
181	3573	2	
182	3577	2	
183	3679	2	
184	3702	2	
185	3749	2	
186	3750	2	
187	3751	2	
188	3752	2	
189	3753	2	
190	3755	2	
191	3757	2	
192	3765	2	
193	3776	2	
194	3807	2	
195	3808	2	
196	3809	2	
197	3837	2	
198	3842	2	
199	3844	2	
200	3854	2	
201	3858	2	
202	3861	2	
203	3874	2	
204	3891	2	
205	3906	2	
206	3935	2	
207	3937	2	
208	3945	2	
209	3947	2	
210	3949	2	
211	3968	2	
212	4001	2	
213	4046	2	
214	4073	2	
215	4075	2	
216	4080	2	
217	4083	2	
218	4090	2	
219	4106	2	
220	4114	2	
221	4135	2	
222	4145	2	
223	4146	2	
224	4155	2	
225	4170	2	
226	4171	2	
227	4176	2	
228	4188	2	
229	4204	2	
230	4208	2	
231	4213	2	
232	4235	2	
233	4236	2	
234	4258	2	
235	4340	2	
236	4341	2	
237	4353	2	
238	4371	2	
239	4535	2	
240	4572	2	
241	4624	2	
242	4646	2	
243	4667	2	
244	4708	2	
245	4720	2	
246	4732	2	
247	4795	2	
248	4935	2	
249	4982	2	
250	5067	2	
251	5068	2	
252	5147	2	
253	5245	2	
254	5327	2	
255	5493	2	
256	5510	2	
257	5532	2	
258	5533	2	
259	5538	2	
260	5711	2	
261	5724	2	
262	5733	2	
263	5742	2	
264	5743	2	
265	5749	2	
266	5758	2	
267	5762	2	
268	5767	2	
269	5780	2	
270	5831	2	
271	5973	2	
272	5983	2	
273	5987	2	
274	5993	2	
275	6217	2	
276	6226	2	
277	6446	2	
278	6449	2	
279	6450	2	
280	6453	2	
281	6454	2	
282	6487	2	
283	6490	2	
284	6491	2	
285	6494	2	
286	6495	2	
287	6499	2	
288	6677	2	
289	6681	2	
290	6682	2	
291	6684	2	
292	6685	2	
293	6686	2	
294	6739	2	
295	6741	2	
296	6742	2	
297	6743	2	
298	6744	2	
299	6745	2	
300	6746	2	
301	6997	2	
302	7168	2	
303	7169	2	
304	7171	2	
305	7172	2	
306	7174	2	
307	7177	2	
308	7250	2	
309	7251	2	
310	7252	2	
311	7253	2	
312	7254	2	
313	7256	2	
314	7267	2	
315	7418	2	
316	7421	2	
317	7422	2	
318	7423	2	
319	7424	2	
320	7425	2	
321	7514	2	
322	7516	2	
323	7686	2	
324	7956	2	
325	8061	2	
326	8062	2	
327	8143	2	
328	8216	2	
329	8217	2	
330	8218	2	
331	8219	2	
332	8220	2	
333	8221	2	
334	8223	2	
335	8321	2	
336	8323	2	
337	8324	2	
338	8325	2	
339	8326	2	
340	8327	2	
341	8328	2	
342	8329	2	
343	8475	2	
344	8476	2	
345	8477	2	
346	8478	2	
347	8479	2	
348	8480	2	
349	8482	2	
350	8483	2	
351	8589	2	
352	8590	2	
353	8591	2	
354	8592	2	
355	8593	2	
356	8594	2	
357	8664	2	
358	8723	2	
