This run aims to check if discrepancy is less than 0.0099
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.020086141337,     	0.0,                	0.999798253112,     	0.0,                	1.550708834577,     	1.0,                	0.002359126727,     	0.00627392768,      	0.00627392768,      	Normal,             	
1,     	0.019106307334,     	0.0061969423,       	0.999798253112,     	0.313634958019,     	1.550708834577,     	1.0,                	0.002332347696,     	0.006414148881,     	0.006414148881,     	Normal,             	
2,     	0.016178648495,     	0.011903966006,     	0.999798253112,     	0.634339624597,     	1.550708834577,     	1.0,                	0.002355394584,     	0.006421625269,     	0.006421625269,     	Normal,             	
3,     	0.011595021408,     	0.016401480188,     	0.999798253112,     	0.955421350347,     	1.550708834577,     	1.0,                	0.002361699558,     	0.006420661175,     	0.006420661175,     	Normal,             	
4,     	0.005827192284,     	0.019222302252,     	0.999798253112,     	1.276454452992,     	1.550708834577,     	1.0,                	0.002354089536,     	0.006420785716,     	0.006420785716,     	Normal,             	
5,     	-0.000536186258,    	0.020078983493,     	0.999798253112,     	1.597493836742,     	1.550708834577,     	1.0,                	0.002340455219,     	0.006420769632,     	0.006420769632,     	Normal,             	
6,     	-0.006844759771,    	0.018883917429,     	0.999798253112,     	1.918532409286,     	1.550708834577,     	1.0,                	0.002375155512,     	0.006401838379,     	0.006401838379,     	Normal,             	
7,     	-0.012438859526,    	0.015771107998,     	0.999798253112,     	2.238616241244,     	1.550708834577,     	1.0,                	0.002348610181,     	0.006388761093,     	0.006388761093,     	Normal,             	
8,     	-0.016762101239,    	0.011067295779,     	0.999798253112,     	2.558040602751,     	1.550708834577,     	1.0,                	0.00235363852,      	0.00638462801,      	0.00638462801,      	Normal,             	
9,     	-0.019388472671,    	0.005247875884,     	0.999798253112,     	2.877256545561,     	1.550708834577,     	1.0,                	0.002373241224,     	0.006481047575,     	0.006481047575,     	Normal,             	
10,    	-0.020050306136,    	-0.001199290481,    	0.999798253112,     	3.201335546884,     	1.550708834577,     	1.0,                	0.002334843201,     	0.006451061072,     	0.006451061072,     	Normal,             	
11,    	0.03750409997,      	0.0,                	0.999296473768,     	0.0,                	1.533283429309,     	1.0,                	0.001221585801,     	0.013456345046,     	0.013456345046,     	Normal,             	
12,    	0.035090054278,     	0.013238036312,     	0.999296473768,     	0.360749629304,     	1.533283429309,     	1.0,                	0.001165004737,     	0.013633916131,     	0.013633916131,     	Normal,             	
13,    	0.02803911549,      	0.024907137875,     	0.999296473768,     	0.726313111202,     	1.533283429309,     	1.0,                	0.001148905269,     	0.013648408246,     	0.013648408246,     	Normal,             	
14,    	0.017269585079,     	0.033291424508,     	0.999296473768,     	1.092269560354,     	1.533283429309,     	1.0,                	0.001224173717,     	0.013613278891,     	0.013613278891,     	Normal,             	
15,    	0.004248433638,     	0.037262693491,     	0.999296473768,     	1.457273468795,     	1.533283429309,     	1.0,                	0.001207381847,     	0.013649323817,     	0.013649323817,     	Normal,             	
16,    	-0.009367969155,    	0.036315267705,     	0.999296473768,     	1.823254744998,     	1.533283429309,     	1.0,                	0.001198481982,     	0.01352807775,      	0.01352807775,      	Normal,             	
17,    	-0.021642978981,    	0.030629054432,     	0.999296473768,     	2.185948751712,     	1.533283429309,     	1.0,                	0.001206660418,     	0.013592722373,     	0.013592722373,     	Normal,             	
18,    	-0.031138676289,    	0.020903118274,     	0.999296473768,     	2.550395304159,     	1.533283429309,     	1.0,                	0.001156722768,     	0.013635294128,     	0.013635294128,     	Normal,             	
19,    	-0.036553777962,    	0.008389209219,     	0.999296473768,     	2.915996151123,     	1.533283429309,     	1.0,                	0.001171497866,     	0.013588751413,     	0.013588751413,     	Normal,             	
20,    	-0.037143711984,    	-0.005186730631,    	0.999296473768,     	3.280335040873,     	1.533283429309,     	1.0,                	0.001265214984,     	0.013101753061,     	0.01345540688,      	cover cap,          	
21,    	0.058885052995,     	0.0,                	0.998264769755,     	0.0,                	1.511877190434,     	1.0,                	0.001450697446,     	0.011989278818,     	0.011989278818,     	Normal,             	
22,    	0.0576645157,       	0.011926990203,     	0.998264769755,     	0.203958123905,     	1.511877190434,     	1.0,                	0.001476057934,     	0.012022362241,     	0.012022362241,     	Normal,             	
23,    	0.05404029962,      	0.023390072322,     	0.998264769755,     	0.408481020701,     	1.511877190434,     	1.0,                	0.001391641482,     	0.012498121326,     	0.012498121326,     	Normal,             	
24,    	0.04788666841,      	0.03426830102,      	0.998264769755,     	0.621127516924,     	1.511877190434,     	1.0,                	0.001454699195,     	0.012053423291,     	0.012053423291,     	Normal,             	
25,    	0.039905766165,     	0.043301031084,     	0.998264769755,     	0.826180677233,     	1.511877190434,     	1.0,                	0.001430681652,     	0.012020927111,     	0.012020927111,     	Normal,             	
26,    	0.030280846885,     	0.050502671,        	0.998264769755,     	1.03067907434,      	1.511877190434,     	1.0,                	0.001424117205,     	0.011964546976,     	0.011964546976,     	Normal,             	
