This run aims to check if discrepancy is less than 0.0100
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.550338650755,     	0.006142141721,     	0.304013475652,     	1.545251177836,     	0,     	11,    	12,    	
2,     	1.532936842684,     	0.013751319955,     	0.37096748123,      	1.52162694202,      	12,    	21,    	10,    	
3,     	1.51115306931,      	0.011952887302,     	0.208589010514,     	1.500921629167,     	22,    	38,    	17,    	
4,     	1.490467512574,     	0.011867766754,     	0.149330604732,     	1.480280838303,     	39,    	60,    	22,    	
5,     	1.469971309347,     	0.011848728701,     	0.117785164174,     	1.45988350707,      	61,    	88,    	28,    	
6,     	1.449771081791,     	0.011838323694,     	0.100199027565,     	1.439477425197,     	89,    	120,   	32,    	
7,     	1.429019507404,     	0.01199871381,      	0.088730696603,     	1.418632820876,     	121,   	157,   	37,    	
8,     	1.408640248033,     	0.01170586444,      	0.074911038912,     	1.398555461939,     	158,   	200,   	43,    	
9,     	1.388443053217,     	0.011655790468,     	0.070001241901,     	1.3783929815,       	201,   	248,   	48,    	
10,    	1.368272349575,     	0.011643479278,     	0.063240113904,     	1.358066138797,     	249,   	300,   	52,    	
11,    	1.348059521823,     	0.011471278927,     	0.053396346625,     	1.337857221898,     	301,   	357,   	57,    	
12,    	1.327584497433,     	0.011912700825,     	0.053671765607,     	1.317339178893,     	358,   	419,   	62,    	
13,    	1.307057617274,     	0.011889542769,     	0.04829331156,      	1.296826297584,     	420,   	487,   	68,    	
14,    	1.286962335619,     	0.011398131171,     	0.047547252288,     	1.276815741097,     	488,   	558,   	71,    	
15,    	1.266481456866,     	0.011905702579,     	0.042325338717,     	1.256212295706,     	559,   	634,   	76,    	
16,    	1.245873240939,     	0.011950725876,     	0.041396213743,     	1.235576487516,     	635,   	715,   	81,    	
17,    	1.225704280088,     	0.011547021274,     	0.03913411498,      	1.215562774938,     	716,   	801,   	86,    	
18,    	1.20555810004,      	0.011615096548,     	0.032521066443,     	1.195322061386,     	802,   	892,   	91,    	
19,    	1.185409269297,     	0.011545711362,     	0.035798143407,     	1.17541536336,      	893,   	988,   	96,    	
20,    	1.165531078544,     	0.01139412599,      	0.029515232309,     	1.155701198755,     	989,   	1091,  	103,   	
21,    	1.146027031593,     	0.011360910707,     	0.027568499258,     	1.136223760887,     	1092,  	1199,  	108,   	
22,    	1.126472004764,     	0.011289823776,     	0.026265449003,     	1.116416389754,     	1200,  	1307,  	108,   	
23,    	1.106069246564,     	0.011923069382,     	0.02660415857,      	1.095778889666,     	1308,  	1420,  	113,   	
24,    	1.086136617367,     	0.011207878265,     	0.024056607114,     	1.076460030824,     	1421,  	1538,  	118,   	
25,    	1.066480432865,     	0.011841152511,     	0.024505872707,     	1.056257331643,     	1539,  	1658,  	120,   	
26,    	1.046104473408,     	0.011798207722,     	0.023614342907,     	1.035916870088,     	1659,  	1784,  	126,   	
27,    	1.025873886298,     	0.011649354695,     	0.025328689966,     	1.015813122452,     	1785,  	1914,  	130,   	
