This run aims to check if discrepancy is less than 0.0171
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.034664123086,     	0.0,                	0.999399018696,     	0.0,                	1.536125257876,     	1.0,                	0.004259993266,     	0.010050219089,     	0.010050219089,     	Normal,             	
1,     	0.033207185844,     	0.009944055391,     	0.999399018696,     	0.290956651907,     	1.536125257876,     	1.0,                	0.004122443585,     	0.010610333104,     	0.010610333104,     	Normal,             	
2,     	0.028643664043,     	0.019522856847,     	0.999399018696,     	0.598254094532,     	1.536125257876,     	1.0,                	0.004241006814,     	0.010265819052,     	0.010265819052,     	Normal,             	
3,     	0.021669582091,     	0.027056064778,     	0.999399018696,     	0.895498292842,     	1.536125257876,     	1.0,                	0.004088367137,     	0.010517596408,     	0.010517596408,     	Normal,             	
4,     	0.01255794373,      	0.032309433275,     	0.999399018696,     	1.200088832325,     	1.536125257876,     	1.0,                	0.004182900378,     	0.010412505651,     	0.010412505651,     	Normal,             	
5,     	0.002396282513,     	0.034581198062,     	0.999399018696,     	1.501612543674,     	1.536125257876,     	1.0,                	0.004193871729,     	0.010343531437,     	0.010343531437,     	Normal,             	
6,     	-0.007913692903,    	0.033748702107,     	0.999399018696,     	1.801123792496,     	1.536125257876,     	1.0,                	0.004133214098,     	0.010367246093,     	0.010367246093,     	Normal,             	
7,     	-0.017539737013,    	0.029899148061,     	0.999399018696,     	2.101326929921,     	1.536125257876,     	1.0,                	0.004228864187,     	0.010251775151,     	0.010251775151,     	Normal,             	
8,     	-0.025518015523,    	0.023461293934,     	0.999399018696,     	2.398161476227,     	1.536125257876,     	1.0,                	0.004143850251,     	0.010355634885,     	0.010355634885,     	Normal,             	
9,     	-0.031309560357,    	0.014876587631,     	0.999399018696,     	2.698025845512,     	1.536125257876,     	1.0,                	0.004230974722,     	0.010244447249,     	0.010244447249,     	Normal,             	
10,    	-0.034290542602,    	0.00507544258,      	0.999399018696,     	2.994646646366,     	1.536125257876,     	1.0,                	0.004127570287,     	0.010471140009,     	0.010471140009,     	Normal,             	
11,    	-0.034241628341,    	-0.005395583181,    	0.999399018696,     	3.297881375862,     	1.536125257876,     	1.0,                	0.004267349622,     	0.010053028432,     	0.010053028432,     	Normal,             	
12,    	0.063354488731,     	0.0,                	0.997991086512,     	0.0,                	1.507399379381,     	1.0,                	0.002081331977,     	0.023854315109,     	0.023854315109,     	Normal,             	
13,    	0.058863659741,     	0.023427778475,     	0.997991086512,     	0.378781665466,     	1.507399379381,     	1.0,                	0.002008024208,     	0.024615220794,     	0.024615220794,     	Normal,             	
14,    	0.045491703657,     	0.044094173547,     	0.997991086512,     	0.769799535526,     	1.507399379381,     	1.0,                	0.001930133311,     	0.024209305645,     	0.024209305645,     	Normal,             	
15,    	0.025631309117,     	0.057938132826,     	0.997991086512,     	1.154288026651,     	1.507399379381,     	1.0,                	0.00205072743,      	0.024199552219,     	0.024199552219,     	Normal,             	
16,    	0.002038183287,     	0.06332169495,      	0.997991086512,     	1.538619679626,     	1.507399379381,     	1.0,                	0.002048250955,     	0.024153617922,     	0.024153617922,     	Normal,             	
17,    	-0.021808388353,    	0.059482648225,     	0.997991086512,     	1.92221272686,      	1.507399379381,     	1.0,                	0.002024272507,     	0.024243101178,     	0.024243101178,     	Normal,             	
18,    	-0.042552731928,    	0.046936726003,     	0.997991086512,     	2.30724467929,      	1.507399379381,     	1.0,                	0.002054903143,     	0.024094428621,     	0.024094428621,     	Normal,             	
19,    	-0.057000254213,    	0.027654335322,     	0.997991086512,     	2.6898860635,       	1.507399379381,     	1.0,                	0.002037080431,     	0.024339217025,     	0.024339217025,     	Normal,             	
20,    	-0.063220168709,    	0.004123288829,     	0.997991086512,     	3.0764637991,       	1.507399379381,     	1.0,                	0.002011618415,     	0.024620323699,     	0.024620323699,     	Normal,             	
21,    	-0.060018253437,    	-0.020287939687,    	0.997991086512,     	3.46756377905,      	1.507399379381,     	1.0,                	0.002008398516,     	0.024299565882,     	0.024299565882,     	Normal,             	
