This run aims to check if discrepancy is less than 0.0171
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.536125257876,     	0.010023319091,     	0.291038562061,     	1.527701649975,     	0,     	11,    	12,    	
2,     	1.507399379381,     	0.023775832319,     	0.385940017781,     	1.487657507334,     	12,    	21,    	10,    	
3,     	1.470452986514,     	0.019795831369,     	0.197935379507,     	1.453757857361,     	22,    	38,    	17,    	
4,     	1.436122195406,     	0.019974868542,     	0.159731525897,     	1.41884322956,      	39,    	59,    	21,    	
5,     	1.401427565064,     	0.020030676119,     	0.131719155034,     	1.384028137864,     	60,    	86,    	27,    	
6,     	1.368077111341,     	0.018260545297,     	0.09716578988,      	1.351357422918,     	87,    	117,   	31,    	
7,     	1.333759521272,     	0.02026182052,      	0.094166796596,     	1.316325374674,     	118,   	153,   	36,    	
8,     	1.299160043004,     	0.019766179601,     	0.07772625125,      	1.281984539846,     	154,   	194,   	41,    	
9,     	1.264893736454,     	0.019588024013,     	0.074644309513,     	1.247737089198,     	195,   	240,   	46,    	
10,    	1.231288031878,     	0.018914914241,     	0.07145567733,      	1.213197227336,     	241,   	289,   	49,    	
11,    	1.196405852454,     	0.019424275641,     	0.056278132579,     	1.179380071844,     	290,   	345,   	56,    	
12,    	1.163091221985,     	0.019017792951,     	0.057737601723,     	1.146725528167,     	346,   	406,   	61,    	
13,    	1.129311243372,     	0.019989375203,     	0.047775925973,     	1.112105066129,     	407,   	471,   	65,    	
14,    	1.096714284937,     	0.018303132328,     	0.042714143596,     	1.080368875591,     	472,   	538,   	67,    	
15,    	1.06426099177,      	0.019966561979,     	0.04115829845,      	1.047058699774,     	539,   	610,   	72,    	
16,    	1.030347594838,     	0.019219277507,     	0.037355913025,     	1.013779659358,     	611,   	688,   	78,    	
17,    	1.001895449658,     	0.013698490776,     	0.037305228543,     	0.988772653232,     	689,   	773,   	85,    	
18,    	0.97527919048,      	0.015547850915,     	0.035299085574,     	0.961339786892,     	774,   	869,   	96,    	
19,    	0.949830184276,     	0.013284540771,     	0.028067873065,     	0.938197448677,     	870,   	980,   	111,   	
20,    	0.924266192627,     	0.016622526214,     	0.027593773083,     	0.909916096891,     	981,   	1081,  	101,   	
21,    	0.894112387642,     	0.018232620871,     	0.03585196725,      	0.878373777794,     	1082,  	1182,  	101,   	
22,    	0.866276341921,     	0.013965602462,     	0.021563315424,     	0.854210260903,     	1183,  	1295,  	113,   	
23,    	0.844647232582,     	0.011061453545,     	0.027932621119,     	0.835084859062,     	1296,  	1431,  	136,   	
24,    	0.822851150969,     	0.014126428471,     	0.025432759485,     	0.81064398963,      	1432,  	1552,  	121,   	
25,    	0.801675730101,     	0.010365654247,     	0.030943762972,     	0.791755444096,     	1553,  	1680,  	128,   	
26,    	0.781893085861,     	0.011383459045,     	0.027458544572,     	0.772050699934,     	1681,  	1817,  	137,   	
27,    	0.761184919408,     	0.012539302698,     	0.028364204968,     	0.750344147925,     	1818,  	1944,  	127,   	
28,    	0.741386875213,     	0.010366695772,     	0.024729407752,     	0.732321114592,     	1945,  	2084,  	140,   	
29,    	0.720396524683,     	0.013783017611,     	0.030157806791,     	0.708480737155,     	2085,  	2216,  	132,   	
30,    	0.699646111822,     	0.010206720965,     	0.024943242215,     	0.690143995608,     	2217,  	2355,  	139,   	
