This run aims to check if discrepancy is less than 0.0136
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.027424941638,     	0.0,                	0.99962386555,      	0.0,                	1.543367946151,     	1.0,                	0.003349305188,     	0.008407134935,     	0.008407134935,     	Normal,             	
1,     	0.026136335107,     	0.008307792187,     	0.99962386555,      	0.307763881865,     	1.543367946151,     	1.0,                	0.003313670668,     	0.008483154109,     	0.008483154109,     	Normal,             	
2,     	0.022347099728,     	0.015897627421,     	0.99962386555,      	0.618333114797,     	1.543367946151,     	1.0,                	0.003283267332,     	0.008639100423,     	0.008639100423,     	Normal,             	
3,     	0.016292954834,     	0.022060531422,     	0.99962386555,      	0.93465920127,      	1.543367946151,     	1.0,                	0.00330163434,      	0.008620602214,     	0.008620602214,     	Normal,             	
4,     	0.008639829954,     	0.026028460619,     	0.99962386555,      	1.250302277816,     	1.543367946151,     	1.0,                	0.003314182686,     	0.008622990082,     	0.008622990082,     	Normal,             	
5,     	0.000130619216,     	0.02742463058,      	0.99962386555,      	1.566033519598,     	1.543367946151,     	1.0,                	0.003327450752,     	0.008578435367,     	0.008578435367,     	Normal,             	
6,     	-0.008348544252,    	0.026123346507,     	0.99962386555,      	1.880119807009,     	1.543367946151,     	1.0,                	0.003326835381,     	0.00853111963,      	0.00853111963,      	Normal,             	
7,     	-0.015971954901,    	0.022294036882,     	0.99962386555,      	2.192459437981,     	1.543367946151,     	1.0,                	0.003311473129,     	0.008485116352,     	0.008485116352,     	Normal,             	
8,     	-0.022022109594,    	0.016344849736,     	0.99962386555,      	2.503101092098,     	1.543367946151,     	1.0,                	0.003305057962,     	0.008457099572,     	0.008457099572,     	Normal,             	
9,     	-0.025955058579,    	0.008857898057,     	0.99962386555,      	2.812708760042,     	1.543367946151,     	1.0,                	0.003265368578,     	0.008578424237,     	0.008578424237,     	Normal,             	
10,    	-0.027421938918,    	0.000405819941,     	0.99962386555,      	3.126794636579,     	1.543367946151,     	1.0,                	0.003242293118,     	0.008691084921,     	0.008691084921,     	Normal,             	
