Point's Coordinates for twisted_polar_coordinates_58

num,   	x,,                 	y,,                 	z,,                 	theta,,             	phi,,               	norm,               	

1,     	0.054126202076,     	0.001172890283,     	-0.998533413851,    	0.021666156232,     	-1.516630936216,    	1.0,                	
2,     	0.015610431336,     	0.051839520217,     	-0.998533413851,    	1.278303217668,     	-1.516630936216,    	1.0,                	
3,     	-0.044478424932,    	0.030865695171,     	-0.998533413851,    	2.534940279103,     	-1.516630936216,    	1.0,                	
4,     	-0.04309960971,     	-0.032763471515,    	-0.998533413851,    	3.791577340539,     	-1.516630936216,    	1.0,                	
5,     	0.017841401229,     	-0.051114634157,    	-0.998533413851,    	5.048214401975,     	-1.516630936216,    	1.0,                	
6,     	0.108098046589,     	0.002129429166,     	-0.994137957154,    	0.019696505665,     	-1.462465545637,    	1.0,                	
7,     	0.08978660726,      	0.060233606083,     	-0.994137957154,    	0.590895169954,     	-1.462465545637,    	1.0,                	
8,     	0.042968554528,     	0.099214038658,     	-0.994137957154,    	1.162093834243,     	-1.462465545637,    	1.0,                	
9,     	-0.017491710666,    	0.106694714972,     	-0.994137957154,    	1.733292498532,     	-1.462465545637,    	1.0,                	
10,    	-0.072398481314,    	0.080300573151,     	-0.994137957154,    	2.304491162821,     	-1.462465545637,    	1.0,                	
11,    	-0.104319245687,    	0.028411566732,     	-0.994137957154,    	2.87568982711,      	-1.462465545637,    	1.0,                	
12,    	-0.10311938664,     	-0.032497911378,    	-0.994137957154,    	3.446888491399,     	-1.462465545637,    	1.0,                	
13,    	-0.069179850941,    	-0.083089532245,    	-0.994137957154,    	4.018087155689,     	-1.462465545637,    	1.0,                	
14,    	-0.01327620137,     	-0.107300813707,    	-0.994137957154,    	4.589285819978,     	-1.462465545637,    	1.0,                	
15,    	0.046842548331,     	-0.097444844968,    	-0.994137957154,    	5.160484484267,     	-1.462465545637,    	1.0,                	
16,    	0.092089119911,     	-0.056650826464,    	-0.994137957154,    	5.731683148556,     	-1.462465545637,    	1.0,                	
17,    	0.161748623836,     	0.003285893428,     	-0.986826522542,    	0.020312021467,     	-1.408300155057,    	1.0,                	
18,    	0.148178785999,     	0.064934288234,     	-0.986826522542,    	0.413011103166,     	-1.408300155057,    	1.0,                	
19,    	0.112050071237,     	0.116697026288,     	-0.986826522542,    	0.805710184865,     	-1.408300155057,    	1.0,                	
20,    	0.058862748866,     	0.15069369995,      	-0.986826522542,    	1.198409266563,     	-1.408300155057,    	1.0,                	
21,    	-0.003285893428,    	0.161748623836,     	-0.986826522542,    	1.591108348262,     	-1.408300155057,    	1.0,                	
22,    	-0.064934288234,    	0.148178785999,     	-0.986826522542,    	1.983807429961,     	-1.408300155057,    	1.0,                	
23,    	-0.116697026288,    	0.112050071237,     	-0.986826522542,    	2.37650651166,      	-1.408300155057,    	1.0,                	
24,    	-0.15069369995,     	0.058862748866,     	-0.986826522542,    	2.769205593358,     	-1.408300155057,    	1.0,                	
25,    	-0.161748623836,    	-0.003285893428,    	-0.986826522542,    	3.161904675057,     	-1.408300155057,    	1.0,                	
26,    	-0.148178785999,    	-0.064934288234,    	-0.986826522542,    	3.554603756756,     	-1.408300155057,    	1.0,                	
27,    	-0.112050071237,    	-0.116697026288,    	-0.986826522542,    	3.947302838454,     	-1.408300155057,    	1.0,                	
28,    	-0.058862748866,    	-0.15069369995,     	-0.986826522542,    	4.340001920153,     	-1.408300155057,    	1.0,                	
29,    	0.003285893428,     	-0.161748623836,    	-0.986826522542,    	4.732701001852,     	-1.408300155057,    	1.0,                	
30,    	0.064934288234,     	-0.148178785999,    	-0.986826522542,    	5.125400083551,     	-1.408300155057,    	1.0,                	
31,    	0.116697026288,     	-0.112050071237,    	-0.986826522542,    	5.518099165249,     	-1.408300155057,    	1.0,                	
32,    	0.15069369995,      	-0.058862748866,    	-0.986826522542,    	5.910798246948,     	-1.408300155057,    	1.0,                	
33,    	0.214928742417,     	0.004233892723,     	-0.97662055571,     	0.019696505665,     	-1.354134764478,    	1.0,                	
34,    	0.205029792755,     	0.064614814459,     	-0.97662055571,     	0.30529583781,      	-1.354134764478,    	1.0,                	
35,    	0.178520548642,     	0.119761028206,     	-0.97662055571,     	0.590895169954,     	-1.354134764478,    	1.0,                	
36,    	0.137548631382,     	0.165204915694,     	-0.97662055571,     	0.876494502099,     	-1.354134764478,    	1.0,                	
37,    	0.08543334204,      	0.197264883424,     	-0.97662055571,     	1.162093834243,     	-1.354134764478,    	1.0,                	
38,    	0.026396751418,     	0.213343623479,     	-0.97662055571,     	1.447693166388,     	-1.354134764478,    	1.0,                	
39,    	-0.034778347017,    	0.212138531963,     	-0.97662055571,     	1.733292498532,     	-1.354134764478,    	1.0,                	
40,    	-0.093135910611,    	0.193747238223,     	-0.97662055571,     	2.018891830677,     	-1.354134764478,    	1.0,                	
41,    	-0.143948156628,    	0.159659695502,     	-0.97662055571,     	2.304491162821,     	-1.354134764478,    	1.0,                	
42,    	-0.183098579088,    	0.112637473784,     	-0.97662055571,     	2.590090494966,     	-1.354134764478,    	1.0,                	
43,    	-0.207415443599,    	0.056490033821,     	-0.97662055571,     	2.87568982711,      	-1.354134764478,    	1.0,                	
44,    	-0.214928742417,    	-0.004233892723,    	-0.97662055571,     	3.161289159255,     	-1.354134764478,    	1.0,                	
45,    	-0.205029792755,    	-0.064614814459,    	-0.97662055571,     	3.446888491399,     	-1.354134764478,    	1.0,                	
46,    	-0.178520548642,    	-0.119761028206,    	-0.97662055571,     	3.732487823544,     	-1.354134764478,    	1.0,                	
47,    	-0.137548631382,    	-0.165204915694,    	-0.97662055571,     	4.018087155689,     	-1.354134764478,    	1.0,                	
48,    	-0.08543334204,     	-0.197264883424,    	-0.97662055571,     	4.303686487833,     	-1.354134764478,    	1.0,                	
49,    	-0.026396751418,    	-0.213343623479,    	-0.97662055571,     	4.589285819978,     	-1.354134764478,    	1.0,                	
50,    	0.034778347017,     	-0.212138531963,    	-0.97662055571,     	4.874885152122,     	-1.354134764478,    	1.0,                	
51,    	0.093135910611,     	-0.193747238223,    	-0.97662055571,     	5.160484484267,     	-1.354134764478,    	1.0,                	
52,    	0.143948156628,     	-0.159659695502,    	-0.97662055571,     	5.446083816411,     	-1.354134764478,    	1.0,                	
53,    	0.183098579088,     	-0.112637473784,    	-0.97662055571,     	5.731683148556,     	-1.354134764478,    	1.0,                	
54,    	0.207415443599,     	-0.056490033821,    	-0.97662055571,     	6.0172824807,       	-1.354134764478,    	1.0,                	
55,    	0.267474506412,     	0.00536659444,      	-0.963549992519,    	0.02006125577,      	-1.299969373899,    	1.0,                	
56,    	0.259027074625,     	0.06690580339,      	-0.963549992519,    	0.252771822703,     	-1.299969373899,    	1.0,                	
57,    	0.236615426199,     	0.124838103161,     	-0.963549992519,    	0.485482389635,     	-1.299969373899,    	1.0,                	
58,    	0.201447778901,     	0.176040348478,     	-0.963549992519,    	0.718192956568,     	-1.299969373899,    	1.0,                	
59,    	0.155420029699,     	0.217752213042,     	-0.963549992519,    	0.9509035235,       	-1.299969373899,    	1.0,                	
60,    	0.101013546467,     	0.247724999438,     	-0.963549992519,    	1.183614090433,     	-1.299969373899,    	1.0,                	
61,    	0.041161396799,     	0.264342866992,     	-0.963549992519,    	1.416324657366,     	-1.299969373899,    	1.0,                	
62,    	-0.020909774425,    	0.266709942165,     	-0.963549992519,    	1.649035224298,     	-1.299969373899,    	1.0,                	
63,    	-0.081853694297,    	0.25469861532,      	-0.963549992519,    	1.881745791231,     	-1.299969373899,    	1.0,                	
64,    	-0.138384860323,    	0.228956420197,     	-0.963549992519,    	2.114456358163,     	-1.299969373899,    	1.0,                	
