This run aims to check if discrepancy is less than 0.0109
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.022065566941,     	0.0,                	0.999756525738,     	0.0,                	1.54872896888,      	1.0,                	0.002609236408,     	0.006734254217,     	0.006734254217,     	Normal,             	
1,     	0.021037943677,     	0.006655386562,     	0.999756525738,     	0.30638991639,      	1.54872896888,      	1.0,                	0.002592759317,     	0.006821026323,     	0.006821026323,     	Normal,             	
2,     	0.018000141056,     	0.012762608134,     	0.999756525738,     	0.616759513929,     	1.54872896888,      	1.0,                	0.002578611171,     	0.006928162492,     	0.006928162492,     	Normal,             	
3,     	0.013155355162,     	0.017715131244,     	0.999756525738,     	0.932044473291,     	1.54872896888,      	1.0,                	0.002590741783,     	0.006798430973,     	0.006798430973,     	Normal,             	
4,     	0.007138056868,     	0.020879113692,     	0.999756525738,     	1.241377648082,     	1.54872896888,      	1.0,                	0.002608356393,     	0.006791062227,     	0.006791062227,     	Normal,             	
5,     	0.000450624374,     	0.022060965122,     	0.999756525738,     	1.55037284507,      	1.54872896888,      	1.0,                	0.002574754511,     	0.006880618241,     	0.006880618241,     	Normal,             	
6,     	-0.006366340251,    	0.021127208908,     	0.999756525738,     	1.863476259235,     	1.54872896888,      	1.0,                	0.002584317471,     	0.006882498853,     	0.006882498853,     	Normal,             	
7,     	-0.012565835821,    	0.018138054321,     	0.999756525738,     	2.176665957245,     	1.54872896888,      	1.0,                	0.002613649155,     	0.006749557765,     	0.006749557765,     	Normal,             	
8,     	-0.017460875469,    	0.013490999677,     	0.999756525738,     	2.483757660187,     	1.54872896888,      	1.0,                	0.00260306837,      	0.006781107001,     	0.006781107001,     	Normal,             	
9,     	-0.020733110006,    	0.007551648424,     	0.999756525738,     	2.792296261037,     	1.54872896888,      	1.0,                	0.002572359786,     	0.007045606324,     	0.007045606324,     	Normal,             	
10,    	-0.022056529956,    	0.00063145131,      	0.999756525738,     	3.112971701801,     	1.54872896888,      	1.0,                	0.00260479255,      	0.006773608325,     	0.006773608325,     	Normal,             	
11,    	-0.021208830533,    	-0.006088903995,    	0.999756525738,     	3.421166386759,     	1.54872896888,      	1.0,                	0.002602002672,     	0.006791270185,     	0.006791270185,     	Normal,             	
12,    	0.040861478187,     	0.0,                	0.999164821038,     	0.0,                	1.529923469257,     	1.0,                	0.001262051622,     	0.014722851043,     	0.014722851043,     	Normal,             	
13,    	0.038209073619,     	0.014481957494,     	0.999164821038,     	0.362289344184,     	1.529923469257,     	1.0,                	0.001243059929,     	0.014955237475,     	0.014955237475,     	Normal,             	
14,    	0.030439061217,     	0.027260299922,     	0.999164821038,     	0.730362004986,     	1.529923469257,     	1.0,                	0.001230570693,     	0.014812743067,     	0.014812743067,     	Normal,             	
15,    	0.018720520492,     	0.036320827526,     	0.999164821038,     	1.094888093302,     	1.529923469257,     	1.0,                	0.001241986463,     	0.015045170451,     	0.015045170451,     	Normal,             	
16,    	0.004306819202,     	0.040633873899,     	0.999164821038,     	1.465199716334,     	1.529923469257,     	1.0,                	0.001273026112,     	0.01486539105,      	0.01486539105,      	Normal,             	
17,    	-0.010514156707,    	0.039485603812,     	0.999164821038,     	1.831036035451,     	1.529923469257,     	1.0,                	0.001249606132,     	0.015093303455,     	0.015093303455,     	Normal,             	
18,    	-0.024131063565,    	0.03297502344,      	0.999164821038,     	2.202546165577,     	1.529923469257,     	1.0,                	0.00125636023,      	0.014966153949,     	0.014966153949,     	Normal,             	
19,    	-0.034385828949,    	0.022074310117,     	0.999164821038,     	2.570890576871,     	1.529923469257,     	1.0,                	0.001229221833,     	0.015146400615,     	0.015146400615,     	Normal,             	
20,    	-0.040064172014,    	0.008032591146,     	0.999164821038,     	2.943722977711,     	1.529923469257,     	1.0,                	0.001238201365,     	0.014987317646,     	0.014987317646,     	Normal,             	
21,    	-0.040265506182,    	-0.006953374114,    	0.999164821038,     	3.312594249516,     	1.529923469257,     	1.0,                	0.001237641219,     	0.014916162467,     	0.014916162467,     	Normal,             	
22,    	0.064284051784,     	0.0,                	0.997931641289,     	0.0,                	1.506467917484,     	1.0,                	0.001581762453,     	0.012845916757,     	0.012845916757,     	Normal,             	
23,    	0.063000548545,     	0.012781635137,     	0.997931641289,     	0.200164528969,     	1.506467917484,     	1.0,                	0.001558624382,     	0.01281022794,      	0.012845916757,     	cover cap,          	
24,    	0.059201291994,     	0.025052870894,     	0.997931641289,     	0.400329057938,     	1.506467917484,     	1.0,                	0.001530221265,     	0.012921918208,     	0.012921918208,     	Normal,             	
25,    	0.052994795668,     	0.036386686382,     	0.997931641289,     	0.601681843705,     	1.506467917484,     	1.0,                	0.001534738588,     	0.012937178403,     	0.012937178403,     	Normal,             	
26,    	0.044635947162,     	0.046260907196,     	0.997931641289,     	0.803273226004,     	1.506467917484,     	1.0,                	0.001519965224,     	0.013383671704,     	0.013383671704,     	Normal,             	
27,    	0.034089561716,     	0.054500835734,     	0.997931641289,     	1.011846919149,     	1.506467917484,     	1.0,                	0.001491017911,     	0.013682818363,     	0.013682818363,     	Normal,             	
28,    	0.0217827651,       	0.060480992538,     	0.997931641289,     	1.225100122766,     	1.506467917484,     	1.0,                	0.001439808955,     	0.013764902674,     	0.013764902674,     	Normal,             	
29,    	0.008407263744,     	0.063731916887,     	0.997931641289,     	1.439637563917,     	1.506467917484,     	1.0,                	0.001455339468,     	0.013514479473,     	0.013514479473,     	Normal,             	
30,    	-0.005102701031,    	0.064081212191,     	0.997931641289,     	1.650257322675,     	1.506467917484,     	1.0,                	0.001439335453,     	0.013597792724,     	0.013597792724,     	Normal,             	
31,    	-0.018467406409,    	0.061574298325,     	0.997931641289,     	1.862180363709,     	1.506467917484,     	1.0,                	0.001457860675,     	0.013594919672,     	0.013594919672,     	Normal,             	
32,    	-0.03100328364,     	0.056313725834,     	0.997931641289,     	2.074058459639,     	1.506467917484,     	1.0,                	0.00147574196,      	0.013752877936,     	0.013752877936,     	Normal,             	
33,    	-0.04227236046,     	0.048430226665,     	0.997931641289,     	2.288407764058,     	1.506467917484,     	1.0,                	0.001471369218,     	0.013524971334,     	0.013524971334,     	Normal,             	
34,    	-0.051469641588,    	0.038513832691,     	0.997931641289,     	2.499191643689,     	1.506467917484,     	1.0,                	0.001483147446,     	0.013851139008,     	0.013851139008,     	Normal,             	
35,    	-0.058525057093,    	0.026594304014,     	0.997931641289,     	2.715078377881,     	1.506467917484,     	1.0,                	0.001520860669,     	0.013395145285,     	0.013395145285,     	Normal,             	
36,    	-0.062765893394,    	0.013888194276,     	0.997931641289,     	2.923831529397,     	1.506467917484,     	1.0,                	0.001499490645,     	0.013771013333,     	0.013771013333,     	Normal,             	
37,    	-0.064283737279,    	0.00020108508,      	0.997931641289,     	3.138464577467,     	1.506467917484,     	1.0,                	0.001560141038,     	0.012959326388,     	0.012959326388,     	Normal,             	
38,    	-0.063017808918,    	-0.01269626216,     	0.997931641289,     	3.340402253559,     	1.506467917484,     	1.0,                	0.00151708991,      	0.013421610039,     	0.013421610039,     	Normal,             	
39,    	0.086546331121,     	0.0,                	0.996247826883,     	0.0,                	1.484141587344,     	1.0,                	0.001577575507,     	0.013521175618,     	0.013521175618,     	Normal,             	
40,    	0.085490121182,     	0.013479859445,     	0.996247826883,     	0.156389812901,     	1.484141587344,     	1.0,                	0.001556490925,     	0.013489414713,     	0.013489414713,     	Normal,             	
41,    	0.082357068584,     	0.026600388806,     	0.996247826883,     	0.312411522108,     	1.484141587344,     	1.0,                	0.00152372699,      	0.014105976452,     	0.014105976452,     	Normal,             	
42,    	0.076942050748,     	0.039625601031,     	0.996247826883,     	0.475580042813,     	1.484141587344,     	1.0,                	0.001541255773,     	0.013516135152,     	0.013516135152,     	Normal,             	
43,    	0.069834227632,     	0.051121894346,     	0.996247826883,     	0.631911437182,     	1.484141587344,     	1.0,                	0.001520339069,     	0.013691035278,     	0.013691035278,     	Normal,             	
44,    	0.060898629191,     	0.061494913554,     	0.996247826883,     	0.790269986144,     	1.484141587344,     	1.0,                	0.001481958902,     	0.01362679263,      	0.01362679263,      	Normal,             	
45,    	0.050491392434,     	0.070291441304,     	0.996247826883,     	0.947883921158,     	1.484141587344,     	1.0,                	0.001485447411,     	0.013693387718,     	0.013693387718,     	Normal,             	
46,    	0.038772722338,     	0.077375341246,     	0.996247826883,     	1.10626973684,      	1.484141587344,     	1.0,                	0.001485880569,     	0.013805592421,     	0.013805592421,     	Normal,             	
47,    	0.025976080009,     	0.082556106363,     	0.996247826883,     	1.265956132024,     	1.484141587344,     	1.0,                	0.001523907052,     	0.014018809515,     	0.014018809515,     	Normal,             	
48,    	0.012306762985,     	0.08566686066,      	0.996247826883,     	1.428114141585,     	1.484141587344,     	1.0,                	0.001488413607,     	0.01385405528,      	0.01385405528,      	Normal,             	
49,    	-0.001520192096,    	0.086532978953,     	0.996247826883,     	1.588362297047,     	1.484141587344,     	1.0,                	0.001464076217,     	0.014014000304,     	0.014014000304,     	Normal,             	
50,    	-0.015466102205,    	0.085153197902,     	0.996247826883,     	1.750464555479,     	1.484141587344,     	1.0,                	0.001491653133,     	0.013895018896,     	0.013895018896,     	Normal,             	
51,    	-0.028894003016,    	0.081580659596,     	0.996247826883,     	1.911187553153,     	1.484141587344,     	1.0,                	0.001520993722,     	0.013868615971,     	0.013868615971,     	Normal,             	
