number	direction_ind	# of covercap	
0	77	2	
1	136	2	
2	140	2	
3	144	2	
4	146	2	
5	171	2	
6	205	2	
7	209	2	
8	227	2	
9	250	2	
10	252	2	
11	378	2	
12	396	2	
13	409	2	
14	418	2	
15	601	2	
16	661	2	
17	664	2	
18	666	2	
19	671	2	
20	674	2	
21	678	2	
22	683	2	
23	691	2	
24	696	2	
25	699	2	
26	700	2	
27	704	2	
28	705	2	
29	712	2	
30	724	2	
31	828	2	
32	837	2	
33	842	2	
34	846	2	
35	849	2	
36	881	2	
37	885	2	
38	905	2	
39	906	2	
40	928	2	
41	929	2	
42	942	2	
43	946	2	
44	947	2	
45	948	2	
46	949	2	
47	962	2	
48	987	2	
49	988	2	
50	1018	2	
51	1026	2	
52	1027	2	
53	1082	2	
54	1171	2	
55	1213	2	
56	1215	2	
57	1276	2	
58	1280	2	
59	1281	2	
60	1286	2	
61	1290	2	
62	1297	2	
63	1299	2	
64	1300	2	
65	1310	2	
66	1318	2	
67	1319	2	
68	1323	2	
69	1324	2	
70	1328	2	
71	1335	2	
72	1343	2	
73	1345	2	
74	1347	2	
75	1350	2	
76	1354	2	
77	1357	2	
78	1359	2	
79	1371	2	
80	1377	2	
81	1379	2	
82	1386	2	
83	1387	2	
84	1389	2	
85	1394	2	
86	1395	2	
87	1402	2	
88	1405	2	
89	1407	2	
90	1414	2	
91	1440	2	
92	1442	2	
93	1445	2	
94	1452	2	
95	1454	2	
96	1460	2	
97	1463	2	
98	1468	2	
99	1471	2	
100	1479	2	
101	1485	2	
102	1486	2	
103	1488	2	
104	1497	2	
105	1526	2	
106	1624	2	
107	1631	2	
108	1654	2	
109	1663	2	
110	1669	2	
111	1690	2	
112	1701	2	
113	1709	2	
114	1774	2	
115	1790	2	
116	1793	2	
117	1795	2	
118	1843	2	
119	1855	2	
120	1875	2	
121	1893	2	
122	1925	2	
123	1926	2	
124	1929	2	
125	1934	2	
126	1982	2	
127	1986	2	
128	1993	2	
129	1996	2	
130	2034	2	
131	2039	2	
132	2041	2	
133	2051	2	
134	2053	2	
135	2063	2	
136	2071	2	
137	2085	2	
138	2090	2	
139	2093	2	
140	2096	2	
141	2098	2	
142	2153	2	
143	2164	2	
144	2166	2	
145	2172	2	
146	2174	2	
147	2189	2	
148	2223	2	
149	2239	2	
