number	direction_ind	# of covercap	
0	9	2	
1	10	2	
2	40	2	
3	41	2	
4	42	2	
5	43	2	
6	44	2	
7	58	2	
8	59	2	
9	60	2	
10	75	2	
11	86	2	
12	90	2	
13	111	2	
14	117	2	
15	159	2	
16	177	2	
17	180	2	
18	239	2	
19	244	2	
20	248	2	
21	250	2	
22	254	2	
23	309	2	
24	363	2	
25	426	2	
26	486	2	
27	564	2	
28	574	2	
29	585	2	
30	587	2	
31	613	2	
32	637	2	
33	638	2	
34	639	2	
35	640	2	
36	641	2	
37	642	2	
38	643	2	
39	644	2	
40	645	2	
41	646	2	
42	647	2	
43	648	2	
44	650	2	
45	670	2	
46	671	2	
47	672	2	
48	697	2	
49	720	2	
50	765	2	
51	770	2	
52	904	2	
53	906	2	
54	916	2	
55	934	2	
56	951	2	
57	982	2	
58	986	2	
59	1018	2	
60	1091	2	
61	1104	2	
62	1105	2	
63	1164	2	
64	1165	2	
65	1235	2	
66	1379	2	
67	1389	2	
68	1434	2	
69	1439	2	
70	1479	2	
71	1482	2	
72	1507	2	
73	1531	2	
74	1534	2	
75	1537	2	
76	1546	2	
77	1548	2	
78	1552	2	
79	1578	2	
80	1583	2	
81	1586	2	
82	1597	2	
83	1606	2	
84	1617	2	
85	1622	2	
86	1649	2	
87	1741	2	
88	1752	2	
89	1756	2	
90	1765	2	
91	1770	2	
92	1771	2	
93	1773	2	
94	1858	2	
95	1860	2	
96	1861	2	
97	1867	2	
98	1894	2	
99	1925	2	
100	2026	2	
101	2195	2	
102	2311	2	
103	2314	2	
104	2315	2	
105	2316	2	
106	2317	2	
107	2318	2	
108	2336	2	
109	2338	2	
110	2417	2	
111	2444	2	
112	2446	2	
113	2450	2	
114	2458	2	
115	2461	2	
116	2464	2	
117	2465	2	
118	2466	2	
119	2469	2	
120	2473	2	
121	2474	2	
122	2623	2	
123	2624	2	
124	2629	2	
125	3102	2	
126	3114	2	
127	3125	2	
128	3180	2	
129	3189	2	
130	3192	2	
131	3197	2	
132	3201	2	
