Point's Coordinates for twisted_polar_coordinates_21

num,   	x,,                 	y,,                 	z,,                 	theta,,             	phi,,               	norm,               	

1,     	0.148775499861,     	0.008913346631,     	-0.988830826225,    	0.059839860068,     	-1.421196676624,    	1.0,                	
2,     	0.037497061408,     	0.144248284193,     	-0.988830826225,    	1.316476921504,     	-1.421196676624,    	1.0,                	
3,     	-0.125601041432,    	0.080236995819,     	-0.988830826225,    	2.57311398294,      	-1.421196676624,    	1.0,                	
4,     	-0.115122774036,    	-0.094659093622,    	-0.988830826225,    	3.829751044376,     	-1.421196676624,    	1.0,                	
5,     	0.054451254199,     	-0.138739533022,    	-0.988830826225,    	5.086388105812,     	-1.421196676624,    	1.0,                	
6,     	0.294319140661,     	0.016026736485,     	-0.955572805786,    	0.054399872789,     	-1.271597026453,    	1.0,                	
7,     	0.238932308947,     	0.172603489488,     	-0.955572805786,    	0.625598537078,     	-1.271597026453,    	1.0,                	
8,     	0.107686157357,     	0.274379854136,     	-0.955572805786,    	1.196797201368,     	-1.271597026453,    	1.0,                	
9,     	-0.05774958832,     	0.289042553772,     	-0.955572805786,    	1.767995865657,     	-1.271597026453,    	1.0,                	
10,    	-0.204850247745,    	0.211936284862,     	-0.955572805786,    	2.339194529946,     	-1.271597026453,    	1.0,                	
11,    	-0.286912400913,    	0.067541742978,     	-0.955572805786,    	2.910393194235,     	-1.271597026453,    	1.0,                	
12,    	-0.277881894017,    	-0.098296825073,    	-0.955572805786,    	3.481591858524,     	-1.271597026453,    	1.0,                	
13,    	-0.180625849191,    	-0.232926845697,    	-0.955572805786,    	4.052790522813,     	-1.271597026453,    	1.0,                	
14,    	-0.026022373488,    	-0.293604238594,    	-0.955572805786,    	4.623989187102,     	-1.271597026453,    	1.0,                	
15,    	0.136843021933,     	-0.261064360245,    	-0.955572805786,    	5.195187851391,     	-1.271597026453,    	1.0,                	
16,    	0.256261724776,     	-0.145638392112,    	-0.955572805786,    	5.76638651568,      	-1.271597026453,    	1.0,                	
17,    	0.433201159735,     	0.024328055301,     	-0.900968867902,    	0.056099868814,     	-1.121997376282,    	1.0,                	
18,    	0.390915741234,     	0.188255099071,     	-0.900968867902,    	0.448798950513,     	-1.121997376282,    	1.0,                	
19,    	0.28911694479,      	0.323522010543,     	-0.900968867902,    	0.841498032212,     	-1.121997376282,    	1.0,                	
20,    	0.143302714353,     	0.409535628645,     	-0.900968867902,    	1.23419711391,      	-1.121997376282,    	1.0,                	
21,    	-0.024328055301,    	0.433201159735,     	-0.900968867902,    	1.626896195609,     	-1.121997376282,    	1.0,                	
22,    	-0.188255099071,    	0.390915741234,     	-0.900968867902,    	2.019595277308,     	-1.121997376282,    	1.0,                	
23,    	-0.323522010543,    	0.28911694479,      	-0.900968867902,    	2.412294359006,     	-1.121997376282,    	1.0,                	
24,    	-0.409535628645,    	0.143302714353,     	-0.900968867902,    	2.804993440705,     	-1.121997376282,    	1.0,                	
25,    	-0.433201159735,    	-0.024328055301,    	-0.900968867902,    	3.197692522404,     	-1.121997376282,    	1.0,                	
26,    	-0.390915741234,    	-0.188255099071,    	-0.900968867902,    	3.590391604103,     	-1.121997376282,    	1.0,                	
27,    	-0.28911694479,     	-0.323522010543,    	-0.900968867902,    	3.983090685801,     	-1.121997376282,    	1.0,                	
28,    	-0.143302714353,    	-0.409535628645,    	-0.900968867902,    	4.3757897675,       	-1.121997376282,    	1.0,                	
29,    	0.024328055301,     	-0.433201159735,    	-0.900968867902,    	4.768488849199,     	-1.121997376282,    	1.0,                	
30,    	0.188255099071,     	-0.390915741234,    	-0.900968867902,    	5.161187930898,     	-1.121997376282,    	1.0,                	
31,    	0.323522010543,     	-0.28911694479,     	-0.900968867902,    	5.553887012596,     	-1.121997376282,    	1.0,                	
32,    	0.409535628645,     	-0.143302714353,    	-0.900968867902,    	5.946586094295,     	-1.121997376282,    	1.0,                	
33,    	0.56231178826,      	0.033688879473,     	-0.826238774316,    	0.059839860068,     	-0.972397726111,    	1.0,                	
34,    	0.524379854136,     	0.205803927059,     	-0.826238774316,    	0.373999125427,     	-0.972397726111,    	1.0,                	
35,    	0.43511796632,      	0.357773452345,     	-0.826238774316,    	0.688158390786,     	-0.972397726111,    	1.0,                	
36,    	0.303263700315,     	0.47472161936,      	-0.826238774316,    	1.002317656145,     	-0.972397726111,    	1.0,                	
37,    	0.141723870361,     	0.545200726693,     	-0.826238774316,    	1.316476921504,     	-0.972397726111,    	1.0,                	
38,    	-0.033688879473,    	0.56231178826,      	-0.826238774316,    	1.630636186863,     	-0.972397726111,    	1.0,                	
39,    	-0.205803927059,    	0.524379854136,     	-0.826238774316,    	1.944795452222,     	-0.972397726111,    	1.0,                	
40,    	-0.357773452345,    	0.43511796632,      	-0.826238774316,    	2.258954717581,     	-0.972397726111,    	1.0,                	
