This run aims to check if discrepancy is less than 0.0461
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.090830834836,     	0.0,                	0.995866336133,     	0.0,                	1.47984012994,      	1.0,                	0.012586631876,     	0.024735052977,     	0.024735052977,     	Normal,             	
1,     	0.087462910017,     	0.024504691963,     	0.995866336133,     	0.273168547052,     	1.47984012994,      	1.0,                	0.01239006476,      	0.028201561571,     	0.028201561571,     	Normal,             	
2,     	0.075731086141,     	0.050150205871,     	0.995866336133,     	0.584913837122,     	1.47984012994,      	1.0,                	0.012940873192,     	0.028576506765,     	0.028576506765,     	Normal,             	
3,     	0.056401678269,     	0.071197550838,     	0.995866336133,     	0.900838426624,     	1.47984012994,      	1.0,                	0.013698291044,     	0.027285956987,     	0.027285956987,     	Normal,             	
4,     	0.03271136309,      	0.084736103768,     	0.995866336133,     	1.202383722827,     	1.47984012994,      	1.0,                	0.013037598088,     	0.025664212224,     	0.025664212224,     	Normal,             	
5,     	0.007703600464,     	0.090503564001,     	0.995866336133,     	1.485881704298,     	1.47984012994,      	1.0,                	0.012791796873,     	0.026302282054,     	0.026302282054,     	Normal,             	
6,     	-0.01855074527,     	0.088916311253,     	0.995866336133,     	1.776477482943,     	1.47984012994,      	1.0,                	0.013372413872,     	0.025463303467,     	0.025463303467,     	Normal,             	
7,     	-0.042502306716,    	0.080273248849,     	0.995866336133,     	2.05774133247,      	1.47984012994,      	1.0,                	0.012601625191,     	0.024688541291,     	0.024688541291,     	Normal,             	
8,     	-0.06254875126,     	0.065862692571,     	0.995866336133,     	2.330393005548,     	1.47984012994,      	1.0,                	0.013020847338,     	0.026916739648,     	0.026916739648,     	Normal,             	
9,     	-0.079104593833,    	0.044639710924,     	0.995866336133,     	2.627827406826,     	1.47984012994,      	1.0,                	0.013149208822,     	0.027184409287,     	0.027184409287,     	Normal,             	
10,    	-0.088771421449,    	0.019232142128,     	0.995866336133,     	2.928241935706,     	1.47984012994,      	1.0,                	0.013244779034,     	0.025019397967,     	0.025019397967,     	Normal,             	
11,    	-0.090650765915,    	-0.005716572047,    	0.995866336133,     	3.204570745665,     	1.47984012994,      	1.0,                	0.013318416597,     	0.02746118074,      	0.02746118074,      	Normal,             	
12,    	0.134114767466,     	0.0,                	0.990965806245,     	0.0,                	1.436276221257,     	1.0,                	0.016577118855,     	0.027007550865,     	0.027007550865,     	Normal,             	
13,    	0.131395425601,     	0.026870299283,     	0.990965806245,     	0.201718238104,     	1.436276221257,     	1.0,                	0.016440344297,     	0.026690542992,     	0.026690542992,     	Normal,             	
14,    	0.12347240737,      	0.052357764188,     	0.990965806245,     	0.401060838844,     	1.436276221257,     	1.0,                	0.015897825715,     	0.028621378231,     	0.028621378231,     	Normal,             	
15,    	0.10955085894,      	0.077365238693,     	0.990965806245,     	0.614877500357,     	1.436276221257,     	1.0,                	0.016130851106,     	0.028105231881,     	0.028105231881,     	Normal,             	
16,    	0.091021854481,     	0.098497679462,     	0.990965806245,     	0.824823920598,     	1.436276221257,     	1.0,                	0.015436990987,     	0.028694652566,     	0.028694652566,     	Normal,             	
17,    	0.067985265748,     	0.11560611789,      	0.990965806245,     	1.039190082875,     	1.436276221257,     	1.0,                	0.016034383522,     	0.028314790175,     	0.028314790175,     	Normal,             	
18,    	0.042199297789,     	0.127302749847,     	0.990965806245,     	1.250707746664,     	1.436276221257,     	1.0,                	0.016229539402,     	0.030670330767,     	0.030670330767,     	Normal,             	
19,    	0.012174263612,     	0.133561065277,     	0.990965806245,     	1.479896229371,     	1.436276221257,     	1.0,                	0.016461400287,     	0.029671124155,     	0.029671124155,     	Normal,             	
20,    	-0.017490959013,    	0.132969309261,     	0.990965806245,     	1.701586739772,     	1.436276221257,     	1.0,                	0.016344583253,     	0.029236002606,     	0.029236002606,     	Normal,             	
21,    	-0.045888973558,    	0.126019732416,     	0.990965806245,     	1.920013114229,     	1.436276221257,     	1.0,                	0.016465697131,     	0.029127264276,     	0.029127264276,     	Normal,             	
22,    	-0.072014055815,    	0.113140384556,     	0.990965806245,     	2.13762386176,      	1.436276221257,     	1.0,                	0.016599173583,     	0.027461738257,     	0.027461738257,     	Normal,             	
23,    	-0.093549581436,    	0.096100190768,     	0.990965806245,     	2.342746250643,     	1.436276221257,     	1.0,                	0.01637852939,      	0.028652931521,     	0.028652931521,     	Normal,             	
24,    	-0.111828421412,    	0.074034958074,     	0.990965806245,     	2.556799535404,     	1.436276221257,     	1.0,                	0.016264769309,     	0.028463691522,     	0.028463691522,     	Normal,             	
25,    	-0.124933870119,    	0.048767806489,     	0.990965806245,     	2.76943372363,      	1.436276221257,     	1.0,                	0.016194425306,     	0.029406617296,     	0.029406617296,     	Normal,             	
26,    	-0.132559247063,    	0.020367053555,     	0.990965806245,     	2.989139922168,     	1.436276221257,     	1.0,                	0.016174798463,     	0.027032436142,     	0.027032436142,     	Normal,             	
27,    	-0.133950811981,    	-0.006629541617,    	0.990965806245,     	3.191044661037,     	1.436276221257,     	1.0,                	0.016212886968,     	0.029070537757,     	0.029070537757,     	Normal,             	
28,    	0.182600852036,     	0.0,                	0.983187128087,     	0.0,                	1.387165194381,     	1.0,                	0.012893091654,     	0.030658298612,     	0.030658298612,     	Normal,             	
29,    	0.180027120142,     	0.030550076562,     	0.983187128087,     	0.168095730657,     	1.387165194381,     	1.0,                	0.011612450595,     	0.03535583817,      	0.03535583817,      	Normal,             	
30,    	0.170765071253,     	0.064671180633,     	0.983187128087,     	0.362023091571,     	1.387165194381,     	1.0,                	0.013383568534,     	0.035525657285,     	0.035525657285,     	Normal,             	
31,    	0.155010906738,     	0.096512641435,     	0.983187128087,     	0.556884864626,     	1.387165194381,     	1.0,                	0.011366573998,     	0.039295970966,     	0.039295970966,     	Normal,             	
32,    	0.130772422584,     	0.12744271127,      	0.983187128087,     	0.772503772881,     	1.387165194381,     	1.0,                	0.013273921899,     	0.034211733458,     	0.034211733458,     	Normal,             	
33,    	0.104704757138,     	0.149599415096,     	0.983187128087,     	0.960136912033,     	1.387165194381,     	1.0,                	0.011764843942,     	0.032073848189,     	0.032073848189,     	Normal,             	
34,    	0.076913925216,     	0.165611953893,     	0.983187128087,     	1.136013551121,     	1.387165194381,     	1.0,                	0.011716494335,     	0.035172611748,     	0.035172611748,     	Normal,             	
35,    	0.04373515938,      	0.177285946985,     	0.983187128087,     	1.328932775185,     	1.387165194381,     	1.0,                	0.013450475739,     	0.034779139966,     	0.034779139966,     	Normal,             	
36,    	0.009328502252,     	0.182362414467,     	0.983187128087,     	1.519687229487,     	1.387165194381,     	1.0,                	0.012418594798,     	0.031611750874,     	0.031611750874,     	Normal,             	
37,    	-0.022263265035,    	0.181238567072,     	0.983187128087,     	1.693023551976,     	1.387165194381,     	1.0,                	0.01157015289,      	0.034514350566,     	0.034514350566,     	Normal,             	
38,    	-0.055969096583,    	0.173811770005,     	0.983187128087,     	1.882321336681,     	1.387165194381,     	1.0,                	0.012189709567,     	0.032992930975,     	0.032992930975,     	Normal,             	
39,    	-0.086331970344,    	0.160903269268,     	0.983187128087,     	2.063251357095,     	1.387165194381,     	1.0,                	0.011105843795,     	0.03924952741,      	0.03924952741,      	Normal,             	
40,    	-0.118722976217,    	0.138736895175,     	0.983187128087,     	2.278614437135,     	1.387165194381,     	1.0,                	0.013644747382,     	0.033162908294,     	0.033162908294,     	Normal,             	
41,    	-0.141857504585,    	0.114976169519,     	0.983187128087,     	2.460479167663,     	1.387165194381,     	1.0,                	0.012009271213,     	0.032692250528,     	0.032692250528,     	Normal,             	
42,    	-0.160086251715,    	0.087837709307,     	0.983187128087,     	2.63975583466,      	1.387165194381,     	1.0,                	0.012016570683,     	0.034384474251,     	0.034384474251,     	Normal,             	
43,    	-0.173714769618,    	0.056269440915,     	0.983187128087,     	2.828339175668,     	1.387165194381,     	1.0,                	0.011971446491,     	0.033272928366,     	0.033272928366,     	Normal,             	
44,    	-0.181041439298,    	0.023813198473,     	0.983187128087,     	3.010808930928,     	1.387165194381,     	1.0,                	0.011535826146,     	0.037866300227,     	0.037866300227,     	Normal,             	
45,    	-0.18206033797,     	-0.014039391113,    	0.983187128087,     	3.218554288635,     	1.387165194381,     	1.0,                	0.014303555851,     	0.032631250077,     	0.032631250077,     	Normal,             	
46,    	0.247859899637,     	0.0,                	0.968795886734,     	0.0,                	1.320325729263,     	1.0,                	0.010819649441,     	0.046759469937,     	0.046759469937,     	Normal,             	
47,    	0.243449246619,     	0.046550984616,     	0.968795886734,     	0.188933705259,     	1.320325729263,     	1.0,                	0.010184879574,     	0.049118020773,     	0.049118020773,     	Normal,             	
48,    	0.229489486944,     	0.093643500735,     	0.968795886734,     	0.38742789049,      	1.320325729263,     	1.0,                	0.010756457589,     	0.051338567829,     	0.051338567829,     	Normal,             	
49,    	0.205274902063,     	0.138912722351,     	0.968795886734,     	0.594927308935,     	1.320325729263,     	1.0,                	0.010812655201,     	0.052252710238,     	0.052252710238,     	Normal,             	
50,    	0.171591555684,     	0.178859911288,     	0.968795886734,     	0.806135168104,     	1.320325729263,     	1.0,                	0.010782607847,     	0.05196383505,      	0.05196383505,      	Normal,             	
51,    	0.130529165133,     	0.210705165807,     	0.968795886734,     	1.016171056745,     	1.320325729263,     	1.0,                	0.0108167379,       	0.052759278807,     	0.052759278807,     	Normal,             	
52,    	0.082976278964,     	0.233558273194,     	0.968795886734,     	1.229434247439,     	1.320325729263,     	1.0,                	0.009953491389,     	0.051209928736,     	0.051209928736,     	Normal,             	
53,    	0.033208354873,     	0.245625192142,     	0.968795886734,     	1.436411867915,     	1.320325729263,     	1.0,                	0.011286681494,     	0.04615829021,      	0.04615829021,      	Normal,             	
54,    	-0.012910887548,    	0.247523410672,     	0.968795886734,     	1.622909368278,     	1.320325729263,     	1.0,                	0.010183595636,     	0.047629070448,     	0.047629070448,     	Normal,             	
55,    	-0.060016870301,    	0.240483897855,     	0.968795886734,     	1.815367518298,     	1.320325729263,     	1.0,                	0.011190643592,     	0.052238687861,     	0.052238687861,     	Normal,             	
56,    	-0.10908584037,     	0.222564168901,     	0.968795886734,     	2.026518486815,     	1.320325729263,     	1.0,                	0.010870090494,     	0.049739092776,     	0.049739092776,     	Normal,             	
57,    	-0.151326889444,    	0.196302578636,     	0.968795886734,     	2.227530960312,     	1.320325729263,     	1.0,                	0.011104423216,     	0.048296906361,     	0.048296906361,     	Normal,             	
58,    	-0.18652274052,     	0.163229277756,     	0.968795886734,     	2.422696220355,     	1.320325729263,     	1.0,                	0.010968831143,     	0.049125755139,     	0.049125755139,     	Normal,             	
59,    	-0.215051882525,    	0.123236429965,     	0.968795886734,     	2.621221764518,     	1.320325729263,     	1.0,                	0.011032517465,     	0.050389483892,     	0.050389483892,     	Normal,             	
60,    	-0.235531796165,    	0.077196520928,     	0.968795886734,     	2.824871750676,     	1.320325729263,     	1.0,                	0.010126187883,     	0.049302034152,     	0.049302034152,     	Normal,             	
61,    	-0.246151422379,    	0.029051800443,     	0.968795886734,     	3.024112030041,     	1.320325729263,     	1.0,                	0.010998801632,     	0.050989010719,     	0.050989010719,     	Normal,             	
62,    	-0.246887670511,    	-0.021931894527,    	0.968795886734,     	3.23019357508,      	1.320325729263,     	1.0,                	0.011228100136,     	0.046725391108,     	0.046725391108,     	Normal,             	
63,    	0.304086294864,     	0.0,                	0.952644490498,     	0.0,                	1.261817169518,     	1.0,                	0.016239975281,     	0.021725880529,     	0.021725880529,     	Normal,             	
64,    	0.30331017655,      	0.021712013383,     	0.952644490498,     	0.07146163592,      	1.261817169518,     	1.0,                	0.015246801783,     	0.029107781207,     	0.029107781207,     	Normal,             	
65,    	0.299844665192,     	0.050612760049,     	0.952644490498,     	0.167220326599,     	1.261817169518,     	1.0,                	0.014152661135,     	0.0358161358,       	0.0358161358,       	Normal,             	
66,    	0.291813858192,     	0.085516939205,     	0.952644490498,     	0.285071317209,     	1.261817169518,     	1.0,                	0.013699770108,     	0.03552612306,      	0.03552612306,      	Normal,             	
