This run aims to check if discrepancy is less than 0.0461
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.47984012994,      	0.024273625255,     	0.303496699442,     	1.459136071181,     	0,     	11,    	12,    	
2,     	1.436276221257,     	0.025737402445,     	0.217185266406,     	1.413745557473,     	12,    	27,    	16,    	
3,     	1.387165194381,     	0.030627272775,     	0.17894125847,      	1.359798558764,     	28,    	45,    	18,    	
4,     	1.320325729263,     	0.044560400973,     	0.188795597628,     	1.280557601324,     	46,    	62,    	17,    	
5,     	1.261817169518,     	0.021725880529,     	0.115170946237,     	1.240280475736,     	63,    	93,    	31,    	
6,     	1.211348207839,     	0.03302807323,      	0.097998941282,     	1.181579954241,     	94,    	119,   	26,    	
7,     	1.164991467271,     	0.019048779751,     	0.096287041402,     	1.153275358615,     	120,   	163,   	44,    	
8,     	1.13030757239,      	0.031269554326,     	0.101087332785,     	1.101981643088,     	164,   	196,   	33,    	
9,     	1.083514634519,     	0.02125356399,      	0.069448974901,     	1.064866941244,     	197,   	250,   	54,    	
10,    	1.040498003093,     	0.028009266988,     	0.071695029628,     	1.015223763076,     	251,   	292,   	42,    	
11,    	1.000609108655,     	0.016900786339,     	0.056718381497,     	0.985313572327,     	293,   	357,   	65,    	
12,    	0.96227172516,      	0.02651994099,      	0.072614214532,     	0.938772536429,     	358,   	412,   	55,    	
13,    	0.925048662429,     	0.015895721965,     	0.064315670093,     	0.912316483569,     	413,   	477,   	65,    	
14,    	0.898318021887,     	0.016163121544,     	0.048953387021,     	0.893208849618,     	478,   	551,   	74,    	
15,    	0.873548882563,     	0.022675750121,     	0.057055881316,     	0.858374710247,     	552,   	619,   	68,    	
16,    	0.843311481824,     	0.021081219448,     	0.06084287187,      	0.825284017791,     	620,   	691,   	72,    	
17,    	0.809139257192,     	0.018630455128,     	0.032806476479,     	0.795430643613,     	692,   	778,   	87,    	
18,    	0.781297803896,     	0.016297187603,     	0.044727153182,     	0.768682488119,     	779,   	856,   	78,    	
19,    	0.753079446415,     	0.01801571349,      	0.048824811924,     	0.747428850164,     	857,   	933,   	77,    	
20,    	0.734633121957,     	0.014782415059,     	0.045363561247,     	0.724233129262,     	934,   	1024,  	91,    	
21,    	0.709158088055,     	0.017816031992,     	0.056700839426,     	0.694654245796,     	1025,  	1111,  	87,    	
22,    	0.679045273611,     	0.025914249486,     	0.040504667405,     	0.656669378987,     	1112,  	1190,  	79,    	
23,    	0.64423599775,      	0.014379465685,     	0.030016465205,     	0.631889130685,     	1191,  	1283,  	93,    	
24,    	0.618134300556,     	0.015866319261,     	0.036993855205,     	0.608596856817,     	1284,  	1380,  	97,    	
25,    	0.593952180783,     	0.016915697013,     	0.035018035893,     	0.579326563274,     	1381,  	1473,  	93,    	
26,    	0.561542843431,     	0.023164278226,     	0.050225377511,     	0.541523293388,     	1474,  	1560,  	87,    	
27,    	0.524320559426,     	0.020598768524,     	0.041973983706,     	0.506511547433,     	1561,  	1652,  	92,    	
28,    	0.488063005467,     	0.021282243265,     	0.038946003389,     	0.476527380623,     	1653,  	1744,  	92,    	
29,    	0.461564073568,     	0.017295010658,     	0.039174942923,     	0.447433276017,     	1745,  	1844,  	100,   	
30,    	0.427127988434,     	0.023852753906,     	0.048451472123,     	0.410149561766,     	1845,  	1940,  	96,    	
31,    	0.394067444895,     	0.018625433096,     	0.040406495556,     	0.390920849568,     	1941,  	2042,  	102,   	
32,    	0.376820651261,     	0.016361560696,     	0.039483000505,     	0.368565325558,     	2043,  	2150,  	108,   	
33,    	0.350291471688,     	0.02108848229,      	0.033330557124,     	0.332047945662,     	2151,  	2258,  	108,   	
34,    	0.313148895555,     	0.024826115427,     	0.028249842857,     	0.295377830475,     	2259,  	2358,  	100,   	
35,    	0.282859287922,     	0.014836745295,     	0.035531610663,     	0.272744509006,     	2359,  	2477,  	119,   	
36,    	0.257764510927,     	0.022339176302,     	0.030583746918,     	0.240453418407,     	2478,  	2587,  	110,   	
37,    	0.223091270371,     	0.0202589358,       	0.028917709732,     	0.207526766779,     	2588,  	2696,  	109,   	
38,    	0.194718792674,     	0.014836486364,     	0.035538614646,     	0.185666219918,     	2697,  	2816,  	120,   	
39,    	0.16795573174,      	0.020460596714,     	0.027149407057,     	0.150668778601,     	2817,  	2934,  	118,   	
40,    	0.133637689128,     	0.019694942407,     	0.026837686919,     	0.117225331393,     	2935,  	3048,  	114,   	
41,    	0.100686965979,     	0.019093140183,     	0.03009319207,      	0.084195139287,     	3049,  	3176,  	128,   	
42,    	0.071767929252,     	0.014369933729,     	0.019227586778,     	0.067183936864,     	3177,  	3300,  	124,   	
43,    	0.054962923315,     	0.014243043629,     	0.034622219122,     	0.045392860187,     	3301,  	3411,  	111,   	
44,    	0.030796847678,     	0.01685325048,      	0.042641569513,     	0.020826053804,     	3412,  	3533,  	122,   	
45,    	0.010196753698,     	0.012289620946,     	0.026400193909,     	0.005809243531,     	3534,  	3710,  	177,   	
46,    	0.000789506669,     	0.005813075982,     	0.013581878604,     	-0.00197059941,     	3711,  	4022,  	312,   	
