number	direction_ind	# of covercap	
0	26	2	
1	39	2	
2	40	2	
3	117	3	
4	130	2	
5	160	2	
6	188	2	
7	190	2	
8	240	2	
9	271	2	
10	301	2	
11	389	2	
12	440	2	
13	485	2	
14	495	2	
15	507	2	
16	534	2	
17	549	2	
18	566	2	
19	598	2	
20	616	2	
21	676	2	
22	677	2	
23	682	2	
24	686	2	
25	687	2	
26	692	2	
27	744	2	
28	756	2	
29	757	3	
30	761	2	
31	780	2	
32	781	2	
33	784	2	
34	788	2	
35	838	2	
36	874	2	
37	915	2	
38	923	2	
39	924	2	
40	925	2	
41	926	2	
42	932	2	
43	962	2	
44	966	2	
45	967	2	
46	970	2	
47	1002	2	
48	1014	2	
49	1015	2	
50	1053	2	
51	1057	2	
52	1071	2	
53	1094	2	
54	1099	2	
55	1103	2	
56	1104	2	
57	1105	2	
58	1108	2	
59	1149	2	
60	1156	2	
61	1172	2	
62	1180	2	
63	1184	2	
64	1196	2	
65	1200	2	
66	1203	2	
67	1227	2	
68	1245	2	
69	1248	2	
70	1250	2	
71	1289	2	
72	1290	2	
73	1291	2	
74	1344	2	
75	1348	2	
76	1349	2	
77	1350	2	
78	1361	2	
79	1390	2	
80	1468	2	
81	1486	2	
82	1487	2	
83	1504	2	
84	1542	2	
85	1552	2	
86	1553	2	
87	1554	2	
88	1577	2	
89	1582	2	
90	1593	2	
91	1602	2	
92	1657	2	
93	1677	2	
94	1680	2	
95	1683	2	
96	1684	2	
97	1686	2	
98	1690	2	
99	1696	2	
100	1700	2	
101	1703	2	
102	1704	2	
103	1707	2	
104	1715	2	
105	1737	2	
106	1743	2	
107	1744	3	
108	1747	2	
109	1751	2	
110	1767	2	
111	1768	2	
112	1771	2	
113	1772	2	
114	1775	2	
115	1777	2	
116	1778	2	
117	1779	2	
118	1785	2	
119	1788	2	
120	1791	2	
121	1799	2	
122	1805	2	
123	1856	2	
124	1865	2	
125	1892	2	
126	1894	2	
127	1905	2	
128	1919	2	
129	2053	2	
130	2129	2	
131	2134	2	
132	2169	2	
133	2170	2	
134	2171	2	
135	2172	2	
136	2191	2	
137	2198	2	
138	2202	2	
139	2203	2	
140	2228	2	
141	2229	2	
142	2252	2	
143	2254	2	
144	2311	2	
145	2313	2	
146	2343	2	
147	2411	2	
148	2435	2	
149	2485	2	
150	2510	2	
151	2516	2	
152	2517	2	
153	2520	2	
154	2521	2	
155	2523	2	
156	2527	2	
157	2533	2	
158	2549	2	
159	2551	2	
