This run aims to check if discrepancy is less than 0.0148
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.540936700663,     	0.008909008501,     	0.302615611367,     	1.533465036058,     	0,     	10,    	11,    	
2,     	1.515578291129,     	0.01985540505,      	0.363222194746,     	1.499186471328,     	11,    	20,    	10,    	
3,     	1.483875643587,     	0.017525212145,     	0.205286548269,     	1.469008534334,     	21,    	37,    	17,    	
4,     	1.453658550089,     	0.017864028925,     	0.157496130588,     	1.438433254234,     	38,    	59,    	22,    	
5,     	1.423464081473,     	0.017261217082,     	0.132078535005,     	1.408398973242,     	60,    	86,    	27,    	
6,     	1.393668680681,     	0.016962778239,     	0.106885775936,     	1.378828089348,     	87,    	118,   	32,    	
7,     	1.364204203828,     	0.017132588009,     	0.094681075605,     	1.349372154047,     	119,   	155,   	37,    	
8,     	1.334516278477,     	0.017213965052,     	0.076270309932,     	1.319568836076,     	156,   	197,   	42,    	
9,     	1.304248750581,     	0.017600628833,     	0.073699408435,     	1.289007338737,     	198,   	244,   	47,    	
10,    	1.274155018905,     	0.017058168348,     	0.058364741672,     	1.259361288676,     	245,   	296,   	52,    	
11,    	1.244718377276,     	0.016927187443,     	0.058273984681,     	1.229649776226,     	297,   	352,   	56,    	
12,    	1.215026751007,     	0.016786536229,     	0.054621079504,     	1.200146802904,     	353,   	413,   	61,    	
13,    	1.185590808159,     	0.016906414559,     	0.049964299236,     	1.171037206999,     	414,   	480,   	67,    	
14,    	1.156773274588,     	0.016466821616,     	0.045613056484,     	1.142358809275,     	481,   	552,   	72,    	
15,    	1.12826967646,      	0.016264436023,     	0.047665565318,     	1.113914361804,     	553,   	625,   	73,    	
16,    	1.100005907729,     	0.016144736111,     	0.035595048328,     	1.085429591711,     	626,   	701,   	76,    	
17,    	1.070745849765,     	0.016921777767,     	0.036849171034,     	1.055713022154,     	702,   	781,   	80,    	
18,    	1.041371871178,     	0.017300571463,     	0.035426572274,     	1.026452709474,     	782,   	866,   	85,    	
19,    	1.01118388757,      	0.017568203453,     	0.034831575561,     	0.99603058177,      	867,   	958,   	92,    	
20,    	0.981482895615,     	0.016783890882,     	0.034627570713,     	0.966994724332,     	959,   	1054,  	96,    	
21,    	0.951864884297,     	0.017429134558,     	0.032886229854,     	0.936823742909,     	1055,  	1155,  	101,   	
22,    	0.924569418535,     	0.014531721208,     	0.025593577764,     	0.911572227034,     	1156,  	1262,  	107,   	
23,    	0.898763223387,     	0.014880384026,     	0.030899729026,     	0.885785213808,     	1263,  	1375,  	113,   	
24,    	0.874675568854,     	0.01284296601,      	0.025530995494,     	0.863472765791,     	1376,  	1503,  	128,   	
25,    	0.855193508178,     	0.009567801211,     	0.026378001007,     	0.846920649461,     	1504,  	1649,  	146,   	
26,    	0.83575546788,      	0.012911864295,     	0.02895400276,      	0.824515408746,     	1650,  	1777,  	128,   	
27,    	0.815135314865,     	0.010825152234,     	0.028283461074,     	0.805775913055,     	1778,  	1917,  	140,   	
28,    	0.795272226862,     	0.012115577416,     	0.024055518406,     	0.784798415756,     	1918,  	2067,  	150,   	
29,    	0.77413823417,      	0.012351315681,     	0.025813669352,     	0.763460190402,     	2068,  	2205,  	138,   	
30,    	0.752898993286,     	0.012179742027,     	0.023970132176,     	0.742368273057,     	2206,  	2348,  	143,   	
31,    	0.734953257386,     	0.008839836814,     	0.019345115673,     	0.727105967243,     	2349,  	2508,  	160,   	
32,    	0.7154864721,       	0.013414313081,     	0.023026170805,     	0.703888711767,     	2509,  	2655,  	147,   	
33,    	0.694107757053,     	0.011280974056,     	0.02124827914,      	0.683916156818,     	2656,  	2810,  	155,   	
34,    	0.674904649131,     	0.01041433836,      	0.019328587169,     	0.665846334941,     	2811,  	2977,  	167,   	
35,    	0.654186673464,     	0.01348070207,      	0.022425238557,     	0.642529286366,     	2978,  	3135,  	158,   	
36,    	0.630559392068,     	0.013851619661,     	0.021510877625,     	0.618580853693,     	3136,  	3292,  	157,   	
37,    	0.609092253996,     	0.010964565369,     	0.017636199841,     	0.599516620045,     	3293,  	3458,  	166,   	
38,    	0.589358693374,     	0.011786957239,     	0.019447553015,     	0.579082519708,     	3459,  	3630,  	172,   	
39,    	0.568285859361,     	0.012453419449,     	0.021533870341,     	0.557513121717,     	3631,  	3794,  	164,   	
40,    	0.547007083963,     	0.01212319203,      	0.017474121016,     	0.536519151563,     	3795,  	3965,  	171,   	
41,    	0.525982378052,     	0.01220398709,      	0.018516668007,     	0.515424092244,     	3966,  	4142,  	177,   	
42,    	0.504019875653,     	0.013157230682,     	0.018719991139,     	0.492328106398,     	4143,  	4318,  	176,   	
43,    	0.48092572037,      	0.013176742783,     	0.019117109612,     	0.469525486213,     	4319,  	4491,  	173,   	
44,    	0.45874035805,      	0.012481498056,     	0.018764925554,     	0.447566430747,     	4492,  	4669,  	178,   	
45,    	0.438792211776,     	0.010125945788,     	0.018095498635,     	0.428434163338,     	4670,  	4854,  	185,   	
46,    	0.418314966821,     	0.012339702166,     	0.019159580074,     	0.407327139574,     	4855,  	5039,  	185,   	
