This run aims to check if discrepancy is less than 0.0138
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.542872476023,     	0.008243430253,     	0.309754042385,     	1.53596441776,      	0,     	11,    	12,    	
2,     	1.519391633441,     	0.01895062174,      	0.370940914601,     	1.503826048474,     	12,    	21,    	10,    	
3,     	1.489852826765,     	0.016275932672,     	0.205675791443,     	1.475971834429,     	22,    	38,    	17,    	
4,     	1.461819518123,     	0.01627800961,      	0.164308710102,     	1.447822078344,     	39,    	59,    	21,    	
5,     	1.433772266355,     	0.016134386232,     	0.125240284494,     	1.419401620234,     	60,    	86,    	27,    	
6,     	1.405601188908,     	0.015878003703,     	0.105348820474,     	1.391780233572,     	87,    	118,   	32,    	
7,     	1.377730463803,     	0.0160966169,       	0.090994597224,     	1.36364082773,      	119,   	155,   	37,    	
8,     	1.350023420121,     	0.015603824027,     	0.071531972102,     	1.336614355985,     	156,   	199,   	44,    	
9,     	1.32258949494,      	0.016157366618,     	0.065781471514,     	1.308725301825,     	200,   	246,   	47,    	
10,    	1.294442937866,     	0.016507657917,     	0.064719703691,     	1.280266698085,     	247,   	298,   	52,    	
11,    	1.266738301091,     	0.015590215047,     	0.059351311324,     	1.253305333595,     	299,   	355,   	57,    	
12,    	1.239542834408,     	0.015928558944,     	0.054748212537,     	1.225443225155,     	356,   	416,   	61,    	
13,    	1.211502262055,     	0.016075698052,     	0.045979537056,     	1.197666019078,     	417,   	482,   	66,    	
14,    	1.184406190376,     	0.015251194427,     	0.044474002534,     	1.170945254243,     	483,   	554,   	72,    	
15,    	1.157719373618,     	0.015317437612,     	0.041938450249,     	1.144462458023,     	555,   	629,   	75,    	
16,    	1.130881242641,     	0.015730515285,     	0.043588242689,     	1.117184199689,     	630,   	707,   	78,    	
17,    	1.103385302256,     	0.016101398328,     	0.040262533667,     	1.089504996702,     	708,   	791,   	84,    	
18,    	1.076475375869,     	0.015301100955,     	0.034589751015,     	1.063118137981,     	792,   	879,   	88,    	
19,    	1.049834553928,     	0.015311731913,     	0.030765296494,     	1.036625020832,     	880,   	969,   	90,    	
20,    	1.024015322366,     	0.014585064533,     	0.028052343877,     	1.011427750524,     	970,   	1061,  	92,    	
21,    	0.998626841306,     	0.014734292527,     	0.036749380084,     	0.985496313485,     	1062,  	1158,  	97,    	
22,    	0.972536183317,     	0.014933548031,     	0.033486393401,     	0.959047153217,     	1159,  	1260,  	102,   	
23,    	0.945865024327,     	0.015264516461,     	0.03032784354,      	0.932685686464,     	1261,  	1370,  	110,   	
24,    	0.920626388358,     	0.013902319302,     	0.027996248633,     	0.908072979838,     	1371,  	1487,  	117,   	
25,    	0.89648558889,      	0.013360647271,     	0.026312024258,     	0.884803740942,     	1488,  	1613,  	126,   	
26,    	0.874993936539,     	0.011449990118,     	0.024852182659,     	0.864708276845,     	1614,  	1754,  	141,   	
27,    	0.855886311676,     	0.010175565594,     	0.024158560087,     	0.846633500941,     	1755,  	1889,  	135,   	
28,    	0.83681696731,      	0.012115448364,     	0.025053113113,     	0.826344892686,     	1890,  	2026,  	137,   	
29,    	0.816363918541,     	0.011527990899,     	0.026074820324,     	0.80639794946,      	2027,  	2175,  	149,   	
30,    	0.795799487523,     	0.013250503724,     	0.023114147807,     	0.784346456115,     	2176,  	2326,  	151,   	
31,    	0.774859197738,     	0.012439209844,     	0.025136027461,     	0.764105326099,     	2327,  	2470,  	144,   	
32,    	0.754356209909,     	0.011241376272,     	0.023410109793,     	0.744553181771,     	2471,  	2618,  	148,   	
33,    	0.735021727258,     	0.011255763706,     	0.018810370317,     	0.72528816368,      	2619,  	2778,  	160,   	
34,    	0.714129554364,     	0.012970073305,     	0.020472713331,     	0.702915210237,     	2779,  	2943,  	165,   	
35,    	0.692224952604,     	0.012382238571,     	0.02244461681,      	0.681517372342,     	2944,  	3101,  	158,   	
36,    	0.671609831287,     	0.011432448965,     	0.017818467535,     	0.661572765984,     	3102,  	3262,  	161,   	
37,    	0.650975388667,     	0.012265198113,     	0.018186502928,     	0.64036760699,      	3263,  	3433,  	171,   	
38,    	0.629461301586,     	0.01261686591,      	0.017670121851,     	0.618549122414,     	3434,  	3607,  	174,   	
39,    	0.607698719209,     	0.012538346898,     	0.019475902029,     	0.596853717904,     	3608,  	3778,  	171,   	
40,    	0.586181190535,     	0.01234266884,      	0.018700882262,     	0.575472670068,     	3779,  	3947,  	169,   	
41,    	0.564602872212,     	0.012549051686,     	0.018272024565,     	0.553747400467,     	3948,  	4122,  	175,   	
42,    	0.543158308365,     	0.012281171475,     	0.017662322561,     	0.532533750919,     	4123,  	4305,  	183,   	
43,    	0.522122153143,     	0.012064805613,     	0.01744408793,      	0.51159914781,      	4306,  	4492,  	187,   	
44,    	0.500377456963,     	0.012947529132,     	0.018840375458,     	0.489054128314,     	4493,  	4672,  	180,   	
45,    	0.477441338086,     	0.013437405207,     	0.015848239996,     	0.465815706259,     	4673,  	4854,  	182,   	
46,    	0.456714598895,     	0.010567345422,     	0.015400295208,     	0.446993062845,     	4855,  	5041,  	187,   	
47,    	0.437087100526,     	0.011452321554,     	0.018373152953,     	0.426973078977,     	5042,  	5238,  	197,   	
48,    	0.417725455929,     	0.010981841808,     	0.016237515221,     	0.407816441542,     	5239,  	5429,  	191,   	
49,    	0.396910249156,     	0.012593951221,     	0.016159964443,     	0.386011733748,     	5430,  	5621,  	192,   	
50,    	0.37606515873,      	0.011506092093,     	0.015865185042,     	0.366107015342,     	5622,  	5819,  	198,   	
51,    	0.357264908113,     	0.010205157755,     	0.01727775017,      	0.34828458383,      	5820,  	6023,  	204,   	
52,    	0.337132282312,     	0.012871122761,     	0.014114761761,     	0.325992667879,     	6024,  	6222,  	199,   	
53,    	0.315408366536,     	0.012255569029,     	0.016486081346,     	0.304800725986,     	6223,  	6422,  	200,   	
54,    	0.294689233116,     	0.011686262351,     	0.017938653842,     	0.284508208296,     	6423,  	6629,  	207,   	
55,    	0.274809529903,     	0.011237706048,     	0.015632885116,     	0.264870499337,     	6630,  	6842,  	213,   	
56,    	0.2540610247,       	0.012485233828,     	0.014960136205,     	0.243253414478,     	6843,  	7049,  	207,   	
57,    	0.235744301721,     	0.008918554028,     	0.016160249587,     	0.226961115687,     	7050,  	7259,  	210,   	
58,    	0.216970741238,     	0.011561350295,     	0.013238326047,     	0.206801815109,     	7260,  	7475,  	216,   	
59,    	0.196291130378,     	0.012182539976,     	0.016016285228,     	0.18574429994,      	7476,  	7689,  	214,   	
60,    	0.176062418572,     	0.011189312176,     	0.016093344005,     	0.16598105404,      	7690,  	7899,  	210,   	
61,    	0.155124546982,     	0.012550596064,     	0.015936104641,     	0.144258348437,     	7900,  	8109,  	210,   	
62,    	0.135105078701,     	0.010569887367,     	0.015309535297,     	0.125573628934,     	8110,  	8326,  	217,   	
63,    	0.115475195589,     	0.011673533601,     	0.01490321957,      	0.105367479947,     	8327,  	8543,  	217,   	
64,    	0.094805552526,     	0.012198811266,     	0.016483619539,     	0.084242709909,     	8544,  	8754,  	211,   	
65,    	0.074332630977,     	0.011450038601,     	0.015136782416,     	0.064417718795,     	8755,  	8966,  	212,   	
66,    	0.057324101419,     	0.011272714544,     	0.016796897615,     	0.047562452415,     	8967,  	9191,  	225,   	
