This run aims to check if discrepancy is less than 0.0138
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.027920222016,     	0.0,                	0.999610154612,     	0.0,                	1.542872476023,     	1.0,                	0.003335208872,     	0.008254007888,     	0.008254007888,     	Normal,             	
1,     	0.026700162839,     	0.008163338889,     	0.999610154612,     	0.296715560094,     	1.542872476023,     	1.0,                	0.003299914814,     	0.008533779635,     	0.008533779635,     	Normal,             	
2,     	0.022987178402,     	0.015847032105,     	0.999610154612,     	0.60356669543,      	1.542872476023,     	1.0,                	0.003322105076,     	0.008281109404,     	0.008281109404,     	Normal,             	
3,     	0.017327835429,     	0.02189257675,      	0.999610154612,     	0.901263749679,     	1.542872476023,     	1.0,                	0.003347370774,     	0.008426878414,     	0.008426878414,     	Normal,             	
4,     	0.010006652151,     	0.026065412142,     	0.999610154612,     	1.204241142645,     	1.542872476023,     	1.0,                	0.003355478644,     	0.008416039991,     	0.008416039991,     	Normal,             	
5,     	0.001784851952,     	0.027863113626,     	0.999610154612,     	1.506825851664,     	1.542872476023,     	1.0,                	0.003328580374,     	0.008327872527,     	0.008327872527,     	Normal,             	
6,     	-0.00651243954,     	0.027150081559,     	0.999610154612,     	1.806216624419,     	1.542872476023,     	1.0,                	0.003368020537,     	0.008438097134,     	0.008438097134,     	Normal,             	
7,     	-0.014326143627,    	0.023964565638,     	0.999610154612,     	2.109600492216,     	1.542872476023,     	1.0,                	0.003310900665,     	0.008394313865,     	0.008394313865,     	Normal,             	
8,     	-0.020801811625,    	0.018623196034,     	0.999610154612,     	2.411398083197,     	1.542872476023,     	1.0,                	0.003330431621,     	0.008342788065,     	0.008342788065,     	Normal,             	
9,     	-0.025375457457,    	0.011645812821,     	0.999610154612,     	2.711329128835,     	1.542872476023,     	1.0,                	0.003352739669,     	0.008457605095,     	0.008457605095,     	Normal,             	
10,    	-0.027698277586,    	0.003513433674,     	0.999610154612,     	3.015419835913,     	1.542872476023,     	1.0,                	0.00332102121,      	0.008295836749,     	0.008295836749,     	Normal,             	
11,    	-0.027507967849,    	-0.004780219897,    	0.999610154612,     	3.313650278162,     	1.542872476023,     	1.0,                	0.003326454148,     	0.008613868365,     	0.008613868365,     	Normal,             	
12,    	0.051382057354,     	0.0,                	0.998679069663,     	0.0,                	1.519391633441,     	1.0,                	0.001662883743,     	0.018988789793,     	0.018988789793,     	Normal,             	
13,    	0.047873301999,     	0.018661799851,     	0.998679069663,     	0.371696731958,     	1.519391633441,     	1.0,                	0.001760929797,     	0.019322476034,     	0.019322476034,     	Normal,             	
14,    	0.037595555516,     	0.035024134871,     	0.998679069663,     	0.750003537864,     	1.519391633441,     	1.0,                	0.001740303242,     	0.019407866731,     	0.019407866731,     	Normal,             	
15,    	0.021922540748,     	0.046470614641,     	0.998679069663,     	1.130002538674,     	1.519391633441,     	1.0,                	0.001748797079,     	0.019175851129,     	0.019175851129,     	Normal,             	
16,    	0.00335758254,      	0.051272238662,     	0.998679069663,     	1.505404304565,     	1.519391633441,     	1.0,                	0.001634939153,     	0.019295026027,     	0.019295026027,     	Normal,             	
17,    	-0.015790509283,    	0.048895558433,     	0.998679069663,     	1.88316718956,      	1.519391633441,     	1.0,                	0.001842107827,     	0.018538849099,     	0.01895062174,      	cover cap,          	
18,    	-0.032440818192,    	0.039846067974,     	0.998679069663,     	2.25410810416,      	1.519391633441,     	1.0,                	0.001733881024,     	0.01922363023,      	0.01922363023,      	Normal,             	
19,    	-0.044814878539,    	0.02513448785,      	0.998679069663,     	2.63045641627,      	1.519391633441,     	1.0,                	0.001713868858,     	0.019085171839,     	0.019085171839,     	Normal,             	
20,    	-0.050896885067,    	0.007044352949,     	0.998679069663,     	3.004061979084,     	1.519391633441,     	1.0,                	0.00163779554,      	0.019125421389,     	0.019125421389,     	Normal,             	
21,    	-0.049947302084,    	-0.012057480352,    	0.998679069663,     	3.37846477955,      	1.519391633441,     	1.0,                	0.00188519769,      	0.018847022253,     	0.01895062174,      	cover cap,          	
22,    	0.080855140699,     	0.0,                	0.996725863125,     	0.0,                	1.489852826765,     	1.0,                	0.002072996448,     	0.016275932672,     	0.016275932672,     	Normal,             	
23,    	0.079216988925,     	0.016193283889,     	0.996725863125,     	0.201638859394,     	1.489852826765,     	1.0,                	0.001987527987,     	0.016945471617,     	0.016945471617,     	Normal,             	
24,    	0.07410219062,      	0.032348402168,     	0.996725863125,     	0.411602481454,     	1.489852826765,     	1.0,                	0.001978993148,     	0.016351711825,     	0.016351711825,     	Normal,             	
25,    	0.066078405877,     	0.0465961163,       	0.996725863125,     	0.61418336801,      	1.489852826765,     	1.0,                	0.001908567367,     	0.016943123049,     	0.016943123049,     	Normal,             	
26,    	0.05491719419,      	0.059343538484,     	0.996725863125,     	0.82411778268,      	1.489852826765,     	1.0,                	0.001974250615,     	0.016577937228,     	0.016577937228,     	Normal,             	
27,    	0.041659627635,     	0.069296675265,     	0.996725863125,     	1.029511195668,     	1.489852826765,     	1.0,                	0.002031920348,     	0.016706714892,     	0.016706714892,     	Normal,             	
28,    	0.026528494605,     	0.076379269121,     	0.996725863125,     	1.236505806792,     	1.489852826765,     	1.0,                	0.002001608823,     	0.016853786053,     	0.016853786053,     	Normal,             	
29,    	0.010118063952,     	0.080219564692,     	0.996725863125,     	1.445329237004,     	1.489852826765,     	1.0,                	0.001951208827,     	0.017019888899,     	0.017019888899,     	Normal,             	
30,    	-0.00689841341,     	0.080560323174,     	0.996725863125,     	1.656218354746,     	1.489852826765,     	1.0,                	0.001967691195,     	0.016953222737,     	0.016953222737,     	Normal,             	
31,    	-0.023545100919,    	0.077351031022,     	0.996725863125,     	1.866278372035,     	1.489852826765,     	1.0,                	0.002104199693,     	0.016923630362,     	0.016923630362,     	Normal,             	
32,    	-0.039130633942,    	0.070755545823,     	0.996725863125,     	2.075970372389,     	1.489852826765,     	1.0,                	0.001988430828,     	0.01690629006,      	0.01690629006,      	Normal,             	
33,    	-0.052988691146,    	0.06107169875,      	0.996725863125,     	2.285446728447,     	1.489852826765,     	1.0,                	0.001919316848,     	0.016797606133,     	0.016797606133,     	Normal,             	
34,    	-0.064464173409,    	0.048804960037,     	0.996725863125,     	2.493571544881,     	1.489852826765,     	1.0,                	0.001913087196,     	0.016670495383,     	0.016670495383,     	Normal,             	
35,    	-0.073102881178,    	0.034547395575,     	0.996725863125,     	2.700115795773,     	1.489852826765,     	1.0,                	0.00195214326,      	0.016734732168,     	0.016734732168,     	Normal,             	
36,    	-0.078649060695,    	0.018758438882,     	0.996725863125,     	2.907458786217,     	1.489852826765,     	1.0,                	0.002034970462,     	0.016902413738,     	0.016902413738,     	Normal,             	
37,    	-0.080830466079,    	0.001997381018,     	0.996725863125,     	3.116886936602,     	1.489852826765,     	1.0,                	0.001828103657,     	0.017924108347,     	0.017924108347,     	Normal,             	
38,    	-0.079284403145,    	-0.015859924195,    	0.996725863125,     	3.339025124658,     	1.489852826765,     	1.0,                	0.001964125057,     	0.016600648519,     	0.016600648519,     	Normal,             	
39,    	0.10876123629,      	0.0,                	0.994067901846,     	0.0,                	1.461819518123,     	1.0,                	0.002065993123,     	0.017162468245,     	0.017162468245,     	Normal,             	
40,    	0.107407121872,     	0.017108965206,     	0.994067901846,     	0.157963677563,     	1.461819518123,     	1.0,                	0.00215180457,      	0.016258331986,     	0.01627800961,      	cover cap,          	
41,    	0.103650670578,     	0.032947610051,     	0.994067901846,     	0.307771105376,     	1.461819518123,     	1.0,                	0.00214944828,      	0.016877290481,     	0.016877290481,     	Normal,             	
42,    	0.097305401201,     	0.048586679413,     	0.994067901846,     	0.463104666033,     	1.461819518123,     	1.0,                	0.002015912104,     	0.017696057676,     	0.017696057676,     	Normal,             	
43,    	0.08813829388,      	0.063723211401,     	0.994067901846,     	0.625990232667,     	1.461819518123,     	1.0,                	0.00197569899,      	0.017650839733,     	0.017650839733,     	Normal,             	
44,    	0.07667007748,      	0.077140817591,     	0.994067901846,     	0.788458665978,     	1.461819518123,     	1.0,                	0.002048048074,     	0.017572485474,     	0.017572485474,     	Normal,             	
45,    	0.06324649643,      	0.088480999139,     	0.994067901846,     	0.95020430182,      	1.461819518123,     	1.0,                	0.001892094285,     	0.017472404735,     	0.017472404735,     	Normal,             	
46,    	0.048261887619,     	0.097466900652,     	0.994067901846,     	1.111026749886,     	1.461819518123,     	1.0,                	0.001918635489,     	0.017497572626,     	0.017497572626,     	Normal,             	
47,    	0.032007597584,     	0.103944794079,     	0.994067901846,     	1.272081354163,     	1.461819518123,     	1.0,                	0.002034769769,     	0.017389879777,     	0.017389879777,     	Normal,             	
48,    	0.015031880112,     	0.107717450302,     	0.994067901846,     	1.432142582369,     	1.461819518123,     	1.0,                	0.001959618982,     	0.017544058223,     	0.017544058223,     	Normal,             	
49,    	-0.002482766662,    	0.108732894696,     	0.994067901846,     	1.593625989518,     	1.461819518123,     	1.0,                	0.00212832132,      	0.016336460153,     	0.016336460153,     	Normal,             	
50,    	-0.018740837349,    	0.107134436736,     	0.994067901846,     	1.743972354667,     	1.461819518123,     	1.0,                	0.002032937788,     	0.017710121763,     	0.017710121763,     	Normal,             	
51,    	-0.035879684369,    	0.102672560935,     	0.994067901846,     	1.906987663271,     	1.461819518123,     	1.0,                	0.002028775055,     	0.017524170474,     	0.017524170474,     	Normal,             	
52,    	-0.05190330167,     	0.095577475354,     	0.994067901846,     	2.06828761647,      	1.461819518123,     	1.0,                	0.00212304429,      	0.016868993994,     	0.016868993994,     	Normal,             	
53,    	-0.066058532311,    	0.086401833477,     	0.994067901846,     	2.223544664938,     	1.461819518123,     	1.0,                	0.001969026016,     	0.017551810322,     	0.017551810322,     	Normal,             	
54,    	-0.079096342235,    	0.074651022527,     	0.994067901846,     	2.385099581463,     	1.461819518123,     	1.0,                	0.001942578231,     	0.017579586987,     	0.017579586987,     	Normal,             	
55,    	-0.090089840221,    	0.060932973079,     	0.994067901846,     	2.546910726017,     	1.461819518123,     	1.0,                	0.001865999507,     	0.017557408864,     	0.017557408864,     	Normal,             	
56,    	-0.098720336148,    	0.045643200482,     	0.994067901846,     	2.708517286519,     	1.461819518123,     	1.0,                	0.002010665795,     	0.017689748093,     	0.017689748093,     	Normal,             	
57,    	-0.104813716288,    	0.029036036183,     	0.994067901846,     	2.871344647131,     	1.461819518123,     	1.0,                	0.001931186596,     	0.017574492259,     	0.017574492259,     	Normal,             	
58,    	-0.108121871932,    	0.011775709291,     	0.994067901846,     	3.033108794772,     	1.461819518123,     	1.0,                	0.002167603209,     	0.016661648158,     	0.016661648158,     	Normal,             	
59,    	-0.108651812799,    	-0.004877509077,    	0.994067901846,     	3.186453723935,     	1.461819518123,     	1.0,                	0.001883210816,     	0.017850322977,     	0.017850322977,     	Normal,             	
60,    	0.136595678126,     	0.0,                	0.990626882695,     	0.0,                	1.433772266355,     	1.0,                	0.002019366694,     	0.017010901068,     	0.017010901068,     	Normal,             	
61,    	0.135536454441,     	0.016977891516,     	0.990626882695,     	0.124615310185,     	1.433772266355,     	1.0,                	0.002013731949,     	0.017005776817,     	0.017005776817,     	Normal,             	
62,    	0.132376477072,     	0.033687499177,     	0.990626882695,     	0.249193033454,     	1.433772266355,     	1.0,                	0.001983188164,     	0.01696759819,      	0.01696759819,      	Normal,             	
63,    	0.127178686285,     	0.0498393523,       	0.990626882695,     	0.37349071386,      	1.433772266355,     	1.0,                	0.001954205432,     	0.017144182432,     	0.017144182432,     	Normal,             	
64,    	0.119933942782,     	0.065377585238,     	0.990626882695,     	0.499083672403,     	1.433772266355,     	1.0,                	0.001903275567,     	0.017585869812,     	0.017585869812,     	Normal,             	
65,    	0.110540476837,     	0.080244515472,     	0.990626882695,     	0.627916721916,     	1.433772266355,     	1.0,                	0.002009571149,     	0.017423229089,     	0.017423229089,     	Normal,             	
66,    	0.099426623559,     	0.093662830463,     	0.990626882695,     	0.755556647161,     	1.433772266355,     	1.0,                	0.002130959209,     	0.017091460801,     	0.017091460801,     	Normal,             	
67,    	0.086951751879,     	0.105345963985,     	0.990626882695,     	0.880762877269,     	1.433772266355,     	1.0,                	0.001930078678,     	0.017374650317,     	0.017374650317,     	Normal,             	
68,    	0.072875712403,     	0.115531423537,     	0.990626882695,     	1.008046439894,     	1.433772266355,     	1.0,                	0.002169534263,     	0.016836151441,     	0.016836151441,     	Normal,             	
69,    	0.058109350776,     	0.123619103035,     	0.990626882695,     	1.131379967951,     	1.433772266355,     	1.0,                	0.002015801098,     	0.017398088169,     	0.017398088169,     	Normal,             	
70,    	0.041924689096,     	0.13000269123,      	0.990626882695,     	1.258835464722,     	1.433772266355,     	1.0,                	0.001984541082,     	0.017213848972,     	0.017213848972,     	Normal,             	
71,    	0.025241340042,     	0.134243264396,     	0.990626882695,     	1.384939454728,     	1.433772266355,     	1.0,                	0.002008334906,     	0.017287549426,     	0.017287549426,     	Normal,             	
72,    	0.008083412155,     	0.136356289663,     	0.990626882695,     	1.511584075514,     	1.433772266355,     	1.0,                	0.001951335113,     	0.017035394871,     	0.017035394871,     	Normal,             	
73,    	-0.008951896298,    	0.136302027995,     	0.990626882695,     	1.636379050936,     	1.433772266355,     	1.0,                	0.001973830498,     	0.016966354157,     	0.016966354157,     	Normal,             	
74,    	-0.025780042368,    	0.13414085395,      	0.990626882695,     	1.760667606312,     	1.433772266355,     	1.0,                	0.002025003771,     	0.01699259456,      	0.01699259456,      	Normal,             	
75,    	-0.042235463548,    	0.129902058881,     	0.990626882695,     	1.885148636533,     	1.433772266355,     	1.0,                	0.0019221731,       	0.017160439265,     	0.017160439265,     	Normal,             	
76,    	-0.058189463394,    	0.123581412974,     	0.990626882695,     	2.010860844599,     	1.433772266355,     	1.0,                	0.001884729128,     	0.017113420393,     	0.017113420393,     	Normal,             	
77,    	-0.073185298334,    	0.115335559957,     	0.990626882695,     	2.136228154103,     	1.433772266355,     	1.0,                	0.001932375987,     	0.017135144835,     	0.017135144835,     	Normal,             	
78,    	-0.087049164167,    	0.105265484849,     	0.990626882695,     	2.26175481892,      	1.433772266355,     	1.0,                	0.002085128942,     	0.017096554924,     	0.017096554924,     	Normal,             	
79,    	-0.099516719475,    	0.093567097998,     	0.990626882695,     	2.386998415691,     	1.433772266355,     	1.0,                	0.001912450515,     	0.017068640449,     	0.017068640449,     	Normal,             	
80,    	-0.110408833534,    	0.080425547933,     	0.990626882695,     	2.512037253366,     	1.433772266355,     	1.0,                	0.002119703887,     	0.01681639727,      	0.01681639727,      	Normal,             	
81,    	-0.119454615139,    	0.066249333618,     	0.990626882695,     	2.635225888507,     	1.433772266355,     	1.0,                	0.002007443962,     	0.017181780015,     	0.017181780015,     	Normal,             	
82,    	-0.126826327449,    	0.05072930069,      	0.990626882695,     	2.761094639078,     	1.433772266355,     	1.0,                	0.001919936765,     	0.017102089446,     	0.017102089446,     	Normal,             	
83,    	-0.132171253727,    	0.03448389437,      	0.990626882695,     	2.886378833002,     	1.433772266355,     	1.0,                	0.001989970685,     	0.01715760673,      	0.01715760673,      	Normal,             	
84,    	-0.135451511086,    	0.017642772662,     	0.990626882695,     	3.01207026341,      	1.433772266355,     	1.0,                	0.002049873664,     	0.016945894624,     	0.016945894624,     	Normal,             	
85,    	-0.13659369842,     	0.000735414717,     	0.990626882695,     	3.136208747745,     	1.433772266355,     	1.0,                	0.002043371776,     	0.016970065938,     	0.016970065938,     	Normal,             	
86,    	-0.135630757653,    	-0.016207308884,    	0.990626882695,     	3.260524529175,     	1.433772266355,     	1.0,                	0.001878401691,     	0.017096103368,     	0.017096103368,     	Normal,             	
87,    	0.164444815456,     	0.0,                	0.986386284713,     	0.0,                	1.405601188908,     	1.0,                	0.00221621955,      	0.016586736173,     	0.016586736173,     	Normal,             	
88,    	0.163608304386,     	0.016565629059,     	0.986386284713,     	0.100907866358,     	1.405601188908,     	1.0,                	0.002222700699,     	0.016696176832,     	0.016696176832,     	Normal,             	
89,    	0.161085280516,     	0.033070073047,     	0.986386284713,     	0.20248210232,      	1.405601188908,     	1.0,                	0.002096721883,     	0.017217311005,     	0.017217311005,     	Normal,             	
90,    	0.15674469442,      	0.049731258796,     	0.986386284713,     	0.307229611,        	1.405601188908,     	1.0,                	0.001869090719,     	0.017436913309,     	0.017436913309,     	Normal,             	
91,    	0.150597680537,     	0.06604873918,      	0.986386284713,     	0.413314393248,     	1.405601188908,     	1.0,                	0.002194391334,     	0.016164136128,     	0.016164136128,     	Normal,             	
92,    	0.143385718845,     	0.080514799643,     	0.986386284713,     	0.511649208746,     	1.405601188908,     	1.0,                	0.002083131323,     	0.017176070672,     	0.017176070672,     	Normal,             	
93,    	0.134205379658,     	0.095031644209,     	0.986386284713,     	0.61614558866,      	1.405601188908,     	1.0,                	0.002067619083,     	0.016984100836,     	0.016984100836,     	Normal,             	
94,    	0.12368768004,      	0.108367223534,     	0.986386284713,     	0.719473009656,     	1.405601188908,     	1.0,                	0.002087715005,     	0.017314932108,     	0.017314932108,     	Normal,             	
95,    	0.111607522291,     	0.120771926781,     	0.986386284713,     	0.82481497859,      	1.405601188908,     	1.0,                	0.002196041698,     	0.016105388945,     	0.016105388945,     	Normal,             	
96,    	0.099258296075,     	0.131110213144,     	0.986386284713,     	0.922792117834,     	1.405601188908,     	1.0,                	0.002164548179,     	0.016223093588,     	0.016223093588,     	Normal,             	
97,    	0.085856511957,     	0.140252474791,     	0.986386284713,     	1.021485892994,     	1.405601188908,     	1.0,                	0.002113326009,     	0.017048198987,     	0.017048198987,     	Normal,             	
98,    	0.070874529224,     	0.148387662687,     	0.986386284713,     	1.125203621911,     	1.405601188908,     	1.0,                	0.00224569708,      	0.016614446826,     	0.016614446826,     	Normal,             	
99,    	0.055539799764,     	0.154781872235,     	0.986386284713,     	1.226280213685,     	1.405601188908,     	1.0,                	0.002062554548,     	0.01739903141,      	0.01739903141,      	Normal,             	
100,   	0.038875211584,     	0.1597836514,       	0.986386284713,     	1.332134309816,     	1.405601188908,     	1.0,                	0.001934216873,     	0.017225999935,     	0.017225999935,     	Normal,             	
101,   	0.021947163516,     	0.162973676844,     	0.986386284713,     	1.436934729052,     	1.405601188908,     	1.0,                	0.002041994844,     	0.017278530087,     	0.017278530087,     	Normal,             	
102,   	0.004725706879,     	0.164376899304,     	0.986386284713,     	1.542055028081,     	1.405601188908,     	1.0,                	0.002061207043,     	0.017294963353,     	0.017294963353,     	Normal,             	
103,   	-0.012564330033,    	0.163964126995,     	0.986386284713,     	1.647275397235,     	1.405601188908,     	1.0,                	0.001933683018,     	0.01730242252,      	0.01730242252,      	Normal,             	
104,   	-0.029722737954,    	0.16173637865,      	0.986386284713,     	1.752541188961,     	1.405601188908,     	1.0,                	0.001974402538,     	0.0169206004,       	0.0169206004,       	Normal,             	
105,   	-0.046185269968,    	0.157825910954,     	0.986386284713,     	1.85548194554,      	1.405601188908,     	1.0,                	0.002210139416,     	0.016876066315,     	0.016876066315,     	Normal,             	
