This run aims to check if discrepancy is less than 0.0270
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.054330645239,     	0.0,                	0.998522999729,     	0.0,                	1.51643891695,      	1.0,                	0.006944229445,     	0.016256074038,     	0.016256074038,     	Normal,             	
1,     	0.051898684953,     	0.016073130133,     	0.998522999729,     	0.300333837531,     	1.51643891695,      	1.0,                	0.006761211964,     	0.01643272151,      	0.01643272151,      	Normal,             	
2,     	0.044719292799,     	0.030854559852,     	0.998522999729,     	0.603956433679,     	1.51643891695,      	1.0,                	0.006592854211,     	0.017586698036,     	0.017586698036,     	Normal,             	
3,     	0.032520580324,     	0.043522762636,     	0.998522999729,     	0.929084141617,     	1.51643891695,      	1.0,                	0.006768204112,     	0.015971160889,     	0.015971160889,     	Normal,             	
4,     	0.018460367864,     	0.051098276198,     	0.998522999729,     	1.224115289101,     	1.51643891695,      	1.0,                	0.006681098231,     	0.015962463186,     	0.015962463186,     	Normal,             	
5,     	0.00281370574,      	0.05425773744,      	0.998522999729,     	1.518984591442,     	1.51643891695,      	1.0,                	0.0067519253,       	0.016161499851,     	0.016161499851,     	Normal,             	
6,     	-0.013271076677,    	0.052684889066,     	0.998522999729,     	1.817558017875,     	1.51643891695,      	1.0,                	0.006910272463,     	0.015238874186,     	0.015238874186,     	Normal,             	
7,     	-0.027380276699,    	0.046926958777,     	0.998522999729,     	2.09896962311,      	1.51643891695,      	1.0,                	0.006526407681,     	0.018167172014,     	0.018167172014,     	Normal,             	
8,     	-0.041320217099,    	0.035276885789,     	0.998522999729,     	2.434929039174,     	1.51643891695,      	1.0,                	0.00673384074,      	0.016424072284,     	0.016424072284,     	Normal,             	
9,     	-0.049973834457,    	0.021317478315,     	0.998522999729,     	2.738390587975,     	1.51643891695,      	1.0,                	0.006789079628,     	0.015891211795,     	0.015891211795,     	Normal,             	
10,    	-0.05400430968,     	0.005945884976,     	0.998522999729,     	3.031934131686,     	1.51643891695,      	1.0,                	0.006664108461,     	0.01631067709,      	0.01631067709,      	Normal,             	
11,    	-0.053335488033,    	-0.010351073782,    	0.998522999729,     	3.333284461265,     	1.51643891695,      	1.0,                	0.006862766377,     	0.015894490452,     	0.015894490452,     	Normal,             	
12,    	0.099746295375,     	0.0,                	0.99501290271,      	0.0,                	1.470883885111,     	1.0,                	0.003679755985,     	0.036025488819,     	0.036025488819,     	Normal,             	
13,    	0.09324061093,      	0.035433203561,     	0.99501290271,      	0.363163610888,     	1.470883885111,     	1.0,                	0.003348287378,     	0.037494227718,     	0.037494227718,     	Normal,             	
14,    	0.073571430371,     	0.06735405017,      	0.99501290271,      	0.741308542343,     	1.470883885111,     	1.0,                	0.003344066278,     	0.037845073493,     	0.037845073493,     	Normal,             	
15,    	0.043184996611,     	0.089913177615,     	0.99501290271,      	1.123035291635,     	1.470883885111,     	1.0,                	0.003721886405,     	0.035730063872,     	0.035940497385,     	cover cap,          	
16,    	0.008514314686,     	0.099382241304,     	0.99501290271,      	1.485332617925,     	1.470883885111,     	1.0,                	0.003307858106,     	0.037517665584,     	0.037517665584,     	Normal,             	
17,    	-0.028801694715,    	0.095497569721,     	0.99501290271,      	1.863716790395,     	1.470883885111,     	1.0,                	0.003454090353,     	0.036525854067,     	0.036525854067,     	Normal,             	
18,    	-0.061249508016,    	0.078726242187,     	0.99501290271,      	2.231981832138,     	1.470883885111,     	1.0,                	0.003292332071,     	0.03760787439,      	0.03760787439,      	Normal,             	
19,    	-0.086046385131,    	0.050451392914,     	0.99501290271,      	2.611286858278,     	1.470883885111,     	1.0,                	0.003447049274,     	0.036733549292,     	0.036733549292,     	Normal,             	
20,    	-0.098473495422,    	0.015883769718,     	0.99501290271,      	2.981670148812,     	1.470883885111,     	1.0,                	0.003625557176,     	0.03686605747,      	0.03686605747,      	Normal,             	
21,    	-0.097517114172,    	-0.020969880417,    	0.99501290271,      	3.353405087537,     	1.470883885111,     	1.0,                	0.003448950222,     	0.036872347209,     	0.036872347209,     	Normal,             	
22,    	0.156151068142,     	0.0,                	0.987733184579,     	0.0,                	1.414003617076,     	1.0,                	0.00453414853,      	0.031914556305,     	0.031914556305,     	Normal,             	
23,    	0.152889678655,     	0.031747476164,     	0.987733184579,     	0.204739980042,     	1.414003617076,     	1.0,                	0.003848355891,     	0.035626074118,     	0.035626074118,     	Normal,             	
24,    	0.141714547507,     	0.065575476413,     	0.987733184579,     	0.433389063951,     	1.414003617076,     	1.0,                	0.004194321452,     	0.033056390289,     	0.033056390289,     	Normal,             	
25,    	0.124735084366,     	0.093937824172,     	0.987733184579,     	0.645481299666,     	1.414003617076,     	1.0,                	0.004241340953,     	0.035567247548,     	0.035567247548,     	Normal,             	
26,    	0.100241940042,     	0.119727647344,     	0.987733184579,     	0.873751183704,     	1.414003617076,     	1.0,                	0.004084952874,     	0.035267101345,     	0.035267101345,     	Normal,             	
27,    	0.070817490201,     	0.139169102762,     	0.987733184579,     	1.100086433911,     	1.414003617076,     	1.0,                	0.00417114612,      	0.035043233328,     	0.035043233328,     	Normal,             	
28,    	0.037999254371,     	0.151456966658,     	0.987733184579,     	1.324978850453,     	1.414003617076,     	1.0,                	0.004132492335,     	0.034287803919,     	0.034287803919,     	Normal,             	
29,    	0.00402715075,      	0.156099129206,     	0.987733184579,     	1.545003372829,     	1.414003617076,     	1.0,                	0.00400651074,      	0.035290934453,     	0.035290934453,     	Normal,             	
30,    	-0.031128921373,    	0.153016817168,     	0.987733184579,     	1.771492234835,     	1.414003617076,     	1.0,                	0.004229404432,     	0.035641568201,     	0.035641568201,     	Normal,             	
31,    	-0.065016018018,    	0.141972086986,     	0.987733184579,     	2.000241195977,     	1.414003617076,     	1.0,                	0.004074816559,     	0.034084264404,     	0.034084264404,     	Normal,             	
32,    	-0.0942713698,      	0.124483191307,     	0.987733184579,     	2.218954359763,     	1.414003617076,     	1.0,                	0.004104002186,     	0.035291890196,     	0.035291890196,     	Normal,             	
33,    	-0.119818003975,    	0.100133920354,     	0.987733184579,     	2.445449381852,     	1.414003617076,     	1.0,                	0.004056216935,     	0.033220200916,     	0.033220200916,     	Normal,             	
34,    	-0.13828854783,     	0.072521952684,     	0.987733184579,     	2.658596625943,     	1.414003617076,     	1.0,                	0.003965197888,     	0.035059793585,     	0.035059793585,     	Normal,             	
35,    	-0.150982936421,    	0.039841046569,     	0.987733184579,     	2.883595769621,     	1.414003617076,     	1.0,                	0.004456049798,     	0.032096447679,     	0.032096447679,     	Normal,             	
36,    	-0.155939301741,    	0.008129591282,     	0.987733184579,     	3.089506757589,     	1.414003617076,     	1.0,                	0.003933020464,     	0.035047986362,     	0.035047986362,     	Normal,             	
37,    	-0.153824542881,    	-0.026854535732,    	0.987733184579,     	3.314429806296,     	1.414003617076,     	1.0,                	0.004202501169,     	0.034099964834,     	0.034099964834,     	Normal,             	
38,    	0.209039458218,     	0.0,                	0.977907206696,     	0.0,                	1.360203712593,     	1.0,                	0.003962221908,     	0.032914998577,     	0.032914998577,     	Normal,             	
39,    	0.206448088291,     	0.032812831838,     	0.977907206696,     	0.157621421221,     	1.360203712593,     	1.0,                	0.003576427071,     	0.035149857009,     	0.035149857009,     	Normal,             	
40,    	0.1980315865,       	0.066940166123,     	0.977907206696,     	0.32596953771,      	1.360203712593,     	1.0,                	0.004284692201,     	0.03188682648,      	0.03188682648,      	Normal,             	
41,    	0.185546356348,     	0.096281071546,     	0.977907206696,     	0.47865756482,      	1.360203712593,     	1.0,                	0.00453220045,      	0.030734951654,     	0.030734951654,     	Normal,             	
42,    	0.16942297198,      	0.122447342386,     	0.977907206696,     	0.625819749047,     	1.360203712593,     	1.0,                	0.004437731473,     	0.033166475277,     	0.033166475277,     	Normal,             	
43,    	0.147924067481,     	0.147702286211,     	0.977907206696,     	0.78464795549,      	1.360203712593,     	1.0,                	0.004796775189,     	0.029508544311,     	0.029676321535,     	cover cap,          	
44,    	0.125517741026,     	0.167160975649,     	0.977907206696,     	0.926732609208,     	1.360203712593,     	1.0,                	0.004584367701,     	0.0307309402,       	0.0307309402,       	Normal,             	
45,    	0.099653498758,     	0.183757109461,     	0.977907206696,     	1.073875551439,     	1.360203712593,     	1.0,                	0.00442825833,      	0.03335619713,      	0.03335619713,      	Normal,             	
46,    	0.069156352092,     	0.197268583554,     	0.977907206696,     	1.233614232559,     	1.360203712593,     	1.0,                	0.003960166098,     	0.033766502748,     	0.033766502748,     	Normal,             	
47,    	0.036493088182,     	0.205829418711,     	0.977907206696,     	1.395322082984,     	1.360203712593,     	1.0,                	0.004083135072,     	0.033287759933,     	0.033287759933,     	Normal,             	
48,    	0.00335786469,      	0.209012487275,     	0.977907206696,     	1.554732330361,     	1.360203712593,     	1.0,                	0.00405948623,      	0.033351024287,     	0.033351024287,     	Normal,             	
49,    	-0.029925320976,    	0.206886370398,     	0.977907206696,     	1.714446186584,     	1.360203712593,     	1.0,                	0.003701567604,     	0.033043734787,     	0.033043734787,     	Normal,             	
50,    	-0.062152522944,    	0.199585968905,     	0.977907206696,     	1.872685379323,     	1.360203712593,     	1.0,                	0.003741312067,     	0.033595280666,     	0.033595280666,     	Normal,             	
51,    	-0.093322126528,    	0.187052067062,     	0.977907206696,     	2.033571468978,     	1.360203712593,     	1.0,                	0.003817550113,     	0.033953973714,     	0.033953973714,     	Normal,             	
52,    	-0.12237329631,     	0.169476462797,     	0.977907206696,     	2.196179096213,     	1.360203712593,     	1.0,                	0.004974503167,     	0.030520327896,     	0.030520327896,     	Normal,             	
53,    	-0.145746995534,    	0.1498509539,       	0.977907206696,     	2.342311800142,     	1.360203712593,     	1.0,                	0.004037476821,     	0.033815474788,     	0.033815474788,     	Normal,             	
54,    	-0.16800139008,     	0.12439062675,      	0.977907206696,     	2.504254691289,     	1.360203712593,     	1.0,                	0.004003971113,     	0.032677296351,     	0.032677296351,     	Normal,             	
55,    	-0.185334127068,    	0.096688967499,     	0.977907206696,     	2.660735481042,     	1.360203712593,     	1.0,                	0.004123312899,     	0.033442520066,     	0.033442520066,     	Normal,             	
56,    	-0.198381301252,    	0.0658965432,       	0.977907206696,     	2.820888436677,     	1.360203712593,     	1.0,                	0.004664145995,     	0.03037604231,      	0.03037604231,      	Normal,             	
57,    	-0.205837101838,    	0.036449727006,     	0.977907206696,     	2.966329071439,     	1.360203712593,     	1.0,                	0.003984224374,     	0.034369738706,     	0.034369738706,     	Normal,             	
58,    	-0.209027580386,    	0.002228391769,     	0.977907206696,     	3.13093230269,      	1.360203712593,     	1.0,                	0.004510340117,     	0.031833792686,     	0.031833792686,     	Normal,             	
59,    	-0.206942164696,    	-0.02953702021,     	0.977907206696,     	3.283365887583,     	1.360203712593,     	1.0,                	0.003789890162,     	0.033813016388,     	0.033813016388,     	Normal,             	
60,    	0.260868718175,     	0.0,                	0.9653742859,       	0.0,                	1.306874356089,     	1.0,                	0.004657076538,     	0.032680265109,     	0.032680265109,     	Normal,             	
61,    	0.258821712051,     	0.032616092554,     	0.9653742859,       	0.125356819342,     	1.306874356089,     	1.0,                	0.004686158183,     	0.031688740266,     	0.031688740266,     	Normal,             	
62,    	0.252957448052,     	0.063757490522,     	0.9653742859,       	0.246905528112,     	1.306874356089,     	1.0,                	0.004817331091,     	0.031728204931,     	0.031728204931,     	Normal,             	
63,    	0.243346323941,     	0.093994971923,     	0.9653742859,       	0.368605798747,     	1.306874356089,     	1.0,                	0.004575124774,     	0.032005826332,     	0.032005826332,     	Normal,             	
64,    	0.230004348321,     	0.123087318095,     	0.9653742859,       	0.491372278884,     	1.306874356089,     	1.0,                	0.004099601956,     	0.034767964102,     	0.034767964102,     	Normal,             	
65,    	0.211593252485,     	0.152580416913,     	0.9653742859,       	0.624748746697,     	1.306874356089,     	1.0,                	0.004729438982,     	0.032791932278,     	0.032791932278,     	Normal,             	
66,    	0.190779671557,     	0.177920221006,     	0.9653742859,       	0.75053447001,      	1.306874356089,     	1.0,                	0.00474100906,      	0.03248793387,      	0.03248793387,      	Normal,             	
67,    	0.167185476964,     	0.200253600254,     	0.9653742859,       	0.875152575164,     	1.306874356089,     	1.0,                	0.004641904787,     	0.032455514515,     	0.032455514515,     	Normal,             	
68,    	0.141025632826,     	0.219463571028,     	0.9653742859,       	0.999646164326,     	1.306874356089,     	1.0,                	0.004531114494,     	0.032802771508,     	0.032802771508,     	Normal,             	
69,    	0.112368998514,     	0.23542662614,      	0.9653742859,       	1.125473520497,     	1.306874356089,     	1.0,                	0.005098517214,     	0.030810008873,     	0.031311862543,     	cover cap,          	
70,    	0.083352414482,     	0.247193978734,     	0.9653742859,       	1.245574886245,     	1.306874356089,     	1.0,                	0.004221041765,     	0.033097361978,     	0.033097361978,     	Normal,             	
71,    	0.051382326217,     	0.255758371662,     	0.9653742859,       	1.37253376836,      	1.306874356089,     	1.0,                	0.004531279509,     	0.032073902664,     	0.032073902664,     	Normal,             	
72,    	0.019607850339,     	0.260130775433,     	0.9653742859,       	1.495561702075,     	1.306874356089,     	1.0,                	0.004432821628,     	0.034763372633,     	0.034763372633,     	Normal,             	
73,    	-0.015154250108,    	0.260428179785,     	0.9653742859,       	1.628920529994,     	1.306874356089,     	1.0,                	0.004550691696,     	0.032352591957,     	0.032352591957,     	Normal,             	
74,    	-0.047273510938,    	0.256549611744,     	0.9653742859,       	1.75301881825,      	1.306874356089,     	1.0,                	0.004041454712,     	0.032893374498,     	0.032893374498,     	Normal,             	
75,    	-0.07918212505,     	0.248561218204,     	0.9653742859,       	1.87919417741,      	1.306874356089,     	1.0,                	0.004270137315,     	0.036213518285,     	0.036213518285,     	Normal,             	
76,    	-0.112840964594,    	0.235200775577,     	0.9653742859,       	2.018124821331,     	1.306874356089,     	1.0,                	0.004813277529,     	0.032220045828,     	0.032220045828,     	Normal,             	
77,    	-0.140974614604,    	0.219496346575,     	0.9653742859,       	2.141714038782,     	1.306874356089,     	1.0,                	0.004441097027,     	0.03262437782,      	0.03262437782,      	Normal,             	
78,    	-0.167268792737,    	0.200184013095,     	0.9653742859,       	2.266856202033,     	1.306874356089,     	1.0,                	0.004729376152,     	0.032015203619,     	0.032015203619,     	Normal,             	
79,    	-0.190530487744,    	0.178187040389,     	0.9653742859,       	2.389658696401,     	1.306874356089,     	1.0,                	0.004749388581,     	0.032161676216,     	0.032161676216,     	Normal,             	
80,    	-0.211008826647,    	0.15338762401,      	0.9653742859,       	2.513023735837,     	1.306874356089,     	1.0,                	0.004643245687,     	0.032770460349,     	0.032770460349,     	Normal,             	
81,    	-0.228574497797,    	0.12572265937,      	0.9653742859,       	2.638726986872,     	1.306874356089,     	1.0,                	0.004677055758,     	0.032444088158,     	0.032444088158,     	Normal,             	
82,    	-0.242412522902,    	0.096377678239,     	0.9653742859,       	2.763176689893,     	1.306874356089,     	1.0,                	0.004792170889,     	0.032477810643,     	0.032477810643,     	Normal,             	
83,    	-0.252509458698,    	0.065509246603,     	0.9653742859,       	2.887755913786,     	1.306874356089,     	1.0,                	0.004830039442,     	0.032364171325,     	0.032364171325,     	Normal,             	
84,    	-0.258677816982,    	0.03373833315,      	0.9653742859,       	3.011898675378,     	1.306874356089,     	1.0,                	0.004685785935,     	0.032024127146,     	0.032024127146,     	Normal,             	
85,    	-0.260862584998,    	0.001788818158,     	0.9653742859,       	3.134735441311,     	1.306874356089,     	1.0,                	0.00467155861,      	0.032047256638,     	0.032047256638,     	Normal,             	
86,    	-0.259113495298,    	-0.030210671575,    	0.9653742859,       	3.257661038197,     	1.306874356089,     	1.0,                	0.004711566574,     	0.031847372497,     	0.031847372497,     	Normal,             	
87,    	0.31267849169,      	0.0,                	0.949859021558,     	0.0,                	1.252784714802,     	1.0,                	0.004815717183,     	0.03294069696,      	0.03294069696,      	Normal,             	
88,    	0.310943339537,     	0.032894965621,     	0.949859021558,     	0.105398836458,     	1.252784714802,     	1.0,                	0.004403022532,     	0.036355658275,     	0.036355658275,     	Normal,             	
89,    	0.305023216843,     	0.068765371751,     	0.949859021558,     	0.221736126848,     	1.252784714802,     	1.0,                	0.003790760041,     	0.036158866226,     	0.036158866226,     	Normal,             	
90,    	0.295044774024,     	0.103520145318,     	0.949859021558,     	0.337442981661,     	1.252784714802,     	1.0,                	0.004083540321,     	0.036528762967,     	0.036528762967,     	Normal,             	
91,    	0.280958242129,     	0.13722355973,      	0.949859021558,     	0.454334833267,     	1.252784714802,     	1.0,                	0.005033808829,     	0.03261467966,      	0.03261467966,      	Normal,             	
92,    	0.265135871857,     	0.165743200827,     	0.949859021558,     	0.558689574704,     	1.252784714802,     	1.0,                	0.00531762925,      	0.031427439004,     	0.031427439004,     	Normal,             	
93,    	0.247158760846,     	0.191521241909,     	0.949859021558,     	0.65924232673,      	1.252784714802,     	1.0,                	0.004701127536,     	0.03288526012,      	0.03288526012,      	Normal,             	
94,    	0.225676863382,     	0.216420406846,     	0.949859021558,     	0.764463620502,     	1.252784714802,     	1.0,                	0.004481305677,     	0.033224284518,     	0.033224284518,     	Normal,             	
95,    	0.201439145515,     	0.239144537507,     	0.949859021558,     	0.870770690903,     	1.252784714802,     	1.0,                	0.004887255907,     	0.032922131733,     	0.032922131733,     	Normal,             	
96,    	0.175177781307,     	0.258999197106,     	0.949859021558,     	0.976110070051,     	1.252784714802,     	1.0,                	0.004080760012,     	0.035784992177,     	0.035784992177,     	Normal,             	
97,    	0.144437531241,     	0.277318659189,     	0.949859021558,     	1.090619227734,     	1.252784714802,     	1.0,                	0.004584283317,     	0.03272133143,      	0.03272133143,      	Normal,             	
98,    	0.114665417448,     	0.290894622169,     	0.949859021558,     	1.19531552637,      	1.252784714802,     	1.0,                	0.004398076526,     	0.03434456601,      	0.03434456601,      	Normal,             	
99,    	0.082070104307,     	0.301715656114,     	0.949859021558,     	1.305210691561,     	1.252784714802,     	1.0,                	0.004624218131,     	0.031557459311,     	0.031557459311,     	Normal,             	
100,   	0.051239892208,     	0.308451475295,     	0.949859021558,     	1.406179799344,     	1.252784714802,     	1.0,                	0.004218366487,     	0.035859322567,     	0.035859322567,     	Normal,             	
101,   	0.015586581796,     	0.312289765496,     	0.949859021558,     	1.520927069475,     	1.252784714802,     	1.0,                	0.004171604138,     	0.035672580457,     	0.035672580457,     	Normal,             	
102,   	-0.020085072677,    	0.312032737098,     	0.949859021558,     	1.63507612679,      	1.252784714802,     	1.0,                	0.003808011205,     	0.036575023387,     	0.036575023387,     	Normal,             	
103,   	-0.056384670466,    	0.307552610299,     	0.949859021558,     	1.752116180611,     	1.252784714802,     	1.0,                	0.004254222122,     	0.036087259785,     	0.036087259785,     	Normal,             	
104,   	-0.091445656263,    	0.299007577021,     	0.949859021558,     	1.867593642592,     	1.252784714802,     	1.0,                	0.004320264119,     	0.036579901548,     	0.036579901548,     	Normal,             	
105,   	-0.125740536389,    	0.2862816038,       	0.949859021558,     	1.98464932437,      	1.252784714802,     	1.0,                	0.004146422679,     	0.0366703534,       	0.0366703534,       	Normal,             	
106,   	-0.158392610339,    	0.269591580275,     	0.949859021558,     	2.101994784254,     	1.252784714802,     	1.0,                	0.004333489764,     	0.035241447135,     	0.035241447135,     	Normal,             	
107,   	-0.187723477446,    	0.250055464209,     	0.949859021558,     	2.214762780792,     	1.252784714802,     	1.0,                	0.00474307537,      	0.030669339743,     	0.030948900818,     	cover cap,          	
108,   	-0.21152405926,     	0.230272472344,     	0.949859021558,     	2.313783177855,     	1.252784714802,     	1.0,                	0.004535764494,     	0.03305497931,      	0.03305497931,      	Normal,             	
109,   	-0.234651436988,    	0.20665561276,      	0.949859021558,     	2.419548018962,     	1.252784714802,     	1.0,                	0.004077628584,     	0.036365328675,     	0.036365328675,     	Normal,             	
110,   	-0.257058372096,    	0.178013573923,     	0.949859021558,     	2.535916289375,     	1.252784714802,     	1.0,                	0.003985449312,     	0.035862343569,     	0.035862343569,     	Normal,             	
111,   	-0.275751094454,    	0.14740818523,      	0.949859021558,     	2.650673237118,     	1.252784714802,     	1.0,                	0.004233662838,     	0.03618730863,      	0.03618730863,      	Normal,             	
112,   	-0.290935808984,    	0.114560875591,     	0.949859021558,     	2.766471208228,     	1.252784714802,     	1.0,                	0.004010615065,     	0.035528654661,     	0.035528654661,     	Normal,             	
113,   	-0.30205382571,     	0.08081661673,      	0.949859021558,     	2.880159218208,     	1.252784714802,     	1.0,                	0.004749927037,     	0.033118818098,     	0.033118818098,     	Normal,             	
114,   	-0.308907517262,    	0.048414718262,     	0.949859021558,     	2.986128513188,     	1.252784714802,     	1.0,                	0.004921437368,     	0.032453793267,     	0.032453793267,     	Normal,             	
115,   	-0.312261923966,    	0.016134745321,     	0.949859021558,     	3.089968014308,     	1.252784714802,     	1.0,                	0.003765828834,     	0.035812272669,     	0.035812272669,     	Normal,             	
116,   	-0.312058739289,    	-0.019676950949,    	0.949859021558,     	3.20456456304,      	1.252784714802,     	1.0,                	0.004703167376,     	0.031387639456,     	0.031387639456,     	Normal,             	
117,   	0.363747073856,     	0.0,                	0.931497754297,     	0.0,                	1.198508943755,     	1.0,                	0.004537627807,     	0.033137753218,     	0.033137753218,     	Normal,             	
118,   	0.362237631214,     	0.033103357401,     	0.931497754297,     	0.091132618335,     	1.198508943755,     	1.0,                	0.004546850612,     	0.034306580233,     	0.034306580233,     	Normal,             	
119,   	0.357507893416,     	0.067082336604,     	0.931497754297,     	0.185481990761,     	1.198508943755,     	1.0,                	0.005573241801,     	0.030560859243,     	0.031061073149,     	cover cap,          	
120,   	0.350481389756,     	0.097338220519,     	0.931497754297,     	0.27089990954,      	1.198508943755,     	1.0,                	0.004415687037,     	0.034954608413,     	0.034954608413,     	Normal,             	
