Point's Coordinates for twisted_polar_coordinates_29

num,   	x,,                 	y,,                 	z,,                 	theta,,             	phi,,               	norm,               	

1,     	0.108017527344,     	0.00468358105,      	-0.994137957154,    	0.043332312463,     	-1.462465545637,    	1.0,                	
2,     	0.028924901362,     	0.104178079394,     	-0.994137957154,    	1.299969373899,     	-1.462465545637,    	1.0,                	
3,     	-0.090140955181,    	0.059702012898,     	-0.994137957154,    	2.556606435335,     	-1.462465545637,    	1.0,                	
4,     	-0.084635075442,    	-0.067280206226,    	-0.994137957154,    	3.813243496771,     	-1.462465545637,    	1.0,                	
5,     	0.037833601917,     	-0.101283467116,    	-0.994137957154,    	5.069880558207,     	-1.462465545637,    	1.0,                	
6,     	0.214803665211,     	0.00846614295,      	-0.97662055571,     	0.03939301133,      	-1.354134764478,    	1.0,                	
7,     	0.176127199778,     	0.123253801819,     	-0.97662055571,     	0.610591675619,     	-1.354134764478,    	1.0,                	
8,     	0.081531592871,     	0.198909249479,     	-0.97662055571,     	1.181790339908,     	-1.354134764478,    	1.0,                	
9,     	-0.038949718697,    	0.211412415856,     	-0.97662055571,     	1.752989004197,     	-1.354134764478,    	1.0,                	
10,    	-0.147064769785,    	0.156793633967,     	-0.97662055571,     	2.324187668486,     	-1.354134764478,    	1.0,                	
11,    	-0.208487795577,    	0.052393981144,     	-0.97662055571,     	2.895386332776,     	-1.354134764478,    	1.0,                	
12,    	-0.203717419377,    	-0.068640390493,    	-0.97662055571,     	3.466584997065,     	-1.354134764478,    	1.0,                	
13,    	-0.134268201923,    	-0.167881923139,    	-0.97662055571,     	4.037783661354,     	-1.354134764478,    	1.0,                	
14,    	-0.022189779053,    	-0.213822131385,    	-0.97662055571,     	4.608982325643,     	-1.354134764478,    	1.0,                	
15,    	0.096933741881,     	-0.191875323711,    	-0.97662055571,     	5.180180989932,     	-1.354134764478,    	1.0,                	
16,    	0.185281484669,     	-0.109009456486,    	-0.97662055571,     	5.751379654221,     	-1.354134764478,    	1.0,                	
17,    	0.319038092657,     	0.012967751575,     	-0.947653171183,    	0.040624042934,     	-1.24580398332,     	1.0,                	
18,    	0.289790220215,     	0.134071232616,     	-0.947653171183,    	0.433323124633,     	-1.24580398332,     	1.0,                	
19,    	0.2164244137,       	0.23476358385,      	-0.947653171183,    	0.826022206332,     	-1.24580398332,     	1.0,                	
20,    	0.110109952091,     	0.29971530758,      	-0.947653171183,    	1.218721288031,     	-1.24580398332,     	1.0,                	
21,    	-0.012967751575,    	0.319038092657,     	-0.947653171183,    	1.611420369729,     	-1.24580398332,     	1.0,                	
22,    	-0.134071232616,    	0.289790220215,     	-0.947653171183,    	2.004119451428,     	-1.24580398332,     	1.0,                	
23,    	-0.23476358385,     	0.2164244137,       	-0.947653171183,    	2.396818533127,     	-1.24580398332,     	1.0,                	
24,    	-0.29971530758,     	0.110109952091,     	-0.947653171183,    	2.789517614825,     	-1.24580398332,     	1.0,                	
25,    	-0.319038092657,    	-0.012967751575,    	-0.947653171183,    	3.182216696524,     	-1.24580398332,     	1.0,                	
26,    	-0.289790220215,    	-0.134071232616,    	-0.947653171183,    	3.574915778223,     	-1.24580398332,     	1.0,                	
27,    	-0.2164244137,      	-0.23476358385,     	-0.947653171183,    	3.967614859922,     	-1.24580398332,     	1.0,                	
28,    	-0.110109952091,    	-0.29971530758,     	-0.947653171183,    	4.36031394162,      	-1.24580398332,     	1.0,                	
29,    	0.012967751575,     	-0.319038092657,    	-0.947653171183,    	4.753013023319,     	-1.24580398332,     	1.0,                	
30,    	0.134071232616,     	-0.289790220215,    	-0.947653171183,    	5.145712105018,     	-1.24580398332,     	1.0,                	
31,    	0.23476358385,      	-0.2164244137,      	-0.947653171183,    	5.538411186716,     	-1.24580398332,     	1.0,                	
32,    	0.29971530758,      	-0.110109952091,    	-0.947653171183,    	5.931110268415,     	-1.24580398332,     	1.0,                	
33,    	0.419531591636,     	0.017323430043,     	-0.907575419671,    	0.041268869013,     	-1.137473202162,    	1.0,                	
34,    	0.395786809492,     	0.140212906115,     	-0.907575419671,    	0.340468169355,     	-1.137473202162,    	1.0,                	
35,    	0.336874632443,     	0.250643850165,     	-0.907575419671,    	0.639667469696,     	-1.137473202162,    	1.0,                	
36,    	0.248029665951,     	0.338803988196,     	-0.907575419671,    	0.938866770038,     	-1.137473202162,    	1.0,                	
37,    	0.137146175179,     	0.396859905058,     	-0.907575419671,    	1.23806607038,      	-1.137473202162,    	1.0,                	
38,    	0.014076644886,     	0.419653077765,     	-0.907575419671,    	1.537265370722,     	-1.137473202162,    	1.0,                	
39,    	-0.110243657079,    	0.405158232896,     	-0.907575419671,    	1.836464671064,     	-1.137473202162,    	1.0,                	
40,    	-0.224768326316,    	0.354663301025,     	-0.907575419671,    	2.135663971406,     	-1.137473202162,    	1.0,                	
41,    	-0.31932134338,     	0.272654978445,     	-0.907575419671,    	2.434863271748,     	-1.137473202162,    	1.0,                	
42,    	-0.385501257767,    	0.166420064503,     	-0.907575419671,    	2.73406257209,      	-1.137473202162,    	1.0,                	
43,    	-0.417427693657,    	0.045397997508,     	-0.907575419671,    	3.033261872432,     	-1.137473202162,    	1.0,                	
44,    	-0.412263847113,    	-0.079657880792,    	-0.907575419671,    	3.332461172773,     	-1.137473202162,    	1.0,                	
45,    	-0.370468548564,    	-0.197635806811,    	-0.907575419671,    	3.631660473115,     	-1.137473202162,    	1.0,                	
46,    	-0.295755493701,    	-0.298052924084,    	-0.907575419671,    	3.930859773457,     	-1.137473202162,    	1.0,                	
47,    	-0.19476326532,     	-0.371986731068,    	-0.907575419671,    	4.230059073799,     	-1.137473202162,    	1.0,                	
48,    	-0.076465466112,    	-0.41286788456,     	-0.907575419671,    	4.529258374141,     	-1.137473202162,    	1.0,                	
49,    	0.048626625324,     	-0.417063914669,    	-0.907575419671,    	4.828457674483,     	-1.137473202162,    	1.0,                	
50,    	0.169398027706,     	-0.384201985703,    	-0.907575419671,    	5.127656974825,     	-1.137473202162,    	1.0,                	
51,    	0.275117671934,     	-0.317202024266,    	-0.907575419671,    	5.426856275167,     	-1.137473202162,    	1.0,                	
52,    	0.356391903678,     	-0.222017270954,    	-0.907575419671,    	5.726055575508,     	-1.137473202162,    	1.0,                	
53,    	0.405999150779,     	-0.107105308812,    	-0.907575419671,    	6.02525487585,      	-1.137473202162,    	1.0,                	
54,    	0.51510641361,      	0.021474689938,     	-0.856857176168,    	0.041665685061,     	-1.029142421004,    	1.0,                	
55,    	0.49499912771,      	0.144123708029,     	-0.856857176168,    	0.283326658414,     	-1.029142421004,    	1.0,                	
56,    	0.446124291757,     	0.258396780077,     	-0.856857176168,    	0.524987631767,     	-1.029142421004,    	1.0,                	
57,    	0.371322333562,     	0.357652770502,     	-0.856857176168,    	0.76664860512,      	-1.029142421004,    	1.0,                	
58,    	0.274940471043,     	0.43612328192,      	-0.856857176168,    	1.008309578473,     	-1.029142421004,    	1.0,                	
59,    	0.162580067715,     	0.489247893436,     	-0.856857176168,    	1.249970551826,     	-1.029142421004,    	1.0,                	
60,    	0.040771101805,     	0.51393919573,      	-0.856857176168,    	1.491631525179,     	-1.029142421004,    	1.0,                	
61,    	-0.083407332345,    	0.508762220061,     	-0.856857176168,    	1.733292498532,     	-1.029142421004,    	1.0,                	
62,    	-0.202738435512,    	0.474017833437,     	-0.856857176168,    	1.974953471885,     	-1.029142421004,    	1.0,                	
63,    	-0.310287117731,    	0.411725253319,     	-0.856857176168,    	2.216614445238,     	-1.029142421004,    	1.0,                	
64,    	-0.399803040515,    	0.325504698038,     	-0.856857176168,    	2.458275418591,     	-1.029142421004,    	1.0,                	
65,    	-0.46608386381,     	0.220366992868,     	-0.856857176168,    	2.699936391945,     	-1.029142421004,    	1.0,                	
66,    	-0.505277587086,    	0.102422359075,     	-0.856857176168,    	2.941597365298,     	-1.029142421004,    	1.0,                	
67,    	-0.51510641361,     	-0.021474689938,    	-0.856857176168,    	3.183258338651,     	-1.029142421004,    	1.0,                	
68,    	-0.49499912771,     	-0.144123708029,    	-0.856857176168,    	3.424919312004,     	-1.029142421004,    	1.0,                	
69,    	-0.446124291757,    	-0.258396780077,    	-0.856857176168,    	3.666580285357,     	-1.029142421004,    	1.0,                	
