This run aims to check if discrepancy is less than 0.0492
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.097661339457,     	0.0,                	0.995219705781,     	0.0,                	1.472979072524,     	1.0,                	0.013596655997,     	0.026503354448,     	0.026503354448,     	Normal,             	
1,     	0.094065096558,     	0.026258233642,     	0.995219705781,     	0.272219949125,     	1.472979072524,     	1.0,                	0.01237264876,      	0.030894932177,     	0.030894932177,     	Normal,             	
2,     	0.081156117284,     	0.054326990087,     	0.995219705781,     	0.589901758549,     	1.472979072524,     	1.0,                	0.013341017821,     	0.028615852917,     	0.028615852917,     	Normal,             	
3,     	0.061925621328,     	0.07551790945,      	0.995219705781,     	0.883971269264,     	1.472979072524,     	1.0,                	0.013034108122,     	0.028018905475,     	0.028018905475,     	Normal,             	
4,     	0.037935138068,     	0.089992569272,     	0.995219705781,     	1.171863086576,     	1.472979072524,     	1.0,                	0.013335172481,     	0.028170030433,     	0.028170030433,     	Normal,             	
5,     	0.01067039653,      	0.097076670021,     	0.995219705781,     	1.461318602962,     	1.472979072524,     	1.0,                	0.013446453382,     	0.028244773752,     	0.028244773752,     	Normal,             	
6,     	-0.017556443997,    	0.096070331001,     	0.995219705781,     	1.751547558791,     	1.472979072524,     	1.0,                	0.013401230593,     	0.029125978007,     	0.029125978007,     	Normal,             	
7,     	-0.045106822763,    	0.086620504297,     	0.995219705781,     	2.050898493262,     	1.472979072524,     	1.0,                	0.013141731206,     	0.028816114006,     	0.028816114006,     	Normal,             	
8,     	-0.068422005478,    	0.069686199429,     	0.995219705781,     	2.347041097426,     	1.472979072524,     	1.0,                	0.013249193216,     	0.028394452474,     	0.028394452474,     	Normal,             	
9,     	-0.085575695209,    	0.047058873914,     	0.995219705781,     	2.638819051352,     	1.472979072524,     	1.0,                	0.013336645841,     	0.028402545283,     	0.028402545283,     	Normal,             	
10,    	-0.095497204718,    	0.020445564694,     	0.995219705781,     	2.930680761313,     	1.472979072524,     	1.0,                	0.012932904697,     	0.028195887208,     	0.028195887208,     	Normal,             	
11,    	-0.097358199226,    	-0.007688840487,    	0.995219705781,     	3.220403837138,     	1.472979072524,     	1.0,                	0.013330587068,     	0.028509478485,     	0.028509478485,     	Normal,             	
12,    	0.146938760086,     	0.0,                	0.989145591298,     	0.0,                	1.423323603193,     	1.0,                	0.017223144402,     	0.029645337803,     	0.029645337803,     	Normal,             	
13,    	0.143948241951,     	0.029494115595,     	0.989145591298,     	0.202096766475,     	1.423323603193,     	1.0,                	0.016175452676,     	0.034944920855,     	0.034944920855,     	Normal,             	
14,    	0.132913003464,     	0.062650879688,     	0.989145591298,     	0.440480431484,     	1.423323603193,     	1.0,                	0.016645451132,     	0.031832969503,     	0.031832969503,     	Normal,             	
15,    	0.116301085625,     	0.089805660724,     	0.989145591298,     	0.657547403119,     	1.423323603193,     	1.0,                	0.016134872809,     	0.033759473976,     	0.033759473976,     	Normal,             	
16,    	0.09273511599,      	0.11397893436,      	0.989145591298,     	0.887807747699,     	1.423323603193,     	1.0,                	0.016543079278,     	0.032219759773,     	0.032219759773,     	Normal,             	
17,    	0.065663840606,     	0.131450596242,     	0.989145591298,     	1.107522814283,     	1.423323603193,     	1.0,                	0.01621687699,      	0.033450496277,     	0.033450496277,     	Normal,             	
18,    	0.034232210202,     	0.142895608751,     	0.989145591298,     	1.335666509459,     	1.423323603193,     	1.0,                	0.016477649818,     	0.032466833507,     	0.032466833507,     	Normal,             	
19,    	0.002016377253,     	0.146924924497,     	0.989145591298,     	1.557073327221,     	1.423323603193,     	1.0,                	0.016269247161,     	0.032907991341,     	0.032907991341,     	Normal,             	
20,    	-0.030732131643,    	0.143689022894,     	0.989145591298,     	1.781501215754,     	1.423323603193,     	1.0,                	0.016271226789,     	0.032743408073,     	0.032743408073,     	Normal,             	
21,    	-0.061788988912,    	0.133315865765,     	0.989145591298,     	2.004801970123,     	1.423323603193,     	1.0,                	0.016194662305,     	0.032564159453,     	0.032564159453,     	Normal,             	
22,    	-0.089634776627,    	0.116432839159,     	0.989145591298,     	2.226875236947,     	1.423323603193,     	1.0,                	0.016032467767,     	0.034145083463,     	0.034145083463,     	Normal,             	
23,    	-0.114087679184,    	0.092601299526,     	0.989145591298,     	2.459777560136,     	1.423323603193,     	1.0,                	0.016624715041,     	0.031911337637,     	0.031911337637,     	Normal,             	
24,    	-0.131388938769,    	0.065787126285,     	0.989145591298,     	2.677381035093,     	1.423323603193,     	1.0,                	0.016151489711,     	0.033696877873,     	0.033696877873,     	Normal,             	
