This run aims to check if discrepancy is less than 0.0129
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.544749162003,     	0.007968254606,     	0.311597416341,     	1.53809168577,      	0,     	11,    	12,    	
2,     	1.522597175934,     	0.017145101715,     	0.375897501781,     	1.508488014756,     	12,    	21,    	10,    	
3,     	1.494747228488,     	0.015499989814,     	0.207351586541,     	1.481705670001,     	22,    	38,    	17,    	
4,     	1.468284326319,     	0.015215589718,     	0.15576555751,      	1.455361724519,     	39,    	60,    	22,    	
5,     	1.442229534382,     	0.015211761149,     	0.119976573029,     	1.429279449543,     	61,    	87,    	27,    	
6,     	1.416150915761,     	0.015233840869,     	0.102680848274,     	1.403143971262,     	88,    	119,   	32,    	
7,     	1.390599810458,     	0.014764664315,     	0.083617486677,     	1.377878392874,     	120,   	156,   	37,    	
8,     	1.364828517673,     	0.015177356618,     	0.07422864158,      	1.35150577856,      	157,   	197,   	41,    	
9,     	1.338518728558,     	0.015091429662,     	0.068954626434,     	1.325569306771,     	198,   	244,   	47,    	
10,    	1.312368822424,     	0.015145496831,     	0.060063437169,     	1.299351140891,     	245,   	296,   	52,    	
11,    	1.286574970469,     	0.01468344331,      	0.059643725741,     	1.273758761709,     	297,   	352,   	56,    	
12,    	1.260699558456,     	0.015029858392,     	0.054173332275,     	1.247598856576,     	353,   	413,   	61,    	
13,    	1.234401086829,     	0.015374986393,     	0.052583939884,     	1.22117021052,      	414,   	479,   	66,    	
14,    	1.208357067514,     	0.014779187153,     	0.042152752272,     	1.195448374502,     	480,   	551,   	72,    	
15,    	1.183426088214,     	0.014261874007,     	0.042915764633,     	1.170811068127,     	552,   	627,   	76,    	
16,    	1.158392264789,     	0.014409714939,     	0.043101500189,     	1.145921357917,     	628,   	707,   	80,    	
17,    	1.133752407967,     	0.014156388456,     	0.03871673067,      	1.120916709635,     	708,   	789,   	82,    	
18,    	1.10847368063,      	0.015073192196,     	0.037359463117,     	1.095245209478,     	790,   	875,   	86,    	
19,    	1.082700200993,     	0.014506426128,     	0.030935395088,     	1.069885017221,     	876,   	967,   	92,    	
20,    	1.056798673162,     	0.015117916103,     	0.031814078562,     	1.043756527423,     	968,   	1063,  	96,    	
21,    	1.031777746617,     	0.013843684908,     	0.026971102872,     	1.019828628775,     	1064,  	1163,  	100,   	
22,    	1.006960040912,     	0.014894280973,     	0.031348447445,     	0.994104835319,     	1164,  	1266,  	103,   	
23,    	0.981168439066,     	0.014891132778,     	0.029345823541,     	0.968240813711,     	1267,  	1373,  	107,   	
24,    	0.956295785619,     	0.013813070121,     	0.027045214437,     	0.94436692712,      	1374,  	1486,  	113,   	
25,    	0.933204667698,     	0.012902640866,     	0.024463526454,     	0.921446991156,     	1487,  	1603,  	117,   	
26,    	0.909527827525,     	0.013735297484,     	0.024551168051,     	0.897317394968,     	1604,  	1725,  	122,   	
27,    	0.88616361533,      	0.012861449627,     	0.028812935916,     	0.874432901775,     	1726,  	1855,  	130,   	
28,    	0.866606738726,     	0.009040870642,     	0.023479015291,     	0.857252830962,     	1856,  	2002,  	147,   	
29,    	0.84807567189,      	0.010615481783,     	0.023931608222,     	0.838898281694,     	2003,  	2159,  	157,   	
30,    	0.828802055903,     	0.011643751075,     	0.026331924999,     	0.818736644423,     	2160,  	2300,  	141,   	
31,    	0.808385857436,     	0.011941608609,     	0.024334780542,     	0.798062662979,     	2301,  	2448,  	148,   	
32,    	0.789371627591,     	0.010080637787,     	0.022257180344,     	0.780654269384,     	2449,  	2610,  	162,   	
33,    	0.770447761829,     	0.011766234434,     	0.017883900901,     	0.760274582595,     	2611,  	2773,  	163,   	
34,    	0.752142981503,     	0.009390517038,     	0.018455591335,     	0.743546616807,     	2774,  	2928,  	155,   	
35,    	0.735841074185,     	0.008917569456,     	0.020103502627,     	0.72761446527,      	2929,  	3094,  	166,   	
36,    	0.717401709467,     	0.01197243372,      	0.018306605052,     	0.707048787015,     	3095,  	3268,  	174,   	
37,    	0.698269384746,     	0.010127482517,     	0.020932517161,     	0.689268246077,     	3269,  	3434,  	166,   	
38,    	0.681054886611,     	0.009499790032,     	0.014927046516,     	0.672466721828,     	3435,  	3606,  	172,   	
39,    	0.663714779358,     	0.010100772852,     	0.015734869956,     	0.654833284516,     	3607,  	3791,  	185,   	
40,    	0.645432174757,     	0.010875041892,     	0.019578445075,     	0.63602515189,      	3792,  	3966,  	175,   	
41,    	0.625073571053,     	0.012748212842,     	0.016886793005,     	0.614047804827,     	3967,  	4139,  	173,   	
42,    	0.603742665088,     	0.011941968763,     	0.015216392509,     	0.593412788083,     	4140,  	4316,  	177,   	
43,    	0.583667356193,     	0.011601239304,     	0.018664917719,     	0.57363138658,      	4317,  	4503,  	187,   	
44,    	0.563687919257,     	0.011481604065,     	0.018524243625,     	0.553754865483,     	4504,  	4693,  	190,   	
45,    	0.54443282946,      	0.010804583595,     	0.015876786682,     	0.535084530007,     	4694,  	4881,  	188,   	
46,    	0.524772649696,     	0.012355464731,     	0.019346894362,     	0.51408341459,      	4882,  	5068,  	187,   	
47,    	0.504385433012,     	0.011217157236,     	0.012812789629,     	0.494679670323,     	5069,  	5261,  	193,   	
48,    	0.485310809982,     	0.010825633184,     	0.015907288984,     	0.475943171027,     	5262,  	5461,  	200,   	
49,    	0.465562791892,     	0.012009154242,     	0.016898238767,     	0.455043523858,     	5462,  	5659,  	198,   	
50,    	0.443979780186,     	0.012793190496,     	0.015441260434,     	0.432910132392,     	5660,  	5854,  	195,   	
51,    	0.422800655401,     	0.01168422198,      	0.016806347406,     	0.412447875897,     	5855,  	6053,  	199,   	
52,    	0.402138862329,     	0.012557569472,     	0.018642496797,     	0.391271929185,     	6054,  	6255,  	202,   	
53,    	0.381370668126,     	0.011435500498,     	0.017428829181,     	0.371473681346,     	6256,  	6463,  	208,   	
54,    	0.362240284338,     	0.011052985745,     	0.015982673967,     	0.352536192006,     	6464,  	6672,  	209,   	
55,    	0.34401347251,      	0.009852607131,     	0.015432122738,     	0.334620271087,     	6673,  	6879,  	207,   	
56,    	0.325245981988,     	0.011164040653,     	0.018319798971,     	0.315276115337,     	6880,  	7092,  	213,   	
57,    	0.305398343663,     	0.011402112434,     	0.016517135224,     	0.295528841106,     	7093,  	7311,  	219,   	
58,    	0.28561692819,      	0.011477005239,     	0.01626118246,      	0.275668149927,     	7312,  	7526,  	215,   	
59,    	0.265686389172,     	0.011551817321,     	0.014870109268,     	0.255686649876,     	7527,  	7739,  	213,   	
60,    	0.246939810976,     	0.010286413348,     	0.017227987509,     	0.237453617315,     	7740,  	7957,  	218,   	
61,    	0.227544295878,     	0.011654025041,     	0.013436404223,     	0.217372360809,     	7958,  	8179,  	222,   	
62,    	0.207112525382,     	0.011913840618,     	0.014606316203,     	0.196798442957,     	8180,  	8405,  	226,   	
63,    	0.186284412234,     	0.012140051219,     	0.015160650277,     	0.17561841652,      	8406,  	8625,  	220,   	
64,    	0.167114492704,     	0.009918856573,     	0.016234422544,     	0.157957728137,     	8626,  	8842,  	217,   	
65,    	0.14761447843,      	0.011951920671,     	0.016585004456,     	0.137129877578,     	8843,  	9063,  	221,   	
66,    	0.127516344113,     	0.011275881832,     	0.014614404431,     	0.11770601055,      	9064,  	9290,  	227,   	
67,    	0.107879113405,     	0.011529620342,     	0.013217576758,     	0.097895858263,     	9291,  	9515,  	225,   	
68,    	0.088062346512,     	0.01138128299,      	0.015710707993,     	0.078207189518,     	9516,  	9736,  	221,   	
69,    	0.069267210509,     	0.010334579201,     	0.017061921003,     	0.060318048936,     	9737,  	9961,  	225,   	
70,    	0.050802088541,     	0.010999385524,     	0.015132088755,     	0.041277014183,     	9962,  	10197, 	236,   	
71,    	0.033942653913,     	0.00848337011,      	0.013935825784,     	0.026596101372,     	10198, 	10432, 	235,   	
72,    	0.01698935365,      	0.011107664622,     	0.015854413059,     	0.007369997085,     	10433, 	10647, 	215,   	
73,    	0.002044104741,     	0.006155780253,     	0.014754783729,     	-0.000858684669,    	10648, 	10947, 	300,   	
