This run aims to check if discrepancy is less than 0.0088
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.017939811304,     	0.0,                	0.999839068636,     	0.0,                	1.55285555307,      	1.0,                	0.00210960301,      	0.005346812097,     	0.005346812097,     	Normal,             	
1,     	0.017143024785,     	0.005287109877,     	0.999839068636,     	0.299155997709,     	1.55285555307,      	1.0,                	0.002078105582,     	0.005449289603,     	0.005449289603,     	Normal,             	
2,     	0.014764810873,     	0.010190053459,     	0.999839068636,     	0.60409006039,      	1.55285555307,      	1.0,                	0.002069085498,     	0.00564055758,      	0.00564055758,      	Normal,             	
3,     	0.010870933447,     	0.014270936746,     	0.999839068636,     	0.919815431373,     	1.55285555307,      	1.0,                	0.002104273965,     	0.005375824442,     	0.005375824442,     	Normal,             	
4,     	0.006154712484,     	0.016851004239,     	0.999839068636,     	1.220606996162,     	1.55285555307,      	1.0,                	0.002088436047,     	0.005437473086,     	0.005437473086,     	Normal,             	
5,     	0.00082353635,      	0.017920898903,     	0.999839068636,     	1.524874669502,     	1.55285555307,      	1.0,                	0.002092846363,     	0.005430496499,     	0.005430496499,     	Normal,             	
6,     	-0.004576471288,    	0.01734626012,      	0.999839068636,     	1.82874891605,      	1.55285555307,      	1.0,                	0.002102403331,     	0.005408953754,     	0.005408953754,     	Normal,             	
7,     	-0.009538681476,    	0.015193761394,     	0.999839068636,     	2.131408389343,     	1.55285555307,      	1.0,                	0.002104996793,     	0.00543770778,      	0.00543770778,      	Normal,             	
8,     	-0.013652659895,    	0.011637942576,     	0.999839068636,     	2.435689297861,     	1.55285555307,      	1.0,                	0.002100715151,     	0.005443858565,     	0.005443858565,     	Normal,             	
9,     	-0.016514735678,    	0.007007163128,     	0.999839068636,     	2.740317074361,     	1.55285555307,      	1.0,                	0.00207079107,      	0.0056536318,       	0.0056536318,       	Normal,             	
10,    	-0.017875328416,    	0.00151969195,      	0.999839068636,     	3.056780425622,     	1.55285555307,      	1.0,                	0.002112682292,     	0.005350661592,     	0.005350661592,     	Normal,             	
11,    	-0.017528451573,    	-0.003819714003,    	0.999839068636,     	3.356153426442,     	1.55285555307,      	1.0,                	0.002064230352,     	0.00568502304,      	0.00568502304,      	Normal,             	
