This run aims to check if discrepancy is less than 0.0205
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.040692930221,     	0.0,                	0.999171699674,     	0.0,                	1.530092157527,     	1.0,                	0.005456582532,     	0.011979384125,     	0.011979384125,     	Normal,             	
1,     	0.038929655333,     	0.011848903142,     	0.999171699674,     	0.295458402839,     	1.530092157527,     	1.0,                	0.005269096964,     	0.012511234861,     	0.012511234861,     	Normal,             	
2,     	0.033489977476,     	0.023115708482,     	0.999171699674,     	0.604137186422,     	1.530092157527,     	1.0,                	0.005449895469,     	0.011938465668,     	0.011938472915,     	cover cap,          	
3,     	0.02534039499,      	0.031839895598,     	0.999171699674,     	0.898579192427,     	1.530092157527,     	1.0,                	0.005447439476,     	0.011965011973,     	0.011965011973,     	Normal,             	
4,     	0.014984784046,     	0.037833461606,     	0.999171699674,     	1.193680525235,     	1.530092157527,     	1.0,                	0.005329596954,     	0.012231795158,     	0.012231795158,     	Normal,             	
5,     	0.003064723581,     	0.040577358704,     	0.999171699674,     	1.495411530807,     	1.530092157527,     	1.0,                	0.005455093619,     	0.012247204092,     	0.012247204092,     	Normal,             	
6,     	-0.009147431754,    	0.039651469863,     	0.999171699674,     	1.797525556155,     	1.530092157527,     	1.0,                	0.005376180156,     	0.012316334052,     	0.012316334052,     	Normal,             	
7,     	-0.02059135304,     	0.035098586153,     	0.999171699674,     	2.101358082019,     	1.530092157527,     	1.0,                	0.005409761873,     	0.01215430437,      	0.01215430437,      	Normal,             	
8,     	-0.030038659477,    	0.027451657633,     	0.999171699674,     	2.401163068397,     	1.530092157527,     	1.0,                	0.00533715719,      	0.012450603598,     	0.012450603598,     	Normal,             	
9,     	-0.036933005517,    	0.01708413514,      	0.999171699674,     	2.708334045928,     	1.530092157527,     	1.0,                	0.005435609061,     	0.011906098523,     	0.011938472915,     	cover cap,          	
10,    	-0.040301482052,    	0.005630729474,     	0.999171699674,     	3.002776051934,     	1.530092157527,     	1.0,                	0.005432173494,     	0.012050742573,     	0.012050742573,     	Normal,             	
11,    	-0.040183397446,    	-0.006419434533,    	0.999171699674,     	3.300007465973,     	1.530092157527,     	1.0,                	0.005220479941,     	0.012622866519,     	0.012622866519,     	Normal,             	
12,    	0.075008911407,     	0.0,                	0.997182863476,     	0.0,                	1.495716899138,     	1.0,                	0.003165870478,     	0.027492311188,     	0.027492311188,     	Normal,             	
13,    	0.069970662216,     	0.027026713074,     	0.997182863476,     	0.368603797686,     	1.495716899138,     	1.0,                	0.003178835554,     	0.027644703052,     	0.027644703052,     	Normal,             	
14,    	0.055428404955,     	0.050537399168,     	0.997182863476,     	0.739274444856,     	1.495716899138,     	1.0,                	0.002938680935,     	0.027459555585,     	0.027459555585,     	Normal,             	
15,    	0.03352586138,      	0.067099578309,     	0.997182863476,     	1.107434039252,     	1.495716899138,     	1.0,                	0.002853472122,     	0.027654956487,     	0.027654956487,     	Normal,             	
16,    	0.006932359911,     	0.074687878378,     	0.997182863476,     	1.478243765332,     	1.495716899138,     	1.0,                	0.002990392022,     	0.027480613849,     	0.027480613849,     	Normal,             	
17,    	-0.020432869576,    	0.07217225666,      	0.997182863476,     	1.846688931666,     	1.495716899138,     	1.0,                	0.002879425155,     	0.027552117828,     	0.027552117828,     	Normal,             	
18,    	-0.04511366948,     	0.059925734176,     	0.997182863476,     	2.21610382298,      	1.495716899138,     	1.0,                	0.002880315546,     	0.027438894135,     	0.027438894135,     	Normal,             	
19,    	-0.063646751442,    	0.039691659343,     	0.997182863476,     	2.583983234024,     	1.495716899138,     	1.0,                	0.002990394699,     	0.027660693002,     	0.027660693002,     	Normal,             	
20,    	-0.073705110968,    	0.013924561311,     	0.997182863476,     	2.954870771718,     	1.495716899138,     	1.0,                	0.003075470246,     	0.02744502069,      	0.02744502069,      	Normal,             	
21,    	-0.073780327702,    	-0.013520356308,    	0.997182863476,     	3.322833262265,     	1.495716899138,     	1.0,                	0.003098618609,     	0.027543816059,     	0.027543816059,     	Normal,             	
22,    	0.117227916007,     	0.0,                	0.993105037601,     	0.0,                	1.453298238151,     	1.0,                	0.003521839302,     	0.023226410562,     	0.023226410562,     	Normal,             	
23,    	0.114926987329,     	0.023112158593,     	0.993105037601,     	0.198455883525,     	1.453298238151,     	1.0,                	0.003311993777,     	0.024211174237,     	0.024211174237,     	Normal,             	
24,    	0.107728030685,     	0.046228299732,     	0.993105037601,     	0.405355512534,     	1.453298238151,     	1.0,                	0.003211545914,     	0.025546664314,     	0.025546664314,     	Normal,             	
25,    	0.095155774563,     	0.06846723931,      	0.993105037601,     	0.623712096284,     	1.453298238151,     	1.0,                	0.003262679401,     	0.023795227794,     	0.023795227794,     	Normal,             	
