This run aims to check if discrepancy is less than 0.0157
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.031567432434,     	0.0,                	0.999501624416,     	0.0,                	1.53922364917,      	1.0,                	0.003755960974,     	0.010086741377,     	0.010086741377,     	Normal,             	
1,     	0.029955924247,     	0.009957177962,     	0.999501624416,     	0.320905171154,     	1.53922364917,      	1.0,                	0.003709043685,     	0.010222980539,     	0.010222980539,     	Normal,             	
2,     	0.025203057208,     	0.019008121891,     	0.999501624416,     	0.646183090917,     	1.53922364917,      	1.0,                	0.003676477791,     	0.010295815172,     	0.010295815172,     	Normal,             	
3,     	0.017745992612,     	0.026107135743,     	0.999501624416,     	0.973799362194,     	1.53922364917,      	1.0,                	0.003676727036,     	0.010254486083,     	0.010254486083,     	Normal,             	
4,     	0.008441552858,     	0.030417806887,     	0.999501624416,     	1.300088710325,     	1.53922364917,      	1.0,                	0.003687318002,     	0.010289504475,     	0.010289504475,     	Normal,             	
5,     	-0.001789104654,    	0.031516692323,     	0.999501624416,     	1.627502359206,     	1.53922364917,      	1.0,                	0.003683272404,     	0.010346101373,     	0.010346101373,     	Normal,             	
6,     	-0.011882846022,    	0.029245525485,     	0.999501624416,     	1.956733329474,     	1.53922364917,      	1.0,                	0.003716056536,     	0.010426275949,     	0.010426275949,     	Normal,             	
7,     	-0.020761459914,    	0.023779499,        	0.999501624416,     	2.288539168248,     	1.53922364917,      	1.0,                	0.003724146583,     	0.010353278241,     	0.010353278241,     	Normal,             	
8,     	-0.027338304623,    	0.015783532266,     	0.999501624416,     	2.618000606681,     	1.53922364917,      	1.0,                	0.003721573866,     	0.010380044417,     	0.010380044417,     	Normal,             	
9,     	-0.030979685298,    	0.00606315836,      	0.999501624416,     	2.94832161659,      	1.53922364917,      	1.0,                	0.003699306456,     	0.010347554962,     	0.010347554962,     	Normal,             	
10,    	-0.031275918214,    	-0.004280155411,    	0.999501624416,     	3.27759926508,      	1.53922364917,      	1.0,                	0.003689071299,     	0.010360036001,     	0.010360036001,     	Normal,             	
11,    	0.058774025073,     	0.0,                	0.998271312809,     	0.0,                	1.511988410984,     	1.0,                	0.001981611532,     	0.021321608605,     	0.021321608605,     	Normal,             	
12,    	0.054906576886,     	0.020967924027,     	0.998271312809,     	0.364791951879,     	1.511988410984,     	1.0,                	0.001998667742,     	0.021005322898,     	0.021217151244,     	cover cap,          	
13,    	0.043883927989,     	0.039097146797,     	0.998271312809,     	0.727776804459,     	1.511988410984,     	1.0,                	0.002024641481,     	0.020993908412,     	0.021217151244,     	cover cap,          	
14,    	0.027142428238,     	0.052131320841,     	0.998271312809,     	1.09076165704,      	1.511988410984,     	1.0,                	0.001930268651,     	0.021367737525,     	0.021367737525,     	Normal,             	
15,    	0.00671169608,      	0.058389546659,     	0.998271312809,     	1.456351729258,     	1.511988410984,     	1.0,                	0.001958431376,     	0.021389913526,     	0.021389913526,     	Normal,             	
16,    	-0.014627991716,    	0.056924580646,     	0.998271312809,     	1.822325510526,     	1.511988410984,     	1.0,                	0.001957603391,     	0.021214068357,     	0.021217151244,     	cover cap,          	
17,    	-0.033886841934,    	0.048021536492,     	0.998271312809,     	2.185310363106,     	1.511988410984,     	1.0,                	0.001971631115,     	0.02130133049,      	0.02130133049,      	Normal,             	
