Point's Coordinates for twisted_polar_coordinates_106

num,   	x,,                 	y,,                 	z,,                 	theta,,             	phi,,               	norm,               	

1,     	0.029631245474,     	0.000351296847,     	-0.999560836509,    	0.011855066617,     	-1.541158660252,    	1.0,                	
2,     	0.008822455261,     	0.02828954579,      	-0.999560836509,    	1.268492128053,     	-1.541158660252,    	1.0,                	
3,     	-0.024178668259,    	0.017132603978,     	-0.999560836509,    	2.525129189489,     	-1.541158660252,    	1.0,                	
4,     	-0.023765694048,    	-0.017701014216,    	-0.999560836509,    	3.781766250925,     	-1.541158660252,    	1.0,                	
5,     	0.009490661571,     	-0.028072432399,    	-0.999560836509,    	5.038403312361,     	-1.541158660252,    	1.0,                	
6,     	0.059237187501,     	0.000638443632,     	-0.998243731764,    	0.010777333288,     	-1.511520993708,    	1.0,                	
7,     	0.049488324573,     	0.032563134435,     	-0.998243731764,    	0.581975997578,     	-1.511520993708,    	1.0,                	
8,     	0.024027268261,     	0.054149260135,     	-0.998243731764,    	1.153174661867,     	-1.511520993708,    	1.0,                	
9,     	-0.009062275955,    	0.058543378343,     	-0.998243731764,    	1.724373326156,     	-1.511520993708,    	1.0,                	
10,    	-0.039274611586,    	0.044350387574,     	-0.998243731764,    	2.295571990445,     	-1.511520993708,    	1.0,                	
11,    	-0.05701753554,     	0.016076462116,     	-0.998243731764,    	2.866770654734,     	-1.511520993708,    	1.0,                	
12,    	-0.056657794827,    	-0.017301626473,    	-0.998243731764,    	3.437969319023,     	-1.511520993708,    	1.0,                	
13,    	-0.038309604581,    	-0.045186570905,    	-0.998243731764,    	4.009167983312,     	-1.511520993708,    	1.0,                	
14,    	-0.007798385563,    	-0.058725098347,    	-0.998243731764,    	4.580366647601,     	-1.511520993708,    	1.0,                	
15,    	0.02518876577,      	-0.053618821996,    	-0.998243731764,    	5.15156531189,      	-1.511520993708,    	1.0,                	
16,    	0.050178661947,     	-0.031488948513,    	-0.998243731764,    	5.722763976179,     	-1.511520993708,    	1.0,                	
17,    	0.088790411177,     	0.000986868359,     	-0.996049842615,    	0.011114124954,     	-1.481883327165,    	1.0,                	
18,    	0.081653985399,     	0.034890366788,     	-0.996049842615,    	0.403813206652,     	-1.481883327165,    	1.0,                	
19,    	0.062086480539,     	0.063482123156,     	-0.996049842615,    	0.796512288351,     	-1.481883327165,    	1.0,                	
20,    	0.033066871833,     	0.082409301741,     	-0.996049842615,    	1.18921137005,      	-1.481883327165,    	1.0,                	
21,    	-0.000986868359,    	0.088790411177,     	-0.996049842615,    	1.581910451749,     	-1.481883327165,    	1.0,                	
22,    	-0.034890366788,    	0.081653985399,     	-0.996049842615,    	1.974609533447,     	-1.481883327165,    	1.0,                	
23,    	-0.063482123156,    	0.062086480539,     	-0.996049842615,    	2.367308615146,     	-1.481883327165,    	1.0,                	
24,    	-0.082409301741,    	0.033066871833,     	-0.996049842615,    	2.760007696845,     	-1.481883327165,    	1.0,                	
25,    	-0.088790411177,    	-0.000986868359,    	-0.996049842615,    	3.152706778544,     	-1.481883327165,    	1.0,                	
26,    	-0.081653985399,    	-0.034890366788,    	-0.996049842615,    	3.545405860242,     	-1.481883327165,    	1.0,                	
27,    	-0.062086480539,    	-0.063482123156,    	-0.996049842615,    	3.938104941941,     	-1.481883327165,    	1.0,                	
28,    	-0.033066871833,    	-0.082409301741,    	-0.996049842615,    	4.33080402364,      	-1.481883327165,    	1.0,                	
29,    	0.000986868359,     	-0.088790411177,    	-0.996049842615,    	4.723503105338,     	-1.481883327165,    	1.0,                	
30,    	0.034890366788,     	-0.081653985399,    	-0.996049842615,    	5.116202187037,     	-1.481883327165,    	1.0,                	
31,    	0.063482123156,     	-0.062086480539,    	-0.996049842615,    	5.508901268736,     	-1.481883327165,    	1.0,                	
32,    	0.082409301741,     	-0.033066871833,    	-0.996049842615,    	5.901600350435,     	-1.481883327165,    	1.0,                	
33,    	0.118266302219,     	0.001274644707,     	-0.992981096014,    	0.010777333288,     	-1.452245660622,    	1.0,                	
34,    	0.113116577083,     	0.034542480352,     	-0.992981096014,    	0.296376665433,     	-1.452245660622,    	1.0,                	
35,    	0.098802819601,     	0.065011889672,     	-0.992981096014,    	0.581975997578,     	-1.452245660622,    	1.0,                	
36,    	0.076484645278,     	0.090214422331,     	-0.992981096014,    	0.867575329722,     	-1.452245660622,    	1.0,                	
37,    	0.047970139866,     	0.108108319018,     	-0.992981096014,    	1.153174661867,     	-1.452245660622,    	1.0,                	
38,    	0.015569379012,     	0.117243922644,     	-0.992981096014,    	1.438773994011,     	-1.452245660622,    	1.0,                	
39,    	-0.018092720335,    	0.116881120934,     	-0.992981096014,    	1.724373326156,     	-1.452245660622,    	1.0,                	
40,    	-0.050289055082,    	0.107049305924,     	-0.992981096014,    	2.0099726583,       	-1.452245660622,    	1.0,                	
41,    	-0.078411269667,    	0.088544992795,     	-0.992981096014,    	2.295571990445,     	-1.452245660622,    	1.0,                	
42,    	-0.100181069513,    	0.062867290947,     	-0.992981096014,    	2.581171322589,     	-1.452245660622,    	1.0,                	
43,    	-0.113834794907,    	0.032096455073,     	-0.992981096014,    	2.866770654734,     	-1.452245660622,    	1.0,                	
44,    	-0.118266302219,    	-0.001274644707,    	-0.992981096014,    	3.152369986878,     	-1.452245660622,    	1.0,                	
45,    	-0.113116577083,    	-0.034542480352,    	-0.992981096014,    	3.437969319023,     	-1.452245660622,    	1.0,                	
46,    	-0.098802819601,    	-0.065011889672,    	-0.992981096014,    	3.723568651167,     	-1.452245660622,    	1.0,                	
47,    	-0.076484645278,    	-0.090214422331,    	-0.992981096014,    	4.009167983312,     	-1.452245660622,    	1.0,                	
48,    	-0.047970139866,    	-0.108108319018,    	-0.992981096014,    	4.294767315456,     	-1.452245660622,    	1.0,                	
49,    	-0.015569379012,    	-0.117243922644,    	-0.992981096014,    	4.580366647601,     	-1.452245660622,    	1.0,                	
50,    	0.018092720335,     	-0.116881120934,    	-0.992981096014,    	4.865965979745,     	-1.452245660622,    	1.0,                	
51,    	0.050289055082,     	-0.107049305924,    	-0.992981096014,    	5.15156531189,      	-1.452245660622,    	1.0,                	
52,    	0.078411269667,     	-0.088544992795,    	-0.992981096014,    	5.437164644034,     	-1.452245660622,    	1.0,                	
53,    	0.100181069513,     	-0.062867290947,    	-0.992981096014,    	5.722763976179,     	-1.452245660622,    	1.0,                	
54,    	0.113834794907,     	-0.032096455073,    	-0.992981096014,    	6.008363308324,     	-1.452245660622,    	1.0,                	
55,    	0.14763766893,      	0.00162067102,      	-0.989040187322,    	0.010976913535,     	-1.422607994078,    	1.0,                	
56,    	0.143284323999,     	0.035624575197,     	-0.989040187322,    	0.243687480467,     	-1.422607994078,    	1.0,                	
57,    	0.131206484072,     	0.067707949305,     	-0.989040187322,    	0.4763980474,       	-1.422607994078,    	1.0,                	
58,    	0.112055268628,     	0.09614117034,      	-0.989040187322,    	0.709108614332,     	-1.422607994078,    	1.0,                	
59,    	0.086863124648,     	0.119391395997,     	-0.989040187322,    	0.941819181265,     	-1.422607994078,    	1.0,                	
60,    	0.056988167134,     	0.136205200592,     	-0.989040187322,    	1.174529748197,     	-1.422607994078,    	1.0,                	
61,    	0.024040962779,     	0.145676147568,     	-0.989040187322,    	1.40724031513,      	-1.422607994078,    	1.0,                	
62,    	-0.010202296102,    	0.147293655722,     	-0.989040187322,    	1.639950882063,     	-1.422607994078,    	1.0,                	
63,    	-0.043895546559,    	0.14097052477,      	-0.989040187322,    	1.872661448995,     	-1.422607994078,    	1.0,                	
64,    	-0.075222376739,    	0.127047636339,     	-0.989040187322,    	2.105372015928,     	-1.422607994078,    	1.0,                	
65,    	-0.102493949119,    	0.106275576948,     	-0.989040187322,    	2.33808258286,      	-1.422607994078,    	1.0,                	
66,    	-0.124240046173,    	0.079774173695,     	-0.989040187322,    	2.570793149793,     	-1.422607994078,    	1.0,                	
67,    	-0.139288330178,    	0.04897212409,      	-0.989040187322,    	2.803503716725,     	-1.422607994078,    	1.0,                	
68,    	-0.146827544251,    	0.015529974599,     	-0.989040187322,    	3.036214283658,     	-1.422607994078,    	1.0,                	
69,    	-0.146451247408,    	-0.018749399843,    	-0.989040187322,    	3.268924850591,     	-1.422607994078,    	1.0,                	
70,    	-0.138179725909,    	-0.052017989286,    	-0.989040187322,    	3.501635417523,     	-1.422607994078,    	1.0,                	
71,    	-0.122458899621,    	-0.082482275462,    	-0.989040187322,    	3.734345984456,     	-1.422607994078,    	1.0,                	
72,    	-0.100136282356,    	-0.108499920818,    	-0.989040187322,    	3.967056551388,     	-1.422607994078,    	1.0,                	
73,    	-0.072415292191,    	-0.128668307359,    	-0.989040187322,    	4.199767118321,     	-1.422607994078,    	1.0,                	
74,    	-0.040790374879,    	-0.141900152146,    	-0.989040187322,    	4.432477685254,     	-1.422607994078,    	1.0,                	
75,    	-0.0069664379,      	-0.147482123,       	-0.989040187322,    	4.665188252186,     	-1.422607994078,    	1.0,                	
76,    	0.02723306155,      	-0.14511329443,     	-0.989040187322,    	4.897898819119,     	-1.422607994078,    	1.0,                	
77,    	0.059964419603,     	-0.134921370596,    	-0.989040187322,    	5.130609386051,     	-1.422607994078,    	1.0,                	
78,    	0.089463080274,     	-0.11745580075,     	-0.989040187322,    	5.363319952984,     	-1.422607994078,    	1.0,                	
79,    	0.11413876313,      	-0.093658158283,    	-0.989040187322,    	5.596030519916,     	-1.422607994078,    	1.0,                	
80,    	0.132661195722,     	-0.06481138026,     	-0.989040187322,    	5.828741086849,     	-1.422607994078,    	1.0,                	
81,    	0.144031828915,     	-0.032470603952,    	-0.989040187322,    	6.061451653782,     	-1.422607994078,    	1.0,                	
82,    	0.176879350158,     	0.001965940147,     	-0.984230577948,    	0.011114124954,     	-1.392970327535,    	1.0,                	
83,    	0.173097127146,     	0.036435614538,     	-0.984230577948,    	0.207463665803,     	-1.392970327535,    	1.0,                	
84,    	0.162662878612,     	0.069505088697,     	-0.984230577948,    	0.403813206652,     	-1.392970327535,    	1.0,                	
85,    	0.145977586875,     	0.099903521275,     	-0.984230577948,    	0.600162747502,     	-1.392970327535,    	1.0,                	
86,    	0.123682458339,     	0.126462717558,     	-0.984230577948,    	0.796512288351,     	-1.392970327535,    	1.0,                	
