This run aims to check if discrepancy is less than 0.0121
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.024389912414,     	0.0,                	0.99970252184,      	0.0,                	1.546403995605,     	1.0,                	0.002957956671,     	0.007270835423,     	0.007270835423,     	Normal,             	
1,     	0.023306164206,     	0.007189613172,     	0.99970252184,      	0.29922334045,      	1.546403995605,     	1.0,                	0.002916795278,     	0.007888345709,     	0.007888345709,     	Normal,             	
2,     	0.019792490842,     	0.014252197509,     	0.99970252184,      	0.624076426857,     	1.546403995605,     	1.0,                	0.002942175275,     	0.007899531253,     	0.007899531253,     	Normal,             	
3,     	0.014199214505,     	0.019830535419,     	0.99970252184,      	0.949394252558,     	1.546403995605,     	1.0,                	0.002941269664,     	0.007788916937,     	0.007788916937,     	Normal,             	
4,     	0.007223538376,     	0.02329567172,      	0.99970252184,      	1.270117026646,     	1.546403995605,     	1.0,                	0.002944914154,     	0.007911861041,     	0.007911861041,     	Normal,             	
5,     	-0.000613361789,    	0.024382198729,     	0.99970252184,      	1.595947153455,     	1.546403995605,     	1.0,                	0.002940300469,     	0.007775048655,     	0.007775048655,     	Normal,             	
6,     	-0.008255418091,    	0.02295029193,      	0.99970252184,      	1.916093943428,     	1.546403995605,     	1.0,                	0.002907141176,     	0.007846838828,     	0.007846838828,     	Normal,             	
7,     	-0.015115690535,    	0.019141152713,     	0.99970252184,      	2.239222647917,     	1.546403995605,     	1.0,                	0.002934059918,     	0.007812116256,     	0.007812116256,     	Normal,             	
8,     	-0.02039210821,     	0.013380199934,     	0.99970252184,      	2.560909007281,     	1.546403995605,     	1.0,                	0.002957417845,     	0.007354028579,     	0.007354028579,     	Normal,             	
9,     	-0.023453422341,    	0.006693639373,     	0.99970252184,      	2.863582298002,     	1.546403995605,     	1.0,                	0.002943185779,     	0.007743726401,     	0.007743726401,     	Normal,             	
10,    	-0.024369579544,    	-0.000995700947,    	0.99970252184,      	3.182428295578,     	1.546403995605,     	1.0,                	0.00291293407,      	0.00800292822,      	0.00800292822,      	Normal,             	
11,    	0.045161004542,     	0.0,                	0.99897972135,      	0.0,                	1.525619957045,     	1.0,                	0.00152024145,      	0.016364275897,     	0.016364275897,     	Normal,             	
12,    	0.042196173176,     	0.01609345521,      	0.99897972135,      	0.3643663707,       	1.525619957045,     	1.0,                	0.001491362076,     	0.016380812023,     	0.016380812023,     	Normal,             	
13,    	0.033679763284,     	0.030086373601,     	0.99897972135,      	0.729105068914,     	1.525619957045,     	1.0,                	0.001508825137,     	0.016547932273,     	0.016547932273,     	Normal,             	
14,    	0.020581096014,     	0.040198691747,     	0.99897972135,      	1.09760736752,      	1.525619957045,     	1.0,                	0.001516183491,     	0.016542717144,     	0.016542717144,     	Normal,             	
15,    	0.004724399829,     	0.044913209388,     	0.99897972135,      	1.465992199887,     	1.525619957045,     	1.0,                	0.001577237779,     	0.016557944072,     	0.016557944072,     	Normal,             	
16,    	-0.011781167987,    	0.043597252346,     	0.99897972135,      	1.834720009098,     	1.525619957045,     	1.0,                	0.001491549415,     	0.016520518914,     	0.016520518914,     	Normal,             	
17,    	-0.026672321335,    	0.036443155817,     	0.99897972135,      	2.202604860115,     	1.525619957045,     	1.0,                	0.001495076099,     	0.016679420716,     	0.016679420716,     	Normal,             	
18,    	-0.038081332488,    	0.024276087972,     	0.99897972135,      	2.574069247006,     	1.525619957045,     	1.0,                	0.00152617838,      	0.016567273165,     	0.016567273165,     	Normal,             	
19,    	-0.044273438291,    	0.008909488939,     	0.99897972135,      	2.943007193522,     	1.525619957045,     	1.0,                	0.001512822483,     	0.016349583053,     	0.016364275897,     	cover cap,          	
20,    	-0.044541837605,    	-0.007452585729,    	0.99897972135,      	3.307373564222,     	1.525619957045,     	1.0,                	0.00153850974,      	0.01635979772,      	0.016364275897,     	cover cap,          	
21,    	0.071341884864,     	0.0,                	0.99745192138,      	0.0,                	1.499393785193,     	1.0,                	0.001891351718,     	0.014553082353,     	0.014553082353,     	Normal,             	
22,    	0.069857538001,     	0.014477186204,     	0.99745192138,      	0.204346072303,     	1.499393785193,     	1.0,                	0.001914778309,     	0.014828220136,     	0.014828220136,     	Normal,             	
23,    	0.065355845983,     	0.028605557708,     	0.99745192138,      	0.412569359886,     	1.499393785193,     	1.0,                	0.00182637349,      	0.015008613526,     	0.015008613526,     	Normal,             	
24,    	0.057925050975,     	0.041645564055,     	0.99745192138,      	0.623335159274,     	1.499393785193,     	1.0,                	0.001829270935,     	0.014957822623,     	0.014957822623,     	Normal,             	
