Point's Coordinates for twisted_polar_coordinates_82

num,   	x,,                 	y,,                 	z,,                 	theta,,             	phi,,               	norm,               	

1,     	0.038298236064,     	0.000586960375,     	-0.999266181051,    	0.015324842213,     	-1.532484221263,    	1.0,                	
2,     	0.011276573309,     	0.036605167703,     	-0.999266181051,    	1.271961903649,     	-1.532484221263,    	1.0,                	
3,     	-0.031328930483,    	0.022036277429,     	-0.999266181051,    	2.528598965084,     	-1.532484221263,    	1.0,                	
4,     	-0.030638917179,    	-0.022985999266,    	-0.999266181051,    	3.78523602652,      	-1.532484221263,    	1.0,                	
5,     	0.012393038288,     	-0.036242406241,    	-0.999266181051,    	5.041873087956,     	-1.532484221263,    	1.0,                	
6,     	0.076541824175,     	0.001066424794,     	-0.997065801184,    	0.013931674739,     	-1.494172115732,    	1.0,                	
7,     	0.063814527224,     	0.042278768017,     	-0.997065801184,    	0.585130339028,     	-1.494172115732,    	1.0,                	
8,     	0.030826568772,     	0.070067901122,     	-0.997065801184,    	1.156329003317,     	-1.494172115732,    	1.0,                	
9,     	-0.011948607456,    	0.075610970697,     	-0.997065801184,    	1.727527667606,     	-1.494172115732,    	1.0,                	
10,    	-0.050930185241,    	0.057148091317,     	-0.997065801184,    	2.298726331895,     	-1.494172115732,    	1.0,                	
11,    	-0.073741789067,    	0.020541096733,     	-0.997065801184,    	2.869924996184,     	-1.494172115732,    	1.0,                	
12,    	-0.073140895899,    	-0.022587550927,    	-0.997065801184,    	3.441123660473,     	-1.494172115732,    	1.0,                	
13,    	-0.049318285072,    	-0.058544810764,    	-0.997065801184,    	4.012322324762,     	-1.494172115732,    	1.0,                	
14,    	-0.009837467201,    	-0.075914506841,    	-0.997065801184,    	4.583520989051,     	-1.494172115732,    	1.0,                	
15,    	0.032766676998,     	-0.069181883382,    	-0.997065801184,    	5.15471965334,      	-1.494172115732,    	1.0,                	
16,    	0.064967632769,     	-0.040484500766,    	-0.997065801184,    	5.725918317629,     	-1.494172115732,    	1.0,                	
17,    	0.114671589594,     	0.001647604629,     	-0.99340208976,     	0.014367039574,     	-1.4558600102,      	1.0,                	
18,    	0.105312223592,     	0.045405105695,     	-0.99340208976,     	0.407066121273,     	-1.4558600102,      	1.0,                	
19,    	0.079920026206,     	0.082250091017,     	-0.99340208976,     	0.799765202972,     	-1.4558600102,      	1.0,                	
20,    	0.042360729306,     	0.106573245581,     	-0.99340208976,     	1.192464284671,     	-1.4558600102,      	1.0,                	
21,    	-0.001647604629,    	0.114671589594,     	-0.99340208976,     	1.585163366369,     	-1.4558600102,      	1.0,                	
22,    	-0.045405105695,    	0.105312223592,     	-0.99340208976,     	1.977862448068,     	-1.4558600102,      	1.0,                	
23,    	-0.082250091017,    	0.079920026206,     	-0.99340208976,     	2.370561529767,     	-1.4558600102,      	1.0,                	
24,    	-0.106573245581,    	0.042360729306,     	-0.99340208976,     	2.763260611465,     	-1.4558600102,      	1.0,                	
25,    	-0.114671589594,    	-0.001647604629,    	-0.99340208976,     	3.155959693164,     	-1.4558600102,      	1.0,                	
26,    	-0.105312223592,    	-0.045405105695,    	-0.99340208976,     	3.548658774863,     	-1.4558600102,      	1.0,                	
27,    	-0.079920026206,    	-0.082250091017,    	-0.99340208976,     	3.941357856562,     	-1.4558600102,      	1.0,                	
28,    	-0.042360729306,    	-0.106573245581,    	-0.99340208976,     	4.33405693826,      	-1.4558600102,      	1.0,                	
29,    	0.001647604629,     	-0.114671589594,    	-0.99340208976,     	4.726756019959,     	-1.4558600102,      	1.0,                	
30,    	0.045405105695,     	-0.105312223592,    	-0.99340208976,     	5.119455101658,     	-1.4558600102,      	1.0,                	
31,    	0.082250091017,     	-0.079920026206,    	-0.99340208976,     	5.512154183356,     	-1.4558600102,      	1.0,                	
32,    	0.106573245581,     	-0.042360729306,    	-0.99340208976,     	5.904853265055,     	-1.4558600102,      	1.0,                	
33,    	0.15263447049,      	0.002126591383,     	-0.98828042378,     	0.013931674739,     	-1.417547904669,    	1.0,                	
34,    	0.145852571938,     	0.045042549123,     	-0.98828042378,     	0.299531006883,     	-1.417547904669,    	1.0,                	
35,    	0.127254565427,     	0.084309427411,     	-0.98828042378,     	0.585130339028,     	-1.417547904669,    	1.0,                	
36,    	0.098347150838,     	0.116746057298,     	-0.98828042378,     	0.870729671172,     	-1.417547904669,    	1.0,                	
37,    	0.06147223498,      	0.139724615938,     	-0.98828042378,     	1.156329003317,     	-1.417547904669,    	1.0,                	
38,    	0.019617204234,     	0.151383517169,     	-0.98828042378,     	1.441928335461,     	-1.417547904669,    	1.0,                	
39,    	-0.023827095732,    	0.150778226152,     	-0.98828042378,     	1.727527667606,     	-1.417547904669,    	1.0,                	
40,    	-0.065341066106,    	0.137957779964,     	-0.98828042378,     	2.01312699975,      	-1.417547904669,    	1.0,                	
41,    	-0.101561491903,    	0.11396081491,      	-0.98828042378,     	2.298726331895,     	-1.417547904669,    	1.0,                	
42,    	-0.129554009635,    	0.080731422383,     	-0.98828042378,     	2.584325664039,     	-1.417547904669,    	1.0,                	
43,    	-0.147050831994,    	0.040961650143,     	-0.98828042378,     	2.869924996184,     	-1.417547904669,    	1.0,                	
44,    	-0.15263447049,     	-0.002126591383,    	-0.98828042378,     	3.155524328329,     	-1.417547904669,    	1.0,                	
45,    	-0.145852571938,    	-0.045042549123,    	-0.98828042378,     	3.441123660473,     	-1.417547904669,    	1.0,                	
46,    	-0.127254565427,    	-0.084309427411,    	-0.98828042378,     	3.726722992618,     	-1.417547904669,    	1.0,                	
47,    	-0.098347150838,    	-0.116746057298,    	-0.98828042378,     	4.012322324762,     	-1.417547904669,    	1.0,                	
48,    	-0.06147223498,     	-0.139724615938,    	-0.98828042378,     	4.297921656907,     	-1.417547904669,    	1.0,                	
49,    	-0.019617204234,    	-0.151383517169,    	-0.98828042378,     	4.583520989051,     	-1.417547904669,    	1.0,                	
50,    	0.023827095732,     	-0.150778226152,    	-0.98828042378,     	4.869120321196,     	-1.417547904669,    	1.0,                	
51,    	0.065341066106,     	-0.137957779964,    	-0.98828042378,     	5.15471965334,      	-1.417547904669,    	1.0,                	
52,    	0.101561491903,     	-0.11396081491,     	-0.98828042378,     	5.440318985485,     	-1.417547904669,    	1.0,                	
53,    	0.129554009635,     	-0.080731422383,    	-0.98828042378,     	5.725918317629,     	-1.417547904669,    	1.0,                	
54,    	0.147050831994,     	-0.040961650143,    	-0.98828042378,     	6.011517649774,     	-1.417547904669,    	1.0,                	
55,    	0.190371942176,     	0.002701496107,     	-0.981708319997,    	0.014189668715,     	-1.379235799137,    	1.0,                	
56,    	0.184617433959,     	0.04653146814,      	-0.981708319997,    	0.246900235648,     	-1.379235799137,    	1.0,                	
57,    	0.168910152092,     	0.087852916681,     	-0.981708319997,    	0.479610802581,     	-1.379235799137,    	1.0,                	
58,    	0.144096880204,     	0.124438191743,     	-0.981708319997,    	0.712321369513,     	-1.379235799137,    	1.0,                	
59,    	0.111515308207,     	0.15431497168,      	-0.981708319997,    	0.945031936446,     	-1.379235799137,    	1.0,                	
60,    	0.072921917079,     	0.17587259155,      	-0.981708319997,    	1.177742503378,     	-1.379235799137,    	1.0,                	
61,    	0.030397286527,     	0.187948874487,     	-0.981708319997,    	1.410453070311,     	-1.379235799137,    	1.0,                	
62,    	-0.01376606961,     	0.189892784951,     	-0.981708319997,    	1.643163637243,     	-1.379235799137,    	1.0,                	
63,    	-0.057187293372,    	0.181599526227,     	-0.981708319997,    	1.875874204176,     	-1.379235799137,    	1.0,                	
64,    	-0.097525535345,    	0.163516190038,     	-0.981708319997,    	2.108584771109,     	-1.379235799137,    	1.0,                	
65,    	-0.132606150464,    	0.13661765372,      	-0.981708319997,    	2.341295338041,     	-1.379235799137,    	1.0,                	
66,    	-0.160537933688,    	0.102354024328,     	-0.981708319997,    	2.574005904974,     	-1.379235799137,    	1.0,                	
67,    	-0.179815075353,    	0.062572462991,     	-0.981708319997,    	2.806716471906,     	-1.379235799137,    	1.0,                	
68,    	-0.189398339762,    	0.019417603978,     	-0.981708319997,    	3.039427038839,     	-1.379235799137,    	1.0,                	
69,    	-0.188771090651,    	-0.024784063092,    	-0.981708319997,    	3.272137605771,     	-1.379235799137,    	1.0,                	
70,    	-0.177967143181,    	-0.067649614905,    	-0.981708319997,    	3.504848172704,     	-1.379235799137,    	1.0,                	
71,    	-0.157568940958,    	-0.106868158468,    	-0.981708319997,    	3.737558739637,     	-1.379235799137,    	1.0,                	
72,    	-0.128676156342,    	-0.140325411947,    	-0.981708319997,    	3.970269306569,     	-1.379235799137,    	1.0,                	
73,    	-0.092846406831,    	-0.166217686145,    	-0.981708319997,    	4.202979873502,     	-1.379235799137,    	1.0,                	
74,    	-0.052011283495,    	-0.18314912186,     	-0.981708319997,    	4.435690440434,     	-1.379235799137,    	1.0,                	
75,    	-0.008372218404,    	-0.190206941009,    	-0.981708319997,    	4.668401007367,     	-1.379235799137,    	1.0,                	
76,    	0.035718195149,     	-0.187010654735,    	-0.981708319997,    	4.9011115743,       	-1.379235799137,    	1.0,                	
77,    	0.077883031556,     	-0.173732575658,    	-0.981708319997,    	5.133822141232,     	-1.379235799137,    	1.0,                	
78,    	0.115849173572,     	-0.151088528458,    	-0.981708319997,    	5.366532708165,     	-1.379235799137,    	1.0,                	
79,    	0.147569856655,     	-0.120299259582,    	-0.981708319997,    	5.599243275097,     	-1.379235799137,    	1.0,                	
80,    	0.171335010568,     	-0.083024626483,    	-0.981708319997,    	5.83195384203,      	-1.379235799137,    	1.0,                	
81,    	0.185863449713,     	-0.04127411428,     	-0.981708319997,    	6.064664408962,     	-1.379235799137,    	1.0,                	
82,    	0.227829993478,     	0.003273467763,     	-0.973695423878,    	0.014367039574,     	-1.340923693605,    	1.0,                	
83,    	0.222813682158,     	0.047657995791,     	-0.973695423878,    	0.210716580424,     	-1.340923693605,    	1.0,                	
84,    	0.209234765987,     	0.090211053767,     	-0.973695423878,    	0.407066121273,     	-1.340923693605,    	1.0,                	
85,    	0.1876150751,       	0.129297351537,     	-0.973695423878,    	0.603415662122,     	-1.340923693605,    	1.0,                	
86,    	0.158785442093,     	0.163414824599,     	-0.973695423878,    	0.799765202972,     	-1.340923693605,    	1.0,                	
87,    	0.123853773594,     	0.191252357596,     	-0.973695423878,    	0.996114743821,     	-1.340923693605,    	1.0,                	
88,    	0.084162474033,     	0.211740169746,     	-0.973695423878,    	1.192464284671,     	-1.340923693605,    	1.0,                	
89,    	0.041236857795,     	0.224090925918,     	-0.973695423878,    	1.38881382552,      	-1.340923693605,    	1.0,                	
90,    	-0.003273467763,    	0.227829993478,     	-0.973695423878,    	1.585163366369,     	-1.340923693605,    	1.0,                	
91,    	-0.047657995791,    	0.222813682158,     	-0.973695423878,    	1.781512907219,     	-1.340923693605,    	1.0,                	
92,    	-0.090211053767,    	0.209234765987,     	-0.973695423878,    	1.977862448068,     	-1.340923693605,    	1.0,                	
93,    	-0.129297351537,    	0.1876150751,       	-0.973695423878,    	2.174211988917,     	-1.340923693605,    	1.0,                	
